Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,667686.0,388587.0,566402.0,592063.0,466577.0,237052.0,28939.0,47770.0,28593.0,19177.0,350411.0,180226.0,423012.0,470782.0,31191.0,18490.0,466479.0,8920.0,74341.0,400842.0,950,7846.0,11137.0,6166.0,193202.0,199368.0,120376.0,16985.0,1029123.0,8331455.0,440656.0,548058.0,510418.0,524014.0,525559.0,493746.0,590009.0,1998.0,33419.0,17121.0,6262.0
Bagalkote,25798.0,12600.0,16089.0,22360.0,10977.0,6834.0,1179.0,2802.0,1987.0,815.0,12346.0,5751.0,16362.0,19164.0,602.0,584.0,17004.0,557.0,2824.0,14433.0,856,128.0,878.0,399.0,7439.0,7838.0,4681.0,216.0,48772.0,495715.0,13464.0,20480.0,19059.0,18945.0,19678.0,17750.0,18138.0,5.0,1802.0,311.0,261.0
Bangalore Rural,10244.0,6000.0,10365.0,10224.0,7533.0,3591.0,303.0,184.0,116.0,68.0,5760.0,2690.0,6245.0,6429.0,766.0,201.0,6751.0,98.0,1141.0,5001.0,860,96.0,56.0,177.0,3781.0,3958.0,3167.0,349.0,17053.0,165541.0,6016.0,8074.0,7770.0,7832.0,8471.0,8472.0,9332.0,,591.0,139.0,21.0
Bangalore Urban,100472.0,43649.0,77944.0,81140.0,44192.0,7935.0,2331.0,110.0,95.0,15.0,34516.0,4690.0,37820.0,37930.0,4391.0,781.0,42624.0,274.0,1969.0,32951.0,955,306.0,2835.0,641.0,27643.0,28284.0,17033.0,2003.0,100294.0,939934.0,61955.0,69589.0,60450.0,68576.0,63683.0,61333.0,86255.0,4.0,1947.0,72.0,124.0
Belgaum,49601.0,34729.0,44011.0,48606.0,33651.0,33153.0,2964.0,5286.0,3770.0,1516.0,26097.0,16514.0,33574.0,38860.0,1995.0,950.0,41616.0,988.0,10748.0,35365.0,1005,1471.0,830.0,777.0,15895.0,16672.0,9110.0,1428.0,84222.0,406648.0,37111.0,51072.0,44655.0,43668.0,44285.0,41816.0,46937.0,14.0,1180.0,3283.0,776.0
Bellary,34169.0,16704.0,24813.0,28211.0,20444.0,7722.0,1457.0,7187.0,3396.0,3791.0,12922.0,8113.0,17757.0,24944.0,713.0,1514.0,24516.0,599.0,1467.0,22995.0,972,242.0,375.0,370.0,7585.0,7955.0,2982.0,394.0,18395.0,206336.0,17307.0,27081.0,26773.0,26617.0,27367.0,24976.0,23888.0,,23.0,646.0,542.0
Bidar,29410.0,19456.0,27353.0,29529.0,24000.0,16083.0,1230.0,1151.0,755.0,396.0,22996.0,12425.0,23485.0,24636.0,719.0,96.0,24135.0,377.0,2105.0,21493.0,938,248.0,163.0,290.0,8765.0,9055.0,5869.0,262.0,37458.0,339438.0,21902.0,25941.0,23278.0,23085.0,24740.0,22999.0,23415.0,63.0,169.0,621.0,472.0
Bijapur,31130.0,13836.0,21756.0,23997.0,23714.0,6160.0,659.0,3655.0,2370.0,1285.0,15462.0,8181.0,18545.0,22200.0,273.0,177.0,21940.0,315.0,5042.0,19458.0,973,37.0,110.0,109.0,5988.0,6097.0,4474.0,303.0,58386.0,364539.0,12956.0,21351.0,20973.0,20017.0,20485.0,20024.0,18253.0,44.0,2840.0,243.0,394.0
Chamrajnagar,7953.0,5425.0,5650.0,7037.0,3737.0,3693.0,550.0,623.0,402.0,221.0,5240.0,3448.0,5613.0,6236.0,260.0,89.0,5939.0,123.0,1030.0,4998.0,1010,100.0,30.0,144.0,2980.0,3124.0,1605.0,115.0,14807.0,130428.0,5647.0,5946.0,6195.0,5922.0,6113.0,5742.0,6098.0,3.0,1399.0,170.0,57.0
Chikkaballapur,14780.0,8204.0,13723.0,14046.0,29368.0,6710.0,1189.0,1342.0,781.0,561.0,11357.0,7844.0,11666.0,13008.0,1355.0,203.0,12783.0,199.0,1344.0,11336.0,987,205.0,206.0,56.0,5229.0,5285.0,3452.0,215.0,22646.0,150784.0,12434.0,13156.0,12391.0,12322.0,13697.0,12029.0,15220.0,1111.0,272.0,1183.0,82.0
