Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,1606448,944747,1299742,1183952,1207165,670385,55066,48430,33306,15124,651902,375299,720358,768788,88077,13060,845674,14935,97085,746165,923,21324,20433,6787,324061,330848,206668,12817,1442233,14839600,914176,1119537,1222023,1068644,1101858,1041558,1166039,9387.0,149230,140690,5390
Bagalkote,70853,39139,42647,50695,35641,29399,13912,2137,1512,625,29762,22866,33911,36048,2781,636,36940,766,3358,34841,905,350,381,127,12859,12986,9017,170,82260,734277,29802,46321,44004,43480,46005,43462,42701,47.0,10384,10296,233
Bangalore Rural,24016,14826,24743,16640,19496,8523,869,101,77,24,9382,5019,10851,10952,1830,208,11395,64,966,10358,909,354,451,40,5850,5890,3501,311,29753,227543,12412,15339,16692,16718,18038,17077,16969,,4308,9786,44
Bangalore Urban,198763,96723,143108,141787,113294,39119,5741,57,47,10,38615,10174,41799,41856,7283,832,50833,762,2818,41277,926,670,3123,624,44233,44857,32520,1567,239733,1926139,108016,124818,251192,121003,125929,123402,148863,5.0,4697,1651,27
Belgaum,128436,84788,98454,87968,70350,68074,4004,5453,4119,1334,51873,33840,57103,62556,3575,650,71327,1007,12483,65108,925,2476,1321,681,23814,24495,15460,996,78962,772850,76444,88450,89201,87012,87823,79572,89931,88.0,12806,21733,514
Bellary,72773,41747,57588,65942,34327,28587,1045,4993,4166,827,35748,22461,40981,45974,3501,1357,48328,1074,3608,46392,928,616,1063,465,16066,16531,8788,448,26586,399388,45605,64259,59237,57611,62017,58229,56665,3.0,2255,1409,484
Bidar,65567,34319,48546,45675,49057,40356,2092,1626,1135,491,26131,16517,26669,28295,1736,64,31383,410,2093,29806,930,364,352,254,7167,7421,4442,194,25887,283887,35571,40764,34192,32707,34302,31357,34559,114.0,2762,3212,257
Bijapur,70962,34779,49460,56609,48144,16610,975,4653,3729,924,34472,17863,37016,41669,853,187,41975,596,2745,40293,954,377,357,276,11003,11279,8260,102,60495,655392,37919,58737,54439,52623,53125,48157,44463,40.0,2823,2274,370
Chamrajnagar,17860,13041,16441,16114,13963,10300,408,338,210,128,11569,4714,12013,12351,1217,30,12000,190,1792,10914,962,301,342,73,7399,7472,2570,93,31463,327970,10551,14431,14300,14070,14256,13449,13772,34.0,1590,1487,93
Chikkaballapur,27700,18344,25896,25635,52091,16026,1188,778,440,338,17465,11648,17889,18667,2483,199,19183,349,1744,18118,929,753,404,269,6833,7102,5765,167,11087,302465,20480,23650,23347,23070,24339,22348,34664,6052.0,1578,2633,84
Chikmagalur,22898,15260,19530,16195,11612,8106,338,178,109,69,9185,5307,9956,10134,4648,368,13334,405,1532,10330,950,416,349,147,5798,5945,3571,247,25822,1357717,14427,16065,15714,16072,16310,15618,26052,24.0,3167,852,43
Chitradurga,41558,25191,38501,30973,26529,17437,888,1487,690,797,18482,12488,20037,21524,3271,625,23871,409,2456,22118,911,558,300,298,8095,8393,4738,385,63269,472503,17809,29719,28204,28190,29014,28241,27161,296.0,524,513,208
Dakshina Kannada,55000,27234,31463,24193,25035,14896,684,35,30,5,15379,3551,21190,21225,4462,335,21104,432,2460,15627,907,745,1403,34,5333,5367,4639,1091,52793,744272,20061,24665,27567,25955,26095,24806,26102,11.0,14565,19787,117
Davanagere,53568,27942,50797,38874,213743,19721,3067,2189,1591,598,19288,8210,19701,21890,2700,243,25542,322,4288,21427,932,524,535,203,9963,10166,6976,261,75883,521246,30400,33157,32783,32748,34343,30049,29053,57.0,3451,5904,139
Dharwad,71154,37915,66713,42347,25264,42563,2234,803,602,201,24380,10012,26014,26817,2771,219,30806,786,5693,25067,889,938,889,939,22269,23208,12406,254,49414,435119,35063,45819,46198,39564,41022,38186,42454,493.0,3185,3813,173
Gadag,25398,18421,23956,23892,10346,16060,868,1026,678,348,12292,8287,13779,14805,1006,363,17221,619,1155,16034,892,346,318,41,5314,5355,3779,210,25074,148227,17997,21765,21842,21821,22728,21636,20844,11.0,621,733,201
Gulbarga,96669,48820,60603,70200,54442,25010,1433,5014,3085,1929,39867,26186,46780,51794,2471,459,54724,988,7717,42935,939,404,985,172,15940,16112,5936,731,47640,317947,52120,65851,60323,58613,61200,58455,64786,305.0,2941,1317,343
Hassan,43619,29298,32013,29417,27444,26721,686,125,62,63,19491,12658,20411,20536,4767,409,24245,159,4434,21274,936,993,1016,777,8796,9573,5612,262,32473,527786,27164,29631,28294,28126,28874,27891,31673,44.0,7384,7588,124
Haveri,47198,33260,52713,37751,20844,21351,1867,1077,803,274,21581,14163,23051,24128,2090,390,25756,535,3252,24899,930,774,231,98,10028,10126,7201,520,54801,540496,29319,34226,33142,32110,32969,31597,32155,34.0,3518,4153,111
Kodagu,12831,8075,6627,7483,5121,6993,330,103,62,41,6239,5125,6523,6626,1290,36,7640,96,550,7012,912,282,104,77,2688,2765,2017,94,10833,155021,6190,7704,7642,7861,7745,7720,9812,2.0,348,1223,22
Kolar,34383,22909,43114,32093,31627,19989,1272,933,567,366,18917,9346,20859,21792,3131,428,22301,252,3625,20606,957,776,540,62,8733,8795,6925,183,18719,325818,26665,27674,28327,28191,29517,26780,22608,89.0,2689,1328,92
Koppal,43369,30468,31380,32753,21487,28839,1516,2983,1232,1751,22300,11465,24215,27198,1323,474,28101,783,2398,26704,929,585,100,45,9541,9586,2839,458,20241,233917,30353,32431,31171,31014,30870,30296,28923,836.0,1343,7366,334
