Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Gulbarga,65016,40062,46194,80331,83596,27753,2067,1303,770,533,29439,17931,46911,48214,787,5028,49358,859,3621,47340,996,775,337,17,18081,18098,4530,2942,9980,99002,48301,68402,64771,62650,65197,61992,61919,23,2612,1808,229
Hassan,25921,21326,33707,26565,27206,24368,1386,96,27,69,17948,5105,25028,25124,2696,3684,25129,78,2296,19771,945,838,426,49,7866,7915,4367,661,45284,362670,24651,27020,28487,27794,33608,27720,26082,14,12645,12545,75
Haveri,37365,29630,43428,33414,26234,34440,823,143,90,53,20027,6747,23722,23865,2045,1514,24302,498,2380,22804,973,1006,317,3,7732,7735,2933,520,32865,238598,22829,31580,32232,31565,31409,30200,29589,84,6735,7414,140
Kodagu,8399,7000,6624,7401,7120,6927,98,48,21,27,5793,1897,7064,7112,1268,353,7601,57,751,6627,943,457,113,35,2403,2438,1315,101,10249,268245,6973,8152,7864,7605,7366,7425,7087,2,3303,6760,24
Kolar,25254,19677,35807,27205,25481,22320,820,264,112,152,15236,5123,20510,20774,2505,2925,21718,198,1598,19972,950,474,327,16,7424,7440,4721,183,28689,211075,19568,23133,28668,27583,27412,26152,11068,66,6278,3722,50
Koppal,33203,26908,36747,30759,31306,28048,926,2211,614,1597,20458,2232,22596,24807,1602,774,24535,648,3139,22444,935,571,160,95,9435,9530,3634,278,34233,286289,28599,34795,30519,29914,31458,29073,27302,803,8577,7224,166
Mandya,26824,20875,54591,35123,23480,23372,864,31,11,20,13009,966,21014,21045,2163,4165,20965,184,2523,18680,939,1293,972,19,8801,8820,5838,759,16750,126232,20746,24240,28502,28344,28419,27869,27748,11,9968,12153,112
Mysore,75817,48958,63055,47743,99908,31429,1655,106,88,18,38041,23236,41294,41400,4777,2314,41185,1198,7610,34031,959,1576,297,66,13203,13269,5065,294,74859,409737,36197,46873,44968,44562,44187,43699,69163,52,29166,12801,325
Raichur,60870,32555,41841,45528,49220,15676,1630,1813,843,970,24634,5556,29468,31281,1236,1942,32137,845,3509,29625,928,815,252,106,9699,9805,3439,237,14934,112087,32497,49204,46183,44332,44600,42369,39827,25,5152,3028,213
Ramanagar,22134,13558,23258,18939,17285,10506,475,121,79,42,5403,3017,9993,10114,842,1479,10741,59,1143,10516,954,271,188,2,5279,5281,2634,237,35401,343265,9414,16102,18999,18804,19713,18304,23834,0,2852,1369,19
Shimoga,28374,23208,29083,30000,36039,34963,1131,76,47,29,20170,7142,27715,27791,6030,2972,28051,107,2230,28217,973,874,386,27,8741,8768,5867,833,81372,515206,24051,28105,29394,29250,30272,29539,29124,197,14587,7483,68
Tumkur,41630,31219,60343,42283,42505,29852,1872,317,91,226,18524,1676,32201,32518,4904,8274,34517,238,2882,32014,923,933,395,117,12214,12331,7291,816,55276,615128,26387,40095,44827,44172,45076,42742,41417,0,11360,2960,92
Udupi,44630,22603,43632,17437,77536,17136,730,25,14,11,5099,155,15101,15126,1882,4987,16078,136,2261,14522,974,688,168,28,4186,4214,1519,820,42325,447182,15366,17241,18297,17365,17292,16923,14772,84,31477,19655,37
Uttara Kannada,23124,18629,38929,21913,31887,16798,850,145,105,40,12366,4077,22160,22305,2290,2906,23456,228,2500,22070,962,1054,661,82,5980,6062,1821,837,39659,390980,20438,23946,24705,23944,23656,23202,21949,69,8307,8297,85
Yadgir,37692,19697,33358,33493,42510,22070,812,1378,413,965,17402,12206,18303,19681,208,82,20499,278,2421,19988,938,326,96,6,8910,8916,1642,28,21293,254357,22837,30822,31422,30257,30443,29158,28008,565,323,2963,72
