Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,1484711,934377,1449139,1247689,1574107,918486,62421,16367,8537,7830,617399,206553,837707,854074,88975,84283,894344,12951,104887,795285,942,25541,17798,2857,327378,330235,158481,31531,1366935,12045521,878376,1159252,1139723,1106233,1134700,1085498,1130921,6652,362304,365937,3237
Bagalkote,43312,27355,43895,48256,38320,35801,7949,409,265,144,20412,5530,39508,39917,558,4779,40318,584,4285,37913,922,357,39,15,21162,21177,6350,382,48498,407113,33774,51063,46954,46334,48606,45711,44783,224,9382,16311,169
Bangalore Rural,23222,16990,38403,26466,30421,13309,3042,30,18,12,5718,2086,9753,9783,550,1924,9726,83,930,8977,956,616,230,19,4161,4180,2397,1112,32889,218839,9710,15755,19031,19115,19639,19274,17503,0,9878,27079,5
Bangalore Urban,281993,134516,211357,196364,221141,85492,5420,6,3,3,75135,19526,85201,85207,19375,1933,94036,672,11923,69727,931,3469,8537,773,50340,51113,33620,2178,278519,2063231,120872,130949,135327,131078,137433,137598,179568,0,49984,34762,5
Belgaum,181823,111748,148735,105417,217025,119953,7810,1019,868,151,55581,30721,68960,69979,4670,4179,78038,1085,10638,67841,935,2027,576,282,28834,29116,13789,9013,55767,394712,89963,118026,101549,96357,96849,91950,90284,76,24560,21134,144
Bellary,60308,48126,47849,66944,58683,56272,2404,1789,773,1016,30654,2947,43021,44810,3175,5549,45078,784,3762,44710,945,1003,654,326,17741,18067,8337,1012,64227,588296,29408,55462,58282,54646,56592,53015,49786,39,6491,8702,187
Bidar,37823,25230,44805,41242,49324,49288,2690,414,296,118,25663,5956,30639,31053,2014,1294,32070,690,2334,28651,937,545,213,97,6459,6556,1951,870,25863,205645,29107,38551,35415,33567,34768,31746,28924,122,7263,9006,66
Bijapur,71020,36664,49563,59923,75984,23641,857,2893,1949,944,23659,6334,33903,36796,705,2996,37335,401,4004,34335,929,472,156,163,12032,12195,5536,403,27173,416848,33866,60002,53459,51115,51693,47425,45312,6,14357,25460,171
Chamrajnagar,15492,13057,17172,14730,17751,12433,1016,186,130,56,10385,247,11727,11913,1566,533,11962,186,1645,11444,911,331,132,27,4525,4552,1568,68,34507,342878,10884,12596,14958,14699,14546,14588,14516,269,6936,3555,113
Chikkaballapur,24856,19276,30177,24356,52317,16065,1076,240,151,89,13430,7556,13890,14130,3047,317,16807,381,2140,15800,940,412,258,39,5932,5971,3511,13,17913,212986,21878,24965,24770,24296,24938,23313,26784,2251,4875,4931,16
Chikmagalur,21004,13052,18984,15703,14629,13736,579,107,39,68,10110,6013,14684,14791,4693,2899,15862,138,1242,14993,920,420,372,14,5802,5816,2681,604,29089,393697,14178,15721,16418,16537,17038,16427,24243,378,6146,1807,46
Chitradurga,30582,22175,38750,30037,38579,29577,1587,358,184,174,18094,7321,23723,24081,2686,3384,24509,390,3574,21767,941,659,135,119,7481,7600,3953,494,78189,556760,19237,29162,29312,28773,29399,29134,26554,403,4156,2003,71
Dakshina Kannada,31459,20200,30627,23390,35944,22422,1199,11,8,3,9446,722,25718,25729,2516,4098,25716,237,3615,21438,947,851,665,22,4425,4447,2333,2131,36203,720646,25317,28296,29027,28207,28075,27252,26669,20,31686,45315,123
Davanagere,47302,28000,61358,33883,50672,35278,7984,480,357,123,23333,6257,27446,27926,4232,1456,30023,411,4964,28438,908,813,459,46,13926,13972,3812,2086,57510,348179,33251,39261,34859,34189,34229,33009,39763,24,10107,19679,81
Dharwad,35783,25610,53625,40314,43663,45504,2238,70,53,17,18340,3781,29011,29081,3323,5073,35213,921,7835,23816,933,1381,262,239,8894,9133,8440,948,19852,316813,32772,48082,38808,37611,38324,36866,36667,844,22021,35358,300
Gadag,22479,16473,23242,22530,8341,14057,431,278,118,160,13890,4490,17443,17721,630,470,17379,377,1132,16814,960,234,15,8,5710,5718,3587,671,17567,178825,15305,21651,21716,21568,22463,21823,20676,1,1120,653,33
