Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,1220627,844732,1240593,1195491,1155278,921695,42677,12322,6046,6276,610616,153812,853689,866011,95628,89253,866064,10703,96598,809243,941,33263,13780,1389,309683,311072,154956,24639,1471769,12364627,852619,1131954,234010,260876,300152,1030086,1039455,5636,342500,342668,4640
Bagalkote,42441,28973,44279,44335,29551,42057,1790,232,135,97,18781,2039,41998,42230,790,5544,42008,453,4339,39755,920,315,22,24,18989,19013,6544,44,55093,453612,32184,50425,13760,15597,18797,41116,41041,15,12122,15060,139
Bangalore Rural,16878,12823,16566,17176,16745,12649,503,13,6,7,5309,1729,9231,9244,770,2034,9257,43,1021,8902,923,1283,218,12,4322,4334,2119,996,35454,285274,8334,13481,1378,2365,3454,13671,13703,0,10565,29094,78
Bangalore Urban,216314,107190,169691,154784,174919,53212,2817,3,2,1,79095,14743,92222,92225,18841,2721,92117,210,6169,83260,937,4252,3634,194,39405,39599,24569,4137,248998,1995181,108225,121284,30486,32449,36709,111661,119567,13,27273,26316,23
Belgaum,94394,69729,92033,99144,124720,119385,5410,449,299,150,43146,11423,58868,59317,4773,5220,59914,834,9169,58536,945,1808,555,175,25046,25221,15597,2095,64102,484750,73546,107499,15685,19859,23200,87961,90222,16,30178,18048,341
Bellary,60877,49496,51210,70667,57108,64564,2864,1421,543,878,31247,5399,41317,42738,3320,5302,42221,802,2642,42025,920,1723,725,99,16529,16628,9053,965,80345,546109,30887,59100,9733,12580,16387,56837,53255,0,8832,6614,218
Bidar,37881,24886,45382,43657,34013,41997,2334,340,203,137,27859,5965,33257,33597,2429,1354,33679,458,2257,32844,924,774,204,127,6512,6639,1835,625,38547,257825,31411,44000,3837,4576,5622,31686,29805,77,6308,4557,135
Bijapur,56557,34615,52604,64797,70418,33026,1379,2134,1408,726,24889,5096,38482,40616,1024,3436,40464,460,4480,38694,919,703,237,103,14332,14435,6929,594,43964,432887,37518,65217,8921,10628,12752,48860,46028,10,13631,20667,175
Chamrajnagar,14717,12462,16413,14853,13302,12692,269,95,78,17,9796,235,10907,11002,1559,537,10933,152,1270,10360,928,311,111,2,4773,4775,1980,67,33442,328608,10390,11557,2354,2644,2793,13794,13951,140,7015,3810,78
Chikkaballapur,22219,18083,30470,24562,21914,15430,825,156,94,62,13524,5421,14016,14172,2759,344,14429,174,2583,13449,963,410,390,2,3640,3642,3693,9,16570,171932,15984,19066,10799,10801,11128,23199,28458,2456,2465,2178,25
Chikmagalur,15649,11878,16087,15321,12901,13562,214,64,24,40,11439,5148,15895,15959,4463,3149,15906,136,1365,15116,957,804,209,5,5129,5134,2776,640,30351,447044,14378,15797,3545,3921,4506,16045,13477,132,4443,2014,48
Chitradurga,28703,22973,36484,29466,32237,36010,1329,159,63,96,16185,6329,22393,22552,3413,3714,22826,281,2614,22893,918,693,92,7,7665,7672,4078,492,83399,593670,19927,27486,7848,8311,9171,27047,23938,246,8536,1713,113
Dakshina Kannada,28690,20684,36617,25900,36019,17240,136,17,7,10,9136,586,27979,27996,2570,4889,27914,243,3169,23266,944,1774,576,21,4344,4365,2607,1532,31850,446918,24102,28683,2283,2666,2951,28662,27255,8,36566,44853,223
Davanagere,35808,25311,48476,36411,38040,31780,1494,227,148,79,23438,7283,26824,27051,4775,1056,27389,501,6247,27420,931,1173,1135,35,17207,17242,3992,2838,63376,412077,40320,44067,15400,14518,15268,32812,41079,23,8686,8687,69
Dharwad,37392,28335,40040,41466,38570,48665,3162,8,6,2,21673,1666,34853,34861,3759,5469,34535,928,7626,24695,928,1475,278,147,8823,8970,7578,866,23101,214679,31465,48275,4253,3866,4055,37814,36348,507,21588,39811,340
Gadag,22134,16981,23269,22115,9811,16716,425,223,108,115,13006,1919,17274,17497,825,843,17232,294,1282,16768,951,279,49,4,5312,5316,3520,698,23773,195104,13761,20999,1112,2887,4537,19871,19473,0,403,1860,37
Gulbarga,67125,40989,55121,72097,74869,29137,2548,1251,687,564,33596,16325,47157,48408,1715,5094,47778,682,4510,45971,981,965,242,4,17130,17134,4759,1870,13419,144667,47013,70233,20304,20911,22604,60294,61060,60,3482,2379,513
Hassan,25612,20915,30316,24821,15478,22323,701,75,24,51,17544,6865,23901,23976,2921,3588,24537,64,1835,18632,931,1051,320,54,8065,8119,4930,659,47683,434313,22318,23766,3874,4077,4990,25579,25061,8,12881,16551,150
Haveri,34755,29853,39403,33015,19020,27398,433,68,50,18,20001,5127,24767,24835,2460,1934,24559,406,2155,23279,962,1013,184,2,7657,7659,2782,574,38383,269073,23143,29693,3859,5088,6195,29680,29708,103,9662,7794,119
Kodagu,8358,7020,8197,7728,7129,6497,101,29,15,14,6244,1478,7354,7383,1683,381,7434,66,897,6964,966,396,122,39,2532,2571,1616,111,16936,231367,6633,8054,1931,2125,2205,7767,7046,8,5829,4473,51
