Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Kolar,26145,20553,33323,26698,30115,20064,890,189,77,112,15746,3594,21656,21845,2738,3146,21991,235,2146,21994,968,488,264,13,7736,7749,4952,234,35097,239731,19723,21843,3048,4229,5513,23699,10784,15,5430,2291,94
Koppal,34148,28451,32832,32289,28121,35359,1297,1735,533,1202,20343,1556,21812,23547,1663,292,23265,561,3079,20953,932,637,143,10,9767,9777,3357,6,36386,325079,28036,33973,7005,8156,9558,27953,26744,845,1742,8913,164
Mandya,26145,20427,22418,29086,14668,23367,638,13,6,7,12646,368,20716,20729,2575,4130,20555,225,2356,18659,918,1656,926,6,8876,8882,5650,462,23673,146273,19352,22129,1687,2910,4914,26113,26243,0,9262,11979,289
Mysore,54557,40849,59473,46981,48957,35138,1788,80,63,17,30680,19815,34540,34620,4336,1883,35021,809,5956,32171,963,1870,829,92,11617,11709,5090,211,80508,456801,33176,42976,10864,10652,10779,41237,64834,53,14292,4826,620
Raichur,52312,32695,43131,50286,35952,16691,2012,1903,917,986,23537,2727,33373,35276,1468,831,34576,762,3953,33424,940,809,440,35,9657,9692,3173,239,15089,131290,39433,49301,13140,14553,15648,43029,43700,16,4201,10600,236
Ramanagar,15969,11397,24258,16910,15173,7934,370,64,23,41,5008,3180,9936,10000,990,1289,10299,93,956,10268,930,315,149,2,4842,4844,2527,227,31220,327069,8264,14289,7165,7292,7890,15619,15363,0,2899,1301,18
Shimoga,28132,22821,31594,29159,28018,42163,3136,68,37,31,19830,6732,27631,27699,6024,2869,28557,77,1865,28271,965,1064,479,14,9134,9148,5752,867,79845,534053,24954,27471,4391,5684,6984,27765,27135,80,10882,11581,61
Tumkur,39410,31172,45590,44624,38905,37323,1597,264,87,177,20122,722,34861,35125,6102,9079,35162,182,3112,33014,931,1111,472,56,11748,11804,7811,840,61759,624759,28758,37725,6711,8616,10362,41924,39508,0,15639,2592,151
Udupi,16197,11274,23166,16522,21398,17167,633,29,18,11,5118,80,16188,16217,1986,5915,16480,121,2402,14779,954,1377,64,22,4088,4110,1450,838,47949,519094,15819,16833,5954,5412,5602,15851,14071,82,36789,17870,39
Uttara Kannada,22933,18960,34493,23831,25327,19248,652,116,84,32,13039,2561,23735,23851,2691,3037,23868,217,2812,22249,974,2223,568,53,6525,6578,2021,857,42289,407478,20781,24242,2750,3664,5101,22146,21030,42,8893,10602,43
Yadgir,38175,22937,37657,36790,41880,22901,930,897,301,596,18639,7701,20546,21443,206,173,21158,234,2331,20632,935,511,143,30,8281,8311,2216,46,29168,307910,22784,32490,9933,9839,10477,30394,29568,681,2006,3634,50
