Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_West Bengal,"1,879,037","1,183,229","1,377,277","1,472,528","1,305,990","979,052","5,246","377,695","3,342","374,353","890,143","505,045","1,071,312","1,449,007","181,285","109,068","1,401,559","23,282","213,956","1,100,905",935,"57,381","18,505","7,282","220,229","227,511","105,615","3,958","8,384,583","24,699,108","1,011,256","1,593,000","1,506,956","1,482,728","1,483,093","1,489,212","1,388,815","18,971","194,253","231,397","15,577"
Bankura,"69,023","50,138","53,953","54,924","42,608","41,932",29,"6,834",0,"6,834","40,687","29,782","45,385","52,219","5,759","2,253","51,774",839,"11,175","42,712",910,"2,495",9,"1,744","12,926","14,670","4,133",0,"750,114","2,448,575","45,062","60,234","57,355","57,518","58,808","62,674","61,313",11,"15,408","15,673",575
Bardhaman,"155,013","88,016","96,690","106,237","91,743","70,646",397,"12,624",503,"12,121","65,141","42,276","96,953","109,577","11,601","15,831","111,687","1,807","22,000","101,846",912,"3,587",221,153,"19,806","19,959","6,582",297,"691,408","2,390,247","76,902","138,679","121,144","120,204","120,366","120,154","111,369","2,216","22,646","11,162","1,133"
Birbhum,"70,541","54,626","51,788","61,346","46,478","26,266",132,"14,344",0,"14,344","48,411","36,361","51,468","65,812","5,087","1,326","61,805",950,"10,841","57,450",969,"1,733",226,51,"14,812","14,863","2,225",,"411,158","855,228","44,086","70,009","63,972","62,396","62,612","62,583","60,466",674,"6,598","8,004",855
Dakshin Dinajpur,"33,288","24,935","27,589","29,525","25,398","20,228",37,"7,674",1,"7,673","19,151","12,923","20,270","27,944","3,657","1,043","26,254",473,"4,325","25,954",939,"2,836",886,52,"3,472","3,524","2,153",,"240,204","532,391","19,900","27,908","28,155","27,874","27,557","26,698","25,495",657,"1,950","1,231",314
Darjeeling,"35,148","17,083","21,814","25,384","26,510","15,186",747,"2,082",667,"1,415","33,908",,"34,146","36,228","6,225",,"35,840",740,"9,223",,947,432,293,13,"3,027","3,040","2,353",,"74,631","580,424","31,510","43,828","31,465","30,986","30,304","31,396","20,800",,208,654,866
Haora,"103,216","50,715","64,836","70,660","56,720","40,286",133,"7,280",3,"7,277","27,277","20,941","48,291","55,571","3,672","13,123","55,163",618,"8,301","52,464",940,"2,333",701,73,"6,884","6,957","4,465",402,"655,821","1,692,854","47,452","70,373","68,875","67,492","68,278","66,553","58,932",488,"9,067","14,471",239
Hooghly,"101,801","71,071","81,819","81,147","74,959","55,401",196,"5,830",586,"5,244","50,268","19,670","69,287","75,117","17,722","13,590","61,306",863,"9,266","59,548",950,"2,663","2,264",222,"19,927","20,149","7,233",31,"592,738","965,861","64,929","82,525","78,083","76,849","77,543","76,145","73,737",155,"9,530","31,662",442
Jalpaiguri,"72,566","51,812","53,290","62,939","55,465","66,837","1,121","13,029",0,"13,029","36,511","27,567","42,772","55,801","3,672","4,090","55,210",941,"7,448","48,102",935,"2,728",626,627,"7,365","7,992","5,240",318,"226,674","922,816","43,545","65,056","60,149","59,255","58,864","60,106","55,508",43,"5,074","6,640",204
Koch Bihar,"57,253","36,115","49,221","52,032","49,883","43,341",108,"15,609",0,"15,609","28,633","21,858","37,504","53,113","1,589","7,292","52,451",924,"7,058","44,630",935,"2,288",245,181,"10,530","10,711","4,194",,"466,783","1,271,826","27,659","53,112","51,232","50,924","51,588","49,961","46,924",0,"2,686","8,634",377
Kolkata,"128,580","39,677","88,714","44,784","36,527","13,682","1,146",32,32,,"78,339","4,916","84,004","84,036","29,828","5,643","86,343","2,419","20,879","43,643",930,"2,323","2,550","2,559","11,976","14,535","4,131","2,245","102,454","1,257,127","65,289","89,071","50,017","45,534","45,007","46,552","42,855",,,,"4,583"
Malda,"102,091","64,079","74,877","89,631","64,861","55,174",14,"48,331",23,"48,308","43,117","37,781","43,117","91,448","3,136",,"90,167","1,830","8,516","84,330",943,"1,520","1,079",87,"7,669","7,756","2,262",,"218,783","783,209","35,972","92,674","91,385","89,339","87,258","90,034","81,442",396,19,"6,143",585
Medinipur East,"92,451","64,623","73,897","83,244","72,581","81,262",47,"23,926",491,"23,435","55,238","24,194","74,157","98,083","22,597","14,876","81,985",841,"15,323","56,486",942,"2,731",485,104,"11,090","11,194","7,676",7,"555,266","1,249,704","45,720","87,748","85,332","84,949","85,196","84,746","78,952",379,"8,038","3,810",484
Medinipur West,"113,257","84,678","83,855","89,492","104,988","98,864",74,"19,131",460,"18,671","52,695","36,772","64,999","84,130","9,444","3,994","83,438","1,220","13,593","70,615",952,"5,121",477,370,"20,470","20,840","5,351",54,"330,508","1,236,144","75,072","96,410","95,938","96,621","98,458","97,499","93,974",12,"18,274","27,530",930
Murshidabad,"168,259","126,127","133,888","154,419","137,026","94,513",61,"61,461",136,"61,325","78,725","61,567","78,725","140,186","10,651",,"137,882","2,907","14,464","118,303",932,"4,598",676,264,"25,549","25,813","6,495",,"581,821","2,023,589","122,159","160,914","155,554","152,652","151,975","152,433","145,674","1,862","16,932","30,030","2,201"
Nadia,"91,832","64,953","75,327","79,730","69,971","54,228",429,"6,445",0,"6,445","67,296","43,789","86,980","93,425","24,155","15,760","72,817","1,074","12,657","58,741",940,"7,645","5,555",259,"13,444","13,703","5,939",55,"552,069","1,239,355","50,913","77,950","78,302","78,251","78,884","78,025","75,481","2,801","36,453","23,384",66
North 24 Parganas,"172,196","102,619","111,927","127,850","126,413","43,953",248,"15,790",362,"15,428","61,793","17,352","65,491","81,281","10,303","1,824","95,284","1,444","10,201","47,220",919,"4,635","1,287",262,"11,041","11,303","15,010",533,"742,640","1,618,962","76,535","118,702","122,304","119,770","120,296","120,458","114,032","2,366","9,077","12,540",87
Puruliya,"61,635","46,980","53,007","53,965","48,527","36,268",10,"13,430",0,"13,430","37,642","34,246","38,558","51,988","1,820",825,"51,444",898,"12,276","48,954",939,"3,010",193,100,"10,008","10,108","7,599",16,"336,363","1,503,207","37,459","54,060","56,653","55,941","56,515","57,606","56,591",163,"15,428","12,623",333
South 24 Parganas,"173,449","107,665","133,328","141,389","127,388","77,043",61,"67,625",49,"67,576","41,907","17,453","58,881","126,506","6,600","3,137","125,309","1,351","10,753","93,220",939,"3,565",669,154,"7,206","7,360","10,239",0,"719,546","1,628,112","63,936","136,182","146,348","144,463","142,970","145,226","129,101","6,487","12,045","13,486",568
Uttar Dinajpur,"77,438","37,317","47,457","63,830","47,944","43,942",256,"36,218",29,"36,189","23,404","15,597","30,324","66,542","3,767","4,461","65,400","1,143","5,657","46,687",920,"1,138",63,7,"3,027","3,034","2,335",,"135,602","499,477","37,156","67,565","64,693","61,710","60,614","60,363","56,169",261,"4,820","3,720",735
