Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttar Pradesh,"4,969,973","2,686,088","3,635,500","4,436,057","3,237,770","425,635","50,624","1,204,141","584,593","619,548","1,961,553","1,495,028","2,031,387","3,235,528","48,358","15,268","3,812,813","65,172","823,884","2,689,050",891,"33,387","46,362","6,534","295,602","302,136","1,329,635","14,313","3,136,087","59,311,462","2,282,078","4,656,302","4,681,084","4,405,209","4,413,050","4,556,403","4,507,375","2,380","594,149","224,908","1,006"
Agra,"120,372","36,050","93,479","120,471","52,225","2,166",167,"37,424","8,360","29,064","41,476","35,568","41,476","78,900","1,537",,"117,505","10,107","27,353","83,681",883,"2,071","1,599",460,"12,150","12,610","29,552",613,"19,148","1,669,170","53,776","117,235","109,369","107,911","107,832","107,698","107,698",,"6,034","1,826",
Aligarh,"79,658","77,676","52,150","79,116","57,053","14,963","1,096","11,378","2,740","8,638","34,486","34,486","38,247","49,625",45,113,"45,955",297,"23,435","34,262",825,373,"1,840",748,"3,652","4,400","21,031",,"14,190","1,062,927","42,425","84,119","89,019","82,852","86,160","89,800","91,251",,"1,312",815,
Allahabad,"136,998","79,601","89,914","118,516","89,580","12,532","1,136","22,227","13,769","8,458","62,019","52,633","62,019","84,246","1,516","1,213","93,539","1,334","23,482","71,401",906,557,456,256,"12,443","12,699","23,444",555,"25,618","483,483","43,332","124,227","133,600","125,734","125,404","127,155","122,748",9,"5,865","10,042",15
Ambedkar Nagar,"52,599","49,169","40,120","49,357","24,487","1,797",241,"30,667",,"30,667","20,720","18,337","21,008","51,675",202,,"55,356",70,"16,950","41,235",834,,,5,"2,170","2,175","11,894",,"1,970","212,587","34,441","53,950","57,279","54,488","52,556","52,359","36,740",,"3,202","1,440",2
Auraiya,"33,789","13,918","36,038","31,238","5,837",,,"7,309","3,325","3,984","16,573","16,573","16,573","23,882",,,"15,588",41,548,"16,128","1,031",,,,"1,041","1,041","18,418",,"21,972","838,800","10,049","27,891","28,613","27,966","28,139","28,057","27,757",,,48,
Azamgarh,"94,633","38,361","61,507","89,011","20,517","5,263","1,064","16,085","9,325","6,760","46,194","28,511","46,194","62,279",638,,"61,891",429,"14,913","60,888",978,15,303,9,"7,731","7,740","22,586","2,006","25,561","719,833","32,815","92,757","93,274","90,696","91,284","99,134","99,134",,"8,436","5,326",
Bagpat,"30,107","19,125","23,092","27,456","25,480","2,475",171,"6,710","1,669","5,041","8,597","4,496","8,645","15,355",15,133,"23,070",70,"3,729","19,909",760,84,19,103,"1,741","1,844","8,846",348,"5,665","428,735","14,281","29,942","30,610","29,054","29,150","31,273","20,680",,499,536,
Bahraich,"91,337","44,370","67,484","80,266","22,703","15,007","3,647","16,019","9,759","6,260","34,967","36,117","35,063","51,082",925,,"61,169",431,"14,770","47,509",792,"2,262","2,394",,"2,557","2,557","18,482",,"1,787","53,130","16,692","66,313","58,957","52,684","59,626","66,895","66,895",1,,,
Ballia,"62,474","23,998","47,457","56,914","28,929","1,156",690,"21,953","9,769","12,184","35,496","14,094","35,496","57,449",225,13,"66,484",131,"5,960","36,030",703,,3,,"3,496","3,496","12,848",,"4,898","921,858","24,109","67,383","67,135","62,826","63,748","64,004","64,004",,"120,050",180,
Balrampur,"61,087","46,851","44,628","58,578","19,104","3,397",,"38,132","19,754","18,378","19,685","14,773","21,033","59,165",349,,"58,921",335,"16,459","44,300",917,,,6,791,797,"4,331",,"6,591","121,044","32,213","55,940","53,022","52,836","52,938","53,129","53,129",,915,543,11
