Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"203,240","108,681","144,531","166,112","107,631","65,733","4,010","43,775","21,858","21,917","84,930","57,716","109,328","153,103","7,216","3,333","151,536","2,100","11,386","127,780",911,"8,367","6,379","1,698","23,388","25,086","99,883","1,597","321,448","6,657,193","118,019","188,629","182,359","171,746","171,563","174,546","166,936",140,"25,226","27,963",76.0
Almora,"9,465","5,401","7,590","8,391","5,123","1,786",115,"3,480","2,216","1,264","5,282","3,948","5,282","8,762",470,,"8,757",131,958,"7,275",894,347,267,528,"1,223","1,751","7,070",,"28,079","383,075","5,619","9,321","9,320","9,330","9,161","9,312","9,331",3,769,"1,138",1.0
Bageshwar,"4,632","2,502","4,419","4,533","3,506",731,24,"1,790","1,468",322,"2,173","1,521","2,173","3,963",10,,"3,956",10,56,"3,837",878,354,354,195,945,"1,140","2,761",,"23,171","173,411","1,714","4,626","4,734","4,762","4,842","5,210","5,210",0,224,203,4.0
Chamoli,"6,665","4,400","4,604","5,632","3,973",454,15,"2,062","1,456",606,"3,368","3,106","3,368","5,430",180,,"5,380",73,178,"5,097",903,82,50,92,"1,510","1,602","4,240",,"21,583","304,927","4,449","5,749","6,311","6,086","5,789","5,942","5,429",0,834,395,10.0
Champawat,"4,829","2,760","3,651","4,295","2,596",368,4,913,699,214,"2,828","2,213","2,828","3,741",0,,"3,691",52,148,"3,592",890,306,33,23,765,788,"1,907",,"12,503","192,102","1,125","4,292","4,184","4,149","4,169","3,913","3,894",0,77,48,
Dehradun,"37,145","26,389","28,749","34,548","21,619","31,530","1,251","2,460",552,"1,908","16,186","13,202","23,871","26,331","2,878","1,973","26,054",411,"3,713","21,031",910,"2,682","1,977",260,"3,156","3,416","14,871","1,597","50,714","1,564,163","19,661","35,916","36,283","35,375","36,173","34,331","26,136",59,"6,673","6,569",18.0
Garhwal,"19,600","7,558","8,334","8,822","8,992","5,494",577,"2,644","1,599","1,045","7,703","5,421","8,252","10,896",673,,"10,858",138,857,"9,353",846,791,685,90,"2,017","2,107","5,818",,"29,855","438,272","8,089","11,366","10,231","9,970","9,765","9,850","11,332",2,"5,084","10,026",21.0
Hardwar,"32,694","13,367","20,249","24,004","13,416","8,715",616,"9,990","2,743","7,247","7,947","1,036","14,844","24,834",286,"1,278","24,306",404,"1,944","19,371",894,791,634,54,"1,759","1,813","12,350",,"36,836","774,147","23,868","35,901","28,119","23,781","23,313","24,948","25,003",35,"1,541","1,813",1.0
Nainital,"18,435","11,408","17,700","15,515","12,723","4,078",420,"3,756","2,551","1,205","10,367","5,358","12,032","15,788","1,864",,"15,587",194,870,"14,996",931,886,819,208,"1,886","2,094","7,804",,"23,934","583,884","11,147","18,446","19,556","19,025","18,785","19,436","19,187",34,"1,704","3,085",
Pithoragarh,"9,304","5,437","9,213","8,912","8,183","1,192",196,"2,888","2,130",758,"5,250","4,038","5,444","8,332",221,82,"8,376",106,840,"8,538",877,475,340,16,"2,508","2,524","5,845",,"17,378","291,440","7,251","9,483","8,571","8,249","8,333","8,979","9,426",2,"4,217","2,039",21.0
