,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18
Harda,11590,6743,58.2,7070,6379,3517,61,85.4,9905,85.5,6130,98,27.5,1.9,1193,0,1193,0,7458,40,0.5,1428,,0,8886,76.7,10079,88.2,88.2,11.8,768,690,16.4,10.3,48.3,83.9,16.1,4225,4835,354.1,48,9956,98.8,168,98.3,9952,100,869,8.7,9727,97.7,934,7.6,19.4,9210,79.5,5970,51.5,0,0,0,0,3101,2,26.8,100,,11,4,501,222,64.2,99.5,0.5,24.7,75.3,1.9,18,2154,2172,0.8,99.2,,,,,157,2015,7.2,92.8,62.4,22.8,14.8,0,100,100,50.6,,0,0,0,0,0,0,0,2025,,19.2,5.2,48.2,1636,389,0,64709,83,581728,0,8,0,,31,8113,7631,9769,7181,76.6,98.1,72.1,0,0,0,10031,9367,9114,9296,0,93.4,9320,4.8,93.9,37.8,0,0,4,83.5,83.1,99,100,88,0,0,1,30,1,0,76,2842,305,0,9655,8852,7870,9176,0,71.6,28.3,,0,40561,362101,10307,372408,10.9,1066,1015,51.2,145,13.6,2.8,2159,0.6,4.2,0.3,50.7,0.1,0.2,0.1,0.1,219,0.9,0,0.9,0.5,1.8,0,1701,,
Hoshangabad,23453,13399,57.1,18596,15941,4811,79.3,88.5,19580,83.5,13731,84,19.4,1.6,605,57,548,9.4,16971,123,0.7,5802,,0,22773,97.1,23378,97.4,97.7,2.6,2903,2154,22.2,17.1,37.1,74.5,25.5,1039,3679,171.7,15.7,23135,99,331,98.6,23109,99.9,2817,12.2,22849,98.8,888,5.9,83.5,14529,61.9,12748,54.4,5223,22.3,738,3.1,6657,3,28.4,100,,21,3,462,574,71.1,98.6,1.4,50.5,49.5,2.4,75,6482,6557,1.1,98.9,,,,,855,5702,13,87,78.4,15.6,5.9,0.1,90.1,66,100,100,0,0,0,0,0,0,1,6547,,40.7,15.7,50,3818,2667,62,115636,993,1492696,0,28,2,,0,18890,22459,23333,22537,97.1,100.9,97.4,1,1,1,20920,20666,21142,21396,0,92.5,21377,8.3,92.2,148.7,3,0,67,98.8,96.3,94,94,4,0,0,0,19,0,4,28,1759,349,0,20658,18821,17396,20754,0,62.9,21.4,48,0.1,115548,1008862,84408,1093270,10.6,2903,7496,27.9,199,6.9,7.7,13734,1.3,3,0.4,26.5,0.1,0.2,0.6,0.4,359,28.1,3.9,3.1,0,0.3,0,11102,,
Indore,75977,36360,47.9,46834,50010,19612,61.6,91.6,70585,92.9,37588,1343,53.3,1.4,125,24,101,19.2,29257,2842,9.7,37265,0,0,66522,87.6,66647,99.8,99.8,0.2,3786,14046,26.8,12.9,37.7,44,56,615,2828,492,4.2,67038,100.6,178,99.7,65161,97.2,5913,9.1,51620,77,963,0.9,50.3,65815,86.6,37613,49.5,59,0.1,14,0,10635,0,14,,,50,44,108,606,84.9,99.7,0.3,100,0,0.8,190,14649,14839,1.3,98.7,,,,,6106,8733,41.1,58.9,45.2,25.1,28.7,0.9,71.9,52.6,42.3,100,0,0,0,0,0,6,31,14652,0,24.3,12.2,49.7,10977,3566,109,156606,705,448506,696,106,125,,0,16487,48123,78175,46409,71.8,116.6,69.2,189,174,205,66747,63534,63429,64871,0,96.8,64627,17,109.9,88.9,38,0,403,99,70,132,13,0,0,0,0,51,2,11,46,2186,715,0,64788,58677,55783,58751,0,73.4,15,73.6,0.5,47657,1059793,168699,1228492,3.9,183,1233,12.9,6,3.3,13.7,4900,0.4,2.1,0.4,13.5,0.3,0.3,0.8,0,16,12.5,0,6.3,0,0,0,44795,,
Jabalpur,52492,35305,67.3,41925,28969,13977,79.9,81.8,49438,94.2,36442,1115,37.5,2.6,975,42,933,4.3,32185,733,2.3,3023,0,0,35208,67.1,36183,97.3,97.4,2.7,5650,786,18.3,17.6,26,91.4,8.6,1342,7093,137.6,19.6,35676,98.6,562,98.4,35464,99.4,6724,19,34542,96.8,942,10.7,161.2,41228,78.5,28369,54,1787,3.4,223,0.4,26000,33,49.5,457.6,,144,24,532,1421,72.8,85.6,14.4,100,0,2.7,127,13392,13519,0.9,99.1,,,,,,13519,0,100,82,3.7,13.1,1.1,100,100,100,100,0,0,0,0,0,25,105,19671,,54.8,33.5,59.3,8437,10785,449,103939,1614,492136,854,252,65,,8,29518,28976,34792,26062,81.2,97.5,73.1,187,13,131,39037,37688,37175,37645,11,105.5,37472,-8.2,106.9,110.4,43,0,1117,99.3,84.5,555,17,3,0,0,5,43,0,33,20,3762,696,11,33812,29605,26463,34732,25,68,11.2,45.1,1.3,83221,1087277,85782,1173059,7.1,8438,7512,52.9,194,2.3,7.3,21612,1.8,3.7,1.1,27.6,0.3,0.7,1,0,1429,4.2,15.1,2.6,0.1,0.2,0,17095,,
Jhabua,41147,15439,37.5,22794,12426,21742,55.4,83,31302,76.1,31543,671,31.4,0.9,1747,11,1736,0.6,30300,7690,25.4,995,510,51.3,31295,76.1,33042,94.7,94.7,5.3,164,155,1,0.5,15.6,96.8,3.2,2678,8141,153.3,24.6,32623,98.7,596,98.2,31950,97.9,7333,23,31875,97.7,917,4.2,17.9,24992,60.7,17371,42.2,201,0.5,187,0.5,10626,634,25.8,0.9,,35,0,349,781,71.9,90.5,9.5,87.3,12.7,1.9,129,4684,4813,2.7,97.3,,,,,15,4798,0.3,99.7,97.4,0.5,1.4,0.7,99.8,100,89.2,100,0,0,0,0,0,0,36,8010,50,38.9,10.3,62.6,4850,3118,92,48405,267,192530,3698,28,3,,0,10631,30064,33490,28191,92.2,102.7,86.4,435,278,312,31227,30110,28798,27255,14,83.6,27213,18.6,92.7,176.1,11,0,110,98.9,92.6,554,112,159,0,0,10,106,7,44,1276,3438,1788,14,25596,20509,17305,26534,8,61.5,21,43.4,0.1,136415,772540,27905,800445,17,1418,4958,22.2,272,19.2,3.5,5453,0.7,3.2,0.8,22,0.1,0.3,1.8,0.5,302,7.3,2.6,12.3,0.7,0,0.7,4747,,
Katni,26120,17347,66.4,21564,16977,6213,82.6,88.8,24960,95.6,23666,984,52.6,2.2,1325,203,1122,15.3,19001,848,4.5,2168,0,0,21169,81,22494,94.1,95,5.9,608,1263,8.8,3.2,58.3,89.8,10.2,3578,10367,270,46.1,22106,98.3,551,97.6,21829,98.7,3108,14.2,20883,94.5,935,5.5,48,21491,82.3,18073,69.2,0,0,0,0,12911,0,49.4,,,61,12,595,97,29.2,96.9,3.1,39.6,60.4,0.4,67,6513,6580,1,99,,,,,165,6415,2.5,97.5,92,0.8,7.2,0,100,81.1,67.1,,0,0,0,0,0,0,6,12898,23,57.7,39.1,66.3,5429,7445,47,61612,595,342658,841,114,29,,0,15676,22024,22662,20666,99.6,102.5,93.5,0,3,1,21949,21509,21556,21938,0,99.2,21852,3.2,103.4,68.2,1,0,100,98.8,91.8,810,60,410,45,0,0,15,2,9,83,2279,524,0,19550,17106,15411,21452,0,70.1,14.3,68.1,2,62170,746944,23657,770601,8.1,417,1797,18.8,80,19.2,3.1,10494,1.4,3.1,0.5,36.4,0.3,0.3,0.3,0.1,797,7.7,7.4,7.7,0.5,3.5,0,2168,,
Khandwa,30126,22981,76.3,28157,26850,43,93.5,89.3,30347,100.7,23399,1313,65.2,2,1795,179,1616,10,20303,3116,15.3,1773,267,15.1,22076,73.3,23871,92.5,93.2,7.5,2290,763,13.8,11.3,43,92,8,2463,5730,137.2,24,23620,98.9,396,98.4,23518,99.6,3951,16.8,23007,97.4,911,12.3,25.8,28800,95.6,27715,92,0,0,0,0,11788,71,39.1,2.8,,26,2,924,752,55.4,79.9,20.1,65.4,34.6,2.5,68,7174,7242,0.9,99.1,,,,,25,7217,0.3,99.7,93.7,2.6,3.1,0.6,100,99.5,90.2,100,0,0,0,0,0,0,13,9838,17,40.8,19.8,57.6,5829,4017,9,101360,357,334948,210,138,31,,0,22844,21679,23261,19803,91.8,98.5,83.8,1,0,0,26953,26216,25704,26792,0,113.4,27338,-15.2,112.3,94,39,0,1525,98.3,92.2,926,95,128,0,0,0,35,7,20,193,7130,541,0,24357,22506,20702,24158,0,66,19.2,42.6,0.7,88667,1025062,53856,1078918,8.2,276,3877,6.6,33,12,5,21878,2,8.5,1.8,15.9,0.8,1.1,0.1,0,502,11.6,7,7,0,0.6,0.4,2034,,
Khargone,46991,26573,56.5,33496,37643,607,71.3,81.4,42282,90,41275,1330,50.4,1.9,4760,55,4705,1.2,28632,1469,5.1,842,40,4.8,29474,62.7,34234,86.1,86.3,13.9,2045,592,8.9,7.1,70.3,97.1,2.9,5862,9403,123.2,27.5,34293,100.2,615,98.2,32184,93.9,6014,18.7,32043,93.4,939,2.3,45.5,24456,52,25866,55,573,1.2,3883,8.3,13716,19,29.2,52.6,0,30,0,852,344,30.3,88.4,11.6,92.7,7.3,0.7,162,9115,9277,1.7,98.3,,,,,43,9234,0.5,99.5,88.5,3.4,7.9,0.3,99.6,99,98.8,100,0,0,0,2,2,2,105,8929,35,57.4,17.9,49.1,3801,5138,25,122796,563,783123,298,94,6,,4,24082,24917,32276,24635,72.7,94.1,71.8,257,235,241,41242,39745,39566,40646,225,119.2,41088,-25.9,118.5,143,101,0,1394,97.8,90.1,888,367,47,2,3,0,114,13,58,239,3869,965,225,38773,34320,30182,36995,198,69.2,23.8,74,1.2,137219,1299398,44423,1343821,10.2,2786,7005,28.5,304,10.9,3.3,11391,0.8,2.7,0.5,19.5,0.2,0.3,0.7,0.1,715,6.7,3.8,3.9,0.4,0.6,0,3973,,
Mandla,25774,18825,73,17706,11692,10382,68.7,85.6,24787,96.2,22142,534,47.6,1.9,1375,21,1354,1.5,13903,608,4.4,1478,12,0.8,15381,59.7,16756,91.8,91.9,8.2,139,773,5.9,1,52.3,90.4,9.6,957,4075,69.6,24.3,16485,98.4,408,97.6,16055,97.4,2801,17.4,16139,97.9,937,9.2,40.7,19606,76.1,16772,65.1,439,1.7,174,0.7,6953,19,27,142.1,100,45,1,457,198,30.2,90.4,9.6,100,0,0.8,46,4610,4656,1,99,,,,,34,4622,0.7,99.3,98.4,0,1.4,0.2,100,,46.9,100,0,0,0,0,0,0,26,4813,0,85.5,29.6,50.8,692,4114,7,55133,1901,232446,967,21,2,,0,27236,14701,16683,14228,89.2,101.2,86.3,15,6,494,17986,17358,17588,17598,2,106.8,17764,-5.5,106.8,126.9,13,0,100,99,93.2,160,49,83,5,0,0,21,3,20,48,2864,514,2,14071,12122,10444,17283,55,66.5,16,43.2,0.7,63802,898531,27944,926475,6.9,231,1765,11.6,61,26.4,3,9523,1,4.4,0.8,17.6,0.6,0.7,1,0.1,360,7.2,6.4,5.3,1.1,1.7,0,2827,,
Mandsaur,26156,20170,77.1,20540,24176,1099,78.5,96.6,22063,84.4,18556,639,52.1,1.4,265,0,265,0,20630,299,1.4,815,,0,21445,82,21710,98.8,98.8,1.2,2209,626,13.2,10.7,76.8,96.2,3.8,238,6381,89.8,29.4,21373,98.4,457,97.9,21191,99.1,3772,17.8,20220,94.6,932,4,30.8,13851,53,13053,49.9,0,0,0,0,11525,22,44.1,181.8,100,12,3,286,424,61.9,98.8,1.2,91.4,8.6,1.6,52,5643,5695,0.9,99.1,,,,,,5695,0,100,17.3,62.8,17.2,2.7,100,100,100,100,0,0,0,0,0,0,14,8596,,60.3,25.1,60.1,3321,5181,94,96757,123,230671,279,14,0,,0,12289,20497,20850,20005,95.9,97.6,93.6,0,0,0,24419,23491,23246,24286,0,113.6,24306,-16.5,115.1,202.7,20,0,0,99.8,92.2,1638,27,16,0,0,0,12,0,5,19,5658,1357,0,21537,19021,17538,22751,0,61.7,21.2,38.7,0.3,78519,910469,27400,937869,8.4,845,4505,15.8,374,44.3,2.9,12227,1.3,5.7,1,37.6,0.7,0.8,0.1,0.1,482,7.5,14.5,3.9,0.2,1.5,0,2995,,
Morena,52362,32310,61.7,38154,38122,9112,72.9,90.2,45560,87,64811,1259,29.8,2.7,906,29,877,3.2,36441,14560,40,4643,,0,41084,78.5,41990,97.8,97.9,2.2,415,1656,5,1.1,35.7,88.7,11.3,3806,6615,420.1,15.8,41397,98.6,713,98.3,38304,92.5,5818,15.2,35989,86.9,902,8.3,14.6,36990,70.6,28521,54.5,0,0,1058,2,8857,6,16.9,0,,34,0,673,306,46.1,99.7,0.3,53.1,46.9,0.6,2,5842,5844,0,100,,,,,33,5811,0.6,99.4,90.3,6.9,2.6,0.2,100,100,78.8,100,0,0,0,0,3,0,28,4811,25,43.4,5.7,45.3,2709,2090,37,81789,1994,308856,613,120,7,,0,19827,38464,39279,37034,92.9,94.9,89.5,0,0,0,41009,38789,37747,37599,0,90.8,37708,4.3,92.1,51.3,71,0,347,98.4,82.6,722,45,0,0,0,0,5,2,11,37,3183,533,0,39574,33587,29782,34378,0,70.9,34.5,41.1,0.4,97640,1236986,65133,1302119,7.5,358,4344,7.6,2,0.6,5,7323,0.6,3.1,1.1,9.5,0.3,0.6,0.4,0,600,2.8,0.5,3.3,0,2.8,0.2,15343,,
Narsinghpur,25119,14844,59.1,20261,14231,7944,80.7,88.3,24002,95.6,23872,1371,78.7,3.3,499,63,436,12.6,14665,887,6,2802,,0,17467,69.5,17966,97.2,97.6,2.8,1317,1367,15.4,9,48.8,84,16,3902,2686,782,15,17823,99.2,292,98.4,17726,99.5,3192,18,17478,98.1,914,26.8,11.9,17254,68.7,15357,61.1,18,0.1,0,0,6474,9,25.8,0,,41,3,736,391,34.8,72.9,27.1,99.7,0.3,1.6,43,4047,4090,1.1,98.9,,,,,0,4090,0,100,88.7,1.5,9.3,0.5,100,100,100,100,0,0,0,0,31,2,33,7908,0,52.6,28.4,65.9,3693,4163,52,39197,789,194068,2344,92,4,,0,18285,17346,17509,17226,97.3,98.2,96.7,73,81,138,19207,18698,18996,20716,0,116.2,20734,-18.3,116.3,79.3,17,0,315,99.8,99.6,353,12,3,0,0,0,17,2,1,79,2870,1338,0,18843,16978,16181,17980,0,68.8,14.7,40.2,0.4,70432,746321,24372,770693,9.1,522,11601,4.3,79,15.1,3.2,8164,1.1,3.8,1,31.1,0.1,0.4,0.3,0.2,383,2.9,0.5,1.6,0.8,1,0.5,4824,,
Neemuch,16583,12280,74.1,8734,14322,1958,52.7,98.2,16224,97.8,11467,452,42.1,1.6,239,104,135,43.5,10398,43,0.4,1465,0,0,11863,71.5,12102,98,98.9,2,302,80,3.2,2.9,5.5,87.7,12.3,789,7842,330.1,64.8,11985,99,204,98.3,11657,97.3,864,7.4,11571,96.5,938,17.6,28.8,15066,90.9,12914,77.9,52,0.3,36,0.2,3531,32,21.3,9.4,,16,,88,142,74.8,86.6,13.4,54.4,45.6,0.9,40,1535,1575,2.5,97.5,,,,,63,1512,4,96,69.1,22.6,7.2,1.1,99.7,97.1,81.8,0,0,0,0,0,0,0,17,4264,,25,10.2,73,3197,1065,2,46330,18,156102,4,26,0,,0,8247,11227,11340,11077,93.7,94.6,92.4,0,0,0,13690,13700,13823,13729,15,114.7,13772,-21.1,120.2,110.5,1,0,3,97.1,79,252,179,29,11,0,0,40,1,10,7,2432,866,15,12638,11447,10800,10894,18,63.2,41.5,38.7,0.3,50495,441049,12317,453366,11.1,645,767,45.7,203,31.5,2.7,2202,0.5,2,0.6,38.3,0.6,0.6,17.4,0,362,7.7,4.7,2.8,0.3,1.1,0,2510,,
Panna,31324,21627,69,19586,22480,2161,62.5,78.7,30758,98.2,14207,461,31.1,1.5,1455,752,703,51.7,18053,1811,10,,,,18053,57.6,19508,92.5,96.4,7.5,561,,3.1,3.1,,100,0,3477,2777,239,14.2,19428,99.6,346,98.3,18883,97.2,3036,16.1,18379,94.6,926,7.5,36,26685,85.2,18796,60,0,0,0,0,10730,1,34.3,0,,30,0,316,303,48.9,99.7,0.3,100,0,1,7,2923,2930,0.2,99.8,,,,,,2930,0,100,89.1,5.7,4.2,1,100,100,100,100,0,0,0,0,0,0,44,9093,,53.4,26.9,75.6,4153,4856,84,28879,1385,200364,84,32,4,,0,18583,17873,19716,16457,92,101.5,84.7,106,81,37,25477,25244,25542,26763,0,137.8,26775,-35.7,140.8,95,43,0,521,98.9,97,1106,74,12,1,0,0,18,5,47,458,3001,1407,0,24490,22113,20675,25083,0,78.2,25.9,58.3,0.4,56636,487504,31756,519260,10.9,238,1087,18,79,33.2,6.1,5855,1.1,2.9,0.2,23.4,0.1,0.1,2.9,0.3,768,9.5,9.6,5.1,0.4,1.7,0.1,0,,
Raisen,35594,27067,76,30834,20325,11976,86.6,90.7,34312,96.4,31493,1774,66.3,2.1,1532,287,1245,18.7,18680,537,2.9,,,,18680,52.5,20212,92.4,93.8,7.6,941,,5,5,,100,0,929,6655,60.6,32.9,20079,99.3,354,98.3,19701,98.1,2671,13.6,19213,95.7,936,11.7,16.3,32345,90.9,22999,64.6,0,0,0,0,15596,4,43.8,75,,19,3,755,728,49.1,97.4,2.6,100,0,2,48,5829,5877,0.8,99.2,,,,,,5877,0,100,89.3,2.5,7.6,0.6,100,100,100,100,0,0,0,0,4,13,44,8395,,62.3,28,58.8,3039,5234,122,115656,789,382729,24,69,0,,0,45739,18805,20599,16872,93.7,102.6,84,161,137,170,30860,30251,31029,33875,0,168.7,33980,-64.4,168.5,99.6,56,0,332,98.8,82.2,1051,564,314,6,4,0,55,3,27,100,3048,950,0,29541,26976,25494,32832,0,67.8,10.1,65,5,61556,1105004,93966,1198970,5.1,1312,1843,41.6,64,4.9,7.8,3034,0.3,2.5,0.3,21.1,0.2,0.2,0.7,0.2,450,7.3,4.2,8,1.1,3.3,0,3897,,
Rajgarh,36032,22708,63,28831,22784,10167,80,91.4,34420,95.5,28107,549,45,2.8,944,565,379,59.9,22583,1533,6.8,436,0,0,23019,63.9,23963,96.1,98.4,3.9,355,76,1.9,1.6,17.4,98.1,1.9,836,2675,88.6,11.2,23619,98.6,431,98.2,23058,97.6,3972,17.2,22160,93.8,950,15.5,31.9,27599,76.6,26414,73.3,0,0,0,0,11291,1,31.3,100,,25,1,435,334,43.7,94.3,5.7,98.8,1.2,0.9,14,4945,4959,0.3,99.7,,,,,,4959,0,100,88.3,7.2,4.3,0.2,100,100,100,100,0,0,0,0,0,0,40,7341,,62.4,20.3,59.7,2714,4578,49,124968,1270,828066,39,104,22,,0,24240,21481,22996,21099,90.9,97.4,89.3,0,0,0,30579,30090,30027,30251,13,128.1,30704,-31.5,135.7,125.9,14,0,1069,96.1,77.8,831,88,37,0,0,0,51,2,47,166,4534,707,13,29710,26900,24695,26384,0,63.3,15.9,35.9,0.2,95248,1181835,72104,1253939,7.6,139,6138,2.2,9,6.5,5.8,8286,0.7,1.2,0.8,21.5,0.2,0.4,0.4,0,585,8.5,5.5,5.5,0.2,2.9,0,6298,,
Ratlam,38166,23408,61.3,29893,26494,7233,78.3,88.4,32738,85.8,18835,1079,56.5,1.8,512,61,451,11.9,26668,315,1.2,2449,482,19.7,29117,76.3,29629,98.3,98.5,1.7,1257,1117,8.2,4.7,45.6,91.6,8.4,196,198,38.3,0.7,29323,99,478,98.4,29263,99.8,4779,16.3,27000,92.1,918,10.1,38.5,28642,75,24272,63.6,0,0,0,0,8415,0,22,,,28,14,726,388,48.1,99.2,0.8,57.6,42.4,1,47,7643,7690,0.6,99.4,,,,,99,7591,1.3,98.7,58.6,33.8,7.2,0.4,99.5,99.5,89.3,96.4,0,0,0,0,0,0,0,9993,146,37.1,13.9,56.9,6262,3729,148,34220,888,396768,700,151,16,,0,16496,28280,28793,28330,96.4,98.2,96.6,0,0,0,32368,31271,31449,31475,0,107.3,31356,-9.3,112.7,151.8,3,0,46,99,91.6,234,34,47,0,0,1,49,2,40,117,3885,2202,0,28785,25360,23002,28316,0,63.6,13.3,45.5,0.4,145252,1515324,43071,1558395,9.3,2633,11958,18,497,18.9,2.8,13564,0.9,1.7,0.9,25.5,0.3,0.6,0.2,0,559,17.7,5.2,5,0,1.4,0,7424,,
Rewa,67271,40130,59.7,44966,38026,14729,66.8,78.4,61788,91.8,39756,628,34.6,1.7,2187,66,2121,3,38949,2802,7.2,863,602,69.8,39812,59.2,41999,94.8,94.9,5.2,2168,312,6.2,5.6,36.2,97.8,2.2,2434,3214,111.3,7.7,41734,99.4,653,98.5,40946,98.1,2790,6.8,40231,96.4,924,1.9,15.7,50144,74.5,42544,63.2,81,0.1,71,0.1,19414,0,28.9,,,70,0,402,139,26,100,0,98.6,1.4,0.2,208,6296,6504,3.2,96.8,,,,,15,6489,0.2,99.8,96.7,0.2,2,1.1,100,100,88.2,100,0,0,0,0,0,2,24,19720,67,44.6,22.6,75.3,10907,8854,26,88260,318,273121,1164,986,105,,0,47531,39760,45302,38990,95.3,108.5,93.4,12,9,13,59706,57455,55827,50880,0,121.9,50959,-12.3,162.2,109.6,13,0,93,100.6,91.5,221,159,36,0,0,0,50,1,47,215,2412,766,0,50766,44295,40217,49319,0,80.4,17.5,50,0,59904,1033001,98038,1131039,5.3,290,7394,3.8,2,0.7,8.7,18186,1.6,1.1,0.4,27.7,0.2,0.3,0.6,0,483,7,0.4,6,0,2.9,0,1391,,
Sagar,58264,36486,62.6,41599,37714,13956,71.4,88.7,57569,98.8,39462,1159,36.4,2.1,3191,450,2741,14.1,34274,5579,16.3,1330,24,1.8,35604,61.1,38795,91.8,92.9,8.2,2087,63,6,6.1,4.7,96.3,3.7,6863,10742,215.1,27.7,38668,99.7,686,98.3,37479,96.9,3919,10.5,37273,96.4,937,6.2,58.5,35072,60.2,34692,59.5,68,0.1,354,0.6,9024,102,15.5,2,0,73,1,1264,778,38.2,99.5,0.5,99.7,0.3,1.3,36,9314,9350,0.4,99.6,,,,,4,9346,0,100,93.6,1.6,4.7,0.1,100,100,99.1,100,0,0,0,0,1,0,299,12492,0,43.2,15.8,57.2,7020,5399,73,138550,1648,940518,3979,373,211,,0,21231,36424,45299,32569,94.2,117.1,84.2,264,229,261,51332,50599,51255,52499,56,135.9,52423,-15.9,131.6,96.7,39,2,272,100.9,84.7,380,12,17,1,10,0,101,1,35,236,4302,865,56,46867,41368,38566,51635,90,80,20.8,64.2,0.8,71068,792752,77599,870351,8.2,452,2158,17.3,39,8.6,8.9,5078,0.6,3.4,1.7,16.6,0.2,0.5,0.5,0,585,6.5,1.2,2.4,0.9,1,0,7095,,
Satna,61438,36356,59.2,42981,44281,11542,70,90.9,49173,80,34124,711,25.5,1.7,2859,659,2200,23.1,32159,1790,5.6,4785,0,0,36944,60.1,39803,92.8,94.5,7.2,2694,1573,11.5,8.4,32.9,87,13,2262,5023,79.1,12.6,39183,98.4,822,97.9,37187,94.9,6001,16.1,35064,89.5,921,9.7,35.4,25079,40.8,26604,43.3,0,0,0,0,13618,11,22.2,90.9,,61,20,2348,1348,38.8,76.9,23.1,90.7,9.3,2.2,151,6589,6740,2.2,97.8,,,,,65,6675,1,99,86.1,1.6,11.7,0.7,99.9,81,95.2,100,0,0,0,0,3,3,43,12360,,57.6,22.1,64.7,5094,7116,150,64453,1809,292008,448,105,5,,0,14591,35645,39364,32038,91,100.5,81.8,84,1,3,48094,46693,46516,48727,0,124.4,48985,-23.8,124.9,138.5,16,0,61,98.6,92,929,179,57,40,0,4,82,7,39,476,8010,950,0,40303,36168,32873,46690,0,66.7,15.5,43.8,1,129608,1011704,55323,1067027,12.1,1948,9917,16.4,136,7,5.2,24375,2.3,2.1,0.3,21,0.1,0.2,1.1,0.4,1140,9.4,8.5,7.5,0.3,3.2,0.3,11177,,
Sehore,35533,23159,65.2,27889,21635,9499,78.5,87.6,33288,93.7,34281,923,45.5,1.8,1027,3,1024,0.3,19261,198,1,1437,287,20,20698,58.3,21725,95.3,95.3,4.7,962,519,7.2,5,36.1,93.1,6.9,857,3873,83.4,17.8,21514,99,287,98.7,21357,99.3,3993,18.7,20408,94.9,977,15.6,59.3,32460,91.4,23789,66.9,0,0,0,0,10807,5,30.4,100,,13,3,753,922,59.7,96.6,3.4,82.7,17.3,2.6,142,5096,5238,2.7,97.3,,,,,59,5179,1.1,98.9,52.6,29.1,17.2,1,99.9,98.5,96,100,1,0,1,0,1,0,3,8775,6,32.7,14.9,62.6,5737,2871,173,137278,238,731420,20,32,10,,0,16266,20331,22293,18735,94.5,103.6,87.1,0,0,0,29548,29006,28904,29410,0,136.7,29300,-31.9,142,71.2,0,0,1748,99.8,87.5,1927,158,335,0,0,5,13,1,47,34,6940,1366,0,27954,24285,22525,28995,0,64.7,22.2,46.8,0.4,107346,1315327,101231,1416558,7.6,841,6049,12.2,79,9.4,7.1,18838,1.3,2.3,0.6,26.3,0.1,0.3,0.2,0,537,3.9,1.3,4.3,0.4,0.6,0,6774,,
Seoni,29671,23925,80.6,22737,24049,3296,76.6,92.2,25612,86.3,25324,152,18.2,2.1,699,169,530,24.2,19809,1057,5.3,1227,89,7.3,21036,70.9,21735,96.8,97.6,3.2,1879,896,13.2,9.5,73,94.2,5.8,530,6418,75.8,29.5,21432,98.6,453,97.9,21417,99.9,3540,16.5,20887,97.5,970,12.4,7.9,17386,58.6,21276,71.7,0,0,0,0,16671,9,56.2,66.7,,40,5,2664,186,7,88.7,11.3,93.5,6.5,0.6,53,7654,7707,0.7,99.3,,,,,238,7469,3.1,96.9,89.7,0,10.2,0.1,100,,69.6,100,0,0,0,0,0,27,29,13643,10,49.3,33.9,63.9,6905,6725,23,58908,1126,207884,385,68,4,,0,21482,20190,21293,19340,94.2,99.4,90.2,0,0,0,23623,23351,23383,22174,0,103.5,22347,-4.1,107.4,111,9,0,109,97.9,96.5,65,134,3,0,0,0,28,8,74,108,5908,755,0,18870,17411,14873,21371,0,72.4,19.2,46.3,0.7,84178,885679,39343,925022,9.1,259,8285,3,41,15.8,4.3,3384,0.4,2.6,3.4,25.2,0.5,1.6,0.1,0,604,6.8,8.6,3.3,0.3,3.6,0.5,3453,,
