,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18
Chikmagalur,14111,11656,82.6,15883,13251,1762,112.6,106.4,11249,79.7,18452,138,32.2,1.6,16,6,10,37.5,8906,55,0.6,4042,0,0,12948,91.8,12964,99.9,99.9,0.1,3222,3067,48.6,36.2,75.9,68.8,31.2,19,14878,118.8,114.8,12946,99.9,75,99.4,12916,99.8,1264,9.8,12862,99.4,962,1.6,157.2,6366,45.1,9448,67,1820,12.9,125,0.9,5205,82,36.9,12.2,,6,0,580,166,51.5,83.1,16.9,26.9,73.1,1.2,10,4348,4358,0.2,99.8,,,,,909,3449,20.9,79.1,52.9,6.6,40.4,0.1,97.6,12.5,65.8,60,0,0,0,0,0,0,0,2219,406,36.4,9.1,37.6,1729,840,56,32738,22,388663,383,101,12,,0,10531,12744,13062,12565,98.4,100.9,97.1,2,1,9,15584,14788,15045,900,14022,115.3,14467,93.1,225.7,73.1,1,0,0,95.1,86.2,116,604,20,0,0,0,10,2,5,11,3737,694,14022,84,70,57,241,13416,57.4,11.6,37.1,0.3,186876,2205782,128402,2334184,8,5388,14375,27.3,2162,40.1,5.5,62613,2.7,1.7,0.7,131.4,0.7,0.7,0.3,0.3,93,3.2,8.6,9.7,0,2.2,0,4042,,
Chitradurga,26962,21794,80.8,27025,19159,8508,100.2,102.6,22864,84.8,32023,1226,66.6,2.1,54,13,41,24.1,15122,454,3,5396,27,0.5,20518,76.1,20572,99.7,99.8,0.3,4978,3649,42,32.9,67.6,73.7,26.3,587,27185,1087,132.1,20658,100.4,240,98.9,20419,98.8,2758,13.5,20328,98.4,941,0.3,1043.1,12132,45,18549,68.8,7295,27.1,972,3.6,12917,927,47.9,1.8,0,18,0,795,955,62,83.8,16.2,73.6,26.4,3.5,9,7211,7220,0.1,99.9,,,,,861,6359,11.9,88.1,73.7,9.6,16.6,0.1,94.5,45.7,83.8,100,0,0,0,0,0,0,0,5447,234,32.6,11.8,44,3765,1838,78,83656,899,772285,3224,309,86,,0,24330,19001,21432,17229,92,103.7,83.4,12,4,21,27814,27085,27069,1287,27182,137.8,27282,94,132.5,92.5,74,0,119,95.6,76.4,547,547,155,0,0,0,16,3,28,5,4697,2152,27182,11,13,18,935,24288,58,19.4,36.5,0.5,255113,3271170,194067,3465237,7.4,4553,6283,42,1118,24.6,5.6,42452,1.2,5.3,1.1,66.7,1.2,1.1,0.2,0,296,5.7,10.1,7.8,0.3,2.7,0,6452,,
Dakshina Kannada,30667,22511,73.4,25265,23156,5699,82.4,94.1,23024,75.1,27334,281,81.4,2.4,17,11,6,64.7,8715,29,0.3,24452,37,0.2,33167,108.2,33184,99.9,100,0.1,3390,8198,34.9,38.9,33.5,26.3,73.7,17,14630,100,44.1,33198,100,302,99.1,33175,99.9,4239,12.8,29272,88.2,934,7.2,36.1,16412,53.5,14893,48.6,5657,18.4,222,0.7,15397,9,50.2,22.2,,19,11,1022,420,62.6,66.4,33.6,24.6,75.4,1.4,23,3852,3875,0.6,99.4,,,,,1381,2494,35.6,64.4,41.2,5.8,50.9,2.2,86.3,28.8,51.4,36.9,0,0,0,0,2,0,2,2346,1335,31.2,8.4,48.7,2735,834,112,51079,0,557933,0,88,17,,2,16912,31358,33421,26533,94.5,100.7,79.9,54,38,1,34734,33068,32428,1408,30033,94.7,31969,95.8,91.7,177.7,6,0,12,99.1,79.8,1252,1171,143,1,1,0,22,2,99,263,4930,1289,30033,21,17,0,107,27881,55.3,18.4,28.5,0.3,753702,5908986,84761,5993747,12.6,73587,68736,51.7,8692,11.8,1.4,40279,0.7,3.1,1,174.3,0.8,0.9,2.5,0.6,493,8.9,4.3,4.3,0,0,0.4,24453,,
Davanagere,33094,25445,76.9,38622,24902,13679,116.7,116.6,32151,97.2,29080,134,17.9,6.1,8,3,5,37.5,23144,3915,16.9,7157,21,0.3,30301,91.6,30309,100,100,0,5612,1555,23.7,24.2,21.7,76.4,23.6,1505,37328,8812.5,123.2,30349,100.1,245,99.2,30421,100.2,3804,12.5,28176,92.8,924,2,294.2,21556,65.1,19962,60.3,8588,26,245,0.7,26846,894,81.1,11.7,,23,1,1630,1716,51.7,64.9,35.1,98.5,1.5,5.2,18,13220,13238,0.1,99.9,,,,,5529,7709,41.8,58.2,17.2,51.6,28.3,2.9,18.2,75.1,47.6,96.9,0,0,0,0,0,0,0,4605,2293,58.3,11.6,34.3,3457,3311,130,65435,510,425318,1897,515,57,,0,29256,30139,34150,28965,99.3,112.5,95.4,418,281,269,36829,35194,35343,2462,36810,129.4,36812,92.8,117.1,75,25,0,244,97,78.8,353,538,60,9,0,0,35,4,24,17,4181,671,36810,105,15,9,2837,30334,61.5,17.3,44.9,0.4,188955,3173112,100221,3273333,5.8,8921,16563,35,5345,59.9,3.1,37260,1.1,7.2,1,94.3,1.1,1,0.3,0,696,10.3,12.8,0.7,1.3,0.3,0,7371,,
Dharwad,35679,29394,82.4,36310,24461,13672,101.8,106.9,35305,99,38050,1672,70.3,6.1,5,5,0,100,21762,538,2.5,14619,571,3.9,36381,102,36386,100,100,0,5134,5862,30.2,23.6,40.1,59.8,40.2,165,38451,3300,105.7,35661,98,749,97.9,35523,99.6,2958,8.3,33905,95.1,910,7.9,32.9,24480,68.6,25511,71.5,5496,15.4,382,1.1,12782,8,35.8,12.5,,70,11,344,338,82.3,58,42,21.1,78.9,0.9,73,9631,9704,0.8,99.2,,,,,3652,6052,37.6,62.4,36.4,42.7,19.7,1.3,52.9,64.3,78.1,9,0,0,0,0,5,0,0,9117,504,36.6,15.3,49.8,6081,3479,61,46334,2240,373829,444,281,84,,0,21381,35983,35663,31493,100.9,100,88.3,6,3,5,35321,35270,35425,3111,35662,108.7,36998,91.3,91.7,199.9,1,0,0,96.8,59.2,123,142,9,0,0,0,14,29,21,18,3792,1404,35662,353,304,300,1151,36006,55,20.9,37.3,1.5,289110,3244063,65866,3309929,8.7,23609,32334,42.2,4824,20.4,2,21973,0.7,3.9,0.7,120.2,0.7,0.7,0,0,700,6.6,13.3,2.9,0.1,0.1,0.1,17217,,
Gadag,21237,18718,88.1,20914,12161,9131,98.5,100.3,17292,81.4,19824,538,30.8,3.3,50,50,0,100,12772,377,3,5212,1377,26.4,17984,84.7,18034,99.7,100,0.3,2563,2857,30.1,20.1,54.8,71,29,1468,18182,2936,100.8,17875,99.1,192,98.9,17854,99.9,1503,8.4,17405,97.4,956,4.3,39.8,11349,53.4,16978,79.9,2136,10.1,35,0.2,13387,237,63,1.3,,8,0,575,46,17.7,89.1,10.9,37.1,62.9,0.2,8,6274,6282,0.1,99.9,,,,,2474,3808,39.4,60.6,56.6,27,15.7,0.7,64,54,58.3,88.6,0,0,0,0,0,0,12,6861,936,41.7,22.4,55.4,4669,3052,76,73202,798,615589,693,184,45,,0,21436,17632,18465,17614,98.6,103.3,98.5,0,0,0,20001,19693,20178,656,18471,107,19111,96.4,107.2,350.6,9,0,800,97.4,77.9,321,157,127,0,0,0,54,0,8,8,6804,387,18471,0,0,0,43,18280,62.8,12.5,28.6,1,178966,1493853,161057,1654910,10.8,7041,5934,54.3,335,4.8,9.7,18366,1.1,4.7,1,89.6,0.8,0.9,0.1,0,169,8.3,17.2,3.6,0,0,0,5212,,
Gulbarga,62942,40968,65.1,58091,52212,23341,92.3,120,63792,101.4,51682,1710,27.9,4.6,298,121,177,40.6,36157,14660,40.5,16697,1744,10.4,52854,84,53152,99.4,99.7,0.6,4761,3738,16.1,13.2,22.4,68.4,31.6,18249,32774,6123.8,61.7,53076,99.9,665,98.8,52433,98.8,4886,9.3,48908,92.1,963,6.4,42.1,38363,60.9,27210,43.2,6802,10.8,679,1.1,18550,249,29.5,25.3,0,91,5,575,355,55,51,49,50.6,49.4,0.6,4,19562,19566,0,100,,,,,3480,16086,17.8,82.2,68.4,29,2.2,0.3,97.4,46.4,85.7,55.2,0,0,0,0,0,0,0,4565,1289,28,3.5,23,4330,1393,131,30023,1154,173856,1855,53,8,,0,22391,46922,76021,41895,88.4,143.2,78.9,1180,705,888,62402,60987,64443,8048,60136,128.5,59502,89.4,93.9,76,147,0,167,92.7,65.7,520,332,118,11,0,0,72,4,20,157,7308,1601,60136,5,0,0,10073,43833,59.8,20.1,43,0.5,196784,2609511,214821,2824332,7,1639,5140,24.2,195,11.9,7.6,39601,1.4,3.6,1.6,61.4,1.4,1.5,0.2,0,868,16.4,27.1,2,1.2,1.3,0.1,16697,,
Hassan,22343,18460,82.6,21663,19185,5675,97,111.3,21417,95.9,18959,222,37.8,5.2,51,13,38,25.5,14975,5227,34.9,6707,73,1.1,21682,97,21733,99.8,99.8,0.2,4313,4274,39.6,28.8,63.7,69.1,30.9,297,24958,582.4,114.8,21741,100,73,99.7,20326,93.5,1080,5.3,20390,93.8,947,14.6,22.2,13694,61.3,11764,52.7,2314,10.4,143,0.6,6132,75,27.4,10.7,128.6,9,1,785,352,44.7,80.1,19.9,55.5,44.5,1.6,30,7239,7269,0.4,99.6,,,,,1169,6100,16.1,83.9,66.8,8.9,22.9,1.4,91.8,24.3,83,100,1,0,1,0,0,0,6,4811,528,46.6,15,42.3,2903,2293,143,46621,224,448286,3,118,11,,0,11754,21102,21418,20416,97.1,98.5,93.9,0,0,0,24782,24544,24082,1360,22547,110,23088,93.7,100.4,178.4,1,0,41,96.1,78.8,449,652,293,0,0,0,10,0,7,61,8728,511,22547,381,396,380,444,20678,55.3,15.1,45.9,1.4,159600,2941405,137763,3079168,5.2,12866,16314,44.1,1180,9.2,4.5,77978,2.5,3.8,0.6,150.4,0.7,0.7,0,0,524,17.4,16.6,10.5,0,1,0,6707,,
Haveri,31911,27915,87.5,28059,21120,16116,87.9,116.7,29416,92.2,38237,1380,58.4,1.8,14,8,6,57.1,16501,804,4.9,5869,14,0.2,22370,70.1,22384,99.9,100,0.1,2883,2646,24.7,17.5,45.1,73.8,26.2,5885,27547,2035.7,123.1,22189,99.1,257,98.9,21516,97,2011,9.3,20652,93.1,951,1.2,367.6,11012,34.5,11238,35.2,538,1.7,138,0.4,7078,334,22.2,37.1,,15,0,824,381,35,76.6,23.4,85.8,14.2,1.2,2,11255,11257,0,100,,,,,1223,10034,10.9,89.1,39.7,41.2,15.8,3.3,93,85.8,87.3,94.1,0,0,0,0,0,0,1,6895,297,36.2,15.1,39,4260,2583,349,71817,477,435469,635,24,1,,0,14022,22024,29169,21682,99.3,131.5,97.7,318,162,237,31744,30612,31468,2131,30536,147.2,29973,92.7,121.6,120.5,23,0,526,99.2,92.3,196,181,42,0,0,0,38,4,112,26,21462,1733,30536,94,12,15,2516,27510,62.5,14.7,34.9,0.2,153304,2278937,270629,2549566,6,3554,4082,46.5,697,19.6,10.6,41686,1.6,5.1,1,84.8,1.1,1,0.5,0,203,3.9,18.2,2.5,0,1.5,0,7399,,
Kodagu,7740,5970,77.1,7698,6686,1009,99.5,99.4,7832,101.2,6887,99,48.1,3.3,34,11,23,32.4,5985,189,3.2,856,0,0,6841,88.4,6875,99.5,99.7,0.5,1353,358,25,22.6,41.8,87.5,12.5,41,9074,120.6,132,6824,99.3,73,98.9,6807,99.8,740,10.9,5988,87.7,974,3.7,22.6,7130,92.1,7370,95.2,283,3.7,26,0.3,5465,27,70.6,22.2,0,5,4,376,115,24.3,87,13,95,5,1.5,28,1893,1921,1.5,98.5,,,,,18,1903,0.9,99.1,63.4,10.7,25.6,0.3,99.8,99,97.1,100,0,0,0,0,0,0,0,2255,63,61.4,23.1,54.7,910,1384,24,35209,732,419933,0,46,4,,0,11069,6737,7141,6398,98.7,104.6,93.8,0,0,0,7901,8078,7001,789,6969,113.7,7561,89,110,146.2,8,0,1421,99.7,75,199,291,43,0,0,0,26,2,1,1,1826,287,6969,0,0,0,45,7081,60.6,12.4,35.2,0.8,49951,1140220,20157,1160377,4.3,2642,7415,26.3,371,14,1.7,20491,1.8,11.1,0.6,112.5,0.6,0.6,0,0,76,7.9,0,15.8,1.3,7.9,0,856,,
Kolar,23334,19534,83.7,19933,23824,3042,85.4,115.1,29844,127.9,41330,735,27.1,4.2,40,17,23,42.5,15029,933,6.2,6390,416,6.5,21419,91.8,21459,99.8,99.9,0.2,4062,4009,37.7,27,62.7,70.2,29.8,8965,23633,2412.5,110.1,21550,100.4,153,99.3,21262,98.7,3207,15.1,19954,92.6,945,5.4,40.3,26498,113.6,15550,66.6,2944,12.6,642,2.8,12143,143,52,39.9,,11,0,607,376,46.6,78.7,21.3,71.1,28.9,1.6,10,6823,6833,0.1,99.9,,,,,1694,5139,24.8,75.2,62.9,19.4,15.8,1.9,79.9,83.7,43.2,98.4,0,0,0,0,0,0,0,8794,90,39.8,23.3,56.5,5279,3520,85,55144,222,346098,184,94,15,,0,18958,20481,20954,19020,95,97.2,88.3,20,18,28,26936,25193,25485,4011,25052,134.9,24922,80.9,118.6,63.5,2,1,11,97.3,77.2,1144,194,200,6,0,0,3,5,27,8,6071,591,25052,13,0,0,3206,23537,54.7,22,39.5,0.5,199422,3407262,58076,3465338,5.8,12203,7510,61.9,1470,12,1.7,41293,1.2,3.4,1.1,107.6,0.9,1,0.2,0.2,279,8.6,12.2,5,0.4,0.7,0,8515,,
Koppal,31969,29053,90.9,29537,18510,15652,92.4,106.9,31597,98.8,52623,2487,49.7,4,258,47,211,18.2,23339,1065,4.6,4693,6,0.1,28032,87.7,28290,99.1,99.3,0.9,3246,1494,16.9,13.9,31.8,83.3,16.7,8098,26200,3138.8,92.6,27980,98.9,393,98.6,27618,98.7,4610,16.7,25478,91.1,958,11.8,57.3,17185,53.8,22216,69.5,9107,28.5,816,2.6,23544,19,73.6,15.8,0,17,0,510,323,41.7,65.3,34.7,88.5,11.5,1,9,10151,10160,0.1,99.9,,,,,426,9734,4.2,95.8,74.2,13.6,11,1.2,99.3,85.8,87,70.6,0,0,0,0,19,1,0,5358,266,48.2,11.1,35.6,2949,2619,56,39656,1029,392745,558,133,25,,0,13857,27498,34361,23459,98.3,122.8,83.8,182,159,267,31591,30698,30391,2049,27077,104.1,28536,94,98.6,108.1,103,0,754,96.4,83.5,123,85,97,1,0,0,40,2,29,1055,6179,1526,27077,10,0,0,1421,26411,67.4,12.9,39.7,0.5,148305,1565263,198080,1763343,8.4,4382,5683,43.5,628,14.3,11.2,18717,1.1,7.6,1.9,74.9,1.4,1.7,0.1,0,423,12.3,23.4,2.6,0.7,0,0.2,4693,,
Mandya,22050,17972,81.5,16740,19559,3295,75.9,103.6,14765,67,19766,105,48.2,6.6,13,4,9,30.8,10608,177,1.7,6981,237,3.4,17589,79.8,17602,99.9,99.9,0.1,3071,3770,38.9,28.9,54,60.3,39.7,419,25779,3223.1,146.5,17556,99.7,135,99.2,17572,100.1,1416,8.1,16887,96.2,912,2.6,173,6702,30.4,8628,39.1,4848,22,330,1.5,8469,69,38.4,14.5,0,11,4,770,403,47.9,78.4,21.6,56.8,43.2,1.8,14,7052,7066,0.2,99.8,,,,,1148,5918,16.2,83.8,69.2,13.1,17.5,0.2,93.8,73.1,51.7,100,0,0,0,0,1,4,0,6788,272,21.6,13.8,50,5546,1464,50,43754,168,323718,836,110,15,,0,16330,17443,18408,14935,99.4,104.9,85.1,0,0,0,21810,20855,21100,733,21664,127.6,22342,96,127.1,221.5,3,3,13,98.9,81.6,219,929,40,0,0,0,30,29,3,38,5642,2197,21664,39,4,5,69,21642,57.1,16.9,35.6,0.6,242613,3897035,91693,3988728,6.1,12329,27025,31.3,1126,9.1,2.3,87369,2.2,1.9,0.9,98.4,1,1,0.2,0,326,10.4,10.4,4.6,0,1.5,0,6981,,
Mysore,38592,32589,84.4,37540,37672,4277,97.3,108.7,37482,97.1,25983,1028,62.3,5.1,3,3,0,100,24360,91,0.4,17565,0,0,41925,108.6,41928,100,100,0,4885,10026,35.6,20.1,57.1,58.1,41.9,23,60906,766.7,145.3,41597,99.2,460,98.9,41926,100.8,3562,8.5,41111,98.8,946,7,28.3,26716,69.2,22902,59.3,10788,28,417,1.1,16096,112,41.7,27.7,0,29,19,1252,629,49.8,85.5,14.5,50.7,49.3,1.6,24,14326,14350,0.2,99.8,,,,,6304,8046,43.9,56.1,44.4,28.9,21.4,5.4,75.9,55.9,28.8,1.8,0,0,0,0,4,0,0,3839,3626,22.4,3.5,34.2,5253,2164,48,94958,2367,664574,1344,352,97,,0,28537,42707,40620,40398,102.7,97.7,97.1,2,1,12,42110,41093,41337,980,40579,99.9,40751,97.6,96.7,103,0,0,0,92,89.9,1183,1097,332,0,0,0,45,2,19,58,5707,1308,40579,362,207,208,708,38365,55.3,20.8,37.5,0.5,427461,6717182,114902,6832084,6.3,74158,28804,72,3266,4.4,1.7,107232,1.6,2.7,0.8,127.4,0.9,0.8,0.1,0,846,16.4,7.8,10.2,0.2,0.6,0,22008,,
Raichur,51736,43473,84,47293,30595,22488,91.4,102.6,53098,102.6,37988,3167,66.7,7.5,383,254,129,66.3,26932,2387,8.9,18305,161,0.9,45237,87.4,45620,99.2,99.7,0.8,2066,4668,14.9,7.7,25.5,59.5,40.5,2014,33484,525.8,73.4,45556,99.9,620,98.7,44583,97.9,4548,10.2,44639,98,925,8.1,39,38860,75.1,37979,73.4,838,1.6,80,0.2,21357,144,41.3,0,,60,32,504,259,58.2,65.3,34.7,36.9,63.1,0.5,6,14956,14962,0,100,,,,,3945,11017,26.4,73.6,87.7,8,4,0.4,74.9,55.6,84.5,50,0,0,0,0,0,6,16,4145,570,41.4,6.4,24,2645,1975,95,30357,940,250646,561,95,19,,1,34847,43482,52079,38671,95.4,114.3,84.9,153,43,98,46935,45849,47567,74,44364,97.5,43110,99.9,93.4,59.7,108,2,179,97.2,80.2,1157,406,552,0,0,0,75,8,38,49,7343,1558,44364,0,0,0,299,41849,63.2,16.3,39.4,0.6,151968,1684454,278858,1963312,7.7,5842,9437,38.2,789,13.5,14.2,30540,1.6,5,2.5,54.1,1.6,2,0.1,0,856,8.9,19.4,2.1,0.9,0,0.4,10895,,
Ramanagar,14048,12014,85.5,14272,10343,4012,101.6,102.2,14145,100.7,8609,231,61.6,3.7,6,5,1,83.3,4094,3,0.1,4674,0,0,8768,62.4,8774,99.9,100,0.1,1182,1715,33,28.9,36.7,46.7,53.3,423,10615,7050,121,8768,99.9,10,99.9,8767,100,716,8.2,8767,100,948,2.1,59.3,12044,85.7,9822,69.9,1036,7.4,122,0.9,7429,25,52.9,4,,3,0,271,349,59.8,90,10,86.6,13.4,2.5,10,3701,3711,0.3,99.7,,,,,636,3075,17.1,82.9,74.2,6.4,16.7,2.7,91.4,47.3,60.8,67.7,0,0,0,0,0,0,0,2593,782,21.2,13.4,47.6,2771,559,45,27298,526,352769,0,106,55,,0,9366,8674,10469,8456,98.9,119.4,96.4,0,0,0,13270,13214,13246,10,13266,151.4,13236,99.9,154.8,157.8,0,2,0,84.2,78.3,186,276,7,0,0,0,19,1,0,12,2526,538,13266,0,0,0,27,13026,59.7,12.9,33.3,0.2,91084,1924531,122894,2047425,4.4,4370,7295,37.5,980,22.4,6,43784,2.1,2.5,0.5,107.1,0.5,0.5,0.3,0,68,2.9,4.4,4.4,0,2.9,2.9,4674,,
Shimoga,24755,21330,86.2,23985,19012,8799,96.9,112.3,24001,97,26600,256,59.5,4,10,10,0,100,18931,589,3.1,8057,630,7.8,26988,109,26998,100,100,0,7494,3624,41.2,39.6,45,70.1,29.9,183,29747,1830,110.2,26896,99.6,278,99,26524,98.6,2572,9.7,26474,98.4,952,1.6,162.4,21483,86.8,21886,88.4,2115,8.5,137,0.6,22168,5,89.5,40,,24,9,925,534,53.6,86.3,13.7,50,50,2.2,14,8272,8286,0.2,99.8,,,,,512,7774,6.2,93.8,49.5,16.2,34.3,0,97.7,90.8,89.6,,0,0,0,0,4,0,0,4926,507,22.7,5.9,39.6,4177,1204,52,75528,141,565983,1642,372,119,,5,27929,24924,25973,21824,92.7,96.6,81.1,0,0,0,28361,26955,27856,3261,24516,103.3,27099,87.4,97.6,148.2,12,0,138,93.9,87.8,328,839,143,0,0,0,6,0,1,30,7992,1313,24516,182,131,133,285,25115,59.3,13.1,39.9,1.1,221619,3583692,87636,3671328,6,15820,31071,33.7,895,5.7,2.4,57082,1.6,3,0.7,104.5,0.7,0.7,0,0,433,4.8,12.5,3.7,0,0.2,0,8075,,
Tumkur,34807,27482,79,31565,26489,9046,90.7,102.1,26000,74.7,25823,480,54.5,2.4,50,9,41,18,17356,146,0.8,13659,8,0.1,31015,89.1,31065,99.8,99.9,0.2,7681,9053,54,44.3,66.3,56,44,5882,40654,1764,130.9,30761,99,132,99.6,29782,96.8,3235,10.9,28238,91.8,925,4.9,41.3,18632,53.5,28039,80.6,1454,4.2,228,0.7,16487,2,47.4,50,,22,1,932,642,44.7,75.7,24.3,85.3,14.7,1.8,24,9108,9132,0.3,99.7,,,,,1969,7163,21.6,78.4,42.8,18.7,38.5,0.1,98.8,50.4,69.2,100,0,0,0,0,0,0,0,6735,415,11,4.3,43.9,6255,751,144,76983,539,695867,0,145,29,,0,19346,27540,31539,25891,89.5,102.5,84.2,0,0,0,40515,39241,39804,3396,34765,124.1,36259,89.2,124.4,142.7,12,1,119,90.7,82.6,937,530,349,0,0,0,39,7,14,15,3182,745,34765,0,0,0,764,34213,57.1,15,36,0.5,234144,4967464,183234,5150698,4.5,10293,6682,60.6,947,9.2,3.6,51811,1,3.1,1.4,92.6,1.1,1.3,0,0,393,6.1,8.9,12.2,0,1,0,13691,,
Udupi,15714,15160,96.5,15144,12886,2424,96.4,97.4,18889,120.2,16004,325,94.8,8.2,13,5,8,38.5,4309,141,3.3,9936,33,0.3,14245,90.7,14258,99.9,99.9,0.1,2116,4974,49.8,49.1,50.1,30.2,69.8,2538,12773,9523.1,89.6,14268,100.1,108,99.2,14228,99.7,1926,13.5,12791,89.6,945,9.4,48.6,15255,97.1,9993,63.6,12787,81.4,910,5.8,8873,192,56.5,0.5,,10,0,576,93,64.6,80.6,19.4,8.8,91.2,0.6,22,5336,5358,0.4,99.6,,,,,4028,1330,75.2,24.8,9.6,38.1,51.1,1.1,66.7,4.7,30.8,59.3,0,0,0,0,0,0,0,2209,2757,64.6,33.1,48.1,3436,1507,23,45011,510,583613,4116,150,9,,0,11679,13352,14439,11350,93.6,101.2,79.5,194,150,100,15602,14854,15514,1242,15021,114,15804,91.4,230.5,90.6,6,2,9,98.9,85.8,184,208,111,0,2,0,10,2,16,105,5829,908,15021,223,184,134,423,14020,54.4,16.9,34,1.1,165912,3481378,63804,3545182,4.7,27373,14518,65.3,983,3.6,1.8,43150,1.2,2.4,1,189.9,1.1,1.1,0.8,0.2,83,3.6,2.4,3.6,1.2,12,0,9936,,
Uttara Kannada,20726,16697,80.6,29275,15468,6068,141.2,103.9,29687,143.2,23644,819,55.3,4.5,23,12,11,52.2,11290,743,6.6,9532,1015,10.6,20822,100.5,20845,99.9,99.9,0.1,2992,2983,28.7,26.5,31.3,54.2,45.8,1808,22830,7860.9,109.5,20999,100.7,181,99.1,20866,99.4,2597,12.4,19992,95.2,966,4.2,46.2,18277,88.2,11878,57.3,5859,28.3,283,1.4,13419,29,64.7,0,,10,1,926,616,60.9,90.9,9.1,42.7,57.3,3,33,5420,5453,0.6,99.4,,,,,931,4522,17.1,82.9,44.7,11.4,43.2,0.6,96.4,67.7,73.8,11.4,0,0,0,0,1,2,2,2649,443,36.1,8.5,36.2,2101,961,30,44860,143,462171,1005,125,45,,0,24041,18973,20689,17179,90.4,98.5,81.8,78,29,63,22950,22316,21522,2733,18970,103.4,21154,86.8,101.2,110.9,5,0,23,96.7,67.4,360,901,61,0,0,0,51,2,17,43,21746,1386,18970,380,280,225,1025,19203,66.7,13.6,36.5,0.9,91801,2479236,98558,2577794,3.6,7511,10539,41.6,1487,19.8,3.8,53603,2.1,2.8,0.4,115.7,0.4,0.4,0.1,0,161,2.5,14.3,5,1.2,0.6,0,10246,,
Yadgir,37409,24493,65.5,30709,28954,10574,82.1,105.7,50871,136,37024,1382,39.1,3.5,580,279,301,48.1,19829,6872,34.7,1477,836,56.6,21306,57,21886,97.3,98.6,2.7,494,224,3.4,2.5,15.2,93.1,6.9,5966,13201,1028.6,60.3,27336,124.9,742,97.4,23839,87.2,4057,17,22656,82.9,954,18.4,30.6,39977,106.9,11810,31.6,3335,8.9,210,0.6,14655,3109,39.2,0.1,4350,11,0,1122,194,29.1,62.9,37.1,42.1,57.9,0.5,22,3062,3084,0.7,99.3,,,,,464,2620,15,85,68,24,8,0,81.5,94.1,85.7,0,0,0,0,0,0,17,46,2176,93,43,4.7,42.4,1242,939,88,31367,1296,354630,2666,63,24,,13,10638,24084,33681,18319,88.1,123.2,67,1714,1328,1426,31591,30857,31379,4343,27479,116.4,26915,87.1,85,15.3,56,0,277,94.6,78.3,902,768,194,4,0,0,330,6,49,552,5196,1474,27479,53,0,54,4627,21378,61.5,16.8,21.4,0.1,177847,1176914,199286,1376200,12.9,1587,2136,42.6,746,47,14.5,10513,0.8,2.7,2.2,43.5,3,2.7,0.3,0.1,129,6.2,12.4,11.6,3.9,3.1,0,1477,,
