,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18,2018-19,2017-18
_Jammu & Kashmir,395092,399307,266690,258865,67.5,64.8,288808,247859,176547,174937,55651,56517,73.1,62.1,58.8,58,140277,214965,35.5,53.8,290697,238068,29515,15103,64.8,62.7,3.2,2.8,10396,11947,694,985,9702,10962,6.7,8.2,172065,166793,78553,79329,45.7,47.6,16923,14450,1911,1294,11.3,9,188988,181243,47.8,45.4,199384,193190,94.8,93.8,95.1,94.3,5.2,6.2,62388,57863,15014,12850,41,39,36.3,34.7,88.7,88.9,91,92,9,8,28955,35393,148677,145200,278.5,296.3,74.6,75.2,195931,190694,98.3,98.7,3814,3652,98.1,98.1,195112,187237,99.6,98.2,10488,10266,5.4,5.5,175781,171584,89.7,90,944,958,3.9,2.4,187.3,175.7,147928,108751,37.4,27.2,66833,63138,16.9,15.8,57438,43665,14.5,10.9,1330,624,0.3,0.2,91496,76325,942,39,23.2,19.1,1.9,417.9,,150,79,112,1,5,9572,11143,4784,5483,38.7,37.6,93.8,95.5,6.2,4.5,79.1,81.5,20.9,18.5,1.2,1.4,305,357,10684,12405,10989,12762,2.8,2.8,97.2,97.2,,,,,,,,,547,434,10442,12328,5,3.4,95,96.6,35.2,39.1,20.4,22.6,38.6,35,5.8,3.3,96.5,97.3,91.9,95.5,94.6,96.1,99.5,100,0,1,0,0,0,1,0,0,0,11,4,0,6,11,18671,24465,426,416,28.2,28.8,3.1,4.2,63.5,66.1,13006,17235,5298,7073,793,573,429393,437479,49471,51934,2811798,2948509,13144,8217,10249,798,4105,42,,,764,85,170841,143031,193849,183553,208940,202739,167559,169454,98.9,96.3,106.6,106.3,85.5,88.9,36,902,11,603,15,589,229975,224279,221165,220607,218607,221167,110377,219992,121410,246,118.3,115.5,204938,217803,47.2,-8.5,100.4,115.2,105.2,95.3,137,248,0,0,2591,1966,93.1,93.7,92,91.5,5231,5578,3395,3242,1959,1993,6,69,46,22,0,0,132,95,28,169,515,268,73,87,78137,61925,21026,13766,121410,246,71,42,18,24,13,19,106208,203266,80461,106,61.4,58.7,27.9,24.4,43.6,44.6,0.1,0.2,1187612,998450,25962931,26130851,1559036,1531121,27521967,27661972,4.3,3.6,130340,125943,581030,581066,18.3,17.8,20459,17130,15.7,13.6,5.7,5.5,1254205,1215012,4.6,4.4,4.5,4.6,0.1,0.1,17,13.1,1.1,0,0.5,0.1,0.3,0.1,0,0,2143,1426,14,13.5,16.1,12.7,4,2.5,0.2,0.2,0.3,0.5,0,0,17319,15506,,,,
Anantnag,28918,27773,24691,25353,85.4,91.3,16029,19526,20516,21546,6025,6002,55.4,70.3,91.8,99.2,8009,14662,27.7,52.8,16997,20178,63,81,79.7,57,3,2.5,4,10,4,9,0,1,100,90,14376,13890,1546,553,10.8,4,260,267,41,11,15.8,4.1,14636,14157,50.6,51,14640,14167,100,99.9,100,100,0,0.1,6092,5399,209,227,43.1,39.7,42.4,38.9,80.4,85,98.2,98.1,1.8,1.9,4,9,14147,14922,100,90,96.6,105.3,14533,14002,99.3,98.8,220,265,98.5,98.1,14526,14002,100,100,1659,1033,11.4,7.4,13341,13822,91.8,98.7,952,961,5.6,1.3,100,1.6,7125,3419,24.6,12.3,925,1270,3.2,4.6,13651,14309,47.2,51.5,4,18,0,0.1,18227,18476,0,0,63,66.5,,,,,5,7,0,0,1329,1618,0,0,0,0,,,,,,,,,0,0,0,4,452,561,452,565,0,0.7,100,99.3,,,,,,,,,16,1,436,564,3.5,0.2,96.5,99.8,0,0,35.6,26.2,63.3,73.8,1.1,0,,,100,99.3,95.5,100,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,1543,0,0,12.3,19.4,1.2,2.2,75.2,73.2,1203,1243,168,300,0,0,33147,37463,2456,1762,153779,150379,1266,348,872,24,207,6,,,10,0,20576,16547,16379,15528,16323,15600,16265,15309,112.7,110.9,112.3,111.4,111.9,109.3,0,0,0,0,0,0,16857,16689,16570,16584,16587,16781,7986,16834,9504,0,120.3,120.2,17490,16832,51.1,-7.9,118.4,120.2,92.4,90.4,0,0,0,0,660,460,99.9,98.5,93.5,93.6,630,841,297,315,413,338,0,0,0,0,0,0,0,1,0,0,16,20,0,0,2885,2684,2551,1048,9504,0,0,0,18,0,13,0,8073,15705,7743,0,61.8,58.6,21.2,16.9,48.3,43.9,0.3,0.2,120454,109239,1962024,1888059,124975,124894,2086999,2012953,5.8,5.4,7402,6327,21784,24679,25.4,20.4,15,156,0.2,2.5,6,6.2,148764,141880,7.1,7,0.6,0.1,0,0,41.4,36.7,0,0,0,0,0,0,0,0,46,73,0,6.8,0,17.8,4.3,0,0,0,0,2.7,0,0,260,267,,,,
Badgam,12379,12592,12289,12104,99.3,96.1,9632,9707,12060,11465,27,1366,77.8,77.1,97.6,101.9,8592,10347,69.4,82.2,6609,6402,58,34,100,82.9,1.8,2.1,2,2,2,0,0,2,100,0,3505,3789,1,16,0,0.4,,,,,,,3505,3789,28.3,30.1,3507,3791,99.9,99.9,100,99.9,0.1,0.1,1312,1399,,,37.4,36.9,37.4,36.9,,,100,100,0,0,0,1,3669,3716,0,50,104.6,98,3509,3777,100.1,99.6,8,16,99.8,99.6,3509,3777,100,100,46,42,1.3,1.1,3509,3777,100,100,969,1022,5.6,6.8,100,74,6153,2656,49.7,21.1,7928,8827,64,70.1,48,76,0.4,0.6,0,0,0,0,0,9,0,0,0,0.1,,,,,7,1,0,0,225,232,0,2,0,0.9,,100,,0,,100,,0,0,0,54,68,314,394,368,462,14.7,14.7,85.3,85.3,,,,,,,,,,,368,462,0,0,100,100,17.5,38.3,65.3,49.2,17.2,11.4,0,1,100,100,100,100,100,100,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,1141,,,26.6,13.8,7.1,4.2,71.8,71.2,688,983,249,158,0,0,27227,25004,1348,1071,164396,163045,675,403,1274,74,565,0,,,76,0,9376,6497,3511,3777,3927,4126,3511,3776,100.1,100,111.9,109.2,100.1,100,0,,0,,0,,13266,12479,13546,12573,13402,12906,6052,13055,5358,,325.2,345.6,11410,13060,-54.1,-216.4,369.9,343.7,145.8,140.1,0,0,0,0,0,0,87.2,89.5,99.8,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,25,11,5358,,,,,,,,6281,12581,4535,,55.1,54.1,16.3,16.6,,,0,0,53097,52405,1765155,1723684,138780,134873,1903935,1858557,2.8,2.8,4210,4444,34156,28880,11,13.3,801,722,19,16.2,7.3,7.3,137175,124353,7.2,6.7,0.3,0.2,0,0,25.3,22,0,0,0,0,,,,,19,21,5.3,4.8,10.5,19,0,0,0,0,5.3,0,0,0,,,,,,
Bandipora,7140,7641,5954,6279,83.4,82.2,5155,5167,5337,5436,1883,2030,72.2,67.6,101.1,97.7,5602,4891,78.5,64,5200,4961,202,198,75.7,81.8,2,2.5,111,129,14,32,97,97,12.6,24.8,3053,3043,2354,2531,77.1,83.2,,,,,,,3053,3043,42.8,39.8,3164,3172,96.5,95.9,96.9,96.9,3.5,4.1,569,367,,,18.6,12.1,18.6,12.1,,,100,100,0,0,1157,1262,2538,2585,1042.3,978.3,80.2,81.5,3147,3146,99.5,99.2,28,34,99.1,98.9,3016,3027,95.8,96.2,31,46,1,1.5,2712,2841,86.2,90.3,941,1013,2.4,2,0,4.6,5536,4024,77.5,52.7,590,399,8.3,5.2,0,317,0,4.1,0,1,0,0,2026,1758,0,1,28.4,23,,100,,,2,9,0,0,209,219,0,0,0,0,,,,,,,,,0,0,1,5,94,161,95,166,1.1,3,98.9,97,,,,,,,,,,,95,166,0,0,100,100,0,0,90.4,97.5,9.6,1.9,0,0.6,,,100,100,100,100,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,290,,,7.8,1.7,0.6,0.2,69.6,63.6,200,283,17,5,0,2,9919,9299,1323,1140,39964,41990,663,203,404,7,149,2,,,55,0,5147,4695,3079,3198,3567,3640,2739,2742,97.8,101.7,113.3,115.7,87,87.2,0,3,0,2,0,0,7341,7335,7312,7261,7249,7260,2918,7152,2699,0,178.5,227.3,5617,7142,18.2,-96.5,203.1,229.6,78.8,89.6,0,0,0,0,1,1,98.7,98.4,98.7,98,27,40,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,762,1859,143,230,2699,0,0,0,0,0,0,0,2726,6636,2302,0,57.2,53.6,22.2,23.1,,100,0,0,23931,22507,646201,638236,28698,26389,674899,664625,3.5,3.4,1430,1415,11680,13311,10.9,9.6,498,355,34.8,25.1,4.3,4,55600,56411,8.2,8.5,2.7,2.2,0.1,0,1.3,1.6,0,0,0,0,,,,,18,18,5.6,11.1,0,11.1,0,5.6,5.6,0,5.6,0,0,0,,,,,,
Baramula,22241,25103,18756,20940,84.3,83.4,20931,22510,15479,14386,7796,9418,94.1,89.7,104.6,94.8,21892,23461,98.4,93.5,31540,20493,892,692,92.3,94.3,1.2,1.8,161,238,76,14,85,224,47.2,5.9,11643,10591,6329,5859,54.4,55.3,1711,1312,63,152,3.7,11.6,13354,11903,60,47.4,13515,12141,98.8,98,99.4,98.2,1.2,2,4482,3996,1651,1237,45.9,44,38.5,37.7,96.5,94.3,87.2,89,12.8,11,345,413,12356,12183,214.3,173.5,91.4,100.3,13473,12021,99.7,99,197,187,98.6,98.5,13471,11979,100,99.7,384,354,2.9,3,13411,11921,99.5,99.2,988,997,5.9,4.1,84.1,96.8,21570,22214,97,88.5,4996,4599,22.5,18.3,6918,6121,31.1,24.4,205,137,0.9,0.5,2231,2128,0,0,10,8.5,,,,,6,12,0,0,681,982,0,1,0,1,,100,,0,,10,,90,0,0,40,22,403,531,443,553,9,4,91,96,,,,,,,,,103,53,340,500,23.3,9.6,76.7,90.4,1.5,6,85.1,83.4,13.4,10.5,0,0,100,65.6,77.8,91.9,50,89.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,1178,,0,17.9,11.8,1.7,1.3,71.2,68.1,894,1030,196,139,5,9,36344,33414,2480,3730,179558,182367,1505,843,304,0,107,0,,,29,7,10133,9497,13402,11505,14744,13687,13148,11173,99.5,95.7,109.4,113.9,97.6,92.9,0,0,0,0,0,0,19698,19200,18987,19049,18627,19208,11164,18439,11206,0,166,153.4,20624,19651,24.3,-34.7,149.3,148.1,109.3,123.5,5,1,0,0,11,0,94.8,93.4,98.6,99.6,324,213,197,209,21,35,0,0,1,0,0,0,15,19,0,1,45,38,0,0,10996,2347,8714,1141,11206,0,0,0,0,0,0,0,9279,17110,7277,0,51.4,53.1,22.9,17.2,31.7,16.7,0.1,0,88528,92330,2416767,2487973,151301,136918,2568068,2624891,3.4,3.5,10118,9687,80853,79121,11.1,10.9,2802,2355,27.7,24.3,5.9,5.2,122588,163759,4.8,6.2,1,0.9,0,0,24.9,17.9,0,0,0,0,0,0,0,0,87,116,3.4,5.2,4.6,4.3,10.3,11.2,1.1,0,0,1.7,0,0,519,472,,,,
Doda,8059,8281,5330,5709,66.1,68.9,4386,3999,5397,5707,1486,1666,54.4,48.3,85.4,89,5023,7724,62.3,93.3,743,1356,0,1,,10,0.2,1.2,1730,1851,19,59,1711,1792,1.1,3.2,3924,4262,1831,2213,46.7,51.9,,,,,,,3924,4262,48.7,51.5,5654,6113,69.4,69.7,69.7,70.7,30.6,30.3,481,637,,,12.3,14.9,12.3,14.9,,,100,100,0,0,2690,2885,5015,5003,155.5,155.9,88.7,81.8,5597,5807,99,95,62,61,98.9,99,5531,5652,98.8,97.3,91,78,1.6,1.4,5133,5216,91.7,89.8,895,946,0,2,,161.2,3977,4313,49.3,52.1,3171,3369,39.3,40.7,711,694,8.8,8.4,17,15,0.2,0.2,518,755,0,19,6.4,9.1,,0,,,1,0,1,0,120,114,475,249,79.8,68.6,66.5,100,33.5,0,100,100,0,0,5.9,3,0,0,178,98,178,98,0,0,100,100,,,,,,,,,,,178,98,0,0,100,100,100,100,0,0,0,0,0,0,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,518,,,25.9,8.5,2.3,1,66.2,84.1,258,474,90,44,0,0,18215,18047,1156,1223,138687,124736,1667,1290,104,22,22,0,,,12,0,4202,5776,5075,5566,6066,6495,3677,4352,90.7,95.8,108.4,111.8,65.7,74.9,0,0,0,0,0,0,7879,8019,7209,7513,6723,7317,3494,6340,2606,0,109,109.2,5838,6370,42.4,2.4,91.1,108.2,58.7,47.6,0,15,0,0,1,0,98.4,99.4,98.6,97.9,29,41,0,0,0,26,0,12,0,0,0,0,0,0,0,0,0,0,0,0,202,582,0,139,2606,0,0,0,0,0,0,0,3014,5235,2229,0,53.7,52.5,37.1,33.5,41.2,61.5,0.2,0.1,28473,28521,568415,597303,17097,24764,585512,622067,4.9,4.6,1404,1461,30084,31710,4.5,4.4,1239,765,88.2,52.4,2.9,4,20388,23188,3.5,3.7,0,0.3,0.1,0,2.6,3.6,0,0,0.1,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ganderbal,5040,5548,4686,5133,93,92.5,5000,4166,4086,4491,774,946,99.2,75.1,96.4,98,3662,4658,72.7,84,4207,2562,171,210,78.1,78.1,3.8,5.2,35,41,22,0,13,41,62.9,0,1772,1697,1426,631,80.5,37.2,,,,,,,1772,1697,35.2,30.6,1807,1738,98.1,97.6,99.3,97.6,1.9,2.4,193,243,,,10.9,14.3,10.9,14.3,,,100,100,0,0,71,130,2009,2120,202.9,317.1,111.2,122,1730,1725,95.7,99.3,12,17,99.3,99,1666,1679,96.3,97.3,89,35,5.3,2.1,1578,1609,91.2,93.3,973,971,3.9,3.4,0,0,3887,1335,77.1,24.1,292,394,5.8,7.1,336,237,6.7,4.3,0,7,0,0.1,626,328,0,0,12.4,5.9,,,,,0,1,0,0,102,92,0,0,0,0,,,,,,,,,0,0,0,0,116,192,116,192,0,0,100,100,,,,,,,,,,,116,192,0,0,100,100,0.9,0,97.4,88,0.9,12,0.9,0,100,,100,100,100,100,100,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,684,872,,,32.9,33.4,12.7,17.1,85.5,82,439,579,225,291,20,2,13308,13528,1030,1094,98913,96401,1104,467,162,39,77,0,,,72,21,3767,4733,1854,1765,1976,1979,1747,1689,107.2,102.3,114.2,114.7,101,97.9,0,19,0,12,0,6,5561,5236,5205,5315,5274,5233,2822,5419,2318,32,297.1,316,5010,5287,-42.8,-173.8,301.6,313.7,112.3,140.7,0,0,0,0,4,0,97.9,98.6,86.7,89.9,0,59,0,54,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,445,4056,34,644,2318,32,20,8,0,0,0,0,2670,5189,2340,25,52.9,50,21.4,27.2,,,0,0,18500,16743,809224,914575,102098,79304,911322,993879,2,1.7,1412,1290,8798,11347,13.8,10.2,230,25,16.3,1.9,11.2,8,62179,70640,6.8,7.1,4.2,0.8,0.3,0,41.1,19.9,0,0,0.2,0,,,,,3,28,0,3.6,0,0,0,3.6,0,0,0,0,0,0,,,,,,
Jammu,69497,70043,28894,31685,41.6,45.2,41755,29253,15938,16836,6857,5200,60.1,41.8,32.8,31.5,14209,18094,20.4,25.8,50728,29034,25310,3268,101.1,51.6,3.7,4.4,189,169,18,25,171,144,9.5,14.8,31089,29239,19090,18684,61.4,63.9,3745,3338,900,713,24,21.4,34834,32577,50.1,46.5,35023,32746,99.5,99.5,99.5,99.6,0.5,0.5,11961,11131,3077,2689,43.2,42.4,38.5,38.1,82.2,80.6,89.2,89.8,10.8,10.2,3806,4927,26546,27430,2013.8,2915.4,75.8,83.8,34032,32247,97.2,98.5,810,711,97.7,97.8,34910,32479,102.6,100.7,2430,2501,7,7.7,25660,24107,75.4,74.8,916,924,11.1,3.7,119,228.1,12590,10835,18.1,15.5,4614,4355,6.6,6.2,3432,3496,4.9,5,235,119,0.3,0.2,21951,11361,44,16,31.6,16.2,36.4,0,,,11,21,0,0,2170,2218,1460,1709,49.9,50.8,98.1,88.6,1.9,11.4,67.7,74.5,32.3,25.5,2.1,2.4,12,15,2483,2533,2495,2548,0.5,0.6,99.5,99.4,,,,,,,,,40,42,2455,2506,1.6,1.6,98.4,98.4,26.3,39.4,0.6,0.5,50.5,45.2,22.6,14.8,99.8,98.1,0,0,98,99,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1975,2699,4,26,27.8,32.2,1.8,3,44.2,51.7,929,1470,549,870,501,385,39890,30045,4576,6397,336495,402758,224,220,162,59,67,14,,,21,0,15942,13915,33816,31739,34065,32281,27253,26433,99.4,98.4,100.1,100.1,80.1,82,0,151,0,41,0,40,24448,23947,23253,22945,23351,23261,11970,24977,5527,67,51.4,77.7,16365,24963,64.9,22.6,49.8,69.1,77.5,58.1,0,0,0,0,0,0,90.7,92.4,87.3,85.7,2060,1056,762,842,40,49,0,0,0,2,0,0,34,33,5,18,40,32,12,9,7680,6693,1290,1295,5527,67,0,34,0,24,0,19,11585,23320,3907,65,69.8,56,26.7,23.2,40.6,49,0.3,0.6,136672,88894,2686732,2569846,84675,81467,2771407,2651313,4.9,3.4,15205,14564,47793,52288,24.1,21.8,2198,2145,14.5,14.7,3.1,3.1,82593,74722,3,2.8,11.5,16.2,0.1,0.1,14.5,11.7,7.2,0.1,2.2,0.1,0,0.1,0,0,968,61,16.8,13.1,20.5,18,5.7,14.8,0.1,0,0.1,0,0,0,3745,3338,,,,
Kargil,2364,2356,1238,1156,52.4,49.1,1295,986,1431,1466,731,739,54.8,41.9,91.5,93.6,1988,2547,84.1,108.1,1840,1704,41,27,11.7,27.6,16.2,1.6,62,104,48,58,14,46,77.4,55.8,2101,2243,227,352,10.8,15.7,,,,,,,2101,2243,88.9,95.2,2163,2347,97.1,95.6,99.4,98,2.9,4.4,416,374,,,19.8,16.7,19.8,16.7,,,100,100,0,0,560,391,2601,1518,903.2,376,120.2,64.7,2172,2281,100.4,97.2,13,6,99.4,99.7,2066,2142,95.1,93.9,152,180,7.4,8.4,1800,1841,82.9,80.7,907,973,12.6,8.9,112.5,109.6,1318,441,55.8,18.7,332,173,14,7.3,0,0,0,0,0,0,0,0,4,5,0,0,0.2,0.2,,,,,0,0,0,0,212,150,0,0,0,0,,,,,,,,,0,0,0,0,52,52,52,52,0,0,100,100,,,,,,,,,,,52,52,0,0,100,100,53.8,7.7,38.5,48.1,7.7,42.3,0,1.9,100,100,100,100,100,100,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,470,,,45.5,29.4,11.2,6.2,90.8,90,205,310,235,138,76,22,2741,3071,118,20,15836,20036,213,531,57,7,46,0,,,17,3,1838,336,2102,2158,2078,2260,1907,1948,96.8,94.6,95.7,99.1,87.8,85.4,6,2,8,0,6,0,2773,2393,2494,2457,2555,2486,1733,2214,951,147,123.6,103.5,1509,1394,16.6,2,112.3,103.1,101.4,74.6,0,4,0,0,0,0,99.9,99.3,110.1,106.7,173,1,73,52,97,90,3,0,0,0,0,0,0,0,0,0,1,0,13,0,1679,3103,120,338,951,147,51,0,0,0,0,0,1417,2064,534,1,60,55.4,34.7,34.9,42.9,51.7,0.5,0.4,15672,15456,213066,242657,10802,3847,223868,246504,7,6.3,1939,1228,9500,11147,17,9.9,407,353,21,28.7,4.8,1.6,25919,25329,11.6,10.3,5.9,5.4,0,0,23.3,34.8,0,0,0,0,,,,,38,24,28.9,25,13.2,0,0,0,0,0,0,0,0,0,,,,,,
Kathua,11684,11605,9199,9297,78.7,80.1,7151,7623,7937,7943,2695,2621,61.2,65.7,91,91,6538,10843,56,93.4,12797,14900,32,31,37.2,14,3.9,0.2,1538,1617,0,3,1538,1614,0,0.2,5604,5662,216,170,3.9,3,375,248,,0,0,0,5979,5910,51.2,50.9,7517,7527,79.5,78.5,79.5,78.6,20.5,21.5,1426,1560,360,230,29.9,30.3,25.4,27.6,96,92.7,93.7,95.8,6.3,4.2,1308,1577,351,2164,85,97.5,4.7,28.7,7399,7416,98.4,98.5,151,147,98,98.1,7403,7404,100.1,99.8,104,64,1.4,0.9,7139,7356,96.5,99.2,914,885,0,0,,,7351,7434,62.9,64.1,3158,5085,27,43.8,2466,2619,21.1,22.6,1,0,0,0,4878,4267,1,0,41.7,36.8,0,,,,1,2,,,466,834,586,917,55.7,52.4,100,100,0,0,100,100,0,0,5,7.9,51,81,743,1102,794,1183,6.4,6.8,93.6,93.2,,,,,,,,,,,794,1183,0,0,100,100,87.5,61.3,0.3,4.4,11.6,34.4,0.7,0,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,1905,,,59.5,63,11.9,21.2,58.6,61.7,444,696,668,1200,10,9,20955,23012,2045,2917,188756,251879,69,324,223,24,36,0,,,5,0,8137,8404,7274,7522,7838,8832,6146,7001,98.3,101.4,105.9,119.1,83.1,94.4,0,2,0,0,0,0,11145,11232,10879,10856,10623,10769,4647,11259,4926,0,129.4,151.8,9569,11264,40.7,-27.5,113.8,151.1,127.6,95.2,5,0,0,0,0,1,99.5,99.4,83.4,84.2,331,1789,302,1465,10,377,0,0,0,0,0,0,0,0,6,2,5,6,1,9,5342,5607,140,1151,4926,0,0,0,0,0,0,0,5255,10821,3958,0,62.4,60.7,30.6,28.5,0,0,0,0,29062,26301,990631,979760,86731,97300,1077362,1077060,2.7,2.4,2340,2967,11337,9501,17.1,23.8,1261,1436,53.9,48.4,8.1,9,49581,48322,4.6,4.5,2.5,3,0.5,1.4,9.4,7.5,0.6,0.6,0.5,1,0.4,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
