,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12,2012-13,2011-12
_Karnataka,1484711,1590922,934377,990377,684268,714528,62.9,62.3,46.1,44.9,1449139,1463352,1247689,1259195,97.6,92,84,79.1,1574107,1410373,106,88.7,918486,870764,62421,61534,6.8,7.1,3.5,3.5,16367,23538,8537,14719,7830,8819,52.2,62.5,820,2232,5,9.5,617399,590295,206553,233997,33.5,39.6,837707,788977,56.4,49.6,854074,812515,98.1,97.1,99.1,98.9,1.9,2.9,88975,74963,84283,69391,20.7,18.3,14.4,12.7,38.3,34.9,73.7,74.8,39.2,63.3,6.2,9.5,26.3,25.2,643244,680316,713591,648324,75.3,83.7,83.6,79.8,894344,899315,104.7,110.7,12951,16458,98.6,98.2,844107,842084,94.4,93.6,104887,97178,12.4,11.5,795285,802867,88.9,89.3,12467,17658,76.2,75,942,935,7.4,6.3,34.9,32.7,42.2,29.7,35.7,36.3,0.8,0.9,25541,24980,17798,18555,69.7,74.3,77.6,70.9,22.4,29.1,56.9,58.4,43.1,41.6,1.2,1.2,3.4,2,2857,3896,327378,308886,330235,312782,0.9,1.2,99.1,98.8,51203,56997,57985,45474,145922,145982,,,155,265,15.5,18.2,17.6,14.5,44.2,46.7,0,0,22.7,20.6,47.9,50.3,30.3,28.8,21.9,20.9,89,88.6,69.2,73.2,62,65.1,9,5,158481,170661,31531,24844,190012,195505,0,,0,0,0,0,36.5,38.5,1366935,1314532,12045521,11537553,67997,75222,878376,946028,1159252,1179001,98.2,105.2,129.6,131.1,1139723,1145014,1106233,1109147,1134700,1130382,3,,3,,4,,1085498,1062108,121.4,118.1,1130921,1180438,6.4,9.9,831260,853553,92.9,94.9,59.5,65.1,6652,7341,94.7,95.4,68.3,71.3,0,0,0,0,0,0,0,0,0,0,1.7,2,96.7,94.6,1.6,3.3,60.7,59.4,14.9,15.1,39.9,34.9,1.2,1.1,3581633,3221843,54185030,46836197,6.6,6.9,362304,305324,365937,291388,49.8,51.2,,,0,0,1130422,793297,2.1,1.7,318188,262571,0.6,0.6,118413,106705,7.7,7.2,6,12.4,4.8,10.9,5.1,11.3,0.7,1.1,0.1,0.1,3237,3170,10.4,7.5,17,16.4,21.8,19.6,8.4,9.9,0.9,0.8,2.6,3.2,0.1,0.1,38.8,42.6
Bagalkote,43312,50266,27355,30301,23174,23511,63.2,60.3,53.5,46.8,43895,40441,48256,47863,101.3,80.5,111.4,95.2,38320,16767,88.5,33.4,35801,25055,7949,4450,22.2,17.8,2.7,5.7,409,765,265,505,144,260,64.8,66,11,53,2.7,6.9,20412,21170,5530,13713,27.1,64.8,39508,37921,91.2,75.4,39917,38686,99,98,99.6,99.3,1,2,558,425,4779,3171,13.5,9.5,2.7,2,25,18.9,51.7,55.8,28.6,32.3,2.9,1,48.3,44.2,31907,33106,30074,28264,79.9,85.6,75.3,73.1,40318,39627,101,102.4,584,448,98.6,98.9,36578,36911,90.7,93.1,4285,4142,11.7,11.2,37913,37780,94,95.3,336,617,82.2,80.7,922,901,0.8,3.2,132.7,31.1,37.8,13.3,226.7,51.5,0.5,0.7,357,197,39,93,10.9,47.2,74.4,53.8,25.6,46.2,33.9,49.5,66.1,50.5,0.1,0.2,2.4,1.4,15,22,21162,12419,21177,12441,0.1,0.2,99.9,99.8,1425,1931,1975,1560,4847,4879,,,5,0,6.7,15.5,9.3,12.5,22.9,39.2,0,0,61.1,32.7,30.1,31.3,37.3,43,32.6,25.8,46.7,73,52.8,69.1,15.8,57,0,0,6350,8572,382,500,6732,9072,,,0,0,0,0,24.1,42.2,48498,51400,407113,490122,1884,3996,33774,33456,51063,51312,83.8,84.4,126.7,129.5,46954,46312,46334,44871,48606,48780,,,,,,,45711,44696,113.4,112.8,44783,43639,10.5,12.9,39111,41938,97,105.8,11.9,22,224,153,96.5,96.5,60.6,70.9,0,0,0,0,0,0,0,0,0,0,12.9,8.2,67.6,60.7,19.4,31.1,71,66.3,16.6,15.6,66.5,37.9,0.8,0.5,128995,100166,1703885,1330834,7.6,7.5,9382,7488,16311,14715,36.5,33.7,,,0,0,58000,11917,3.4,0.9,7082,3878,0.4,0.3,1971,1232,34.8,23.7,3.4,10.1,3.1,9.2,3.2,9.5,0.5,0.3,0,0.2,169,134,13.1,14.9,30.1,24,15,11.6,4.6,6.6,0.7,0,2,2.5,0,0,34.6,40.5
Bangalore Rural,23222,23263,16990,15743,11573,12333,73.2,67.7,49.8,53,38403,35919,26466,21184,165.4,154.4,114,91.1,30421,14410,131,61.9,13309,13544,3042,1989,22.9,14.7,3.5,5,30,54,18,43,12,11,60,79.6,8,2,26.7,3.7,5718,6201,2086,2372,36.5,38.3,9753,10182,42,43.8,9783,10236,99.7,99.5,99.9,99.9,0.3,0.5,550,599,1924,1917,25.4,24.7,9.6,9.7,47.7,48.2,58.6,60.9,37.9,43,3.7,3.6,41.4,39.1,5872,7507,7867,7072,60,73.3,80.4,69.1,9726,10173,99.4,99.4,83,74,99.2,99.3,8811,9730,90.6,95.6,930,1046,10.6,10.8,8977,9562,92.3,94,31,34,103.3,63,956,934,4.9,3.8,47,97.7,27.9,32.9,98.8,58.4,5.8,3,616,396,230,126,37.3,31.8,93.5,86.5,6.5,13.5,22.5,13.9,77.5,86.1,1,0.5,5.7,1.4,19,94,4161,4769,4180,4863,0.5,1.9,99.5,98.1,3,0,78,0,3300,4089,,,0,2,0.1,0,1.9,0,78.9,84.1,0,0,19.1,15.9,74.6,77.4,14,10.5,11.4,12.1,93.2,95.7,47.5,51.4,40.5,35.5,0,0,2397,2300,1112,1143,3509,3443,,,0,0,0,0,45.6,41.5,32889,31082,218839,173354,1148,726,9710,11599,15755,16311,99.8,114,162,160.3,19031,18379,19115,18255,19639,19362,,,,,,,19274,19306,198.2,189.8,17503,18352,-22.3,-18.4,13311,15864,136.9,155.9,49.5,104.6,0,1,89.7,92.9,63.9,60.8,0,0,0,0,0,0,0,0,0,0,1,1.8,97.4,97.1,1.6,1.1,57.2,52.5,13,11.9,34.2,50.9,0.7,0.7,48831,44161,1049915,956348,4.7,4.6,9878,7763,27079,21327,26.7,26.7,,,0,0,4157,1825,0.4,0.2,2597,1751,0.2,0.2,1451,818,3.9,5.6,62.3,14.5,52.5,14.6,56.3,14.6,0.3,1.1,0,0,5,2,0,0,20,0,20,0,20,0,0,0,0,0,0,0,40,100
Bangalore Urban,281993,241224,134516,117355,36340,36810,47.7,48.6,12.9,15.3,211357,183117,196364,150101,75,75.9,69.6,62.2,221141,328185,78.4,136,85492,64151,5420,5755,6.3,9,1.7,3,6,37,3,29,3,8,50,78.4,4,18,66.7,48.6,75135,45073,19526,14465,26,32.1,85201,53508,30.2,22.2,85207,53545,100,99.9,100,100,0,0.1,19375,13288,1933,1496,25,27.6,25.8,29.5,19.2,17.7,88.2,84.2,11.8,20.3,0.7,31.8,11.8,15.8,48235,45515,53875,39966,56.6,85,63.2,74.6,94036,64985,110.4,121.4,672,1583,99.3,97.6,76223,50162,81.1,77.2,11923,7358,15.6,14.7,69727,47367,74.1,72.9,7,14,116.7,37.8,931,925,3.9,7.7,36.7,20.1,25,11.3,24.5,16.4,0.9,1.3,3469,2230,8537,7036,246.1,315.5,83.4,80.5,16.6,19.5,95.1,95.5,4.9,4.5,3,2.9,4.3,0.9,773,955,50340,37025,51113,37980,1.5,2.5,98.5,97.5,422,45,27843,16103,9883,6233,,,40,98,0.8,0.1,54.5,42.4,19.3,16.4,0,0,25.4,41.1,50.2,53.7,23.8,23.4,26,22.8,81.9,62,61.8,46.3,71.2,61.2,0,0,33620,27421,2178,3003,35798,30424,0,,0,0,0,0,41.2,44.5,278519,248442,2063231,1861852,11208,6225,120872,104193,130949,115099,128.5,160.3,139.3,177.1,135327,126909,131078,119741,137433,125121,3,,3,,4,,137598,119657,146.3,184.1,179568,170151,-5.1,-4,85659,69028,91.1,106.2,76.7,48.3,0,14,92.6,93.7,28,29.1,0,0,0,0,0,0,0,0,0,0,2.3,3.4,94.4,90.2,3.3,6.5,60.2,57.5,5.7,10.8,37.9,10.9,1.2,2.7,301899,221261,4986963,3731495,6.1,5.9,49984,19801,34762,11630,59,63,,,0,0,39937,45273,0.8,1.2,27343,27585,0.5,0.7,5922,5487,4.1,4.3,2,14.2,2.6,11.3,2.4,12.1,0.8,1.1,0.2,0.3,5,18,20,0,40,23.5,0,0,0,5.9,0,0,0,5.9,0,0,40,64.7
Belgaum,181823,177771,111748,110867,53086,52229,61.5,62.4,29.2,29.4,148735,130777,105417,98697,81.8,73.6,58,55.5,217025,102621,119.4,57.7,119953,113444,7810,9085,6.5,8,2.6,2.5,1019,2271,868,1914,151,357,85.2,84.3,158,285,15.5,12.5,55581,47505,30721,24662,55.3,51.9,68960,57311,37.9,32.2,69979,59582,98.5,96.2,99.8,99.4,1.5,3.8,4670,3950,4179,2549,12.8,11.3,8.4,8.3,31.2,26,80.6,82.9,11.3,18.9,0.9,0.9,19.4,17.1,56616,59889,55671,49121,80.9,100.5,79.6,82.4,78038,72486,111.5,121.7,1085,1304,98.6,98.2,70303,67359,90.1,92.9,10638,9291,15.1,13.8,67841,65687,86.9,90.6,917,1853,90,81.6,935,921,6.5,4.3,31.2,45.8,29.6,25.5,44,37.6,0.7,0.8,2027,2273,576,1160,28.4,51,74,49,26,51,30.2,55.7,69.8,44.3,0.3,0.7,14.3,4.1,282,513,28834,30454,29116,30967,1,1.7,99,98.3,8058,7745,2499,2541,8823,8737,,,22,24,27.7,25,8.6,8.2,30.3,28.2,0,0,33.4,38.6,23.4,22.3,57.4,51.5,19.2,26.2,73.7,69.1,68.3,65.1,51.5,45.5,0,1,13789,15400,9013,4278,22802,19678,,,0,0,0,0,43.9,38.9,55767,58840,394712,289620,2603,3647,89963,91674,118026,110746,115.3,126.5,151.2,152.8,101549,99618,96357,96846,96849,95209,,,,,,,91950,86296,117.8,119.1,90284,95445,22.1,22.1,46130,45538,59.1,62.8,106.8,61.6,76,21,98.3,98.5,90.7,91.7,0,0,0,0,0,0,0,0,0,0,4.7,2.7,91.2,91.5,4,5.8,66.8,69.1,15.2,15.5,39.5,38.6,1.3,1,232137,190026,2667649,2075169,8.7,9.2,24560,22368,21134,18984,53.7,54.1,,,0,0,92708,69143,3.5,3.3,33550,21094,1.3,1,7068,9320,7.5,10.5,10.5,25.2,8.7,19.6,9.1,20.8,0.7,1.4,0,0.2,144,131,6.6,6.3,13.9,18.8,45.1,13.4,7.4,14.3,1.6,0.9,1.6,0,0,0,23.8,46.4
Bellary,60308,64522,48126,44698,36870,38408,79.8,69.3,61.1,59.5,47849,51426,66944,67024,79.3,79.7,111,103.9,58683,34535,97.3,53.5,56272,46424,2404,1525,4.3,3.3,3.4,3.7,1789,1933,773,1215,1016,718,43.2,62.9,42,65,2.3,3.4,30654,30606,2947,2847,9.6,9.3,43021,44104,71.3,68.4,44810,46037,96,95.8,97.7,98.4,4,4.2,3175,2089,5549,4155,20.3,14.2,10.4,6.8,44.9,30.8,71.3,69.4,42.4,48.9,22.5,35.4,28.7,30.6,42319,42604,62798,51145,94.4,92.5,140.1,111.1,45078,46396,100.6,100.8,784,911,98.3,98.1,44911,45695,99.6,98.5,3762,3180,8.4,7,44710,45244,99.2,97.5,1578,1789,88.2,92.6,945,931,12.4,6.9,14.6,26.5,37.8,33.3,15.8,22.2,0.6,1,1003,1061,654,977,65.2,92.1,78.4,70.9,21.6,29.1,65.4,54.3,34.6,45.7,1.1,1.5,0.7,0.9,326,412,17741,18445,18067,18857,1.8,2.2,98.2,97.8,2866,3909,2316,2241,8995,9695,,,0,0,15.9,20.7,12.8,11.9,49.8,51.4,0,0,21.5,16,35.8,42.4,48.2,31.5,15.9,26.1,97.6,95.1,73.5,78,48,71.9,2,1,8337,8985,1012,889,9349,9874,,,0,0,0,0,34.1,34.4,64227,48532,588296,499880,2154,3767,29408,34830,55462,59506,65.2,75.1,123,128.3,58282,57332,54646,56901,56592,59652,,,,,,,53015,53644,117.6,115.6,49786,50157,4.4,9.9,21840,26021,48.4,56.1,99.9,38.9,39,2,93.9,98.9,58.1,64.5,0,0,0,0,0,0,0,0,0,0,1,0.8,97.5,93.6,1.5,5.6,69.2,67.2,13.6,13,54.9,35.2,1,0.8,120778,84866,1610314,1387377,7.5,6.1,6491,8777,8702,5468,42.7,61.6,,,0,0,24952,22893,1.5,1.7,9074,7392,0.6,0.5,4658,5748,4.8,4.9,2.8,7.1,1.2,4.3,1.5,4.7,0.7,0.8,0,0.1,187,198,1.3,3.8,16.3,20.9,17.6,15.8,15,15.8,2,1.3,7.8,2.5,0,0,39.9,39.9
Bidar,37823,46737,25230,27398,22811,25578,66.7,58.6,60.3,54.7,44805,49601,41242,44029,118.5,106.1,109,94.2,49324,31870,130.4,68.2,49288,57531,2690,3069,5.5,5.3,4.8,4.5,414,617,296,422,118,195,71.5,68.4,24,24,5.8,3.9,25663,27167,5956,10290,23.2,37.9,30639,30653,81,65.6,31053,31270,98.7,98,99.6,99.4,1.3,2,2014,1943,1294,1018,10.8,9.7,7.8,7.2,26,29.2,83.8,88.6,48.8,49,5.4,4.7,16.2,11.4,22770,28712,23026,21685,73.3,91.8,74.2,69.3,32070,33691,103.3,107.7,690,669,97.9,98.1,31368,32472,97.8,96.4,2334,2396,7.4,7.4,28651,30651,89.3,91,340,435,82.1,70.5,937,954,7,5.1,30,59.5,35.5,44,60.6,88,1.2,0.7,545,709,213,252,39.1,35.5,38,55.2,62,44.8,15.8,30,84.2,70,0.6,0.5,2,2.6,97,119,6459,6855,6556,6974,1.5,1.7,98.5,98.3,377,839,1002,1160,2567,3026,,,15,18,5.8,12,15.3,16.6,39.2,43.4,0,0,39.8,27.9,10.6,13.2,78.9,71.9,10.5,14.9,19,62.6,63.9,69.9,70.3,89.2,0,0,1951,2509,870,708,2821,3217,,,0,0,0,0,30.1,31.6,25863,14039,205645,153061,1204,706,29107,34745,38551,42054,90.8,103.1,120.2,124.8,35415,34902,33567,33300,34768,34629,,,,,,,31746,31873,99,94.6,28924,32756,17.7,24.2,27670,23070,86.3,68.5,44.5,36.9,122,121,94.6,94.5,69.5,68.1,0,0,0,0,0,0,0,0,0,0,2.3,1.4,96.4,97.6,1.3,1,60.4,60.1,21,19.9,36,58,1.2,1.6,96427,99887,1777360,1783260,5.4,5.6,7263,7501,9006,6215,44.6,54.7,,,0,0,13001,10539,0.7,0.6,8493,8278,0.5,0.5,4983,4022,5.4,6,4.6,3.4,4.1,2.8,4.2,2.9,0.1,1.7,0,0,66,73,6.5,4.8,14.5,12.7,19.4,33.3,6.5,6.3,3.2,0,6.5,3.2,0,0,43.5,39.7
Bijapur,71020,65849,36664,32908,31768,32469,51.6,50,44.7,49.3,49563,47908,59923,66263,69.8,72.8,84.4,100.6,75984,38240,107,58.1,23641,26813,857,1270,3.6,4.7,3.3,3.2,2893,3404,1949,2805,944,599,67.4,82.4,116,249,4,7.3,23659,29425,6334,12361,26.8,42,33903,39753,47.7,60.4,36796,43157,92.1,92.1,97.4,98.6,7.9,7.9,705,690,2996,2880,10.9,9,3,2.3,29.2,27.9,69.8,74,39.9,35.6,1,1.5,30.2,26,24607,31969,24767,24722,66.9,74.1,67.3,57.3,37335,43318,101.5,100.4,401,632,98.9,98.6,35041,41881,93.9,96.7,4004,3106,11.4,7.4,34335,41873,92,96.7,2436,2693,84.2,79.1,929,929,4.3,1.8,105,119.2,66.4,41.8,38.6,36.8,0.4,0.5,472,800,156,679,33.1,84.9,71.2,49.6,28.8,50.4,21.8,58.8,78.2,41.2,0.2,1,12.8,5.6,163,90,12032,12929,12195,13019,1.3,0.7,98.7,99.3,4708,3785,835,787,5106,7536,,,13,13,38.6,29.1,6.8,6,41.9,57.9,0,0,12.7,7,68.8,69.1,24.5,16.3,6.8,14.6,99.4,99.2,54.9,67.4,80.3,92.3,1,0,5536,6708,403,450,5939,7158,,,0,0,0,0,32.8,35.5,27173,29710,416848,546666,6770,2985,33866,39284,60002,57384,90.7,90.7,160.7,132.5,53459,50813,51115,49783,51693,50080,,,,,,,47425,45943,127,106.1,45312,43047,21,19.9,41356,40063,110.8,92.5,38.1,35.2,6,12,95.7,95.9,69.4,76.6,0.1,0,0,0,0,0,0,0,0,0,3.9,3.7,91.2,92.1,4.8,4.2,56.9,57.1,11.9,11.8,38,40,1.2,0.7,132369,121643,1672505,1625374,7.9,7.5,14357,13912,25460,26184,36.1,34.7,,,0,0,106956,82830,6.4,5.1,2492,976,0.1,0.1,4841,1921,10.9,8.5,4.7,8.7,2.1,7.7,2.8,7.9,0.6,1,0,0.3,171,238,0.7,2.4,8.6,6.8,22.4,21,6.6,9.8,0,1,1.3,7.8,1.3,0,59.2,51.2
Chamrajnagar,15492,16414,13057,13239,13654,14347,84.3,80.7,88.1,87.4,17172,17005,14730,28427,110.8,103.6,95.1,173.2,17751,7484,114.6,45.6,12433,10936,1016,720,8.2,6.6,1.7,1.9,186,272,130,139,56,133,69.9,51.1,12,28,6.5,10.3,10385,11938,247,119,2.4,1,11727,13248,75.7,80.7,11913,13520,98.4,98,99.5,99,1.6,2,1566,1351,533,453,17.9,13.6,15.1,11.3,39.7,34.6,88.6,90.1,8.4,10.8,1.4,0.6,11.4,9.9,9549,11493,12604,12118,80.2,85,105.8,89.6,11962,13331,100.4,98.6,186,238,98.5,98.2,11497,12898,96.1,96.8,1645,1608,14.3,12.5,11444,11857,95.7,88.9,141,186,75.8,68.4,911,935,15.5,11.1,15.9,9,109,43.3,11.3,15.3,0.1,0.2,331,439,132,207,39.9,47.2,48.5,63.3,51.5,36.7,62,63.3,38,36.7,0.9,1.3,1.3,1.9,27,58,4525,5662,4552,5720,0.6,1,99.4,99,681,1386,912,614,2895,3651,,,0,1,15,24.2,20,10.7,63.6,63.8,0,0,1.4,1.2,74.2,67.9,20.1,26.7,5.7,5.4,99.9,100,97.1,98.8,86.4,83.7,0,0,1568,1847,68,53,1636,1900,,,0,0,0,0,26.4,24.9,34507,34890,342878,372246,923,2700,10884,11698,12596,14690,91,87.8,105.3,110.2,14958,15144,14699,14628,14546,14749,,,,,,,14588,14458,122,108.5,14516,14528,-15.8,1.6,14148,13610,118.3,102.1,55.1,95.9,269,5,90.8,93.9,69.9,72.3,0,0,0,0,0,0,0,0,0,0,1.6,1,98.4,98.5,0,0.5,61,64.3,14.2,15.8,83.1,59.4,2.1,1.5,60364,48724,1040914,926030,5.8,5.3,6936,7853,3555,2876,66.1,73.2,,,0,0,7468,174,0.7,0,1277,1397,0.1,0.2,2309,1737,5,4.9,15.4,47.9,15.6,43.8,15.5,44.9,0.2,1.9,0,0,113,141,1.1,2.3,8.5,14.8,18.1,24.2,18.1,8.6,4.3,3.1,3.2,1.6,0,0,46.8,45.3
Chikkaballapur,24856,29370,19276,20765,17360,19023,77.6,70.7,69.8,64.8,30177,32425,24356,28024,121.4,110.4,98,95.4,52317,43162,210.5,147,16065,18002,1076,1235,6.7,6.9,2.1,2,240,255,151,177,89,78,62.9,69.4,18,38,7.5,14.9,13430,15440,7556,7873,56.3,51,13890,16485,55.9,56.1,14130,16740,98.3,98.5,99.4,99.5,1.7,1.5,3047,3220,317,807,24.2,24.4,22.7,20.9,68.9,77.2,96.7,93.7,25,42.2,2.9,3.3,3.3,6.3,12054,14007,11075,10583,85.3,83.7,78.4,63.2,16807,20255,118.9,121,381,316,97.8,98.5,16452,21993,97.9,108.6,2140,1718,13,7.8,15800,19293,94,95.3,178,197,74.2,77.3,940,928,4.6,2.1,8.5,39,10.2,23.5,73.6,58.4,1.9,0.3,412,460,258,316,62.6,68.7,51.9,50.9,48.1,49.1,81.9,73.5,18.1,26.5,1,1.1,6.4,4.2,39,28,5932,6589,5971,6617,0.7,0.4,99.3,99.6,81,116,0,0,5829,6254,,,3,5,1.4,1.8,0,0,97.6,94.5,0,0,1,3.7,38.2,39.6,44.6,52.1,17.2,8.3,99.9,99.6,98.4,95.3,98.7,87.6,0,0,3511,4502,13,269,3524,4771,,,0,0,0,0,37.1,41.9,17913,21172,212986,243792,379,2375,21878,22833,24965,25481,130.2,112.7,148.5,125.8,24770,24900,24296,24167,24938,24846,,,,,,,23313,21990,138.7,108.6,26784,29181,6.6,13.7,19037,20195,113.3,99.7,60.2,62.5,2251,3667,81.1,79.5,58.7,57.6,0,0,0,0,0,0,0,0,0,0,1.4,2.9,97.7,94.7,0.9,2.5,62.1,62.1,11.2,10.6,36.3,38.5,0.8,1,52632,52895,1038043,950357,5.1,5.6,4875,7578,4931,4637,49.7,62,,,0,0,7631,6279,0.7,0.7,1751,2787,0.2,0.3,3153,4138,10.2,11,1.9,2.6,1,3,1.2,2.9,2.3,1.5,0,0,16,24,8.3,0,33.3,31.6,33.3,10.5,0,21.1,0,0,0,0,0,0,25,36.8
