,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18
Nandurbar,36075,20797,57.6,26214,18857,14999,72.7,93.8,25028,69.4,37191,1039,31.9,1,5633,1833,3800,32.5,24603,16667,67.7,330,320,97,24933,69.1,30566,81.6,87.6,18.4,1168,39,4.8,4.7,11.8,98.7,1.3,4500,11406,79.9,37.3,30302,99.1,506,98.4,29373,96.9,5543,18.9,29247,96.5,910,2.5,31,29694,82.3,18845,52.2,2656,7.4,0,0,3002,0,8.3,,,31,11,560,120,18.1,100,0,96.8,3.2,0.3,497,5184,5681,8.7,91.3,,,,,0,5681,0,100,18,75.6,5.7,0.7,100,100,100,100,0,0,0,0,5,0,0,5825,0,61.9,14.7,50.6,2148,3608,69,46987,1143,257280,1136,16,0,,0,17006,26492,33641,19404,87.4,111,64,0,0,0,34467,33875,33116,30533,0,100.8,29484,9.2,99.5,54.7,0,0,0,100,92.7,357,47,68,0,0,0,36,15,39,23,1094,747,0,0,0,0,26655,0,70.9,25.7,43.3,0.3,121824,1150272,50723,1200995,10.1,2556,2221,53.5,213,8.3,4.2,8821,0.7,6.5,4.2,50.2,1.9,3,0,0,740,8.1,16.6,5,0.3,0.3,0.1,2199,,
Nashik,123110,82099,66.7,99714,87028,36506,81,100.3,93494,75.9,133430,2310,41.7,1.8,2152,425,1727,19.7,57946,22859,39.4,36419,12989,35.7,94365,76.7,96517,97.8,98.2,2.2,5818,9090,15.8,10,25,61.4,38.6,1220,48935,56.7,50.7,96095,99.6,1238,98.7,92374,96.1,11890,12.9,86944,90.5,927,3.3,30.8,62833,51,33198,27,20278,16.5,4,0,25038,6,20.3,0,,78,48,3401,2028,59.9,93.4,6.6,40,60,1.6,990,21430,22420,4.4,95.6,,,,,2326,20094,10.4,89.6,5.1,78.7,13.3,2.9,77,91.1,79.7,100,0,0,0,0,8,0,0,15079,2698,46,12,44.2,10545,6943,289,116933,729,588544,1134,85,6,,0,46881,77081,126716,54898,80.2,131.9,57.1,0,0,0,124718,121189,123114,110201,0,114.7,107977,13,118.5,78.7,2,0,10,99.6,80.1,638,280,36,0,0,0,27,10,50,27,2985,1476,0,0,0,0,105478,0,66.3,24.1,35.9,0.5,290984,4483422,138793,4622215,6.3,14029,22306,38.6,597,4.3,3,41910,0.9,3.2,0.9,41.3,0.7,0.8,0,0,1148,4.1,7.5,5.1,0.2,0.8,0.1,16319,,
Osmanabad,30008,24953,83.2,29702,15529,13579,99,97,28374,94.6,28958,532,60.6,3,64,33,31,51.6,18292,547,3,6455,185,2.9,24747,82.5,24811,99.7,99.9,0.3,2209,2375,18.5,12.1,36.8,73.9,26.1,40,23862,62.5,96.2,24746,99.7,307,98.8,24538,99.2,1972,8,23773,96.1,916,10.4,24.9,25680,85.6,19099,63.6,5755,19.2,5,0,7261,16,24.2,0,,11,5,1809,474,46,83.1,16.9,30.8,69.2,1.6,9,5656,5665,0.2,99.8,,,,,0,5665,0,100,33.6,58.6,6.8,1,100,100,100,100,0,0,0,0,8,0,0,7013,0,43.6,16.7,55.3,3890,3061,62,42484,827,267154,180,48,3,,0,26159,24985,30223,17826,101,122.1,72,0,0,0,30422,29101,28920,26527,125,107.7,26392,12.2,108.1,78,0,0,10,100,78.3,93,54,23,0,0,0,4,0,23,4,2716,712,125,0,0,0,25039,182,67.4,19.3,37.6,0.1,140480,1816343,178619,1994962,7,5422,26823,16.8,1353,25,9,33743,1.7,2.7,0.9,59.9,1.1,1,0,0,207,3.4,5.8,2.4,0,2.9,0,3994,,
Palghar,61127,36514,59.7,54401,43220,18157,89,100.4,52237,85.5,53166,1682,98.8,1.3,557,197,360,35.4,33195,10336,31.1,19917,3142,15.8,53112,86.9,53669,99,99.3,1,2736,4817,14.2,8.2,24.2,62.5,37.5,543,50097,97.5,93.3,53359,99.4,450,99.2,52735,98.8,10487,19.9,52546,98.5,948,2,78.3,46784,76.5,34519,56.5,2996,4.9,0,0,11495,7,18.8,42.9,,24,5,1123,675,85.5,95.6,4.4,10.2,89.8,1.1,184,9967,10151,1.8,98.2,,,,,1558,8593,15.3,84.7,80,6.7,11.2,2.1,92.3,52.5,47.3,81.6,0,0,0,0,2,0,0,7423,908,53.4,12,45.1,4195,3998,138,65600,410,511773,445,75,0,,0,30293,50077,59507,34964,93.8,111.5,65.5,0,0,0,59605,59120,58099,58257,72,109.3,57421,2.1,102.4,76.9,0,2,0,99.4,91.5,603,127,81,0,0,1,53,16,86,24,3863,2041,72,191,161,134,47871,110,70.7,28.5,41.6,0.4,151525,2736657,201149,2937806,5.2,4552,9794,31.7,337,7.4,6.8,24909,0.8,2,0.6,48.9,0.4,0.5,0.1,0,475,5.1,8.2,4.4,0,0.4,0,11232,,
Parbhani,36179,29999,82.9,28789,22051,11173,79.6,91.8,34504,95.4,29866,640,89.9,0.8,1,0,1,0,19830,10744,54.2,15515,2228,14.4,35345,97.7,35346,100,100,0,3922,0,11.1,19.8,0,56.1,43.9,1,13758,100,38.9,35366,100.1,120,99.7,35330,99.9,1478,4.2,35265,99.7,913,16.3,20.6,24920,68.9,11544,31.9,3412,9.4,1,0,1939,0,5.4,,,4,1,717,704,49.5,48.4,51.6,100,0,1.9,26,6899,6925,0.4,99.6,,,,,0,6925,0,100,14.8,82.3,2.9,0,100,100,100,100,1,0,1,0,13,0,0,7220,0,29.9,10.9,51,5053,2157,10,34024,294,408276,84,16,0,,0,8978,26353,39878,16622,74.5,112.8,47,0,0,0,39004,36399,34587,33125,0,93.7,33115,16.9,93.3,77,0,0,0,98.5,67.2,64,49,14,0,0,0,7,8,258,46,503,244,0,0,0,0,29937,0,64.3,24.4,43.2,0.3,154634,1857355,144248,2001603,7.7,7531,12531,37.5,502,6.7,7.2,18752,0.9,13.9,1.3,45.8,0.9,1.1,0,0,286,4.9,7.3,1.4,0,1,0.3,5907,,
Pune,194257,148682,76.5,137408,97284,52167,70.7,76.9,139211,71.7,168274,4091,73.6,2.9,62,7,55,11.3,67974,20833,30.6,76478,12219,16,144452,74.4,144514,100,100,0,16070,19095,24.3,23.6,25,47.1,52.9,49,86601,79,59.9,143623,99.4,1400,99,136604,95.1,20102,14.7,127105,88.5,929,4.3,33.2,162063,83.4,80689,41.5,49157,25.3,1970,1,31355,179,16.1,0.6,,94,11,8852,9016,73.3,92.8,7.2,37,63,4.6,240,41217,41457,0.6,99.4,,,,,14298,27159,34.5,65.5,50.4,23.9,17.3,8.4,76.7,51.1,47.4,76,1,0,1,0,54,0,0,26881,3075,34.1,13.5,41.9,18371,9904,1681,211609,5203,1495779,9710,162,37,,8,62615,123923,163184,109105,86.3,113.6,76,145,131,93,142176,145823,147767,151156,5687,109.2,151938,7.4,101.7,71.7,17,1,2590,98.9,71.9,888,636,243,13,7,0,90,34,219,292,14523,3280,5687,20582,20389,20000,122588,2756,66.8,23.1,36.5,0.7,348893,7733075,322006,8055081,4.3,18660,23832,43.9,3474,18.6,4,65974,0.8,2.1,1.3,34.8,1.7,1.5,0,0,537,10.4,8,3.2,0.2,0.4,0,44461,,
Raigarh,41011,27187,66.3,33435,30405,9224,81.5,96.6,34644,84.5,37935,386,83.9,1.5,570,271,299,47.5,13658,3519,25.8,20462,5435,26.6,34120,83.2,34690,98.4,99.1,1.6,2569,5913,24.9,18.8,28.9,40,60,572,33238,100.4,95.8,34677,100,409,98.8,34477,99.4,4702,13.6,34463,99.4,929,1.6,38.4,28201,68.8,16317,39.8,7212,17.6,75,0.2,8723,0,21.3,,,28,2,700,883,93.8,97.7,2.3,8.3,91.7,2.2,1,5919,5920,0,100,,,,,2644,3276,44.7,55.3,24,52.8,19.5,3.6,60.5,51.5,61.6,43.5,0,0,0,0,1,0,0,6060,317,27.3,12.1,51.9,4600,1652,125,46791,229,227121,1347,6,0,,0,11221,31603,33351,22631,91.1,96.2,65.3,0,0,0,40547,40208,39975,39584,315,115.1,39565,-18.7,112.1,67.8,0,0,0,99.8,87.7,102,181,49,0,0,0,40,2,44,124,2396,799,315,1533,1154,1181,32871,329,62.4,21.8,36.9,0.5,91650,1521544,197337,1718881,5.3,4711,5860,44.6,1308,27.8,11.5,18270,1.1,2.7,1,55.8,0.9,0.9,0.2,0,299,3,14.7,7,0,0.7,0,2304,,
Ratnagiri,18751,14975,79.9,19265,13722,3062,102.7,89.5,14448,77.1,19971,361,100,1.2,16,7,9,43.8,7257,515,7.1,10287,2025,19.7,17544,93.6,17560,99.9,99.9,0.1,1477,3817,30.2,20.4,37.1,41.4,58.6,16,14171,100,80.7,17467,99.5,187,98.9,17462,100,2097,12,16355,93.6,923,3.7,54.8,10981,58.6,5731,30.6,0,0,17,0.1,4191,4,22.4,50,100,7,0,451,840,86.6,89.6,10.4,28.8,71.2,4.5,23,4745,4768,0.5,99.5,,,,,955,3813,20,80,63.7,25.7,9.6,1,93.3,38.4,100,100,0,0,0,0,3,0,0,6482,280,29.7,26.5,58.6,4770,1924,68,93459,634,658523,1904,18,8,,0,8556,14520,18080,8319,83.1,103.5,47.6,0,0,0,18340,17784,17767,16851,0,96.5,16658,6.8,93.3,96,0,0,1,100,89.4,228,0,8,0,0,0,19,4,25,2,1203,476,0,0,0,0,16781,0,63.1,15.5,37.2,0.2,121029,1406097,50765,1456862,8.3,2303,9815,19,678,29.4,3.5,16867,1.2,3,0.6,88.5,0.6,0.6,0,0,125,7.2,13.6,6.4,0,0,0,988,,
Sangli,51511,41372,80.3,47610,39403,11054,92.4,98,49037,95.2,49142,894,78.4,1.5,2,1,1,50,19243,194,1,28417,3191,11.2,47660,92.5,47662,100,100,0,4093,8065,25.5,21.3,28.4,40.4,59.6,2,44333,100,93,47418,99.5,255,99.5,47417,100,3658,7.7,47396,100,919,0.5,89.2,30653,59.5,12166,23.6,0,0,0,0,5214,2,10.1,100,,41,25,429,1541,89.3,93.7,6.3,43.1,56.9,3,14,11632,11646,0.1,99.9,,,,,3707,7939,31.8,68.2,19.6,65.1,14.4,1,61.1,78.1,30.7,100,0,0,0,0,12,0,0,14068,0,5.8,4.3,54.7,13175,818,75,142281,0,682355,0,53,18,,0,14621,42228,48513,20666,89.1,102.3,43.6,0,0,0,48564,47839,48146,47376,0,99.9,47374,2.3,97.9,59.7,0,0,3,100,92.8,158,10,3,0,0,0,7,16,6,0,2351,280,0,0,0,0,46243,5,61.1,19.5,37.4,1,151216,2299398,192652,2492050,6.1,7556,15885,32.2,1482,19.6,7.7,27146,1.1,1.9,1,59.9,0.8,0.9,0,0,642,4.8,6.9,2.2,0.2,1.1,0.2,890,,
Satara,47089,37978,80.7,46619,36870,9864,99,99.2,44103,93.7,41646,1941,77.8,3.4,5,2,3,40,17729,6,0,27095,5,0,44824,95.2,44829,100,100,0,2850,11992,33.1,16.1,44.3,39.6,60.4,3,45687,60,101.9,44732,99.8,460,99,44688,99.9,5589,12.5,42891,95.9,927,1,18.4,41240,87.6,21674,46,14153,30.1,357,0.8,5719,0,12.1,,,20,5,1120,1404,91.1,95.4,4.6,12.3,87.7,3,44,16709,16753,0.3,99.7,,,,,4431,12322,26.4,73.6,43.7,37.9,16.8,1.6,92.3,59.5,54,100,0,0,0,0,47,0,1,15588,759,24.4,21.5,49.4,12214,3992,141,182362,2183,1367125,0,20,0,,0,28467,44627,48062,23012,99.8,107.4,51.4,0,0,0,48504,47991,48487,44101,1608,102.2,45582,8.2,91.9,64.8,0,1,0,100,91.1,216,43,71,0,0,0,24,2,40,159,4291,858,1608,1116,919,419,41160,752,65.8,17.6,39,0.4,146613,2165250,99854,2265104,6.5,4217,12655,25,443,10.5,4.4,21379,0.9,4,1.2,60,1.4,1.3,0,0,321,4.4,5,3.1,0,0.9,0,3792,,
Sindhudurg,8435,7218,85.6,8516,5679,1657,101,87,7005,83,8941,103,54.2,2.8,9,7,2,77.8,5128,140,2.7,2654,16,0.6,7782,92.3,7791,99.9,100,0.1,1737,1117,36.7,33.9,42.1,65.9,34.1,9,2816,100,36.1,7810,100.2,67,99.1,7774,99.5,1486,19.1,7338,94,957,7.7,30.9,4656,55.2,2064,24.5,619,7.3,39,0.5,4212,2,49.9,0,,2,0,284,877,87.6,97.6,2.4,43.8,56.2,10.4,46,2216,2262,2,98,,,,,982,1280,43.4,56.6,36.5,32.4,29.8,1.3,11.3,73.7,89.5,75.9,1,0,1,0,7,0,0,3235,23,7.5,4.7,59,2994,244,20,44501,48,431244,0,0,0,,0,10350,8529,8800,7542,109.2,112.7,96.6,0,0,0,8408,8279,7990,7479,0,95.8,7479,15,87.2,112.1,0,0,6,100,90.8,7,1,20,0,0,0,13,1,1,11,543,48,0,0,0,0,7763,0,57.9,17.7,34,0.5,61733,903237,88639,991876,6.2,3058,5851,34.3,306,10,8.9,10648,1.1,2.2,0.3,109.3,0.2,0.3,0.1,0,45,0,8.9,4.4,0,2.2,0,2920,,
Solapur,87942,61086,69.5,70606,48466,25789,80.3,84.4,69360,78.9,60182,695,39.9,0.5,71,45,26,63.4,32302,9252,28.6,41960,4852,11.6,74262,84.4,74333,99.9,100,0.1,4157,12827,22.9,12.9,30.6,43.5,56.5,23,38224,32.4,51.4,74094,99.7,569,99.2,73657,99.4,4903,6.7,70171,94.7,969,2.9,38.9,47368,53.9,20876,23.7,704,0.8,0,0,5129,1,5.8,0,,32,16,2057,1503,49.7,97.7,2.3,74,26,1.7,13,20760,20773,0.1,99.9,,,,,5090,15683,24.5,75.5,39.4,51.1,8.6,0.9,89.8,66.9,59.6,90.6,0,0,0,0,3,0,2,16037,441,16.8,8.3,44.2,13711,2714,53,147768,1097,345213,3703,45,4,,0,37379,56236,78321,23922,75.9,105.7,32.3,247,46,196,82085,80239,80558,78295,356,106.2,77564,0,104.7,67.1,4,0,19,99.5,85.1,425,109,164,0,0,0,55,10,65,5,588,328,356,97,80,50,72656,499,66.4,17,37.2,1,154267,2743815,85281,2829096,5.5,9033,12075,42.8,205,2.3,3,24246,0.9,4.4,1.9,35.7,2.7,2.3,0,0,872,8.6,13.5,2.6,0,4.5,0,6728,,
Thane,168743,112464,66.6,146725,112167,45946,87,93.7,159017,94.2,144346,3429,62.7,1.3,2145,93,2052,4.3,47156,20305,43.1,87603,14779,16.9,134759,79.9,136904,98.4,98.5,1.6,9888,8012,13.3,21,9.1,35,65,1295,98774,60.4,72.1,136853,100,909,99.3,119224,87.1,14292,12,111278,81.3,949,7.5,26.4,146292,86.7,71102,42.1,16439,9.7,698,0.4,40471,53,24,43.4,,52,16,6838,2264,61.4,95.2,4.8,20.8,79.2,1.3,42,12620,12662,0.3,99.7,,,,,4142,8520,32.7,67.3,57.3,16.5,16.7,9.6,70.2,28.3,81.3,92.4,0,0,0,0,6,1,1,13917,3152,45.4,13.4,57.4,9889,6435,745,115921,1822,1087093,3140,44,18,,0,32526,91479,153681,68491,66.8,112.3,50,809,595,509,144704,146812,153993,157206,1333,115.8,152238,-2.3,113.8,69.9,11,3,1903,100,68.4,323,42,137,0,0,0,106,58,280,470,3289,1522,1333,733,569,546,130198,12599,63.3,25.9,36.9,0.8,261055,4996615,138725,5135340,5.1,14482,23020,38.6,2357,16.3,2.7,45278,0.9,2.4,2.1,24.1,1.7,1.9,0.7,0,803,8,11.6,2.9,0.1,0.7,0,9589,,
Wardha,19045,16315,85.7,17164,13785,5280,90.1,100.1,16849,88.5,18231,546,98.4,1.5,20,12,8,60,6412,552,8.6,10882,0,0,17294,90.8,17314,99.9,100,0.1,835,4606,31.5,13,42.3,37.1,62.9,20,10128,100,58.5,17317,100,92,99.5,17216,99.4,2554,14.8,14722,85,949,3.4,24.6,19787,103.9,16418,86.2,4431,23.3,0,0,6196,4,32.5,0,,26,93,1029,266,66,90.2,9.8,13.3,86.7,1.4,101,6466,6567,1.5,98.5,,,,,2405,4162,36.6,63.4,12.4,60.1,23.6,4,77.8,74.7,23.7,71.1,0,0,0,0,15,0,1,5644,475,40.5,35.7,48.2,3679,2287,153,50946,990,566782,5513,38,26,,0,16592,16569,17602,11899,95.7,101.6,68.7,0,0,0,18561,18558,18563,18073,0,104.4,18073,-2.7,104.2,72.5,0,0,6,100,85.6,96,34,24,0,0,0,1,3,10,2,884,647,0,0,0,0,18277,0,61.9,22.3,30,0.2,72371,1687675,222029,1909704,3.8,3799,9835,27.9,514,13.5,11.6,26282,1.4,36.5,0.8,70.3,0.5,0.6,0,0,249,8.8,9.2,3.6,0,0.8,0,,,
Washim,20138,16919,84,17366,13116,5918,86.2,94.5,16347,81.2,19987,205,27.9,0.6,29,15,14,51.7,9840,5587,56.8,6348,2024,31.9,16188,80.4,16217,99.8,99.9,0.2,150,1193,8.3,1.5,18.8,60.8,39.2,21,12403,72.4,76.5,16300,100.5,112,99.3,16125,98.9,1748,10.8,16088,98.7,953,1.7,42.8,10548,52.4,9302,46.2,540,2.7,0,0,0,0,0,,,1,0,970,0,54,,,0,100,0,7,4547,4554,0.2,99.8,,,,,567,3987,12.5,87.5,23.7,69.2,7.1,0,100,85,70.2,,0,0,0,1,18,0,1,3280,81,22.3,7.4,42.5,2578,735,48,44107,361,225324,860,39,1,,0,4520,15274,17406,11939,93.7,106.8,73.2,0,0,0,20100,19513,19496,18896,220,117.3,18584,-8.6,110,93.6,0,0,0,99.4,89.7,0,2,0,0,0,0,9,1,3,2,20,5,220,0,0,0,18543,82,65,19.5,49.4,0.2,67586,1092185,73584,1165769,5.8,1350,2877,31.9,86,6.4,6.3,5303,0.5,4.2,0.5,54.8,0.5,0.5,0,0,162,14.2,11.7,8,0,0,0,,,
Yavatmal,51124,41217,80.6,46421,30232,15084,90.8,88.6,43802,85.7,37194,2146,95.5,0.9,33,20,13,60.6,26757,15539,58.1,16592,3500,21.1,43349,84.8,43382,99.9,100,0.1,2330,2203,10.5,8.7,13.3,61.7,38.3,32,15136,97,34.9,43235,99.7,192,99.6,42897,99.2,2516,5.9,42398,98.1,971,1.9,40.6,38295,74.9,29552,57.8,2179,4.3,2,0,4160,6,8.1,0,,21,7,483,70,55.4,100,0,11.7,88.3,0.1,20,12320,12340,0.2,99.8,,,,,1020,11320,8.3,91.7,0.2,87.2,11.5,1.1,100,100,36.7,10.7,0,0,0,0,3,0,2,6246,162,10.6,2.5,34.2,5699,659,50,27092,460,76337,158,29,3,,0,21417,43103,46892,36185,99.7,108.5,83.7,0,0,0,43456,43677,45421,44642,1,103.3,44553,4.8,93.9,87.7,0,0,13,99.3,90.6,59,85,10,0,0,0,17,1,6,3,616,353,1,0,0,0,41215,0,58.1,28.2,30.7,0.1,156884,2115092,141321,2256413,7,1400,2939,32.3,6,0.4,6.3,13671,0.6,3.7,0.6,40.7,0.5,0.6,0,0,412,2.7,2.4,1.9,0,1,0,3937,,
