,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19,2019-20,2018-19
_Kerala,527626,504654,437967,435004,83,86.2,523084,507289,388187,415597,16528,15308,99.1,100.5,76.7,85.4,625607,475849,118.6,94.3,135663,136450,2172,3296,51.6,52.7,3.3,3.8,467,720,114,166,353,554,24.4,23.1,146174,143847,3373,3064,2.3,2.1,314209,339989,21120,21770,6.7,6.4,460383,483836,87.3,95.9,460850,484556,99.9,99.9,99.9,99.9,0.1,0.1,56894,57853,130903,139843,40.8,40.9,38.9,40.2,41.7,41.1,31.8,29.7,68.2,70.3,2892,8468,523990,607428,619.3,1176.1,113.7,125.4,464530,487790,100.8,100.7,1712,2028,99.6,99.6,455978,479167,98.2,98.2,51471,52549,11.3,11,429358,444365,92.4,91.1,958,959,2.9,2.6,24.9,29.5,492014,170863,93.3,33.9,29662,34567,5.6,6.8,144757,131284,27.4,26,13494,12694,2.6,2.5,178080,184504,3935,1001,33.8,36.6,3,19.5,200,300,122,150,4,3,12502,13123,2255,2019,46.5,44.5,75.2,75.8,24.8,24.2,20.7,19.2,79.3,80.8,0.4,0.4,658,736,70364,74692,71022,75428,0.9,1,99.1,99,,,,,,,,,33431,37041,37591,38387,47.1,49.1,52.9,50.9,18.2,17.7,5,4.8,75.8,77,1,0.5,60.6,61.6,35.5,35.7,52,48.9,25.8,32.5,0,0,0,0,0,0,3,4,75,69,93,66,96,97,30420,34451,6163,6652,10,9.6,2.1,2.3,34,35.3,32866,37083,3317,3601,400,419,54579,43366,7762,9947,1896821,2299794,7526,4540,2396,1598,843,395,494,,399,102,297946,191599,435866,459271,456084,480120,352343,321251,93.8,94.2,98.2,98.4,75.8,65.9,1863,1183,1396,705,1403,837,482838,507809,467373,489045,461703,478812,6488,10755,458167,466539,100,97.8,456525,463420,98.6,97.8,83.6,94.3,71.1,68.9,364,213,26,19,3207,2086,98.7,99.2,93.5,89.8,15721,14756,18605,16559,709,273,17,22,37,43,4,1,115,163,194,141,203,241,59,31,73079,69627,16644,18763,458167,466539,134565,10433,92987,7793,61849,5734,6300,1255,208004,25264,58.3,69,24.1,16.8,40.4,48.7,0.8,0.7,3570169,4670506,137123326,166498177,217143,169551,137340469,166667728,2.6,2.8,335181,322097,820184,770699,29,29.5,45946,39281,13.7,12.2,0.2,0.1,1629128,1382613,1.2,0.8,0.8,0.8,0.3,0.2,75.8,71,0.1,0.1,0.2,0.2,0,0.1,0,0,1662,1765,6.6,5.9,9.7,6.2,5.1,4.1,0.7,0.3,0.3,0.2,0.5,0,76344,85847,,,,
Alappuzha,23667,24752,20439,21653,86.4,87.5,30814,26086,16625,18867,466,581,130.2,105.4,72.2,78.6,37679,32018,159.2,129.4,3057,3184,36,31,78.3,46.3,3,2.9,15,13,5,2,10,11,33.3,15.4,8540,8708,14,99,0.2,1.1,7310,8409,39,115,0.5,1.4,15850,17117,67,69.2,15865,17130,99.9,99.9,99.9,99.9,0.1,0.1,4065,4260,4300,5006,52.8,54.1,47.6,48.9,58.8,59.5,53.9,50.9,46.1,49.1,99,439,23881,24060,660,3376.9,150.5,140.5,15881,17548,100.1,102.4,36,42,99.8,99.8,15469,16785,97.4,95.7,1733,2140,11.2,12.7,13879,16488,87.4,94,953,945,0.7,0.6,15.9,15.3,37464,11264,158.3,45.5,1426,2505,6,10.1,8567,3536,36.2,14.3,550,420,2.3,1.7,7941,5935,64,2,33.6,24,0,0,,,2,2,0,0,531,577,255,275,51.5,49,83.9,80.7,16.1,19.3,45.3,49.5,54.7,50.5,1.1,1.1,188,209,2824,3170,3012,3379,6.2,6.2,93.8,93.8,,,,,,,,,1033,1223,1979,2156,34.3,36.2,65.7,63.8,10,11.2,3.3,3.5,86.5,84.3,0.2,1,67.1,83.9,28,45.5,64.4,59.3,40,45.2,0,0,0,0,0,0,0,0,3,2,9,5,8,9,1524,1699,92,73,14.7,11.8,2.6,2.3,34.9,34.4,1340,1543,231,205,45,24,2874,2323,807,309,145583,188090,870,383,99,7,17,1,7,,16,0,12286,11407,15677,16333,16122,17119,13568,12480,98.7,93.1,101.5,97.6,85.4,71.1,3,1,4,22,10,8,22656,23258,22712,23127,22625,22691,848,406,22666,23886,148.1,138.4,22369,22981,94.7,97.6,135.7,130.1,82.8,79.3,8,6,2,0,98,104,99.6,98.1,96.3,95.9,1160,1064,1093,581,0,0,0,0,2,1,0,0,5,10,14,11,3,18,14,1,2872,2596,1091,1013,22666,23886,6092,289,4546,175,3245,145,719,108,14226,1153,57.3,54.8,14,16,42.5,42.2,0.5,0.5,235678,216025,9779696,9234015,2184,2448,9781880,9236463,2.4,2.3,23833,23455,47232,54920,33.5,29.9,1218,1461,5.1,6.2,0,0,85858,85934,0.9,0.9,0.4,0.3,0.1,0.1,65.2,68.5,0,0.1,0.1,0.1,0.1,0,0,0,76,38,10.5,0,9.2,5.3,3.9,0,3.9,5.3,0,2.6,11.8,0,1530,1615,,,,
Ernakulam,37579,38707,30414,32109,80.9,83,33022,33376,32108,35449,2349,2385,87.9,86.2,91.7,97.7,34135,30538,90.8,78.9,14273,13369,179,249,81.4,53.1,4.3,4.3,17,27,3,10,14,17,17.6,37,9326,8456,65,2,0.7,0,32066,33613,0,6,0,0,41392,42069,110.1,108.7,41409,42096,100,99.9,100,100,0,0.1,4593,4308,16125,16747,50.1,50,49.2,50.9,50.3,49.8,22.5,20.1,77.5,79.9,16,13,52143,61410,94.1,48.1,125.9,145.9,42207,43318,101.9,102.9,121,149,99.7,99.7,41742,42155,98.9,97.3,5778,6800,13.8,16.1,31104,30688,73.7,70.8,959,960,1.5,1.6,36.9,33.6,31934,16450,85,42.5,1439,2044,3.8,5.3,10435,12329,27.8,31.9,2539,1938,6.8,5,18280,23467,14,17,48.6,60.6,85.7,88.2,,,14,9,1,0,1152,1175,145,131,49.5,46.8,91,92.4,9,7.6,12.8,12.7,87.2,87.3,0.4,0.3,72,45,6917,7712,6989,7757,1,0.6,99,99.4,,,,,,,,,4582,4975,2407,2782,65.6,64.1,34.4,35.9,16.6,18.1,4.8,2.6,76.5,78,2,1.3,33.4,35,36.4,7.4,34.5,37.3,3.6,0,0,0,0,0,0,0,0,0,1,3,14,4,14,12,2116,2476,780,820,8.6,10.8,1.9,3.2,29.3,29.8,2542,2988,204,291,150,17,5009,9506,368,262,303028,368339,1782,459,207,188,92,75,53,,37,5,30828,18235,41757,42488,42705,42876,37913,35980,98.9,98.1,101.2,99,89.8,83.1,36,83,28,9,10,6,40511,42647,39357,41286,40531,41778,129,1376,38242,39462,90.9,94.3,38252,39777,99.7,96.8,81.7,86.7,84.4,89.4,17,13,0,0,72,79,99.1,98.4,89,85.5,3167,3668,4612,2906,33,13,1,0,2,2,0,0,28,46,5,4,5,23,1,13,6868,6734,2824,2772,38242,39462,12066,3938,9669,3114,7722,2638,375,16,14145,292,55.1,54.4,21.6,20.6,38.4,38.8,1.1,1,473806,522231,16299856,16275306,3676,3935,16303532,16279241,2.9,3.2,58158,56448,116130,136872,33.4,29.2,4743,4277,8.2,7.6,0,0,172021,153593,1.1,0.9,0.7,0.8,0.2,0.4,164.5,144.6,0,0.1,0.1,0.3,0,0.1,0,0,184,132,2.7,4.5,2.2,3.8,3.8,1.5,0.5,0,0,0,0,0,13346,14398,,,,
Idukki,13136,13154,11557,11812,88,89.8,15615,18566,11483,11567,597,591,118.9,141.1,92,92.4,18815,19716,143.2,149.9,3389,4163,31,9,55.4,23.7,4.1,4.7,27,72,3,14,24,58,11.1,19.4,4082,3937,18,77,0.4,2,6321,7433,24,31,0.4,0.4,10403,11370,79.2,86.4,10430,11442,99.7,99.4,99.8,99.5,0.3,0.6,2079,1979,3280,3671,51.5,49.7,50.9,50.3,51.9,49.4,39.2,34.6,60.8,65.4,27,641,13412,16669,100,890.3,128.6,145.7,10609,11468,101.7,100.2,45,52,99.6,99.5,10106,11242,95.3,98,1429,1464,14.1,13,10038,11019,94.6,96.1,977,963,0.3,0.4,38.2,72,14716,10111,112,76.9,2351,3888,17.9,29.6,2323,2181,17.7,16.6,297,550,2.3,4.2,14616,15481,1,2,111.3,117.7,0,50,,0,0,0,0,0,657,688,294,263,33.6,30.2,71.4,93.9,28.6,6.1,88.6,88.3,11.4,11.7,2.2,2,13,30,2178,2486,2191,2516,0.6,1.2,99.4,98.8,,,,,,,,,912,1195,1279,1321,41.6,47.5,58.4,52.5,7.4,9.5,3.5,6.5,85.1,82.5,3.9,1.6,60.2,76.6,41.6,30.2,58.5,50.1,61.6,87.2,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1140,1643,61,52,3.4,4.8,1,2,35.4,40.3,1147,1604,45,86,9,5,898,665,256,531,44066,83534,265,203,14,5,1,2,1,,2,0,10291,4986,10738,11711,10943,11987,7399,9800,101.2,102.1,103.1,104.5,69.7,85.5,20,10,0,10,3,7,14273,14786,13994,14522,13647,13905,185,65,13481,13081,128.8,114.6,13322,12881,98.3,99.5,74.5,110.8,110.4,126.8,8,2,0,0,18,7,96.9,98.5,88.9,84.3,571,457,460,330,7,0,0,12,0,0,0,0,0,2,0,1,1,0,1,0,1615,1439,472,772,13481,13081,4176,1019,2883,786,1999,495,209,19,6044,671,51.4,51.9,19.3,21.8,38.4,40.5,0.6,0.6,203095,197676,4981329,4802043,3643,252,4984972,4802295,4.1,4.1,14174,12259,26442,34137,34.9,26.4,2273,3263,16,26.6,0.1,0,55492,52255,1.1,1.1,0.6,0.5,0.1,0.2,110.7,109.2,0.1,0.1,0.1,0.1,0,0.1,0,0,23,29,39.1,0,4.3,10.3,0,3.4,0,0,0,0,0,0,0,,,,,
KOZHIKKODE,49307,50915,44060,45441,89.4,89.2,47743,46622,36156,38958,1671,1381,96.8,91.6,76.7,79.2,100562,51722,204,101.6,8080,8376,87,198,31.8,77,2.2,2.4,13,22,4,6,9,16,30.8,27.3,22503,23087,153,7,0.7,0,29716,31676,14,116,0,0.4,52219,54763,105.9,107.6,52232,54785,100,100,100,100,0,0,8339,8456,11812,11885,38.6,37.1,37.1,36.6,39.7,37.5,43.1,42.2,56.9,57.8,1591,44,49606,48928,2238.5,200,95,89.3,52381,54364,100.3,99.2,375,477,99.3,99.1,50826,54263,97,99.8,5207,5948,10.2,11,50304,54204,96,99.7,952,944,2.8,2,20.5,23.2,86155,4393,174.7,8.6,260,138,0.5,0.3,22933,22920,46.5,45,1555,675,3.2,1.3,5603,4595,2,6,11.4,9,0,0,,,21,46,0,0,652,648,204,202,64.3,63.7,59.3,66.3,40.7,33.7,17.3,17.8,82.7,82.2,0.4,0.4,40,35,7657,7892,7697,7927,0.5,0.4,99.5,99.6,,,,,,,,,3234,3242,4463,4685,42,40.9,58,59.1,11.4,9.6,4.7,6,83,84,0.9,0.3,59.4,46.4,43.6,54,58,60.9,89.4,18.5,0,0,0,0,0,0,0,0,4,6,4,12,4,20,4061,4239,397,417,27.2,27.8,4.9,5.1,36.7,37,3335,3382,1116,1218,7,56,6193,4781,948,1001,152980,213736,466,232,258,149,77,40,51,,40,2,34978,23590,51866,53700,52553,54443,46722,39850,99,98.8,100.3,100.1,89.2,73.3,45,17,44,19,52,39,46746,48806,45219,47618,44649,46297,1032,2069,42779,42678,83.6,82.3,42718,42502,98,96.2,79.7,80.4,31.7,37.7,19,18,0,3,218,227,98.7,99.6,77.1,72.2,64,70,246,181,11,0,1,3,18,23,2,0,9,10,63,63,27,9,7,1,6084,5556,1317,1209,42779,42678,14794,303,9886,295,6241,241,452,39,23296,2318,65.5,65.6,23.2,16.7,47.8,47,0.7,0.6,235573,216378,10407866,11367480,972,1429,10408838,11368909,2.3,1.9,23515,19909,24577,21189,48.9,48.4,4478,2385,19,12,0,0,151819,128674,1.5,1.1,1.2,0.9,0,0.1,58.4,46.6,0.1,0,0,0,0,0,0,0,293,366,4.1,5.7,0.7,0,0,0,0.3,0,0,0,0,0,15118,16449,,,,
Kannur,40324,41188,33314,34364,82.6,83.4,37008,37063,28130,32991,432,391,91.8,90,70.8,81,43349,40360,107.5,98,8631,4436,90,97,76.3,82.9,1.4,1.1,18,19,4,6,14,13,22.2,31.6,9600,9976,10,45,0.1,0.5,31711,33390,4347,6810,13.7,20.4,41311,43366,102.4,105.3,41329,43385,100,100,100,100,0,0,4311,4788,12995,13757,41.9,42.8,44.9,48,41,41.2,23.2,23,76.8,77,19,15,48729,50594,105.6,78.9,117.9,116.6,41575,43431,100.6,100.1,168,197,99.6,99.5,41372,43332,99.5,99.8,4314,3883,10.4,9,39166,31267,94.2,72,952,956,2.7,1.2,15.6,16.6,26390,7446,65.4,18.1,792,1687,2,4.1,7742,3921,19.2,9.5,318,273,0.8,0.7,15442,10280,1,3,38.3,25,100,33.3,100,,5,6,3,0,959,682,18,16,44.3,54.7,94.4,100,5.6,0,2.4,1.9,97.6,98.1,0,0,43,66,6248,6188,6291,6254,0.7,1.1,99.3,98.9,,,,,,,,,3585,3204,2706,3050,57,51.2,43,48.8,17.1,14.4,3.7,5,79,80.6,0.3,0,48.6,60.9,8.3,14.3,43.1,48,0,100,0,0,0,0,0,0,0,0,6,6,5,0,4,0,2277,2476,82,57,0.8,3.5,0.2,0.9,27.3,28.8,2321,2444,32,87,6,2,4791,2756,726,577,82844,87735,917,136,231,71,61,16,19,,14,4,19440,8799,40067,40781,41043,41928,29099,21906,96.4,93.9,98.7,96.5,70,50.4,76,43,64,51,63,86,37991,40154,36435,38559,35706,37783,517,2557,37048,38327,90.4,94.1,36820,38262,98.7,93.9,88.7,86.4,63.1,54.8,12,17,1,0,90,46,98.5,99.8,94.4,89.3,289,852,1097,1242,0,38,0,0,0,1,0,0,1,3,4,9,10,10,3,0,3199,2867,421,515,37048,38327,11957,273,8053,72,4813,50,389,69,9637,1045,51.6,65.4,38.9,23.9,38.7,43.6,0.7,1,237698,120266,9257494,8399241,3597,845,9261091,8400086,2.6,1.4,17625,9101,83858,50028,17.4,15.4,2998,1383,17,15.2,0,0,214213,180896,2.3,2.2,0.6,0.7,0.2,0.3,44.5,33,0.1,0.1,0.2,0.2,0,0.1,0,0,146,131,1.4,2.3,0.7,0,0.7,0,0,0,0.7,0,0,0,1763,2028,,,,
Kasaragod,25583,25869,22393,22556,87.5,87.2,33754,26226,21138,20863,819,852,131.9,101.4,85.8,83.9,42137,33770,164.7,130.5,8448,4528,74,69,31.6,31.9,1.5,1.5,20,23,6,7,14,16,30,30.4,4800,4220,0,52,0,1.2,13654,15688,821,0,6,0,18454,19908,72.1,77,18474,19931,99.9,99.9,99.9,99.9,0.1,0.1,1291,1160,3554,3761,26.3,24.7,26.9,27.5,26,24,26,21.2,74,78.8,112,1087,25795,26813,560,4726.1,139.6,134.5,18151,19920,98.3,99.9,57,43,99.7,99.8,17323,19349,95.4,97.1,2139,1498,12.3,7.7,16676,18724,91.9,94,936,970,0.1,0.1,1568,1323.5,40403,11634,157.9,45,7174,3800,28,14.7,4529,4522,17.7,17.5,119,372,0.5,1.4,5845,8982,160,86,22.8,34.7,0,2.3,,100,4,1,0,0,813,907,23,30,31.7,26.3,73.9,56.7,26.1,43.3,6.1,9.3,93.9,90.7,0.1,0.1,19,31,1060,1235,1079,1266,1.8,2.4,98.2,97.6,,,,,,,,,416,570,663,696,38.6,45,61.4,55,31.5,30.9,4.2,6.4,64,60.7,0.3,1.9,74.9,69.9,0,2.5,57.8,52.1,66.7,20.8,0,0,0,0,0,0,0,0,1,2,14,6,18,5,2027,2111,128,221,3,3.8,1.3,1.9,66.6,64.8,1972,2242,145,90,38,0,3584,3431,375,645,83044,84247,219,266,117,33,103,4,52,,23,1,14874,8535,14463,17670,16952,19141,7900,8778,79.7,88.7,93.4,96.1,43.5,44.1,25,46,7,19,9,23,23138,23909,22577,23390,22056,22789,1215,418,22788,23053,132.2,117.8,22694,22965,92.8,97.8,77.7,115.8,87,82.3,159,44,0,0,726,323,99.2,99.7,113,95.1,316,390,2091,679,71,15,11,0,2,0,0,0,14,10,65,1,21,6,11,5,2995,2731,633,866,22788,23053,4069,70,2521,11,1353,6,913,126,4462,2988,55.8,58.5,31.1,24.9,41.7,42.6,0.8,0.6,103597,113880,3737246,3622828,5642,17035,3742888,3639863,2.8,3.1,4815,4551,9643,6808,33.3,40.1,1755,1811,36.4,39.8,0.2,0.5,37056,21935,1,0.6,0.5,0.4,1.9,0.3,30.6,22.7,0.2,0.2,1.1,0.2,0.3,0.1,0,0,40,71,5,4.2,5,12.7,2.5,1.4,0,0,2.5,0,0,0,1615,1793,,,,
Kollam,31899,33898,28067,30424,88,89.8,38777,38829,23469,26616,482,579,121.6,114.5,75.1,80.2,51002,41674,159.9,122.9,7050,14811,87,133,35.7,35.5,2.2,4.8,19,18,8,3,11,15,42.1,16.7,10107,9844,2,2,0,0,15274,16417,141,101,0.9,0.6,25381,26261,79.6,77.5,25400,26279,99.9,99.9,100,99.9,0.1,0.1,4473,4650,8842,9359,52.5,53.3,44.3,47.2,57.9,57,39.8,37.5,60.2,62.5,49,334,31770,36892,257.9,1855.6,125.1,140.4,25161,26527,99.1,100.9,18,29,99.9,99.9,24851,26351,98.8,99.3,2328,1916,9.4,7.3,24683,25859,98.1,97.5,970,929,0.5,0.6,81.1,67.1,38413,17878,120.4,52.7,1530,1239,4.8,3.7,11644,11876,36.5,35,1218,1456,3.8,4.3,18747,19200,3468,609,58.8,56.6,0,0,,,2,5,0,0,577,542,104,98,53.1,53.4,95.2,99,4.8,1,15.9,15.8,84.1,84.2,0.3,0.3,8,7,6329,6789,6337,6796,0.1,0.1,99.9,99.9,,,,,,,,,2534,3280,3803,3516,40,48.3,60,51.7,5.9,5.6,4.9,3.6,89.1,90.6,0.1,0.2,50.8,31.6,56.1,58.6,60.8,52.7,80,18.2,0,0,0,0,0,0,0,1,3,8,0,5,2,4,1888,2218,315,339,6.4,5.5,1.2,1.2,25.8,27.3,2068,2375,135,134,0,48,3735,1725,471,1090,116879,110275,305,948,144,199,54,70,32,,21,27,22137,26501,25605,25163,24842,25592,23936,22258,101.8,94.9,98.7,96.5,95.1,83.9,9,2,8,2,9,4,31421,32227,31395,32360,31586,32686,173,340,31304,32267,125.1,122.9,31079,31934,99.3,98.7,97.4,116.7,108.6,106.5,23,18,11,5,792,571,98.9,100.3,98.8,96.9,410,399,629,2658,8,14,1,0,0,1,0,0,2,3,7,5,6,20,0,2,2762,4012,324,728,31304,32267,7788,291,6113,195,4346,116,232,78,16537,2213,56.2,57.3,13.8,18.9,41,39.9,1.4,0.8,114046,180278,9306389,9155702,2390,3054,9308779,9158756,1.2,2,17301,18637,109848,65443,13.6,22.2,2518,2280,14.6,12.2,0,0,142160,88448,1.5,1,0.7,1,0.1,0.1,54.3,47.7,0,0.1,0.1,0.1,0,0,0,0,19,28,5.3,10.7,0,3.6,5.3,7.1,0,0,0,3.6,0,0,6043,6226,,,,
Kottayam,20036,20580,16648,17605,83.1,85.5,27575,23571,15873,18419,560,642,137.6,114.5,82,92.6,28671,24704,143.1,120,9867,7914,307,346,83.2,90.6,4.5,5.3,8,12,3,4,5,8,37.5,33.3,8913,9098,477,553,5.4,6.1,13599,14874,1288,1246,9.5,8.4,22512,23972,112.4,116.5,22520,23984,100,99.9,100,100,0,0.1,3527,3643,6674,7091,45.3,44.8,39.6,40,49.1,47.7,39.6,38,60.4,62,36,164,28767,31796,450,1366.7,127.7,132.6,22663,24200,100.6,100.9,139,142,99.4,99.4,20965,23938,92.5,98.9,2331,2880,11.1,12,20577,23368,90.8,96.6,983,955,0.8,0.8,60,35.6,24369,5978,121.6,29,694,1606,3.5,7.8,8641,7768,43.1,37.7,1471,1448,7.3,7,11487,10330,3,171,57.3,50.2,33.3,0,,,16,10,0,1,641,637,250,283,44.4,46.1,70.8,66.1,29.2,33.9,48.8,51.9,51.2,48.1,1.2,1.4,115,113,2974,3385,3089,3498,3.7,3.2,96.3,96.8,,,,,,,,,717,891,2372,2607,23.2,25.5,76.8,74.5,24.4,24.7,4,2.6,70.5,72.4,1.1,0.3,76.6,73.7,60,67,77.3,74.2,25,0,0,0,0,0,0,0,3,2,15,6,7,2,12,6,2441,3225,209,301,4.8,5.1,1.3,1.8,46.2,50.2,2477,3337,136,166,37,23,6434,3501,484,1297,107009,171658,425,83,112,107,31,23,27,,11,8,27677,10599,21673,24820,21812,25060,19289,23212,95.6,102.6,96.2,103.6,85.1,95.9,71,0,6,3,7,9,22654,24967,21570,23435,21614,23163,73,578,21423,21482,94.9,91.2,21325,21360,99.7,97.7,85.1,84.3,79.9,78.2,6,1,0,0,29,25,98.7,99.5,93.2,93.6,730,626,1102,658,2,0,0,0,0,2,0,0,11,2,28,16,11,10,5,1,3768,2821,601,502,21423,21482,7097,993,5513,707,4200,403,236,93,12270,2049,59.7,58.4,32,28.7,37.5,42.3,1,0.8,157919,180864,8194374,7905283,38353,9071,8232727,7914354,1.9,2.3,18242,18119,50578,31849,26.5,36.3,3525,4183,19.3,23.1,0.5,0.1,87636,78581,1.1,1,0.6,0.7,0.1,0.1,96.8,84.9,0.2,0.1,0.2,0.1,0.1,0.1,0,0,96,118,4.2,9.3,11.5,17.8,5.2,8.5,0,0.8,0,0,0,0,1441,1542,,,,
Malappuram,100746,100022,84483,84890,83.9,84.9,89357,81439,88327,82795,3381,2192,88.7,81.4,91,85,80936,2271,80.3,2.3,26330,14066,372,535,41.9,74.1,5,4.2,193,304,33,78,160,226,17.1,25.7,17093,15558,1687,35,9.9,0.2,71414,75786,10862,10355,15.2,13.7,88507,91344,87.9,91.3,88700,91648,99.8,99.7,99.8,99.8,0.2,0.3,4843,5024,22882,23472,31.3,31.2,28.3,32.3,32,31,19.3,17,80.7,83,239,983,104195,125006,123.8,323.4,117.5,136.4,90044,92769,101.5,101.2,266,289,99.7,99.7,91168,91819,101.2,99,8529,8013,9.4,8.7,85686,89286,95.2,96.2,953,961,2.1,1.8,41,53.9,53146,21,52.8,0,132,85,0.1,0.1,13441,11610,13.3,11.6,861,589,0.9,0.6,12430,15151,37,13,12.3,15.1,159.5,7.7,,,20,31,0,2,2287,2345,2,4,44,39.8,100,100,0,0,0.1,0.3,99.9,99.7,0,0,18,25,8420,8993,8438,9018,0.2,0.3,99.8,99.7,,,,,,,,,5419,5818,3019,3200,64.2,64.5,35.8,35.5,14,13.1,5.4,4.8,79.8,81.9,0.7,0.2,41.5,38,46.6,57.6,34.3,33.6,4.8,29.4,0,0,0,0,0,0,0,0,0,2,6,3,15,8,3587,3878,2297,2335,9.3,8.7,2,2.2,41.1,40.8,5525,5741,343,412,16,60,6850,4540,1457,1205,135381,186439,436,278,303,75,216,20,170,,71,31,38174,18551,74675,79435,85476,88707,49999,46406,82.9,85.6,94.9,95.6,55.5,50,176,117,176,21,213,63,88870,95417,85154,86472,81837,83055,364,402,80109,79778,89.4,86.4,79257,79157,99.6,99.5,58.5,82.5,26,23,59,43,2,0,265,232,98.3,98.8,98.7,94.8,2651,2513,3823,3689,371,4,3,7,5,7,2,1,25,37,3,12,56,43,7,6,23546,22213,2792,3868,80109,79778,22863,358,12003,218,5423,190,700,122,30255,3568,66.5,63.2,28.7,25.6,42,68.1,0.9,1.7,618421,560223,18440088,17656723,66890,83474,18506978,17740197,3.3,3.2,51629,52176,73802,72856,41.2,41.7,5191,6025,10.1,11.5,0.4,0.5,164652,187778,0.9,1.1,1.2,0.9,0.6,0.2,48.1,52.1,0,0.1,0.4,0.2,0,0,0,0,143,206,3.5,2.4,4.9,3.4,4.2,1.9,2.8,0,0,0,0,0,2232,4684,,,,
