,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18,2017-18
_Lakshadweep,1292,1030,79.7,1268,839,150,98.1,76.5,1218,94.3,1025,55,67.1,6.1,0,0,0,,845,270,32,,,,845,65.4,845,100,100,0,323,,38.2,38.2,,100,0,92,520,,61.5,837,99.1,10,98.8,833,99.5,62,7.4,645,77.1,885,1.9,162.5,1146,88.7,191,14.8,438,33.9,78,6,1254,2,97.1,500,,0,0,107,2,1.8,100,0,100,0,0.2,0,57,57,0,100,,,,,,57,0,100,8.8,17.5,63.2,10.5,100,100,100,100,0,0,0,0,0,0,0,9,,0,0,13.6,9,0,0,1731,280,22859,220,0,0,,6,899,840,850,827,100.4,101.6,98.8,0,4,32,1044,1013,963,181,882,127,1002,78.7,15.3,26.6,0,0,21,92.9,98.2,19,335,0,0,0,0,0,0,0,0,1931,196,882,14,0,0,60,930,58.5,26.9,45.6,2.1,7751,396439,67060,463499,1.7,537,5779,8.5,18,3.4,14.5,28317,6.1,0.7,0,86.1,0.4,0.1,0.7,1.3,15,0,0,0,0,0,0,,,
Lakshadweep,1292,1030,79.7,1268,839,150,98.1,76.5,1218,94.3,1025,55,67.1,6.1,0,0,0,,845,270,32,,,,845,65.4,845,100,100,0,323,,38.2,38.2,,100,0,92,520,,61.5,837,99.1,10,98.8,833,99.5,62,7.4,645,77.1,885,1.9,162.5,1146,88.7,191,14.8,438,33.9,78,6,1254,2,97.1,500,,0,0,107,2,1.8,100,0,100,0,0.2,0,57,57,0,100,,,,,,57,0,100,8.8,17.5,63.2,10.5,100,100,100,100,0,0,0,0,0,0,0,9,,0,0,13.6,9,0,0,1731,280,22859,220,0,0,,6,899,840,850,827,100.4,101.6,98.8,0,4,32,1044,1013,963,181,882,127,1002,78.7,15.3,26.6,0,0,21,92.9,98.2,19,335,0,0,0,0,0,0,0,0,1931,196,882,14,0,0,60,930,58.5,26.9,45.6,2.1,7751,396439,67060,463499,1.7,537,5779,8.5,18,3.4,14.5,28317,6.1,0.7,0,86.1,0.4,0.1,0.7,1.3,15,0,0,0,0,0,0,,,
