Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Kolkata,"131,603","43,123","97,448","46,929","58,057",,,100,34,66,"70,220",,"71,456","71,556","21,606","3,602","76,549","2,091","16,469",,935,"2,326","14,453","5,413","15,101","20,514","1,927","1,968","167,956","2,681,088","57,525","79,226","50,396","48,064","48,962","43,281","33,566",,,,"2,277"
Malda,"100,291","45,514","62,086","90,131","69,826",,,"49,717",,"49,717","34,201",,"37,580","87,297","2,113","2,375","86,258","1,301","7,751",,937,"1,718","2,112",423,"11,548","11,971","3,358",132,"262,672","1,232,294","69,292","134,062","129,036","127,880","133,840","119,181","74,370","1,481",,,"1,854"
Medinipur East,"87,998","36,466","65,503","78,035","69,039","4,636","1,601","36,313","3,175","33,138","30,890","6,048","30,890","67,203","5,478","6,653","83,039",979,"7,353","17,165",923,"1,286",806,907,"11,680","12,587","5,630",,"427,713","2,470,185","56,674","88,860","85,764","84,643","86,518","82,194","79,970",907,"2,455","1,704","1,168"
Medinipur West,"116,144","65,874","73,490","90,979","84,732","2,454",91,"30,879","4,543","26,336","45,983","2,986","49,734","80,613","6,585",83,"83,534","1,362","12,174","7,323",933,"2,298","1,323","1,641","23,469","25,110","4,399",226,"337,618","2,495,223","80,662","101,782","98,395","99,730","104,269","95,510","89,985",4,"2,241","3,482","2,326"
Murshidabad,"177,998","100,178","123,398","149,009","221,472","52,793","2,870","70,649","1,095","69,554","69,374","50,315","76,663","147,312","7,259","5,717","144,899","2,336","31,311","107,811",938,"2,671","1,086","2,068","36,783","38,851","6,561",129,"589,791","2,181,822","126,973","154,122","151,543","152,347","155,947","143,864","132,089","2,356","28,008","46,827","2,994"
Nadia,"90,087","47,588","70,458","81,278","72,223","25,947",514,"12,414",527,"11,887","52,766","30,878","52,766","65,180","10,489","6,653","72,943","1,195","10,765","28,383",947,"2,707","4,719",929,"12,749","13,678","4,356",38,"520,841","1,863,249","58,690","77,959","80,638","84,036","87,143","76,839","73,591","3,973","24,314","14,750","1,291"
North 24 Parganas,"157,844","67,770","95,262","129,635","137,677",,,"24,996",,"24,996","62,681",,"98,801","123,797","4,849","25,586","121,441","2,341","11,728",,904,"2,133","2,679","1,187","19,605","20,792","6,464",797,"972,783","3,286,234","132,194","148,001","144,709","144,398","139,949","138,589","137,924",,,,383
Puruliya,"66,546","37,468","50,868","56,807","49,143",,,"20,815",71,"20,744","32,285",,"32,285","53,100","1,586",615,"53,373","1,120","11,344",,922,"1,532",571,738,"9,488","10,226","6,497",30,"313,928","2,720,169","44,781","59,212","58,237","58,402","60,177","54,969","53,168",694,,,"1,902"
South 24 Parganas,"181,206","83,374","116,243","137,757","173,414","6,403","1,304","80,210",240,"79,970","37,558","12,305","45,194","125,404","4,105",159,"112,630","1,501","6,650","19,788",931,965,"1,191","2,566","6,321","8,887","5,867",,"890,740","2,065,798","92,573","139,151","145,768","146,852","148,705","139,744","132,069","3,265","10,731","15,332","1,410"
Uttar Dinajpur,"71,921","29,776","42,834","63,814","58,078",603,4,"42,747",530,"42,217","18,455","1,745","18,846","61,593","2,602","1,439","61,458","1,049","5,403",,896,646,734,533,"8,586","9,119","2,032",4,"178,452","1,143,722","43,954","72,653","66,946","63,805","63,835","63,356","56,386",923,"1,906",706,774
