Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Uttarakhand,"226,481","116,497","170,389","194,789","205,734","37,524","4,224","53,975","27,542","26,433","77,961","54,749","79,250","133,225","4,504",59.0,"133,233","1,988","21,303","88,117",901,"3,587","8,540","3,003","21,459","24,462","98,016",290.0,"608,273","5,698,456","103,846","198,703","202,687","200,093","201,066","181,577","208,272",61.0,"16,606","16,031",300.0
Almora,"13,408","9,003","13,942","10,192","17,178",669,169,"1,824",827,997,"5,665","3,934","5,665","7,489",416,,"9,101",183,"2,039","5,111",953,131,566,482,"1,559","2,041","7,657",,"45,039","451,106","7,578","12,008","12,295","12,245","12,248","10,984","11,030",4.0,"2,740","1,939",18.0
Bageshwar,"5,089","3,554","7,265","4,965","6,476",178,4,"2,201","1,750",451,"1,935","1,295","1,935","4,136",,,"4,135",161,441,"2,920",798,128,91,345,442,787,"3,159",,"2,629","115,253","2,382","4,158","5,249","5,229","5,353","4,655","4,693",,16,"1,167",17.0
Chamoli,"7,809","5,448","5,907","6,837","7,075",933,204,"1,854","1,336",518,"3,155","1,137","3,155","5,009",143,,"5,342",8,135,"3,059",838,20,54,135,"1,306","1,441","4,774",,"33,939","380,175","4,949","6,952","7,476","7,481","7,475","5,945","7,287",,245,336,
Champawat,"5,036","3,523","4,865","4,558","5,497",164,9,"1,563","1,211",352,"2,873","2,440","2,873","4,436",9,,"4,171",122,399,"3,357",892,64,129,16,931,947,"2,203",,"15,733","63,011","1,560","4,046","4,728","4,699","4,989","4,373","4,733",,"1,451",61,9.0
Dehradun,"40,120","21,862","26,304","32,762","32,018","20,622","1,252","4,756","2,135","2,621","14,589","11,103","14,589","19,345","1,841",,"19,283",62,"5,743","14,471",980,914,"2,809",587,"3,328","3,915","14,003",24.0,"80,772","854,324","13,033","33,865","33,814","33,549","34,351","30,724","27,266",10.0,"3,870","2,195",60.0
Garhwal,"14,254","7,821","9,532","11,250","13,279","2,571",158,"2,415","1,767",648,"7,199","5,148","7,201","9,616",657,,"10,950",34,939,"8,999",878,373,849,286,"2,197","2,483","7,947",,"37,996","518,612","7,160","13,674","12,788","12,864","12,936","12,072","24,481",,"4,003","3,069",35.0
Hardwar,"37,460","14,962","26,409","31,425","29,377","1,600",935,"12,848","4,536","8,312","6,995","5,585","7,294","20,142",221,40.0,"23,466",453,"2,616","13,810",895,922,"1,260",154,"1,944","2,098","20,565",6.0,"132,235","1,055,018","13,023","34,258","34,946","33,170","33,696","29,059","27,947",,409,"1,677",45.0
Nainital,"21,527","12,004","16,281","19,833","26,922","2,151",273,"4,618","2,990","1,628","10,866","3,552","10,898","15,516",622,17.0,"13,969",162,"3,087","8,250",895,432,"1,621",397,"1,682","2,079","6,090",1.0,"47,888","395,568","15,274","18,997","19,747","19,473","19,073","17,983","18,782",13.0,"1,371","1,761",5.0
Pithoragarh,"11,268","6,245","9,504","9,934","9,952","1,813",291,"4,435","3,164","1,271","4,827","3,610","4,827","9,262",206,,"9,051",124,"1,807","7,997",807,159,43,98,"1,638","1,736","5,971",,"33,980","325,998","6,058","10,172","10,143","10,166","10,282","9,934","9,700",,"1,122","2,410",69.0
Rudraprayag,"5,214","2,176","3,838","4,792","4,272",90,65,"2,300","1,639",661,"1,433","1,166","1,433","3,733",49,,"3,150",48,427,"2,287",840,60,156,80,822,902,"2,844",,"10,951","161,385","3,201","4,825","4,695","4,600","4,741","5,107","6,213",34.0,94,292,
Tehri Garhwal,"16,786","3,867","10,460","15,698","15,914",540,326,"5,484",374,"5,110","4,117","3,720","4,123","9,607",,1.0,"9,559",65,412,"9,223",934,162,202,140,"1,775","1,915","7,302",244.0,"54,369","526,536","8,184","14,307","14,398","14,550","14,883","14,166","14,052",,49,105,13.0
Udham Singh Nagar,"41,847","23,729","31,242","36,638","32,461","5,456",446,"8,098","5,173","2,925","11,189","10,815","12,139","20,237",336,,"16,760",471,"1,601","5,988",913,178,669,193,"2,316","2,509","12,770",15.0,"96,052","732,580","19,359","35,078","35,844","35,734","34,824","30,763","45,783",,"1,236",684,6.0
Uttarkashi,"6,663","2,303","4,840","5,905","5,313",737,92,"1,579",640,939,"3,118","1,244","3,118","4,697",4,1.0,"4,296",95,"1,657","2,645",880,44,91,90,"1,519","1,609","2,731",,"16,690","118,890","2,085","6,363","6,564","6,333","6,215","5,812","6,305",,,335,23.0
