Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Tamil Nadu,"1,220,391","933,795","975,912","1,156,404","737,977","499,070","27,836","5,404","3,834","1,570","808,737","342,368","1,099,974","1,105,378","127,246","69,414","1,092,433","12,263","104,989","789,645",947,"58,116","19,882","2,564","341,344","343,908","323,180","21,707","1,175,133","12,057,971","1,082,170","1,091,644","1,110,938","1,101,123","1,097,820","1,075,399","1,054,242","1,835","192,598","705,604","15,285"
Ariyalur,"11,353","7,904","5,823","11,266","3,742","6,139",625,4,4,,"6,860","2,769","9,945","9,949",303,916,"9,791",154,"1,300","5,888",853,"1,023",177,34,"2,016","2,050","3,013",,"11,979","54,275","9,633","9,640","9,721","9,664","9,629","9,596","8,852",40,"1,554","20,204",127
Chennai,"85,150","74,305","81,951","82,525","28,672",,,1,,1,"58,094","12,679","75,013","75,014","19,938","1,837","77,552",141,"5,450","9,357",892,"2,827","4,291",411,"32,048","32,459","32,100","6,427","76,893","1,438,586","62,859","68,502","74,829","75,082","76,556","68,149","68,113",,"14,264","13,357",764
Coimbatore,"82,516","59,542","64,280","82,806","32,446","20,110",585,50,26,24,"75,841","16,028","91,478","91,528","10,964","6,288","75,841","1,132","4,741","75,841","1,051","3,472","1,160",120,"19,492","19,612","24,452",776,"91,093","994,660","75,841","75,841","74,791","74,674","74,633","75,131","73,299",,"5,626","20,240",660
Cuddalore,"42,047","27,015","29,861","42,176","26,568","28,872",660,30,22,8,"30,800","20,111","42,539","42,569","5,402","1,904","38,924",351,"3,964","26,199",926,"1,147","1,750",72,"12,467","12,539","12,589",467,"44,717","632,790","44,383","42,757","43,104","41,511","40,842","39,988","36,329",,"2,340","27,718",602
Dharmapuri,"29,989","23,231","23,592","29,649","24,200","25,127",840,272,,272,"21,506","18,647","26,891","27,163","1,014","2,108","26,685",394,"4,287","23,235",929,"2,007",406,30,"10,342","10,372","9,441",229,"50,321","286,760","26,483","26,653","26,801","26,732","26,575","26,494","25,698",,"3,906","6,407",630
Dindigul,"36,927","32,183","29,683","30,425","24,789","10,555",793,279,244,35,"28,503","7,763","34,943","35,222","3,435",75,"33,892",442,"1,712","27,453",923,"2,268",412,19,"11,961","11,980","11,553","1,347","51,148","513,165","33,865","33,892","34,151","33,759","33,677","33,586","33,586",,729,"5,959",516
Erode,"41,085","31,366","31,492","39,551","24,838","14,763","1,655",33,25,8,"31,454","20,435","43,001","43,034","4,782","2,115","37,018",317,"2,949","29,828",926,"1,258",387,132,"11,979","12,111","7,386",774,"22,074","348,800","35,779","36,499","36,450","35,723","35,710","35,744","36,639",,"6,864","12,496",299
Kancheepuram,"59,812","45,802","50,805","57,823","45,554","24,555","1,272",20,10,10,"42,768","11,314","55,230","55,250","13,821","2,167","54,273",413,"3,736","45,375",935,"2,049",770,70,"15,081","15,151","13,574",152,"58,318","419,758","54,409","54,388","55,330","54,730","54,532","53,700","53,586",,"11,812","55,147",565
Kanniyakumari,"26,590","20,972","17,818","24,996","3,977","4,802",334,30,13,17,"7,996",280,"23,841","23,871","2,405","7,644","23,631",143,"1,076","17,471",945,906,394,46,"11,176","11,222","5,704",230,"37,013","323,821","23,155","23,186","23,927","23,823","23,544","23,264","23,214",3,"7,726","27,839",200
