Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Rajasthan,"2,012,114","1,012,571","1,335,568","1,817,647","1,607,894","451,984","54,812","191,785","106,266","85,519","940,492","243,019","1,202,764","1,394,549","37,302","12,865","1,336,273","21,740","180,860","1,033,573",901,"21,908","23,176","9,314","336,586","345,900","387,169","22,391","11,168,563","119,050,003","693,930","1,720,718","1,654,017","1,609,125","1,648,413","1,609,319","1,536,568","1,427","61,425","137,204","9,768"
Ajmer,"83,127","33,463","43,538","78,153","62,959","27,428","3,544","6,444","2,335","4,109","37,161","12,462","56,343","62,787","3,224","2,513","50,994",957,"3,906","46,974",952,799,"2,126",444,"11,768","12,212","9,283",647,"409,364","3,985,643","46,437","67,869","67,369","66,228","66,418","64,566","59,247",,"2,898","6,277",358
Alwar,"125,004","45,060","79,487","96,823","90,980","23,717","1,631","13,036","6,920","6,116","44,352","10,252","60,562","73,598","1,504","2,989","72,724","1,613","9,953","50,340",888,"2,040",462,627,"17,597","18,224","15,628",860,"446,395","5,350,982","28,802","95,791","87,610","84,806","87,032","83,275","79,483",10,"4,245","2,570","1,112"
Banswara,"60,095","23,452","36,122","45,634","39,289","16,943","1,616","3,397","2,214","1,183","35,176","8,047","35,284","38,681","1,070",,"38,838","1,379","5,535","33,962",905,556,320,87,"7,789","7,876","14,399",,"237,306","2,680,547","17,220","47,236","41,350","42,481","42,470","40,403","40,443",,"2,633","7,345",791
Baran,"33,615","24,778","20,903","36,895","30,662","6,123",308,"1,095",665,430,"22,590","5,210","23,991","25,086",228,178,"24,347",386,"4,745","22,151",846,273,138,385,"8,033","8,418","7,581",35,"274,099","3,240,240","20,800","23,674","29,434","29,035","28,491","31,531","31,484",17,398,424,225
Barmer,"67,115","26,414","42,573","62,263","56,759","7,658","1,153","15,354","5,873","9,481","35,200","5,957","35,679","51,033",109,,"50,708",812,"6,871","38,651",876,573,56,83,"10,998","11,081","11,159",,"426,465","4,475,940","18,450","62,777","59,127","55,414","57,651","58,419","54,315",21,"1,063","2,324",143
Bharatpur,"72,913","43,713","52,143","73,867","78,395","9,102","1,421","10,862","9,666","1,196","43,392","17,710","45,903","56,765",955,2,"52,840","1,053","9,943","50,906",882,"1,000","2,329",83,"9,609","9,692","11,671",,"158,093","1,932,679","30,714","68,081","61,108","58,247","67,941","65,490","62,457",3,213,"1,366",134
Bhilwara,"65,069","41,273","51,795","66,218","56,244","16,292",320,"11,128","7,675","3,453","28,811","5,588","36,502","47,630",579,438,"47,137",520,"6,685","42,677",997,"1,024","2,487",360,"10,029","10,389","15,688",587,"634,182","5,813,425","13,719","59,303","59,290","58,161","60,507","58,847","51,006",7,"2,414","2,654",404
Bikaner,"78,697","31,097","47,682","70,790","79,759","12,791","1,554","11,063","5,123","5,940","31,299","6,047","35,925","46,988",686,10,"46,324",664,"8,573","28,942",875,579,286,272,"10,030","10,302","9,015",,"303,423","4,027,760","22,115","46,189","68,265","63,958","64,575","64,471","60,611",84,"4,266","1,468",15
Bundi,"33,459","28,422","29,262","33,374","25,609","2,091",736,452,436,16,"19,996","4,179","22,294","22,746",514,282,"22,410",363,"2,985","20,745",918,612,745,86,"5,727","5,813","7,209",4,"279,821","2,845,742","17,380","25,304","28,758","29,058","29,536","28,153","27,458",786,828,"4,095",184
Chittaurgarh,"39,654","21,154","32,544","40,309","35,530","9,611","1,104","4,342","2,495","1,847","21,730","6,634","23,538","27,880","1,210",64,"26,047",631,"2,920","23,442",893,671,"1,592",339,"10,078","10,417","11,965",903,"205,251","2,126,804","6,442","39,878","37,699","36,825","38,653","38,733","38,094",27,"1,475","21,180",223
Churu,"62,796","45,585","51,725","61,917","55,096","15,288","1,037","3,891","1,770","2,121","28,816","3,397","32,467","36,358",395,62,"35,883",520,"3,942","33,971",878,333,269,644,"8,594","9,238","12,340",,"394,209","3,771,592","15,276","56,251","56,600","53,779","54,791","53,497","53,291",,"2,098","4,801",113
Dausa,"44,939","16,924","24,008","41,301","50,032","7,349",231,"2,743","2,185",558,"19,465","3,583","28,547","31,290",1,1,"30,640",288,"3,680","25,319",864,261,167,50,"8,104","8,154","6,202",168,"109,629","1,661,673","13,702","41,644","39,608","38,303","38,402","35,837","34,120",54,254,675,474
Dhaulpur,"41,677","20,708","27,627","35,592","33,154","9,409","1,523","3,204","1,757","1,447","23,657","9,708","24,546","27,750",201,,"26,607",518,"2,488","25,206",880,358,184,40,"4,741","4,781","4,840",,"178,603","2,291,597","19,646","32,446","28,863","28,453","30,925","29,572","28,935",88,543,"1,365",386
Dungarpur,"37,622","23,462","28,875","35,614","32,773","11,710","1,820","5,188","3,442","1,746","20,865","5,095","22,811","27,999",570,,"27,428",581,"2,722","22,135",971,573,"1,068",34,"5,374","5,408","12,649",788,"366,895","3,229,913","17,249","34,402","32,490","32,409","31,504","31,590","27,761",,"2,211","3,630",173
Ganganagar,"51,312","36,592","41,734","44,783","40,649","22,366",566,"1,763",890,873,"23,944","2,421","33,401","35,164",357,604,"34,624",604,"5,114","22,272",894,432,,"1,049","11,488","12,537","13,474",358,"434,671","4,439,159","19,248","46,275","40,539","38,792","43,298","41,714","41,320",,"1,524","4,276",244
Hanumangarh,"52,433","34,884","36,955","51,172","35,437","28,187","14,361","7,515","1,854","5,661","16,065","9,353","26,753","34,268",345,264,"33,728",346,"3,231","19,374",844,278,39,365,"8,670","9,035","13,313",627,"363,027","3,977,240","2,563","43,150","43,293","42,736","42,393","41,344","40,968",,"2,169","12,134",310
Jaipur,"203,573","91,446","118,132","148,620","117,270","44,396","9,313","8,140","5,200","2,940","79,256","24,117","133,267","141,407","10,791","1,414","134,832","1,831","19,895","85,513",907,"2,607","2,281","1,671","38,586","40,257","16,822","13,019","460,145","4,349,202","83,852","161,778","152,291","144,013","133,389","127,591","124,194",6,"12,977","20,159",377
Jaisalmer,"18,319","6,912","10,654","19,587","17,440","2,382",358,"4,860","2,495","2,365","8,005","1,615","8,005","12,865","1,231",,"13,061",332,"3,729","10,493",872,561,48,20,"3,069","3,089","4,993",,"284,491","1,650,835","5,835","16,994","16,757","16,556","16,528","16,014","15,039",2,419,329,27
Jalor,"50,093","17,785","34,884","49,501","40,043","6,986",501,"6,889","3,723","3,166","23,591","2,371","31,704","38,593",47,12,"38,103",501,"4,538","30,888",886,433,128,21,"8,572","8,593","13,320",331,"426,397","4,938,004","9,255","44,758","43,982","43,314","44,190","44,390","43,976",,766,"1,992",225
Jhalawar,"39,649","21,307","25,040","32,581","30,274","5,119",600,"3,385","2,398",987,"22,780","3,744","25,379","28,764",948,415,"28,074",622,"6,133","22,418",908,848,255,78,"7,298","7,376","9,955",182,"245,353","4,235,973","16,262","32,922","28,464","28,536","28,757","27,781","27,197",10,"1,086","1,073",317
Jhunjhunun,"54,015","32,249","34,452","52,034","44,384","11,452","1,146","2,072","1,771",301,"15,759","2,143","29,102","31,174",22,252,"32,786",226,"2,690","22,888",777,280,265,376,"10,065","10,441","14,660",454,"241,688","4,007,177","12,105","52,271","48,376","46,558","48,181","48,206","46,841",,"1,460","2,911",49
Jodhpur,"108,261","53,714","75,992","96,788","62,106","9,361","1,728","21,642","8,527","13,115","50,523","30,019","70,581","92,223","4,438",,"73,629",412,"5,067","42,249",863,287,"3,204",155,"16,933","17,088","21,356","1,202","586,952","4,463,196","29,310","91,422","94,218","94,300","90,547","88,978","85,782",12,"1,488","8,149",89
Karauli,"42,775","24,972","30,026","39,953","36,595","6,134",481,"3,132","1,211","1,921","24,447","1,183","28,723","31,855",143,209,"31,257",379,"3,089","26,370",875,213,93,108,"8,122","8,230","10,592",70,"208,203","2,462,240","20,054","36,506","35,125","34,067","36,040","34,336","33,982",3,174,"2,964",343
Kota,"54,077","29,492","45,052","45,035","35,361","4,984",544,"2,935","2,326",609,"20,572","3,468","31,003","33,938","1,328","1,732","33,167",625,"4,215","21,025",897,573,215,306,"9,616","9,922","9,321",549,"313,839","4,381,201","29,398","42,846","41,481","41,244","41,077","40,865","38,203",36,"1,401","1,132",223
Nagaur,"92,061","46,857","57,737","85,388","52,368","24,130","1,226","10,226","6,611","3,615","41,607","10,016","49,516","59,742",665,585,"57,481",938,"10,716","32,470",923,"1,502",149,350,"17,328","17,678","13,429",373,"355,397","3,325,311","27,636","83,154","80,619","76,812","78,605","78,645","76,399",2,"1,684","2,292",426
Pali,"60,746","37,265","40,282","57,350","65,536","10,242","1,973","4,319","2,473","1,846","31,575","2,809","37,941","42,260","1,230",,"41,353",565,"3,907","34,594",959,259,973,145,"14,294","14,439","17,642",2,"586,678","4,602,650","32,559","51,559","46,934","46,154","50,819","50,145","49,237",10,"2,525","3,388",150
