Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,1151533,907946,1119384,323811,1274755,1075264,31948,930,381,549,349054,15134,900003,900933,144257,145624,898459,8883,93449,829171,938,29304,18130,787,294939,295726,193606,40359,1869777,16384989,852900,1020798,4188,1968,2419,19816,1054456,8914,498233,666254,10211
Bagalkote,37802,30509,35046,13949,30756,37779,1527,4,3,1,18729,0,36984,36988,3009,7750,36841,192,3184,35764,949,395,180,16,17219,17235,5138,1743,71160,550094,29129,39352,0,0,0,0,38779,2,6577,3896,230
Bangalore Rural,14685,12784,13353,2534,14196,9227,71,4,1,3,2687,212,8949,8953,2323,1824,8925,41,694,8787,901,829,688,19,3435,3454,3296,177,34741,287122,8901,9483,144,109,86,78,14717,63,11451,27711,41
Bangalore Urban,270847,166312,255715,45926,281263,157612,5335,39,15,24,76188,3220,133033,133072,19773,23854,132718,1415,12118,121642,903,3205,3436,161,39688,39849,23548,19171,248809,2322341,129140,147990,591,279,407,697,169630,487,76276,98183,932
Belgaum,94375,82000,92630,34602,105735,128532,3186,37,30,7,31329,339,68054,68091,8008,12824,68681,533,6920,63790,943,3366,822,86,19225,19311,12564,904,67984,411625,78109,94272,565,315,272,1127,92582,208,25094,31338,410
Bellary,53276,48279,52881,15141,62197,57977,2769,74,15,59,10126,726,43764,43838,7996,5949,43444,537,4676,40537,941,1207,908,25,16232,16257,10837,267,96890,560259,37309,51431,278,100,199,105,52407,308,15725,9449,645
Bidar,33323,25134,29961,16063,31748,45858,928,33,9,24,10585,703,30873,30906,2234,3758,30737,234,2507,23473,945,419,412,40,6887,6927,6378,1243,32678,247486,24950,32573,506,208,182,1822,33431,100,8139,4810,274
Bijapur,54338,46440,45709,9973,49413,49649,1134,8,2,6,13696,127,42004,42012,4569,2650,41986,344,3408,35857,934,881,314,6,20885,20891,6567,5095,67244,1273382,39184,57034,135,51,130,3610,53616,217,13410,5950,350
Chamrajnagar,11136,9842,10953,759,10765,5229,251,17,6,11,1195,65,8461,8478,2160,740,8375,79,1172,8114,1009,164,370,2,3069,3071,2339,73,38564,520003,8298,8622,0,0,0,0,10955,125,5035,6098,64
Chikkaballapur,17212,15824,16820,1017,17142,18043,397,5,1,4,2503,1,14882,14887,5203,1784,14827,108,1847,14648,947,699,260,17,7067,7084,6302,87,73627,436687,14877,15070,0,0,0,0,17639,513,7479,7860,126
