Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Chikmagalur,12907,10998,15065,1903,13875,19159,164,13,4,9,3849,1,12628,12641,3566,2797,12617,64,1504,12329,948,604,264,3,3999,4002,2043,375,35642,400923,12285,12918,2,1,2,149,13952,207,7250,21079,104
Chitradurga,26524,22359,26894,8172,27981,26897,286,20,7,13,4833,19,19568,19588,5873,3058,19668,191,2207,19014,928,810,798,50,5921,5971,4606,59,88226,870873,18140,21316,76,31,21,398,26193,55,9914,8843,297
Dakshina Kannada,28345,20637,30973,5651,30927,28560,242,13,7,6,24578,0,34558,34571,3800,8819,34444,319,4827,31304,929,1175,657,15,3849,3864,3114,987,52080,442154,33793,34142,1,2,7,27,29292,17,89660,90936,393
Davanagere,30007,24370,27857,13851,38173,33830,705,18,7,11,6987,0,29142,29160,5803,2462,29038,375,4122,24730,934,1203,1612,19,13653,13672,5304,2182,53776,369104,27785,30096,113,60,84,231,32098,412,10515,59291,573
Dharwad,32904,27921,33702,13337,33880,38741,1212,3,3,0,15388,395,37051,37054,6024,6975,36326,758,1817,34975,957,1108,552,98,10759,10857,8270,425,44318,420110,33926,36231,238,87,164,467,33374,2,26967,46475,503
Gadag,19481,19145,19117,8503,19273,12570,568,32,32,0,3803,23,16287,16319,3823,1962,16128,232,428,16126,950,557,88,6,5942,5948,8778,591,77585,593702,16184,16411,0,0,0,0,19528,803,6170,8102,185
Gulbarga,60197,44782,62025,23914,75943,65962,2714,65,8,57,14259,2593,47123,47188,5313,6900,47367,489,4640,45072,953,1006,362,6,15550,15556,7177,569,32950,256078,43960,66380,295,103,69,1306,57948,153,3188,4721,624
Hassan,21986,17667,24069,5078,27939,23406,363,41,7,34,6207,232,20429,20470,4651,4039,20387,195,1691,18218,943,1029,719,25,6061,6086,5200,223,47579,418463,19802,19990,30,12,16,119,21697,491,11549,13162,408
Haveri,27028,24430,27274,12266,26704,23785,971,15,8,7,5124,0,19464,19479,3073,2957,18916,186,1443,18146,947,870,434,5,9448,9453,7319,2006,80877,473616,19155,26605,29,44,67,877,28949,399,7001,7565,188
Kodagu,6882,5632,8166,754,7785,7641,69,8,2,6,692,21,6393,6401,1274,366,6369,73,706,6246,922,397,104,20,1474,1494,2694,44,31872,338493,6347,6462,2,2,1,0,7054,948,2741,10634,69
Kolar,21742,18054,24509,4685,26827,29780,1109,24,15,9,7017,1515,20580,20604,4574,4688,20514,135,3000,18446,928,864,537,15,8228,8243,8437,77,53150,309805,18750,19688,6,0,0,2861,23448,9,11042,6249,221
Koppal,29553,27005,31722,13904,29660,30891,2672,113,17,96,4055,12,27211,27324,4327,1479,27032,416,4277,25923,937,639,485,4,10485,10489,9045,234,43352,496575,26895,31924,124,60,78,693,30059,2344,4906,12208,363
Mandya,21703,17649,17700,3963,26227,23241,146,13,3,10,5130,29,16783,16796,3480,2651,16717,163,3151,14642,898,955,675,18,5680,5698,6688,138,41164,321816,16316,17176,1,1,1,32,21258,80,6377,10092,296
Mysore,37947,31546,37569,3800,42590,29968,468,7,7,0,15518,5,39396,39403,6619,9568,39078,316,4634,37024,938,1533,581,16,13291,13307,5554,1148,103219,689887,34116,38555,21,11,66,319,36968,36,53708,39235,682
Raichur,47027,44048,44863,23038,53692,45166,2240,130,95,35,14292,942,40646,40776,2150,3584,40460,634,3823,39105,968,1154,259,5,12038,12043,7058,33,18792,218987,34913,49204,49,16,41,257,45282,264,6167,9685,749
Ramanagar,13339,10853,12002,3459,13860,10821,227,0,0,0,3942,0,8418,8418,1577,1526,8414,16,710,8373,985,266,418,1,2843,2844,3087,52,27392,261672,9260,10112,70,64,25,148,13310,0,3029,9279,40
Shimoga,23172,19643,25852,7506,24676,16533,308,13,12,1,5905,0,24712,24725,7722,2969,24627,275,3143,23881,932,1248,480,21,7313,7334,5205,271,74290,524616,23031,23540,24,8,9,81,24993,83,16436,73423,491
Tumkur,35194,29616,30565,9194,34076,29079,611,36,8,28,12925,318,29731,29767,8212,9209,29684,166,3094,27090,931,1222,576,28,9065,9093,10457,561,91595,905979,29825,31730,8,5,2,24,38672,27,11915,9625,413
Udupi,14187,13971,11471,1828,13772,11114,313,14,4,10,7642,4,13817,13831,3002,4646,13809,66,2001,11510,960,443,161,30,4294,4324,2000,1194,48853,654024,13393,13822,42,24,21,178,13767,19,31228,16315,148
Uttara Kannada,19084,15514,21445,5892,28075,20654,268,26,23,3,9189,980,19701,19727,3326,3447,19785,148,2540,18145,965,602,701,22,4704,4726,2392,381,54701,461634,18477,18898,168,81,68,144,19308,13,8580,10991,192
Yadgir,35330,24982,33476,13149,75605,37560,694,105,30,75,10681,2652,29361,29466,793,389,30545,183,3165,26260,966,454,277,8,6635,6643,2209,49,36667,347479,26650,39771,670,294,401,4066,33550,529,704,3049,200
