Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1832836,1150609,1328819,387007,1699537,1326069,41515,98978,11926,87052,1112204,104945,1251619,1350597,71622,58521.0,1336337,22234,185887,1249385,929,35996,25330,3635,303588,307223,436493,3757.0,3725079,18342817,1174925,1352491,3460,2437,3166,1491020,1493409,22300,122392,359009,28802
Agar Malwa,13837,9825,7814,359,13401,4810,212,27,0,27,9687,108,9687,9714,18,,9567,172,1024,9241,957,151,558,4,2840,2844,3733,,20629,174067,9207,9408,0,0,0,12594,12578,557,6,154,62
Alirajpur,22536,10751,12703,12769,19684,12111,197,4107,1,4106,12961,504,13124,17231,47,0.0,17103,170,1804,16825,961,102,100,2,3161,3163,4855,0.0,55038,99848,12761,17665,0,0,0,18759,18766,5,38,6891,314
Anuppur,16800,11331,12798,3871,16138,13250,142,1179,563,616,9188,958,9429,10608,489,152.0,10390,232,1379,10301,942,544,263,48,2231,2279,3583,15.0,18974,53732,7970,10706,0,0,0,11373,11344,73,105,2387,360
Ashok Nagar,29229,19201,19614,3540,26446,18534,395,922,44,878,14661,1713,15061,15983,121,86.0,15722,303,1756,15188,939,503,245,0,3325,3325,5648,3.0,40810,118404,14012,15083,0,0,0,18955,20333,111,442,2711,395
Balaghat,30877,22428,26215,1389,29485,30143,283,1316,37,1279,23535,1066,26300,27616,3103,2122.0,27289,596,4313,24136,970,340,72,479,8258,8737,6474,0.0,44921,210677,23304,27148,0,0,4,28151,28139,315,456,4636,726
Barwani,44213,27561,36157,11682,37331,35454,719,13822,477,13345,25266,1970,26427,40249,790,152.0,39893,391,5411,39305,945,642,925,24,9711,9735,9462,136.0,108503,531486,25651,39650,0,0,0,38650,38772,0,4393,15653,943
Betul,30482,22320,21615,10993,27151,23570,108,2396,27,2369,20296,864,21856,24252,691,831.0,24077,415,2425,22953,913,630,120,44,6956,7000,8399,0.0,136478,1225020,20926,24462,0,0,0,27163,27163,0,955,5761,664
Bhind,39952,21533,26472,4768,37051,29009,1682,1610,27,1583,25553,1432,27433,29043,286,473.0,28604,312,4258,27694,920,279,385,18,4947,4965,14442,0.0,61509,93162,28705,28789,212,40,34,31416,31789,157,573,8286,633
Bhopal,61151,40626,52605,12852,66212,25717,2141,1175,434,741,35156,5511,49814,50989,7734,7797.0,50118,1177,6901,44403,912,3094,1607,337,7911,8248,9650,1421.0,88729,375388,47012,50417,276,234,118,42993,42345,2095,66111,96658,2040
Burhanpur,21204,12814,17634,712,21015,17637,134,1730,131,1599,12775,1268,13433,15163,808,343.0,15000,216,2760,13865,919,316,2,14,4178,4192,4670,66.0,71973,182786,12817,17521,29,15,14,17808,17662,964,251,1151,417
Chhatarpur,57777,34206,37743,6583,52645,32761,2792,2954,1481,1473,33838,3407,38045,40999,1288,1896.0,40525,718,5087,39533,915,225,485,31,8869,8900,12237,5.0,86466,394103,36890,38720,0,0,0,42460,42476,208,2001,2036,840
Chhindwada,39156,28613,30192,5309,37208,36746,188,1692,63,1629,29541,7437,30915,32607,2684,811.0,32137,614,2686,29820,916,523,214,90,8826,8916,11402,0.0,52090,177456,29533,31151,50,41,56,33408,33817,23,1307,11569,700
Damoh,40967,24603,24831,11053,36588,22611,604,1279,545,734,22262,1682,22805,24084,983,358.0,24088,239,2685,23170,918,533,239,25,7570,7595,14070,4.0,126907,449683,22755,25388,17,18,9,30659,30897,2,369,1665,572
Datia,15198,9996,11448,1226,14747,26803,250,870,0,870,10871,8,10871,11741,277,,11620,177,2339,11620,891,230,296,2,2843,2845,3620,,28962,169628,10700,12313,2,1,0,12574,12557,69,647,5467,391
Dewas,35744,27019,28674,5021,32867,29281,685,386,69,317,22203,223,24597,24983,1363,725.0,24807,291,3390,24379,923,452,590,53,6097,6150,6670,,36856,332494,25176,26371,0,0,0,32237,32070,56,1515,7658,360
Dhar,57699,36403,38395,25139,52447,36557,528,4455,798,3657,32602,3600,34143,38598,920,790.0,38092,614,4206,37098,926,1014,1466,18,8957,8975,12802,47.0,106291,655419,32468,37514,0,0,0,46964,47059,0,1633,15242,737
Dindori,21676,18482,15098,7455,19719,18442,1025,1360,377,983,10013,928,10013,11373,107,,11166,316,1646,10874,928,2389,209,16,4408,4424,6962,,50801,277302,9618,10632,0,0,0,17935,17965,0,17,3610,436
Guna,35284,19927,25620,5393,33579,10336,142,975,175,800,23582,1925,25179,26154,648,1237.0,25858,362,4035,24292,925,274,74,20,5701,5721,2970,7.0,58449,166948,25258,24189,10,24,22,28686,28819,322,1475,1635,769
Gwalior,49642,29095,30117,8049,45136,39551,2624,858,77,781,31306,2028,39739,40597,4857,4818.0,40113,983,4787,32673,909,1012,2791,258,6411,6669,6713,65.0,79594,413206,35608,40321,6,0,0,39113,38403,540,3589,6198,338
Harda,11590,6743,7070,3517,9905,6130,98,1193,0,1193,7458,40,8886,10079,768,690.0,9956,168,869,9727,934,501,222,18,2154,2172,2025,,64709,581728,7631,9769,0,0,0,9296,9320,4,1066,1015,219
Hoshangabad,23453,13399,18596,4811,19580,13731,84,605,57,548,16971,123,22773,23378,2903,2154.0,23135,331,2817,22849,888,462,574,75,6482,6557,6547,,115636,1492696,22459,23333,1,1,1,21396,21377,67,2903,7496,359
Indore,75977,36360,46834,19612,70585,37588,1343,125,24,101,29257,2842,66522,66647,3786,14046.0,67038,178,5913,51620,963,108,606,190,14649,14839,14652,0.0,156606,448506,48123,78175,189,174,205,64871,64627,403,183,1233,16
Jabalpur,52492,35305,41925,13977,49438,36442,1115,975,42,933,32185,733,35208,36183,5650,786.0,35676,562,6724,34542,942,532,1421,127,13392,13519,19671,,103939,492136,28976,34792,187,13,131,37645,37472,1117,8438,7512,1429
Jhabua,41147,15439,22794,21742,31302,31543,671,1747,11,1736,30300,7690,31295,33042,164,155.0,32623,596,7333,31875,917,349,781,129,4684,4813,8010,50.0,48405,192530,30064,33490,435,278,312,27255,27213,110,1418,4958,302
Katni,26120,17347,21564,6213,24960,23666,984,1325,203,1122,19001,848,21169,22494,608,1263.0,22106,551,3108,20883,935,595,97,67,6513,6580,12898,23.0,61612,342658,22024,22662,0,3,1,21938,21852,100,417,1797,797
Khandwa,30126,22981,28157,43,30347,23399,1313,1795,179,1616,20303,3116,22076,23871,2290,763.0,23620,396,3951,23007,911,924,752,68,7174,7242,9838,17.0,101360,334948,21679,23261,1,0,0,26792,27338,1525,276,3877,502
Khargone,46991,26573,33496,607,42282,41275,1330,4760,55,4705,28632,1469,29474,34234,2045,592.0,34293,615,6014,32043,939,852,344,162,9115,9277,8929,35.0,122796,783123,24917,32276,257,235,241,40646,41088,1394,2786,7005,715
Mandla,25774,18825,17706,10382,24787,22142,534,1375,21,1354,13903,608,15381,16756,139,773.0,16485,408,2801,16139,937,457,198,46,4610,4656,4813,0.0,55133,232446,14701,16683,15,6,494,17598,17764,100,231,1765,360
Mandsaur,26156,20170,20540,1099,22063,18556,639,265,0,265,20630,299,21445,21710,2209,626.0,21373,457,3772,20220,932,286,424,52,5643,5695,8596,,96757,230671,20497,20850,0,0,0,24286,24306,0,845,4505,482
Morena,52362,32310,38154,9112,45560,64811,1259,906,29,877,36441,14560,41084,41990,415,1656.0,41397,713,5818,35989,902,673,306,2,5842,5844,4811,25.0,81789,308856,38464,39279,0,0,0,37599,37708,347,358,4344,600
Narsinghpur,25119,14844,20261,7944,24002,23872,1371,499,63,436,14665,887,17467,17966,1317,1367.0,17823,292,3192,17478,914,736,391,43,4047,4090,7908,0.0,39197,194068,17346,17509,73,81,138,20716,20734,315,522,11601,383
Neemuch,16583,12280,8734,1958,16224,11467,452,239,104,135,10398,43,11863,12102,302,80.0,11985,204,864,11571,938,88,142,40,1535,1575,4264,,46330,156102,11227,11340,0,0,0,13729,13772,3,645,767,362
Panna,31324,21627,19586,2161,30758,14207,461,1455,752,703,18053,1811,18053,19508,561,,19428,346,3036,18379,926,316,303,7,2923,2930,9093,,28879,200364,17873,19716,106,81,37,26763,26775,521,238,1087,768
Raisen,35594,27067,30834,11976,34312,31493,1774,1532,287,1245,18680,537,18680,20212,941,,20079,354,2671,19213,936,755,728,48,5829,5877,8395,,115656,382729,18805,20599,161,137,170,33875,33980,332,1312,1843,450
Rajgarh,36032,22708,28831,10167,34420,28107,549,944,565,379,22583,1533,23019,23963,355,76.0,23619,431,3972,22160,950,435,334,14,4945,4959,7341,,124968,828066,21481,22996,0,0,0,30251,30704,1069,139,6138,585
Ratlam,38166,23408,29893,7233,32738,18835,1079,512,61,451,26668,315,29117,29629,1257,1117.0,29323,478,4779,27000,918,726,388,47,7643,7690,9993,146.0,34220,396768,28280,28793,0,0,0,31475,31356,46,2633,11958,559
Rewa,67271,40130,44966,14729,61788,39756,628,2187,66,2121,38949,2802,39812,41999,2168,312.0,41734,653,2790,40231,924,402,139,208,6296,6504,19720,67.0,88260,273121,39760,45302,12,9,13,50880,50959,93,290,7394,483
Sagar,58264,36486,41599,13956,57569,39462,1159,3191,450,2741,34274,5579,35604,38795,2087,63.0,38668,686,3919,37273,937,1264,778,36,9314,9350,12492,0.0,138550,940518,36424,45299,264,229,261,52499,52423,272,452,2158,585
Satna,61438,36356,42981,11542,49173,34124,711,2859,659,2200,32159,1790,36944,39803,2694,1573.0,39183,822,6001,35064,921,2348,1348,151,6589,6740,12360,,64453,292008,35645,39364,84,1,3,48727,48985,61,1948,9917,1140
Sehore,35533,23159,27889,9499,33288,34281,923,1027,3,1024,19261,198,20698,21725,962,519.0,21514,287,3993,20408,977,753,922,142,5096,5238,8775,6.0,137278,731420,20331,22293,0,0,0,29410,29300,1748,841,6049,537
Seoni,29671,23925,22737,3296,25612,25324,152,699,169,530,19809,1057,21036,21735,1879,896.0,21432,453,3540,20887,970,2664,186,53,7654,7707,13643,10.0,58908,207884,20190,21293,0,0,0,22174,22347,109,259,8285,604
Shahdol,24967,18689,20625,6147,23887,23783,724,1616,993,623,18550,86,19501,21117,2004,683.0,20676,567,3723,19317,892,932,167,74,3612,3686,8909,27.0,36187,150613,18412,19985,0,0,0,19542,19495,375,1381,6115,717
Shajapur,20629,14907,15887,643,18154,12937,555,10,1,9,14563,127,14745,14755,249,82.0,14610,202,1321,14102,974,100,126,87,4051,4138,3811,,40906,299657,14861,15370,0,0,0,19098,19118,1466,125,1705,219
Sheopur,16996,9816,10068,2108,16062,20404,567,1934,13,1921,11985,1648,11985,13919,402,,13779,186,2706,13100,931,321,47,1,3586,3587,2696,,56792,163403,9049,13818,183,68,65,12923,12964,11,227,2259,467
Shivpuri,48981,27692,35985,3394,48246,36532,994,3326,384,2942,32753,2219,33005,36331,1606,103.0,36333,608,4571,34111,898,844,656,11,7152,7163,8493,10.0,72459,349748,32338,35644,108,131,85,42100,42341,109,667,2918,640
Sidhi,31816,19490,26484,6705,30586,30685,886,3957,318,3639,21202,756,21987,25944,44,94.0,25618,459,3725,24633,941,1324,671,90,4291,4381,6963,17.0,6172,25573,20604,26050,323,241,311,26327,27153,24,1696,5491,360
Singroli,37339,20843,24408,12653,35331,24698,1393,9706,640,9066,16613,5503,20188,29894,33,517.0,29505,446,2112,27093,944,484,223,33,3756,3789,6503,1502.0,19382,38907,17896,32234,185,207,274,31285,31191,1472,242,2266,388
Tikamgarh,38461,20850,29070,8003,37927,29174,731,1652,60,1592,25025,6747,25864,27516,306,510.0,26811,374,5475,26332,925,239,97,18,5728,5746,13012,,114252,349535,25605,27252,51,13,30,30664,30921,35,1097,6262,381
Ujjain,47556,28704,33248,14760,47655,26834,1025,187,26,161,24450,161,33546,33733,2894,3913.0,33336,490,7422,31048,927,992,952,53,8793,8846,7040,,76637,271932,28494,31203,0,0,0,41659,40300,707,1737,15554,519
Umaria,15802,10080,12634,3461,16040,13149,378,205,112,93,10423,1086,10423,10628,302,,10540,255,1038,9844,936,306,171,35,3173,3208,8503,,27128,106866,9729,10297,0,0,13,14102,13958,397,504,1862,556
Vidisha,39682,25362,29518,5394,36106,24339,782,3057,253,2804,20764,1100,23898,26955,1068,521.0,26470,368,3025,23877,933,975,195,25,4117,4142,7427,53.0,115743,442428,20669,24116,223,156,124,31601,31614,2471,633,2505,621
