Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Latur,53522,41732,40776,41276,46959,46347,884,774,709,65,26706,13635,48428,49202,1251,1715.0,48248,506,2825,44938,908,1255,419,174,17153,17327,7654,1149.0,67799,317046,45705,49021,50885,48161,46692,44837,44159,119,4419,4418,37
Nagpur,102632,50255,55351,66575,51516,87159,1909,197,146,51,40223,6234,57364,57561,9649,4827.0,57437,937,16072,42450,954,4029,1390,375,20535,20910,11630,2531.0,26568,257031,51324,76022,76928,75223,74038,72837,72472,490,7926,9926,329
Nanded,65825,51052,57186,55512,54698,48340,1078,1417,1083,334,43734,10953,68486,69903,3779,5903.0,64821,1136,7537,62167,955,1311,289,57,21305,21362,6445,1408.0,86191,323709,63422,67936,67354,63498,61818,58249,57778,13,3583,2876,155
Nandurbar,36237,18555,31457,30855,27154,36028,1177,9715,6525,3190,18474,11665,22513,32228,955,656.0,32425,709,4872,29089,941,794,236,854,6632,7486,2195,154.0,37948,185464,22311,37561,36479,34916,34472,34381,33719,0,4697,2629,469
Nashik,114002,63174,99155,99198,68672,93524,2292,10079,7751,2328,61595,36341,104459,114538,5626,4282.0,113192,1666,14240,89448,945,4110,2604,1520,30111,31631,9470,4382.0,103537,442248,72780,112276,113456,109066,108678,113740,109367,26,17054,11429,514
Osmanabad,32596,23942,27091,25366,26749,28431,384,451,292,159,15680,3396,25992,26443,1647,2097.0,28388,360,3010,25431,908,1471,722,8,8709,8717,4533,653.0,19399,147638,25871,29924,31814,29742,28622,27671,27418,46,6622,5800,201
Palghar,7010,3298,5184,4193,4220,4498,18,239,154,85,2648,1884,2648,2887,44,,3042,44,659,3219,990,103,31,57,1028,1085,490,,7871,37155,4160,4397,5719,5883,6218,6001,6135,21,185,826,15
Parbhani,35629,22823,26323,24238,27203,27056,937,1689,1341,348,18509,9928,27123,28812,1694,81.0,31093,312,3777,31004,918,655,439,34,8171,8205,5147,988.0,17239,216670,26075,35325,34924,32259,30715,29214,28634,48,6882,9137,17
Pune,239191,132677,156632,137455,185907,141504,4144,1706,1422,284,59420,13301,144953,146659,11607,21274.0,153222,2181,23346,151256,937,20761,7631,600,53811,54411,22329,10878.0,207065,1349229,147019,164241,161470,161491,161916,161691,160455,437,19947,15415,779
Raigarh,37883,22018,36217,31381,31968,32146,626,2081,1128,953,13877,6357,32698,34779,1783,1855.0,34313,370,3174,22060,910,12354,1342,42,9959,10001,6168,1158.0,56130,212101,29593,36541,36549,36358,36435,37084,37034,87,7754,5247,372
Ratnagiri,20327,14007,19867,17077,14424,18978,308,67,39,28,8341,2970,15219,15286,1559,969.0,15753,111,3462,12621,986,1492,689,35,7273,7308,6969,640.0,88514,419336,17229,21499,21475,21068,21051,21489,21370,170,4473,9526,289
Sangli,50648,41183,52408,45886,43452,45106,362,46,40,6,18720,1745,52405,52451,1999,3857.0,53246,538,3835,45668,845,2065,690,33,14705,14738,15537,2479.0,124161,463698,47616,53518,50643,50359,50141,49363,48745,329,1633,6462,73
Satara,49513,34959,47167,46787,40545,44515,382,15,7,8,15823,922,48367,48382,1940,6469.0,47958,588,2253,15488,916,11882,1194,513,20937,21450,12384,993.0,173645,647102,41483,52231,50294,48626,50157,49651,47974,90,6022,5360,461
Sindhudurg,8973,7669,10460,7731,6223,8332,45,9,5,4,6361,1117,9500,9509,1697,415.0,9493,97,1646,6355,944,2598,1510,28,3147,3175,4102,283.0,35966,352507,8413,9371,9308,9047,8824,8770,8604,114,5008,5356,30
Solapur,96295,54634,77746,69904,63197,66652,1912,897,664,233,30406,12009,71284,72181,2639,6206.0,72414,783,7193,61119,901,2068,1760,56,27853,27909,15493,4213.0,114423,288213,64387,85543,86972,82288,80560,79690,77404,332,6646,6718,645
Thane,210575,109853,184228,164991,183363,169704,4589,6064,3586,2478,73608,31797,132823,138887,5070,13173.0,142961,1849,24077,123649,916,20292,7129,804,31925,32729,15996,10830.0,227406,1372531,145646,178621,181774,184175,186826,200453,189818,1446,13807,10657,822
Wardha,21125,17218,20080,19377,9428,24496,303,59,28,31,9135,1551,20696,20755,1120,1953.0,20608,173,2770,12005,934,1032,932,247,7570,7817,5003,1129.0,49598,652921,18407,20337,20797,20007,19552,19473,19294,200,4340,5150,211
Washim,21821,15734,18736,18998,14554,19387,350,685,490,195,8435,5484,16370,17055,89,1107.0,17894,247,2155,15333,911,346,2,2,6915,6917,4087,663.0,37462,229320,17118,18545,21719,21198,21120,20398,19941,31,3139,661,102
Yavatmal,54169,42606,47022,39718,43221,38986,1915,898,702,196,21724,13006,32478,33376,763,2138.0,35112,558,5907,33327,902,1154,593,122,14184,14306,7440,1833.0,20510,62197,33597,46191,50605,50010,50395,50433,52118,1460,4276,2671,167
