Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2223634,1338318,1729226,1747010,1646327,1638960,40877,62338,46758,15580,908341,336312,1704355,1766693,102389,150555.0,1776559,25002,264815,1468654,921,146672,73741,17058,530603,547661,304849,101770.0,2753535,19196781,1563845,1972611,2003824,1951892,1958179,1937465,1907412,19726,293345,256680,11252
Ahmednagar,87947,67222,76148,73560,68330,72293,1463,1904,1627,277,22328,9463,77726,79630,2537,6405.0,86098,1031,6124,72436,909,3445,2390,139,25885,26024,23251,4226.0,187732,779353,57621,87496,86388,83257,83788,83012,80456,10281,6048,8158,540
Akola,33142,25152,35914,28433,24768,52680,957,688,514,174,31093,6498,41716,42404,6934,2301.0,42834,758,6768,39073,938,1868,899,603,9958,10561,5205,1099.0,28040,222131,38477,44823,30050,29246,29171,28046,27473,67,7853,3861,677
Amravati,48386,37979,44404,43489,24673,53973,1886,2874,1558,1316,27899,8025,45431,48305,4064,6032.0,47351,839,6232,40980,954,1941,969,872,16873,17745,6648,2475.0,27927,250380,46591,51652,47126,45198,44472,44411,44220,179,10758,7725,782
Aurangabad,91898,62380,66828,69296,71729,41993,1104,939,730,209,24548,14340,43019,43958,398,1475.0,41901,447,5183,42105,860,4618,2130,113,15885,15998,9089,4911.0,56729,970031,40097,72294,73598,70656,68469,66077,64861,221,4602,5763,87
Bhandara,19512,16826,18406,18523,12111,22217,221,143,80,63,16756,1251,19338,19481,4073,1124.0,19191,453,3780,18652,942,762,544,1271,5252,6523,2697,169.0,24114,257733,14309,19153,18797,18452,18555,18098,17703,1318,10873,7029,330
Bid,52586,34352,44587,43484,42895,45392,1461,669,627,42,22689,10605,44359,45028,1484,25.0,44540,347,2945,39016,916,884,826,24,9718,9742,10821,3140.0,111867,295904,45044,52449,54357,54167,53378,50014,50919,0,11414,3993,45
Brihan Mumbai,209130,36714,61308,187030,146012,30480,2054,1315,1035,280,86138,34,169526,170841,14981,30554.0,170841,2608,42954,61799,928,30117,30117,729,22502,23231,19109,26195.0,228187,5879392,161306,189833,201088,194603,209247,192563,192568,7,71329,62825,440
Buldana,53160,41682,48263,45712,37240,43601,1795,2135,1893,242,21879,16157,44615,46750,1175,1353.0,47851,775,4121,41178,962,2144,718,304,14088,14392,6483,1140.0,23957,424873,39400,49074,54671,53530,54065,54573,53030,0,6602,3742,432
Chandrapur,40640,31365,38566,33650,24333,28204,642,712,465,247,20833,11257,31139,31851,1944,4241.0,32188,637,6574,28704,942,1186,602,966,14595,15561,6752,955.0,30465,221380,23470,32522,35102,34854,34933,34888,34029,537,1352,5458,408
Dhule,56738,33109,35380,37259,37006,33095,961,4498,3966,532,24917,18195,41628,46126,13,741.0,45790,532,17038,43066,876,622,400,430,12292,12722,6559,263.0,69162,197613,28495,44373,45517,42601,40540,38474,38391,0,995,2311,74
Gadchiroli,23522,17962,24330,17975,24355,41541,589,3123,2592,531,14163,7094,14458,17581,1447,30.0,18757,583,4048,18123,930,791,312,2903,3034,5937,1701,90.0,14179,188265,12525,18466,17728,17852,18221,17828,17924,868,6978,2750,66
Gondiya,21128,17696,21809,17653,14939,26763,393,104,74,30,17070,6872,19522,19626,2161,1179.0,19528,406,4352,17182,968,813,510,2128,7412,9540,3325,293.0,9806,273406,18308,20190,22367,20949,21148,20797,20661,548,6539,4541,362
Hingoli,23002,15657,20712,17322,16548,19227,0,556,443,113,11633,7547,15890,16446,508,476.0,16233,246,1338,15696,924,891,283,22,7935,7957,2105,333.0,13980,273598,15411,23370,21328,20584,20025,19825,19446,42,3528,3448,126
Jalgaon,87545,48683,71443,70314,60060,53687,2336,4345,4017,328,27118,17963,67254,71599,2273,4534.0,66960,1092,6793,68996,883,2809,766,211,22238,22449,12151,3056.0,103065,352088,45620,58861,76317,74964,74970,75572,75537,0,5277,3079,727
Jalna,52060,36258,42765,40426,43356,42066,691,1147,969,178,19654,13324,33861,35008,367,2073.0,35029,471,3751,34627,918,933,406,11,8629,8640,6305,1501.0,12383,98897,35493,44953,45491,43508,43015,42434,42376,199,5436,2134,143
Kolhapur,65265,47892,65277,56366,54519,50559,709,98,56,42,26204,3392,61067,61165,3119,9035.0,59847,612,10004,60394,890,3076,2267,771,22384,23155,19576,5560.0,310510,535621,59522,64002,64734,64096,65952,65428,65379,0,5348,9599,325
