Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,953011,634431,747405,169964,759763,531849,11023,29522,11905,17617,183567,107356,703850,733372,22822,35865,731400,9025,49974,701334,921,19768,5536,1352,79150,80502,148980,2726.0,1002479,8757180,544051,788235,1145,711,921,10443,783410,11224,85361,143816,5150
Bokaro,53004,34509,40457,10225,38651,24845,580,1273,641,632,21463,18694,41403,42676,1051,1934,42581,181,2073,39479,897,1743,358,86,6660,6746,3374,901.0,45515,398394,32685,44573,0,0,0,0,45281,639,1098,5276,216
Chatra,30789,15222,23905,5423,26433,11206,45,1120,571,549,182,182,21915,23035,26,0,22890,189,930,22343,921,146,57,23,3095,3118,4771,,29024,118781,14846,22936,27,4,4,193,23869,498,0,2074,135
Deoghar,38707,28023,29283,5924,32639,14327,116,1013,538,475,8509,4818,35679,36692,1012,3563,36463,398,1959,35171,873,398,400,42,6257,6299,7923,136.0,35797,292557,25583,38563,0,0,0,0,38094,5,124,4937,137
Dhanbad,70611,35327,60191,12906,48205,9900,68,1287,555,732,36096,28162,53378,54665,1820,5362,55315,384,1600,51907,890,114,30,48,5694,5742,3022,33.0,30933,234524,44249,68177,134,57,62,147,64687,246,1894,1134,118
Dumka,38321,32225,34586,6337,32319,23141,198,787,328,459,2989,2375,25864,26651,137,616,26463,437,2074,26077,942,1993,100,22,2829,2851,6459,124.0,30438,416723,19529,30279,0,0,0,0,33516,1062,531,10678,403
Garhwa,44648,24325,32430,9488,47317,21471,440,644,169,475,1680,1680,33835,34479,293,0,33671,592,2158,31316,941,156,175,18,4780,4798,3376,0.0,24390,298509,18126,30806,199,86,279,2728,30495,21,1156,6072,113
Giridih,68808,43932,52363,14044,63865,23984,418,5237,2432,2805,18168,2408,49169,54406,471,4970,54049,347,2716,52052,886,225,106,49,6276,6325,8844,0.0,50652,429215,28493,57983,0,0,0,0,54462,233,532,11428,137
Godda,39097,31325,30912,7733,34912,21675,187,393,238,155,428,327,31295,31688,562,29,31471,457,2386,30681,934,324,304,161,4399,4560,8673,0.0,34086,483089,21264,32819,26,44,93,191,32773,1017,4182,618,82
Gumla,29820,19929,19138,1123,22657,29901,1481,2014,393,1621,1000,735,18163,20177,814,264,19986,417,3966,19216,951,2170,471,168,1359,1527,6618,26.0,39087,519883,16825,21300,0,0,0,0,25217,568,989,4906,257
