Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Chikmagalur,21902,14882,20918,17324,7817,9941,607,119,62,57,11094,4093,15161,15280,4424,2559,16752,199,1259,13417,933,343,418,19,5030,5049,3042,603,26048,367083,15737,18112,17436,17429,17733,16558,23862,11,4350,2327,39
Chitradurga,36665,24275,42611,32451,27759,26823,1032,654,333,321,16492,9130,21401,22055,2112,2932,25852,528,3168,24442,939,666,319,37,7905,7942,3782,621,67343,482390,19259,31384,29933,29446,29750,28507,24952,384,6839,1484,85
Dakshina Kannada,40930,24834,33936,24559,27917,25093,1058,22,20,2,10304,1509,24944,24966,2815,3320,26881,351,4082,20139,903,860,822,30,5164,5194,3002,1801,40023,563694,24960,28157,29286,28427,27887,26474,26186,13,22818,32036,95
Davanagere,52084,30256,61907,38120,177747,31104,6917,1368,1117,251,23130,6474,25650,27018,4143,932,28832,621,5093,26727,909,867,676,40,9635,9675,4323,398,57906,387095,30853,36497,35311,34548,33927,32694,34150,11,11700,17289,71
Dharwad,63413,37053,82609,47135,27995,44350,4418,271,228,43,19299,6150,30485,30756,2783,4194,33577,1607,5894,25253,943,1722,216,395,10485,10880,8034,864,26502,398092,42862,53877,41030,40301,41340,38371,45867,1013,16656,24972,264
Gadag,23989,17537,24850,24049,2120,16232,646,506,349,157,14568,5369,18494,19000,448,381,18822,438,1204,18138,926,289,93,37,6387,6424,3845,424,26286,186745,17253,22168,22242,21881,22065,21534,19988,2,6056,753,52
Gulbarga,72665,47791,57354,69363,48357,32783,1605,2071,1205,866,31276,21288,45501,47572,654,3925,52279,813,4086,46939,938,817,355,20,16267,16287,4169,1604,12491,102661,52364,71032,63013,60510,63570,60252,67716,31,3490,1858,177
Hassan,31059,23942,36260,28400,17529,26454,1452,98,23,75,18978,6441,24613,24711,3328,2828,24761,84,2550,21935,956,928,394,183,8588,8771,4163,573,47396,435029,25532,28538,28469,27928,28006,27877,29410,25,15140,12110,107
Haveri,42038,31860,52034,38877,8403,24231,847,393,283,110,21269,9429,25097,25490,1391,1291,26839,748,2517,25361,917,827,235,61,8714,8775,4824,456,38775,239840,30118,35437,34337,32809,32579,30985,32152,27,8409,10998,150
Kodagu,9557,7933,6818,7309,5439,8669,412,75,49,26,5685,3567,6270,6345,1134,197,7233,89,595,6823,963,238,91,81,2181,2262,1443,71,6871,122050,6585,8253,7902,7669,7644,7418,8191,2,4237,7613,22
Kolar,29108,21145,33468,32390,11521,23484,1403,466,304,162,16934,4190,21857,22323,2577,2320,22536,290,1912,22353,950,443,434,58,7890,7948,5700,288,24993,247270,22171,25821,30561,29445,29466,27082,10560,102,5192,3633,63
Koppal,39506,31307,36175,33745,10178,31421,1402,2533,786,1747,22265,5312,24380,26913,1442,1076,26765,721,2994,24515,940,563,131,15,9503,9518,2493,347,36386,300504,30710,34069,31926,31385,31970,29460,26968,931,1697,9178,193
Mandya,27374,21018,49356,32949,4389,24374,1854,59,29,30,14254,414,21853,21912,1651,2937,21789,216,1992,17375,951,980,792,37,9878,9915,5520,955,25533,236918,21711,25257,29043,28662,29019,27183,27220,14,8968,8388,93
Mysore,87910,59757,72850,54453,80566,32657,1665,253,203,50,23420,15652,26219,26472,1977,2697,41781,1033,8722,31066,966,1607,480,103,13601,13704,6990,468,65043,332770,39616,48768,45553,44981,45641,43643,74076,63,19990,9416,40
Raichur,60469,33237,41797,48250,28711,13332,652,2517,1276,1241,24857,10608,28135,30652,1323,1161,37618,1153,3986,37767,942,530,452,31,10072,10103,5657,762,23079,134601,41684,49133,46908,45438,45886,43347,62343,16,4661,2207,235
Ramanagar,23881,15173,24446,20480,13135,13361,691,208,155,53,6207,4594,10888,11096,874,1217,11159,77,1104,10680,951,360,153,8,5496,5504,3901,253,33060,342587,13517,17015,19778,19487,20261,19722,21937,1,2442,868,29
Shimoga,29078,24003,28289,29638,14383,25353,847,67,44,23,21739,2193,29618,29685,5699,3078,29706,148,1566,28071,967,874,418,22,9574,9596,6269,776,71838,461369,26552,31607,30122,30258,31150,29539,29437,193,9446,9718,81
Tumkur,61999,43085,71355,50020,18827,30167,1858,523,238,285,19205,7410,31509,32032,4284,7430,36938,370,3251,34617,911,923,368,162,10983,11145,8233,871,48218,533006,31065,43420,45935,44796,45672,44016,50030,9,11074,2296,110
Udupi,48182,22111,28253,16856,215793,14132,645,53,21,32,4674,708,15225,15278,1853,4125,16460,141,2341,14067,941,632,81,9,3616,3625,1555,810,45340,481842,17447,18548,18696,17819,17390,16085,15124,47,28956,12966,31
Uttara Kannada,24393,19270,34588,22071,19494,15238,1287,246,158,88,12965,6431,20762,21008,2354,2310,23174,202,2506,21105,974,1648,720,159,5999,6158,2433,583,39518,396193,23395,24686,27869,23037,22917,21388,21378,50,9792,6622,134
Yadgir,49304,26634,34859,39144,25019,25665,1138,1428,587,841,17155,14333,17750,19178,142,35,25299,454,2511,22763,943,298,61,98,6771,6869,3039,23,13776,155221,28325,34639,35355,34399,34081,32110,31635,400,370,2620,140
