Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2180670,1559211,1825859,648685,1823041,1730169,48860,16266,5739,10527,953344,299815,1742226,1758492,161836,188963,1753959,16639,205582,1612614,940,60109,42947,11592,409917,421509,373342,46717.0,3151899,22045706,1588834,1962112,1294,862,861,1866238,1857101,5124,303680,458915,17265
Ahmadnagar,85789,75488,81803,33464,77507,68302,1963,115,76,39,32720,12121,75681,75796,2953,9386,75919,446,5834,76381,902,5128,1830,62,19757,19819,27529,1262.0,219372,1052351,59342,78612,93,90,63,76735,76735,1,4433,7141,737
Akola,33056,26523,32250,11394,33056,33056,1145,164,140,24,25398,377,35306,35470,10107,2185,35045,670,5212,32740,911,628,1000,249,5961,6210,8013,523.0,41486,159192,35045,36079,0,0,0,30627,30439,2,7472,5212,939
Amravati,46886,37298,39499,17672,32899,43043,1030,1853,655,1198,27163,5524,40744,42597,4834,7269,42237,778,10210,39513,947,1676,655,602,10412,11014,5341,889.0,34318,291621,35854,53944,0,0,0,43260,42879,0,11007,22427,678
Aurangabad,84940,77308,80676,30974,82092,64690,2033,157,111,46,36300,14935,79105,79262,4708,6168,79140,501,8827,79065,981,1181,942,50,17466,17516,15129,2994.0,91381,768486,79045,79423,0,0,0,77648,77559,13,2291,22199,390
Bhandara,17535,16213,17383,4703,16783,18644,404,38,15,23,14196,452,17678,17716,4703,2424,17623,259,3923,17536,948,895,396,1219,4775,5994,4800,6.0,26359,174980,14933,17634,0,0,0,15996,15956,10,11000,7606,316
Bid,48621,39401,43009,18306,41627,42011,1185,65,24,41,34948,17873,47310,47375,8157,3433,47347,198,4019,45957,936,936,3961,27,11192,11219,17364,,115780,516697,45656,50304,0,0,0,44967,44464,0,8292,16891,363
Brihan Mumbai,283307,99719,186532,64084,188352,73752,2941,26,1,25,73820,10679,152223,152249,23823,25588,153958,1989,21147,120462,944,10500,4154,914,20750,21664,23483,24103.0,320610,5978295,170898,178938,0,0,0,187013,185649,94,73047,49547,1796
Buldana,50137,40145,39508,14857,36432,37945,1334,295,261,34,19607,5840,33468,33763,1453,2920,33729,245,2627,30700,943,682,330,64,9432,9496,5622,59.0,46903,282316,33488,47505,0,0,0,46520,46329,6,5550,6490,394
Chandrapur,32558,27416,34600,9628,27843,34575,1150,160,62,98,22475,602,28035,28195,4147,2823,27804,471,6532,23037,932,997,1078,1008,9538,10546,10957,118.0,44038,276430,23164,28375,0,0,0,30436,29989,100,11445,17009,560
Dhule,47011,38794,40310,20952,45462,34765,1647,320,263,57,26797,15767,39698,40018,671,450,39923,134,4876,39649,965,295,679,125,7080,7205,7584,515.0,78250,262383,39448,43199,0,0,0,41447,41447,1,938,2459,467
Gadchiroli,20397,17426,18189,5971,19216,20205,583,1064,794,270,16235,8158,16911,17975,1974,207,17738,386,4587,17479,937,926,256,2736,3466,6202,3039,30.0,21870,243699,16204,17558,0,0,0,16256,16225,132,4117,6672,494
Gondiya,20451,18274,18579,6451,14857,26133,277,35,22,13,16009,4962,17866,17901,3409,1112,17723,287,3269,14027,932,782,311,1463,7183,8646,3049,8.0,21766,178119,16459,19531,0,0,0,17987,17809,6,8721,8539,395
Hingoli,22764,18713,20139,8693,18870,18967,427,118,30,88,14022,8216,18427,18545,1425,867,18502,189,1748,18115,925,414,101,23,5822,5845,4679,118.0,24553,352135,14685,20768,0,0,0,20874,20788,4,2625,21870,189
Jalgaon,77919,64650,66094,29502,75171,65362,1267,192,159,33,32724,17768,69046,69238,2359,3487,68870,482,3308,67863,910,528,623,40,18993,19033,12252,579.0,122873,329987,56533,76306,0,0,0,71163,70604,0,3511,6145,665
Jalna,44035,35903,40322,10531,36325,40157,500,40,9,31,18156,11650,31349,31389,549,3575,31153,331,2768,30302,938,665,284,128,7980,8108,8294,505.0,16754,83330,32179,42699,0,0,0,37577,37542,177,3054,6653,150
Kolhapur,64971,54001,57632,20070,65350,64877,1516,12,6,6,22048,2722,47228,47240,4687,11403,47042,256,4338,46150,897,621,1857,315,18396,18711,22049,2038.0,323396,614471,56578,62576,0,0,0,60392,60368,15,18305,20261,452
Latur,48697,37281,39094,19655,40681,44618,3370,70,52,18,30914,7048,42758,42828,4838,1057,42706,292,2716,41258,949,556,325,31,11613,11644,11846,36.0,66220,428098,43314,52408,0,0,0,40933,40034,2,2995,8110,107
Nagpur,87801,55408,77642,12442,80301,56548,1465,35,23,12,39932,3850,69789,69824,13351,7010,69361,913,10342,53358,967,1561,1308,249,12717,12966,10742,380.0,44371,416258,59194,68512,0,0,0,63219,67992,0,13386,15438,276
Nanded,69250,59475,62643,29877,62757,54059,3623,138,68,70,42558,13676,64868,65006,1679,2438,64745,539,4282,61042,997,315,192,30,19097,19127,11572,183.0,78734,440935,63736,63884,0,0,0,60886,60296,0,6832,9927,574
Nandurbar,36075,20797,26214,14999,25028,37191,1039,5633,1833,3800,24603,16667,24933,30566,1168,39,30302,506,5543,29247,910,560,120,497,5184,5681,5825,0.0,46987,257280,26492,33641,0,0,0,30533,29484,0,2556,2221,740
Nashik,123110,82099,99714,36506,93494,133430,2310,2152,425,1727,57946,22859,94365,96517,5818,9090,96095,1238,11890,86944,927,3401,2028,990,21430,22420,15079,2698.0,116933,588544,77081,126716,0,0,0,110201,107977,10,14029,22306,1148
Osmanabad,30008,24953,29702,13579,28374,28958,532,64,33,31,18292,547,24747,24811,2209,2375,24746,307,1972,23773,916,1809,474,9,5656,5665,7013,0.0,42484,267154,24985,30223,0,0,0,26527,26392,10,5422,26823,207
Palghar,61127,36514,54401,18157,52237,53166,1682,557,197,360,33195,10336,53112,53669,2736,4817,53359,450,10487,52546,948,1123,675,184,9967,10151,7423,908.0,65600,511773,50077,59507,0,0,0,58257,57421,0,4552,9794,475
Parbhani,36179,29999,28789,11173,34504,29866,640,1,0,1,19830,10744,35345,35346,3922,0,35366,120,1478,35265,913,717,704,26,6899,6925,7220,0.0,34024,408276,26353,39878,0,0,0,33125,33115,0,7531,12531,286
Pune,194257,148682,137408,52167,139211,168274,4091,62,7,55,67974,20833,144452,144514,16070,19095,143623,1400,20102,127105,929,8852,9016,240,41217,41457,26881,3075.0,211609,1495779,123923,163184,145,131,93,151156,151938,2590,18660,23832,537
Raigarh,41011,27187,33435,9224,34644,37935,386,570,271,299,13658,3519,34120,34690,2569,5913,34677,409,4702,34463,929,700,883,1,5919,5920,6060,317.0,46791,227121,31603,33351,0,0,0,39584,39565,0,4711,5860,299
Ratnagiri,18751,14975,19265,3062,14448,19971,361,16,7,9,7257,515,17544,17560,1477,3817,17467,187,2097,16355,923,451,840,23,4745,4768,6482,280.0,93459,658523,14520,18080,0,0,0,16851,16658,1,2303,9815,125
Sangli,51511,41372,47610,11054,49037,49142,894,2,1,1,19243,194,47660,47662,4093,8065,47418,255,3658,47396,919,429,1541,14,11632,11646,14068,0.0,142281,682355,42228,48513,0,0,0,47376,47374,3,7556,15885,642
Satara,47089,37978,46619,9864,44103,41646,1941,5,2,3,17729,6,44824,44829,2850,11992,44732,460,5589,42891,927,1120,1404,44,16709,16753,15588,759.0,182362,1367125,44627,48062,0,0,0,44101,45582,0,4217,12655,321
Sindhudurg,8435,7218,8516,1657,7005,8941,103,9,7,2,5128,140,7782,7791,1737,1117,7810,67,1486,7338,957,284,877,46,2216,2262,3235,23.0,44501,431244,8529,8800,0,0,0,7479,7479,6,3058,5851,45
Solapur,87942,61086,70606,25789,69360,60182,695,71,45,26,32302,9252,74262,74333,4157,12827,74094,569,4903,70171,969,2057,1503,13,20760,20773,16037,441.0,147768,345213,56236,78321,247,46,196,78295,77564,19,9033,12075,872
Thane,168743,112464,146725,45946,159017,144346,3429,2145,93,2052,47156,20305,134759,136904,9888,8012,136853,909,14292,111278,949,6838,2264,42,12620,12662,13917,3152.0,115921,1087093,91479,153681,809,595,509,157206,152238,1903,14482,23020,803
Wardha,19045,16315,17164,5280,16849,18231,546,20,12,8,6412,552,17294,17314,835,4606,17317,92,2554,14722,949,1029,266,101,6466,6567,5644,475.0,50946,566782,16569,17602,0,0,0,18073,18073,6,3799,9835,249
Washim,20138,16919,17366,5918,16347,19987,205,29,15,14,9840,5587,16188,16217,150,1193,16300,112,1748,16088,953,970,0,7,4547,4554,3280,81.0,44107,225324,15274,17406,0,0,0,18896,18584,0,1350,2877,162
Yavatmal,51124,41217,46421,15084,43802,37194,2146,33,20,13,26757,15539,43349,43382,2330,2203,43235,192,2516,42398,971,483,70,20,12320,12340,6246,162.0,27092,76337,43103,46892,0,0,0,44642,44553,13,1400,2939,412
