Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,1127674,857847,1147320,1120987,1073855,1137142,41163,3767,1430,2337,562164,68707,909223,912990,113351,134260,913447,10115,96435,861440,948,39455,14849,922,295520,296442,146243,29947,1783762,14897165,849023,1057838,6907,5339,5308,936597,933183,7289,515232,509179,7908
Bagalkote,41959,30762,38791,44336,22835,42737,1456,61,41,20,16947,758,42246,42307,1135,10653,43134,268,5219,39389,946,380,47,4,10315,10319,5745,20,115008,570164,26951,44212,155,174,265,36304,39392,79,26109,25906,140
Bangalore Rural,15904,13038,16233,14953,15934,17728,390,6,2,4,4931,199,8709,8715,1198,2299,8653,73,852,8639,953,1617,637,53,4105,4158,2742,494,36984,408408,8598,9140,8,14,1,12944,12814,23,12850,33133,30
Bangalore Urban,168112,105521,223881,155613,232440,109677,4002,2,2,0,55880,3418,111952,111954,16431,14694,110140,1283,8418,105550,939,5113,2965,251,46539,46790,20310,11616,292909,2478662,114435,132521,1179,895,723,121735,123531,90,58266,73657,913
Belgaum,100119,78024,102432,100542,107679,155862,5092,172,129,43,40392,2258,76906,77078,5949,13650,78074,845,13360,72824,939,2874,680,79,24972,25051,13464,2172,54273,401863,76127,99826,911,858,969,81269,78466,90,37221,92561,440
Bellary,59533,51567,59815,61342,51628,75451,4058,374,119,255,34272,3944,45818,46192,7032,5602,45636,799,3049,42458,925,1086,556,19,17134,17153,8974,567,87251,565832,37485,59392,153,89,69,49769,48077,638,12894,7344,324
Bidar,35030,25980,36304,35838,37463,44152,2019,133,62,71,25081,5893,32595,32728,2708,2588,32619,172,2413,31418,939,935,210,51,6579,6630,2843,199,38336,335317,29023,34295,98,45,21,29522,29505,48,8042,3270,250
Bijapur,55967,38809,61255,59555,44411,37285,1566,79,45,34,25152,3072,46985,47064,1485,3765,47883,292,3178,45076,968,726,85,5,9773,9778,5727,71,75457,579780,43537,62205,445,336,275,42508,41654,24,24131,16712,403
Chamrajnagar,14259,11864,12581,14168,10294,11871,149,18,4,14,7884,737,9339,9357,1807,820,9765,91,1325,8799,966,372,202,2,4565,4567,1864,81,36695,437956,9866,9962,585,341,480,12259,11008,175,4459,5917,38
Chikkaballapur,19664,17212,18488,20405,19821,15509,1004,65,23,42,12076,132,15347,15412,3281,2207,15421,114,2024,15178,947,773,392,35,6824,6859,4170,238,52093,503376,14614,15374,0,0,0,17523,17628,706,7119,4467,88
Chikmagalur,14684,11906,14018,15053,11706,16134,101,22,3,19,9321,336,13508,13530,3556,3228,13499,62,1311,13128,944,977,150,6,4707,4713,2041,470,31699,415160,13263,13623,1,0,0,12943,12599,2,11471,4256,68
Chitradurga,28467,22643,27586,28212,22480,38748,1382,90,35,55,16050,4167,21942,22032,5082,4121,21978,237,2902,21792,948,1494,823,15,6708,6723,5975,411,87339,698992,20375,22756,75,20,39,24264,24571,331,9967,1494,198
Dakshina Kannada,31276,22888,26683,21608,33232,22547,235,9,6,3,7937,20,27383,27392,2933,5933,27335,206,3213,24145,945,1535,502,23,3128,3151,2000,514,40857,493795,26065,27670,0,0,0,27238,26949,53,40345,32553,235
Davanagere,34460,26309,36817,35730,31485,30704,763,22,16,6,22895,3880,31630,31652,5546,1945,32102,345,4299,28855,964,2117,1898,27,14962,14989,3555,1606,73182,463252,31249,35561,851,468,497,32275,31676,183,13246,5417,211
Dharwad,36275,29001,36849,37824,34898,48798,1864,10,8,2,22349,903,37331,37341,4543,7031,36617,876,5054,34329,942,1703,207,60,9963,10023,7448,594,35452,278209,34815,38282,0,0,14,32994,34742,12,24587,45777,569
Gadag,21489,17660,21719,21148,19006,25909,1063,69,53,16,13080,203,17860,17929,2159,2261,17726,227,743,17487,938,603,48,3,4576,4579,3388,645,42475,316591,12982,16930,0,0,0,16607,16904,1394,5884,2053,251
Gulbarga,64017,41462,52719,71720,42781,35256,2879,562,286,276,33331,15905,48640,49202,3022,2029,48505,593,4091,44432,977,1225,535,15,15560,15575,3566,1137,18536,178488,44571,69815,334,239,208,58412,57283,55,5057,6852,580
Hassan,23710,19342,23947,24124,22623,20940,159,57,9,48,15590,524,21972,22029,4159,3914,21882,140,2136,20415,956,889,238,36,7748,7784,4407,690,46811,481883,19848,21152,0,0,4,21794,21552,98,14832,15516,289
Haveri,31828,28590,33254,32306,15533,29356,896,38,21,17,17472,933,23214,23252,2803,2996,23064,269,1892,21848,928,1392,503,2,6552,6554,2094,350,60404,395368,22374,28466,77,60,73,26940,27213,330,8511,6153,173
Kodagu,8231,6281,7525,7637,8414,7794,157,46,17,29,6188,123,7081,7127,1919,350,7093,68,797,6875,973,417,66,27,2198,2225,1039,76,30162,386396,6994,7499,0,0,0,6295,6375,137,3674,9780,47
Kolar,23946,19856,17004,23619,25384,33384,926,54,26,28,14427,610,21086,21140,3148,4199,21006,216,2934,20002,951,971,333,15,6660,6675,7907,147,48466,316747,19958,20720,24,3,2,21090,21167,8,10746,6168,177
Koppal,32135,28359,28196,30567,18240,48870,2058,610,94,516,22387,1698,25122,25732,2946,1055,25460,406,3976,23439,979,765,301,8,9989,9997,2800,57,33363,336201,28382,34843,350,320,345,25851,25916,1691,5442,9161,89
Mandya,23852,19407,20708,27105,21393,30320,514,12,3,9,10843,189,18349,18361,2888,3524,18270,144,1676,17301,914,1571,516,22,7623,7645,6806,438,45804,314018,17746,18897,1,2,0,19973,21179,4,12883,21386,247
Mysore,40529,34485,41619,42029,37934,51349,1679,4,4,0,25734,236,41374,41378,4264,9707,40668,711,3197,40517,938,2467,824,20,13122,13142,4599,2278,86145,596567,38855,42701,13,12,14,38328,37595,4,63461,14889,585
Raichur,51724,36640,42360,47813,43950,29709,1866,569,173,396,26674,3126,38944,39513,2205,2641,39226,701,4748,37254,957,543,215,12,10511,10523,1694,212,6596,152824,31983,49312,149,141,170,39137,39671,150,6676,8917,433
Ramanagar,13840,11676,13758,13518,13673,10375,187,26,26,0,4043,3,8568,8594,1213,1748,8585,12,641,8585,960,306,132,0,3700,3700,2269,116,24696,322880,8514,11971,0,0,0,12188,12247,0,4068,1416,75
Shimoga,25541,21371,24663,26902,24471,31260,934,20,8,12,19065,5023,27360,27380,7407,3780,27187,324,3006,27098,959,1909,545,14,8936,8950,4265,1294,71601,512436,24525,25612,8,6,4,23110,23110,260,17292,18225,448
Tumkur,36675,28981,33004,38808,32840,50022,1593,91,21,70,17441,115,32042,32133,7024,10101,32145,195,2646,29551,933,1165,473,28,10898,10926,7682,547,74126,677544,29799,33622,0,0,0,34954,33514,67,14506,8131,266
Udupi,15999,14883,15120,13649,15972,15035,306,15,7,8,3850,205,13129,13144,2045,3716,14259,43,1542,12957,929,1094,80,27,4447,4474,2327,2113,58528,541290,13872,14478,82,62,72,13577,12291,7,36707,14578,49
Uttara Kannada,21327,17423,21329,20792,22007,21068,901,37,23,14,11755,554,21898,21935,2942,3343,21619,184,2609,20849,976,1863,583,32,6023,6055,2497,685,45616,444402,19830,21863,2,1,3,19505,19292,84,9674,10572,109
Yadgir,37122,25907,38662,34071,33328,29292,964,494,164,330,19117,9543,20893,21387,521,360,23896,219,3184,21250,959,573,103,31,6703,6734,2045,109,32898,292764,22387,35138,1406,1253,1060,25289,25262,546,5112,2918,183
