Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,940941,550682,750214,149116,875573,465065,6906,34020,12077,21943,191189,118607,703963,737983,19788,36400.0,732000,9106,49635,678134,921,18323,4286,1482,94848,96330,136461,12766.0,784102,5760422,457060,781844,2471,1019,1679,96441,653490,9219,61451,122315,4480
Bokaro,56498,34675,44859,10891,34676,16227,226,1840,701,1139,27330,23189,46114,47954,368,1201.0,47871,198,2287,44961,902,1677,227,106,7704,7810,3424,1285.0,35114,194900,28153,50441,38,24,41,10826,39326,712,387,7819,245
Chatra,31254,13370,27048,4881,35668,8304,90,1454,542,912,92,92,22042,23496,12,0.0,23134,260,1254,22683,896,226,142,60,3714,3774,5229,0.0,18188,132536,13173,23133,349,278,361,3325,16133,336,15,2783,151
Deoghar,42212,26728,31424,6010,31801,14756,106,1698,759,939,8136,4961,34861,36559,497,3175.0,36346,333,2007,35683,886,425,275,27,6663,6690,7303,204.0,24389,240849,24137,38167,10,0,9,3391,25583,123,172,4510,140
Dhanbad,70322,20853,60145,10047,38496,7084,38,1398,466,932,39669,24102,56041,57439,1938,7329.0,57182,358,958,30030,920,121,9,37,4228,4265,1440,4.0,33335,169003,25037,56116,26,17,25,3434,48499,117,1685,1411,33
Dumka,39745,30799,34107,6078,30989,22785,145,859,335,524,2866,2787,27499,28358,86,602.0,28078,459,2537,27731,950,1805,117,3,2953,2956,3933,59.0,21802,185703,16324,29806,0,0,7,0,19547,656,1094,7157,366
Garhwa,42334,20740,30754,7990,42191,14196,137,666,64,602,0,0,31069,31735,300,,31632,585,1668,31109,922,147,81,43,5385,5428,3305,0.0,14223,197480,15971,31582,125,104,66,3508,29684,29,707,5505,70
Giridih,61561,26913,45234,8862,55549,19375,267,5522,2386,3136,11630,3195,42409,47931,379,3659.0,47296,421,1597,43982,879,396,112,51,9679,9730,7436,1.0,32252,352411,23398,57235,94,17,31,8939,47939,171,364,12752,190
Godda,39251,30829,34182,7521,33504,31086,141,324,231,93,685,685,31837,32161,411,53.0,31856,504,1947,31054,950,284,145,87,3985,4072,7163,0.0,25842,287909,20229,33186,83,71,104,2625,31307,1429,1436,3282,127
Gumla,27737,15567,15873,705,8856,25309,443,1982,543,1439,1027,586,17355,19337,762,310.0,19074,378,3837,18652,940,1611,453,131,1665,1796,5883,69.0,35990,323253,13992,20273,0,0,0,3720,24444,237,910,4514,236
Hazaribagh,46556,32227,33933,9023,45396,23139,290,706,251,455,6673,6673,35417,36123,1974,1488.0,37208,331,5438,36793,852,435,124,36,6085,6121,6466,884.0,41815,511541,26383,42246,13,2,35,8037,30343,320,2121,4805,158
Jamtara,22406,14135,20630,3572,18552,9827,157,192,33,159,4263,4159,17354,17546,79,36.0,17487,251,1450,17180,905,371,9,5,1018,1023,3276,0.0,20445,144792,11353,20429,12,4,190,2242,18903,126,79,679,112
Khunti,14867,8214,10974,833,11700,8988,157,281,195,86,583,533,9970,10251,502,73.0,10155,150,898,10064,957,634,46,61,477,538,5440,378.0,17691,96020,7476,11257,18,12,14,2180,10799,72,502,11220,103
Kodarma,21380,11938,17514,4015,12406,16228,24,28,8,20,4453,2447,18481,18509,865,2135.0,18439,279,582,16724,818,306,369,18,3820,3838,3378,,20742,134154,13843,20996,28,29,88,886,15149,116,1263,308,38
Latehar,20142,11403,16928,4042,58871,18297,265,1063,200,863,254,128,16500,17563,94,0.0,17372,287,1223,16785,947,455,64,48,2133,2181,3744,0.0,17873,199240,7971,16945,116,60,148,1436,16037,14,46,2181,94
Lohardaga,17318,12563,15579,1750,16332,12930,886,86,54,32,584,361,11070,11156,297,119.0,11082,119,1537,11001,922,700,110,16,864,880,4087,0.0,32531,255210,7381,10938,13,8,13,3459,13296,862,370,363,88
Pakur,31967,14886,28632,6041,22903,9805,21,3409,817,2592,3964,3524,19137,22546,100,437.0,22331,266,1384,21626,948,185,36,38,2099,2137,5156,0.0,35636,177903,12994,24594,79,21,145,4086,16719,134,35,899,157
Palamu,56120,42370,47938,11056,41956,31212,1383,1651,1353,298,12267,4432,46028,47679,1261,3223.0,46507,675,1650,43353,984,225,104,78,12594,12672,7091,19.0,24213,136052,29283,47757,77,1,0,2836,33551,5,1834,2060,255
Pashchimi Singhbhum,45201,20218,34515,3243,51288,32039,222,4153,1129,3024,2225,1625,33239,37392,208,691.0,37853,752,3107,35304,939,1463,351,223,923,1146,10454,30.0,53348,278976,21017,37651,158,50,80,6230,32592,121,974,5736,535
Purbi Singhbhum,56205,35488,51310,7136,48881,32980,426,742,245,497,15969,5969,38605,39347,2616,7566.0,38725,721,4256,36647,933,1833,159,70,5372,5442,8217,219.0,33904,261166,33193,40020,1042,273,207,4033,45349,1264,7478,11097,427
Ramgarh,23354,15349,18898,1108,19631,10528,209,517,104,413,5245,4358,15732,16249,363,1004.0,16199,136,668,16043,944,252,133,9,2330,2339,2008,321.0,15832,204956,14161,20283,15,8,2,4491,13162,133,962,1142,132
Ranchi,89780,53667,62563,13103,155151,44290,884,1720,521,1199,28292,23111,66340,68060,5449,2304.0,66132,292,4345,63114,935,476,472,249,6078,6327,16513,9118.0,128545,538037,48696,80598,114,13,76,7065,69032,2076,36345,27344,284
Sahibganj,37006,23530,24508,12393,18284,16921,242,1803,755,1048,1249,374,30396,32199,1053,540.0,31748,712,2499,29968,911,526,392,8,2965,2973,4291,27.0,10923,152160,20509,31119,0,0,0,671,20128,119,2168,243,127
Saraikela,31914,24375,29824,6980,28580,27860,104,1362,188,1174,13045,714,24989,26351,66,439.0,26436,385,1564,25931,935,2236,272,50,1926,1976,5517,148.0,33317,291096,14959,25677,12,1,5,5283,22944,15,57,3297,323
Simdega,15811,9845,12842,1836,13912,10899,43,564,197,367,688,602,11478,12042,108,16.0,11857,254,942,11716,1015,1534,84,28,188,216,5707,0.0,56152,295075,7427,11395,49,26,32,3738,13024,32,447,1208,89
