Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,782667,263626,523757,611600,465821,204732,9453,136567,31462,105105,384520,349599,500177,636744,8646,26216.0,633340,9575,45877,588733,920,16327,4070,3815,110498,114313,90135,2573.0,666627,3470581,403908,747102,702399,726084,708823,667585,643745,6747,25580,45380,1620
Bokaro,52279,19472,36802,33595,9012,12416,1353,7101,2268,4833,11743,10672,30121,37222,37,885.0,37158,183,3848,35242,900,2277,64,1386,10165,11551,3235,888.0,22916,164180,25761,46423,45956,46950,46522,41955,41350,66,1257,1763,55
Chatra,23683,6162,17792,18064,14648,4457,86,4691,723,3968,13431,13178,13431,18122,7,,18099,309,738,17386,903,71,46,147,3514,3661,1986,,12183,81701,7731,21030,23298,23330,21782,18821,18005,29,0,429,2
Deoghar,31503,12835,20132,26613,30871,3067,85,4381,1593,2788,22928,22549,23441,27822,256,238.0,27914,503,2231,26759,896,600,323,35,6423,6458,2354,141.0,23839,144478,23928,40726,32455,34054,32964,28784,27964,42,252,163,15
Dhanbad,45222,13136,32749,37860,26533,3229,0,6839,2147,4692,8840,7588,30857,37696,835,4367.0,38025,117,1585,28012,861,819,157,83,6769,6852,1556,30.0,14814,66812,23896,46778,48329,48342,48116,47145,46655,244,18,196,17
Dumka,32847,14891,23378,27529,27477,10886,237,8397,2334,6063,16419,13878,17596,25993,19,792.0,25835,383,2721,24913,951,1352,203,72,3052,3124,4161,43.0,16524,82054,16604,31469,28814,30426,29841,28784,26997,994,987,1257,149
Garhwa,34525,6825,17622,28608,23678,14614,258,5376,628,4748,21946,20003,22859,28235,66,,28160,685,1492,26469,951,82,27,8,8296,8304,1269,,17639,65093,11226,30526,30857,31635,29874,25989,24633,0,8,1479,27
Giridih,52189,16406,33338,41136,33416,11809,83,15480,4194,11286,25103,24847,31184,46664,227,1982.0,47141,589,1480,39754,914,825,277,172,8689,8861,4188,112.0,24120,119608,22602,58902,54707,55966,54114,51458,49374,227,648,4828,33
Godda,34126,19236,27582,30120,29824,10530,420,2298,1180,1118,27164,23140,27592,29890,176,132.0,29452,603,1482,28148,1004,287,172,117,4165,4282,4965,0.0,21985,121530,18040,33421,31206,33363,32691,29578,28740,1903,928,818,18
Gumla,21105,5050,14553,18793,18519,16575,459,4464,519,3945,14411,14057,15194,19658,186,202.0,19379,454,2423,18739,979,1730,402,233,1395,1628,5248,161.0,36202,222608,12849,20078,19666,20473,19978,18611,18430,205,330,788,189
