Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,387785,227614,329258,207117,166560,185619,4262,15063,1217,13846,172166,85512,185440,200503,58029,11648.0,198433,4135,12930,174133,947,11825,5829,460.0,13828,14288,19819,534.0,347673,2653617,192407,213363,75.0,72.0,42.0,215849,208360,1650,122593,567652,526.0
Anantnag,27190,25582,26770,21106,12046,24124,191,8,5,3,15048,1782,15335,15343,5213,239.0,15087,403,984,15072,976,1515,0,10.0,718,728,923,0.0,23972,88570,16584,16773,0.0,0.0,0.0,16229,16157,210,10431,34445,56.0
Badgam,13114,12394,13093,12721,5274,6896,55,5,0,5,4839,671,4839,4844,1801,,4846,7,59,4434,968,260,0,32.0,333,365,564,,19685,139943,4949,5428,,,,13104,13101,0,5054,28294,16.0
Bandipora,7443,5782,5957,6125,5470,5280,139,175,52,123,3369,2962,3369,3544,335,,3484,64,44,3181,885,171,0,1.0,114,115,323,,7308,31544,3695,4130,0.0,0.0,0.0,6791,6794,17,1396,13574,1.0
Baramula,25459,19516,23558,20790,19619,24984,335,289,22,267,11756,6711,13065,13354,4226,1210.0,13163,293,321,10606,994,1096,0,2.0,362,364,941,5.0,24350,131726,13047,13586,12.0,8.0,4.0,18873,17432,12,9410,73439,111.0
Doda,9219,6200,5559,6942,7641,1017,23,2555,15,2540,4642,2987,4642,7197,875,,7133,103,153,6117,959,208,267,1.0,316,317,541,,12253,75160,6279,7350,0.0,0.0,0.0,6513,6511,0,1882,32374,6.0
Ganderbal,5689,5349,4813,4819,3807,1426,98,52,0,52,2106,817,2106,2158,395,,2139,14,49,1855,992,196,0,0.0,141,141,524,,12361,78612,2264,2591,2.0,2.0,7.0,5104,5087,5,1446,13680,3.0
Jammu,68363,23623,73804,19114,10958,24530,582,387,26,361,27969,17058,30944,31331,10852,2362.0,31025,751,3105,21025,908,2772,1837,26.0,2459,2485,1641,38.0,22951,394971,31534,32350,5.0,1.0,1.0,23134,23180,0,25197,54758,5.0
Kargil,2547,1273,1960,1838,2245,1903,98,141,76,65,2075,424,2075,2216,235,,2227,56,173,1920,918,223,5,0.0,57,57,801,,2985,19718,2026,2188,3.0,10.0,7.0,2602,1305,0,1044,9819,
Kathua,12011,8428,9824,10569,8459,11245,635,2288,0,2288,6095,1697,6255,8543,1872,151.0,8460,126,89,8444,852,1007,959,56.0,1193,1249,1008,,18140,214308,8156,10388,0.0,0.0,0.0,10811,10642,0,3373,8647,21.0
Kishtwar,4838,2135,2351,3999,4239,487,12,617,2,615,3766,2690,3766,4383,523,,4295,121,347,3826,942,268,13,,385,385,249,,3867,27747,3669,3854,48.0,51.0,21.0,3843,3868,119,971,13145,3.0
Kulgam,9841,8454,8652,8920,6716,7306,99,423,24,399,4568,3325,4568,4991,1159,,4935,60,51,4854,1087,206,0,0.0,110,110,474,,20708,88591,5014,5356,0.0,0.0,0.0,9459,9401,0,2217,7692,13.0
Kupwara,16162,12631,11344,10414,8970,5153,60,538,464,74,9939,6603,9939,10477,2113,,10321,178,113,9490,961,597,0,38.0,689,727,1176,,33561,133631,10136,12174,0.0,0.0,0.0,16779,14370,0,3640,66247,26.0
Leh Ladakh,2483,1543,1259,1605,1448,1068,21,43,2,41,1953,622,1953,1996,365,,1990,38,208,1642,895,147,10,3.0,48,51,469,,1388,7027,1832,1970,0.0,0.0,2.0,1958,1956,3,1706,7669,13.0
Poonch,12187,6765,8724,11709,9719,21080,313,1203,180,1023,9272,7118,9272,10475,1654,,10207,326,1964,9485,966,359,500,0.0,589,589,1409,,15775,134195,8926,10334,5.0,0.0,0.0,10388,10364,5,4606,11145,66.0
Pulwama,9094,8072,8121,8471,6837,6617,98,116,2,114,4374,2070,5029,5145,2250,640.0,5118,46,81,4231,1018,695,0,2.0,323,325,237,0.0,15544,106524,5876,5943,0.0,0.0,0.0,9412,9285,575,5258,24096,6.0
Rajouri,15450,10832,13519,13375,14057,5456,105,1256,116,1140,10288,3982,10825,12081,1090,393.0,12044,210,1177,10995,937,354,876,5.0,891,896,2291,16.0,32045,258642,10441,15347,0.0,0.0,0.0,12825,12810,3,3315,68773,23.0
Ramban,8052,4992,4964,5488,5476,5769,298,1151,67,1084,4218,3838,4218,5369,131,,5319,49,94,4549,900,372,90,0.0,274,274,618,,7579,56947,4602,6047,0.0,0.0,0.0,5910,5203,0,327,7896,
Reasi,12233,5340,7033,5815,8054,9881,135,1580,77,1503,3991,2515,3991,5571,52,,5638,70,206,5427,905,183,129,49.0,508,557,1278,,26024,195197,5710,5812,0.0,0.0,0.0,6164,5961,700,61,11944,
Samba,5210,2639,4202,4129,3219,3386,26,183,1,182,2068,1169,2068,2251,489,,2246,6,52,2181,884,164,486,3.0,411,414,737,,6253,132274,2638,2849,0.0,0.0,0.0,5286,5286,0,1637,19602,9.0
Shopian,4578,3298,3951,3943,2780,2160,131,135,29,106,1128,906,1128,1263,215,,1254,14,27,1251,959,104,0,2.0,47,49,216,,7882,34690,2225,2427,0.0,0.0,0.0,4124,4115,0,1329,11946,3.0
Srinagar,99800,44496,78930,15651,11477,10038,744,7,2,5,31889,10650,38331,38338,20900,6356.0,37855,1105,2992,33907,980,632,0,2.0,2540,2542,1404,314.0,17777,158833,34796,35449,0.0,0.0,0.0,15973,15338,1,36265,31005,131.0
Udhampur,16822,8270,10870,9574,8049,5813,64,1911,55,1856,6813,4915,7722,9633,1284,297.0,9647,95,641,9641,881,296,657,228.0,1320,1548,1995,161.0,15265,144767,8008,11017,0.0,0.0,0.0,10567,10194,0,2028,17462,14.0
