Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2051346,1758392,1943469,645162,1997614,1764448,79243,11225,4145,7080,910695,175720,1787203,1798428,185891,240401,1796217,14614,213241,1657146,942,53288,35819,8943,362799,371742,342842,53826,3183029,17059963,1669899,1921037,0,0,3,499,1902253,1540,324213,501377,16630
Ahmadnagar,81343,73269,79837,31736,81498,78655,3723,67,38,29,51066,5134,73474,73541,3795,7826,73144,589,5075,72897,916,2899,1359,64,19948,20012,32774,1289,206737,1124534,72650,78904,0,0,0,0,72918,5,4977,7449,738
Akola,32361,29809,30870,10379,33831,34774,2425,27,18,9,8846,0,32686,32713,10546,2805,32429,549,5893,30190,926,516,972,94,5122,5216,5456,107,40833,67347,28088,32427,0,0,0,0,29509,18,7225,2887,907
Amravati,45498,38537,38983,14607,43750,41234,2347,1217,629,588,14787,4270,39987,41204,5892,8320,41561,683,8547,39886,952,1794,774,217,8760,8977,6545,984,32418,196577,35953,52492,0,0,0,0,44980,0,12279,27337,487
Aurangabad,76900,68985,76900,29294,76900,65489,1550,33,17,16,32884,20407,71312,71345,5683,7881,71021,373,6932,71021,959,2347,1247,26,11046,11072,12128,4454,90976,643756,71021,71021,0,0,0,0,73062,0,6248,15449,995
Bhandara,16413,15352,17801,4232,16386,18537,789,20,9,11,4556,0,16483,16503,4786,2964,16454,225,3261,16380,942,644,392,738,4043,4781,3081,0,23451,185526,15370,16465,0,0,0,0,15807,10,10301,7204,239
Bid,46024,41603,43870,16865,45308,43256,2436,18,7,11,14828,1263,46178,46196,9336,2466,46023,369,4872,44742,947,1054,4203,41,12799,12840,13702,448,106275,312290,41070,46189,0,0,0,0,45051,0,10551,17014,367
Brihan Mumbai,191247,106164,159686,62358,160879,97385,4778,41,4,37,78886,8504,147822,147863,23136,24228,148692,1646,22229,120144,940,5292,3131,116,17659,17775,20039,19565,368930,3919138,162510,165359,0,0,0,0,181027,76,65737,57944,1835
Buldana,49066,43679,45737,15878,48335,39815,2818,193,157,36,24513,4018,41915,42108,2543,2355,41977,303,2818,38739,889,841,114,47,7401,7448,4986,129,44413,242237,42944,47494,0,0,0,0,46776,2,3636,10002,296
Chandrapur,32027,28725,34803,8739,34035,39758,805,72,63,9,8102,877,27418,27490,4075,4499,27244,492,5801,24525,945,2768,283,917,9689,10606,8966,252,47093,229986,24232,28949,0,0,3,23,32206,12,12181,16506,626
Dhule,43930,39062,38804,18101,43102,37848,2264,79,70,9,9314,956,38205,38284,3650,1269,38306,126,5435,37415,937,501,476,106,6990,7096,6561,159,81574,325512,31850,42310,0,0,0,0,39064,0,3504,3190,541
Gadchiroli,19184,17830,18024,5767,18394,17282,535,843,724,119,680,5,15651,16494,3078,199,16288,349,4347,15920,944,1194,254,2213,3131,5344,2268,7,23020,204420,15725,16959,0,0,0,0,17591,41,5280,8554,302
Gondiya,20021,18121,19090,6155,19080,18222,176,17,13,4,3833,48,17451,17468,3721,2029,17305,261,4024,16113,968,874,359,1170,6470,7640,2420,5,26705,196685,15301,17491,0,0,0,0,18714,2,3681,8732,257
Hingoli,23497,21140,22394,8466,22077,21851,1641,82,34,48,4396,0,16296,16378,1820,1085,16328,139,1944,13562,948,378,61,8,5067,5075,4576,224,23974,216404,14440,20065,0,0,0,0,22696,4,2865,24503,185
Jalgaon,84525,76097,78868,31755,82437,73864,2538,14,12,2,43346,11026,73059,73073,3100,5185,72787,375,4772,70710,917,1059,728,8,16273,16281,14428,1348,122593,268803,68891,75347,0,0,0,0,74323,9,3917,4241,349
Jalna,41587,37386,40542,10060,41158,42480,1333,28,8,20,20139,5523,35189,35217,770,3784,35197,322,4188,33865,919,910,330,12,6493,6505,8881,550,15021,57709,37481,42046,0,0,0,0,38436,157,3835,5647,129
Kolhapur,62104,55244,62104,18696,62104,51001,2546,14,6,8,38096,1068,56768,56782,5167,15010,56725,240,4757,55299,908,810,1752,151,17074,17225,18469,4096,303168,524167,53488,59550,0,0,0,0,60935,13,13957,16487,575
Latur,45755,39702,44187,21148,44592,43796,2243,13,9,4,15653,2655,41718,41731,4645,4571,41459,313,3177,40350,947,1206,217,36,10838,10874,11982,420,71404,318885,41048,43627,0,0,0,0,42083,0,3657,6147,101
Nagpur,81077,72567,76487,14939,77364,57926,2622,22,13,9,34214,455,70365,70387,14257,7246,71317,708,8290,64630,970,1329,873,384,10527,10911,8126,580,43452,242510,69472,69681,0,0,0,0,69674,0,12030,13108,1124
Nanded,66572,60101,63897,31027,64741,48394,1918,20,12,8,20574,1992,60876,60896,2795,7673,60769,284,4423,52112,998,680,76,17,19045,19062,9908,239,76447,466749,60768,60637,0,0,0,0,58166,111,8816,16172,342
Nandurbar,38218,34382,36659,17160,36612,37045,3877,4623,1559,3064,3159,1066,26662,31285,1129,69,30871,510,6113,30383,938,776,115,958,3429,4387,4990,616,53363,286119,29166,35397,0,0,0,0,32242,0,1370,7294,612
Nashik,126723,103557,126903,38170,126066,150085,7228,1554,140,1414,51561,9999,108520,110074,7386,13118,109600,1092,12877,94743,942,2726,1877,901,19261,20162,25083,1955,127723,742078,86490,122469,0,0,0,0,117452,15,18807,43318,635
Osmanabad,29110,27363,30257,12781,28588,30320,718,39,34,5,6707,993,22070,22109,2702,2747,22079,196,2091,21489,928,1356,321,3,5518,5521,6929,291,41696,210598,23487,28607,0,0,0,444,27600,24,6519,15151,197
Palghar,65983,56536,62125,15929,64236,48008,2362,406,242,164,23764,488,55720,56126,3417,7787,55858,409,8747,54346,966,1119,498,165,9987,10152,8154,634,72190,723568,52384,60560,0,0,0,0,60975,12,4022,10798,321
Parbhani,37152,33505,33538,12261,35524,33126,1228,7,5,2,17470,3161,32529,32536,3246,859,32596,88,2715,32223,945,182,21,6,5882,5888,7450,328,28652,405428,23568,36391,0,0,0,0,33879,58,5653,12187,159
Pune,190382,166681,170801,54371,184004,146652,5445,65,21,44,99087,11640,169563,169628,18773,32813,169721,898,21901,132591,919,7128,8276,306,35623,35929,21407,5515,214048,999558,136060,174670,0,0,0,0,174280,151,34681,41339,848
Raigarh,45078,37118,42777,7597,43419,40336,776,330,181,149,27914,2623,40119,40449,2666,5616,40362,225,3789,40137,985,648,661,19,3996,4015,5087,284,49929,158953,33912,40258,0,0,0,0,40463,1,6546,6005,242
Ratnagiri,16534,14133,15996,2648,15249,18006,361,20,9,11,10203,2231,15971,15991,1523,4166,16001,133,2701,14471,952,567,251,9,3168,3177,4272,256,84884,565105,13721,17280,0,0,0,0,15993,62,2863,7326,105
Sangli,51297,46491,49763,11275,61422,52539,1426,1,0,1,28013,4723,46070,46071,5819,9996,45914,324,6155,43276,912,1028,782,8,10878,10886,5048,2039,143814,488869,45677,60272,0,0,0,32,52236,16,9752,8247,670
Satara,48156,42145,48339,10173,48062,38902,2666,2,2,0,29092,0,44645,44647,3316,12633,44435,381,5610,43897,935,1287,1431,37,14471,14508,8279,568,163234,588532,44583,45646,0,0,0,0,45908,3,5099,13149,339
Sindhudurg,7676,6694,6917,1498,6766,6271,85,7,7,0,2413,35,7304,7311,1985,873,7348,64,1429,6666,959,304,601,19,2100,2119,3174,6,48697,228734,6753,7468,0,0,0,0,7415,208,3163,6846,64
Solapur,84482,77549,79157,29395,85166,66640,2843,17,11,6,46457,6742,73628,73645,5788,8209,73616,470,6609,68333,942,1746,988,21,18215,18236,19495,867,140625,286037,58895,78492,0,0,0,0,78844,94,10093,15732,779
Thane,167344,150820,165370,47187,165398,146597,5958,1272,43,1229,102933,53738,149549,150821,10650,20760,150752,1107,14100,146781,962,6642,1970,24,11668,11692,13678,4422,120370,1054351,151134,149308,0,0,0,0,151034,427,15157,31061,748
