Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1875916,1231587,1399890,406421,1727497,1286691,45262,68512,7115,61397,134349.0,9067.0,1307119,1375631,81073,53623.0,1359708,22979,193013,1269795,936,39389,25499,2917,327188,330105,414481,5848.0,3725079,21380401,1229354,1369171,1851,1569,1258,1293970,1469827,22709,131783,399867,31952
Agar Malwa,14061,10477,9537,911,13476,5795,362,18,0,18,171.0,0.0,10270,10288,13,150.0,10169,154,1246,9932,926,208,151,4,2893,2897,3704,0.0,20629,167525,9864,9966,5,4,4,7710,10185,221,139,123,54
Alirajpur,23231,11206,13043,12536,21559,14401,88,3920,0,3920,146.0,0.0,14719,18639,20,0.0,18468,201,2686,18086,936,233,375,0,4612,4612,5087,0.0,55038,90268,14304,18152,3,2,0,14749,15045,112,42,3654,385
Anuppur,18227,14008,12480,3974,15683,13836,136,898,427,471,273.0,,10124,11022,628,203.0,10902,236,1303,10701,988,529,225,36,2217,2253,5171,,18974,75410,9627,12550,0,0,0,12679,12928,210,125,2716,363
Ashok Nagar,27958,18097,23563,2832,24824,17346,348,416,3,413,258.0,74.0,15580,15996,121,183.0,15902,267,2376,14980,931,525,295,3,4238,4241,5312,0.0,40810,92779,14863,16302,10,4,10,16925,20108,98,578,2062,602
Balaghat,32880,24145,25804,2090,30025,26097,259,953,17,936,2195.0,34.0,25474,26427,3830,1604.0,26018,574,4834,23495,968,333,80,516,8672,9188,6159,0.0,44921,312301,24357,27324,0,0,0,24999,29087,414,391,8686,499
Barwani,52789,35492,37783,14678,43158,41697,2835,10671,223,10448,1526.0,19.0,29873,40544,610,731.0,40145,501,5296,39712,941,800,813,25,10561,10586,9208,0.0,108503,560114,28582,42225,3,7,6,33510,39000,0,6534,24299,1151
Betul,31716,24582,29492,10044,29277,21964,553,2094,0,2094,1755.0,20.0,23206,25300,744,1015.0,25018,422,2184,24244,938,481,421,24,7841,7865,9571,20.0,136478,992949,22187,24203,0,0,0,27000,27775,54,1059,11191,756
Bhind,41990,23223,29824,3296,39641,18876,533,662,42,620,1051.0,0.0,26631,27293,350,520.0,27267,138,4383,26423,917,296,409,17,4591,4608,14621,0.0,61509,88625,25899,26271,0,0,0,26541,29202,167,565,8314,296
Bhopal,69471,52663,79746,15086,73408,46623,2915,675,34,641,13265.0,640.0,50736,51411,10472,7645.0,50525,1164,7086,40919,885,3247,1100,122,6983,7105,8393,949.0,88729,382110,46530,50661,1,0,6,43454,44516,2535,60200,86213,1818
Burhanpur,22671,12535,16967,521,21798,17942,329,1308,29,1279,1099.0,272.0,14576,15884,959,537.0,15767,190,3245,14143,917,277,1,20,5238,5258,3843,45.0,71973,282005,12869,17981,73,53,38,15467,18979,1486,423,837,505
Chhatarpur,54772,33863,40531,8601,49410,38666,2854,2046,1022,1024,4203.0,210.0,38740,40786,1467,1987.0,40296,728,4786,39586,924,879,573,21,9188,9209,9232,0.0,86466,505887,37227,38858,20,7,5,39451,42654,103,1335,3399,960
Chhindwada,42697,33842,35840,4196,40266,29839,486,1033,12,1021,2793.0,1660.0,32938,33971,3127,1463.0,33195,663,3061,30044,961,416,665,68,10197,10265,9690,0.0,52090,302841,30219,31950,680,770,295,29392,34382,1,1889,14861,924
Damoh,38704,24449,25717,13163,34143,22996,977,729,650,79,902.0,593.0,24331,25060,1027,309.0,24995,194,2624,24258,937,711,309,14,6733,6747,11310,,126907,439379,23381,25643,53,8,10,24185,30590,115,1140,809,323
Datia,15044,8507,14111,1730,14861,27145,586,601,0,601,,,10660,11261,377,,11140,167,2728,11144,908,266,149,5,3462,3467,2762,,28962,197129,10413,11588,0,0,0,10917,12113,0,2535,5714,378
Dewas,33191,24034,20381,4884,29085,19905,413,257,40,217,2814.0,0.0,26517,26774,2065,1698.0,26627,420,3586,26367,934,499,705,28,6867,6895,7407,,36856,459611,26309,26647,0,0,2,22033,23680,32,213,6214,446
Dhar,60479,38933,44297,25487,54404,35255,1206,2632,302,2330,1457.0,0.0,37865,40497,1141,855.0,40034,582,5331,38479,955,1095,1557,8,10254,10262,14524,,106291,832141,36281,39811,0,0,0,35154,47708,49,339,8197,954
Dindori,20395,18023,14744,7766,16673,16920,864,965,131,834,,,11809,12774,120,,12584,286,1883,12076,1000,2387,221,15,4203,4218,7617,,50801,330027,11446,14232,0,0,2,16300,17712,0,0,2759,390
Guna,35045,21158,28055,6557,33291,14569,128,924,184,740,2090.0,284.0,26612,27536,649,1533.0,25699,478,4082,24362,929,377,179,0,5981,5981,2630,4.0,58449,302466,24149,24778,3,17,33,29672,31893,133,1488,1562,1019
Gwalior,49126,21546,32229,8138,48380,45952,1502,739,6,733,10272.0,,40636,41375,4738,6361.0,41098,660,4518,29100,910,1797,2627,104,6283,6387,6495,95.0,79594,392018,37192,41708,1,0,3,30788,32837,164,3342,4195,398
Harda,12586,8144,9176,3621,10833,6949,173,1059,6,1053,1151.0,326.0,9085,10144,910,767.0,10053,133,1312,9984,936,309,270,13,2339,2352,2761,3.0,64709,445891,8427,10210,46,27,9,8917,9670,50,634,365,285
Hoshangabad,23784,15216,16282,4884,19543,14170,61,431,28,403,3535.0,182.0,21158,21589,3748,1901.0,21409,376,3710,21076,895,741,656,20,6246,6266,5128,,115636,1353880,19893,20630,17,3,4,19834,23677,48,1513,7836,370
Indore,82268,46904,50420,22460,74837,41795,1621,96,4,92,32737.0,1629.0,66097,66193,4533,2943.0,65294,696,4634,58875,989,158,550,139,15940,16079,10801,4380.0,156606,520372,47805,62960,3,3,0,59444,65352,48,552,5031,1048
Jabalpur,42341,35971,38706,12559,43659,32409,1851,508,24,484,2905.0,0.0,37219,37727,6348,739.0,37197,598,6518,34126,916,676,1315,98,9645,9743,18383,,103939,535498,34761,36764,200,88,90,35827,38196,1450,7911,7321,1006
Jhabua,39472,16326,24951,20903,24472,30170,765,1367,9,1358,1386.0,647.0,32758,34125,187,354.0,34099,617,8480,32911,905,556,983,12,7669,7681,7933,17.0,48405,333190,31849,34946,92,109,4,17695,18540,74,1817,10373,529
Katni,27602,18549,21210,6768,26175,27859,2503,812,123,689,2008.0,0.0,23052,23864,610,1231.0,23597,561,3632,22156,924,659,91,21,5233,5254,14131,15.0,61612,458934,23959,24736,1,0,0,23026,24626,8,513,3844,880
Khandwa,30875,27347,28003,2266,28164,25928,1035,331,166,165,1847.0,64.0,24790,25121,2209,1309.0,24768,488,4060,24239,967,1112,558,58,8405,8463,8096,11.0,101360,413678,23687,24525,1,1,1,23915,27769,1997,370,3686,567
Khargone,47139,27989,32077,157,62018,35771,813,3921,7,3914,1098.0,70.0,31507,35428,2132,820.0,35081,657,5386,34148,958,790,340,142,9468,9610,9562,12.0,122796,884406,30694,35969,23,0,0,28363,36011,1495,4397,7614,920
Mandla,26973,21458,17603,10110,26472,20842,432,900,2,898,1166.0,2.0,16199,17099,225,678.0,16823,406,3133,16037,966,920,240,30,6661,6691,4901,0.0,55133,372619,16377,17257,0,0,199,18522,20266,82,331,2000,464
Mandsaur,26995,20446,20689,1644,25071,21791,569,144,1,143,1377.0,,22230,22374,2268,1152.0,22207,435,3398,21076,951,302,411,19,5553,5572,9653,,96757,263945,20421,20555,6,1,18,21341,25642,21,566,3067,463
Morena,59758,33059,39780,10435,46234,45937,1210,618,0,618,3513.0,326.0,39078,39696,424,1340.0,39203,676,6685,36612,900,738,556,6,7498,7504,7868,26.0,81789,347545,37483,38109,2,2,1,31180,38244,236,490,6151,474
Narsinghpur,22782,15446,17020,6983,20616,12292,495,394,18,376,2835.0,0.0,18181,18575,1648,1493.0,18261,274,3190,17307,897,417,448,15,5559,5574,7168,,39197,179108,17889,18215,0,0,0,19105,21576,647,2134,10339,441
Neemuch,16261,12602,13008,84,15966,9936,784,257,82,175,1895.0,0.0,12675,12932,327,72.0,12809,168,1773,11395,995,149,56,19,1643,1662,3718,0.0,46330,216569,12086,12310,18,9,86,12880,15594,3,711,1346,402
Panna,31234,20653,21544,2251,30115,14314,848,1146,548,598,,,19004,20150,410,,20109,333,3186,19386,921,516,193,6,3276,3282,7565,,28879,199767,19037,20336,15,21,14,21032,23913,131,249,540,967
Raisen,35234,27465,28512,11896,33551,26463,554,986,139,847,,,19463,20449,811,,20575,340,2531,19482,960,689,675,324,5624,5948,6782,,115656,383603,18395,19839,0,0,0,29874,29931,625,512,2507,416
Rajgarh,39175,29877,32027,10529,36304,22400,479,804,532,272,332.0,0.0,24068,24872,582,138.0,24611,409,3860,23530,933,638,434,5,6542,6547,5817,,124968,745313,22646,24268,9,5,23,30290,36074,931,1228,10152,746
Ratlam,41546,25864,32139,9002,33531,19439,956,433,12,421,2189.0,312.0,30939,31372,1732,1103.0,30899,680,5867,29228,924,699,544,26,7905,7931,9533,107.0,34220,661086,29453,30500,35,93,18,28072,33745,0,6023,12254,923
Rewa,63170,39725,42029,14225,67393,39884,253,1622,175,1447,867.0,408.0,43115,44737,2365,366.0,44409,554,2607,40466,924,676,154,173,6793,6966,20673,31.0,88260,1253125,41768,46776,0,0,0,36068,42338,489,1120,6135,544
Sagar,62107,38812,44038,15650,53745,35387,789,2089,352,1737,908.0,16.0,35049,37138,1655,46.0,37142,596,4631,36390,943,1216,606,37,9187,9224,12588,1.0,138550,862397,35537,44569,272,207,306,40753,48997,481,1803,1879,555
