Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Satna,58773,36349,46010,11290,50263,33054,1268,1881,269,1612,4565.0,0.0,38354,40235,2721,1399.0,39769,756,6248,33962,912,2423,1036,118,7420,7538,10291,,64453,289927,37521,40910,9,2,0,46567,48974,68,1970,9927,1180
Sehore,35837,25968,27499,10247,32303,31506,339,933,4,929,1515.0,508.0,22042,22975,1131,693.0,22703,333,3485,21963,938,911,947,133,5690,5823,8399,13.0,137278,983937,21740,23364,0,0,0,25014,27023,1519,2530,9831,585
Seoni,30210,24198,21712,2372,25593,24602,199,497,155,342,1266.0,0.0,21864,22361,1985,1046.0,22199,509,2658,21310,966,1912,215,34,7260,7294,12520,,58908,257205,20887,21463,0,0,0,21213,24420,344,1336,5888,490
Shahdol,24894,18525,18939,5574,23897,26253,1334,1236,698,538,665.0,129.0,20646,21882,2163,493.0,21576,700,4024,20365,916,1111,192,62,3987,4049,5665,12.0,36187,162469,19332,20166,0,0,0,16162,18778,368,3054,7158,682
Shajapur,20895,15076,14109,651,17219,11351,953,11,4,7,882.0,104.0,14602,14613,17,400.0,14438,218,1254,13969,945,93,15,82,3798,3880,3453,,40906,371721,14090,14522,26,16,0,18896,19811,947,369,2936,327
Sheopur,18965,10611,12794,3238,18420,19904,395,1724,3,1721,,,12802,14526,617,,14409,190,2608,13749,947,350,30,6,3634,3640,3380,,56792,202500,10356,14388,6,5,7,10408,11702,10,183,3738,656
Shivpuri,49326,27027,36083,3791,46440,32531,1129,2753,81,2672,346.0,24.0,35046,37799,1966,72.0,37261,608,4869,35988,957,886,670,15,9421,9436,10492,5.0,72459,334347,30704,36099,0,0,0,36645,40959,228,711,3709,644
Sidhi,33756,20479,26992,7114,25166,25426,700,2559,65,2494,739.0,29.0,22828,25387,300,264.0,25107,496,3769,24037,944,1207,720,81,4336,4417,6483,22.0,6172,63959,20103,23630,3,4,2,20359,24171,2,661,17580,503
Singroli,38809,27524,26918,13491,37373,27393,1501,3923,190,3733,5216.0,266.0,27512,31435,77,940.0,30980,561,2365,26880,955,498,273,79,5889,5968,6234,15.0,19382,43272,21337,33238,166,65,25,31236,34759,1130,226,2907,486
Tikamgarh,39570,22526,29780,9081,40676,27826,966,1242,8,1234,550.0,89.0,25177,26419,461,369.0,26147,426,4594,25000,923,474,258,37,7329,7366,10049,0.0,114252,377004,31933,27288,3,1,4,25423,30122,45,374,7401,413
Ujjain,51082,31466,33620,15156,41839,25198,1288,122,19,103,8593.0,,34272,34394,2750,3952.0,34072,505,6155,31146,954,925,946,33,8781,8814,6881,,76637,422989,31262,32779,27,24,23,31518,38472,367,3165,17927,546
Umaria,16224,10264,11227,3144,15218,11269,213,165,79,86,,,11008,11173,362,,11055,250,1661,10281,961,383,74,24,2509,2533,8805,,27128,129880,10653,11084,0,0,0,9940,15307,554,707,9865,547
Vidisha,41826,28938,30849,8355,41029,30818,1412,2007,190,1817,1993.0,130.0,24002,26009,941,749.0,25597,405,3492,24670,922,899,188,20,4934,4954,6032,65.0,115743,504680,21570,25916,19,11,10,33525,34774,2417,1286,2755,672
