Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Dhule,46072,35758,41956,42194,25350,30003,232,1740,1610,130,21322,12757,29154,30894,11,293,30793,126,2662,30586,873,2004,1077,249,8148,8397,5939,232,70617,248782,29744,39988,28932,30429,32717,38063,37844,0,1760,3088,511
Gadchiroli,21038,17224,21786,17753,7662,20979,163,1756,1395,361,16165,5047,16868,18624,1608,98,18292,417,4513,17729,951,1234,176,2817,3421,6238,1331,92,20896,219187,15611,18486,10893,12322,14241,17516,17513,1,5642,7639,353
Gondiya,21774,18668,20692,19707,15899,23029,164,43,32,11,17066,5196,19120,19163,2599,1129,18938,362,2750,16267,957,1299,346,1686,7067,8753,3019,67,22393,189400,18725,20345,12759,14553,16183,19713,19643,0,7960,6162,279
Hingoli,22936,18525,20996,20951,10965,19658,550,200,123,77,12979,8374,17453,17653,931,382,17507,250,1409,17425,953,563,116,57,6729,6786,2430,196,24581,298537,17302,27349,19305,21327,22568,23614,23566,9,4021,21449,213
Jalgaon,85962,63864,76483,83257,34265,66074,414,1535,1470,65,28085,11277,69670,71205,2265,5824,70930,605,5803,69365,898,4192,521,173,22202,22375,12423,1681,107220,373837,51475,74647,53169,57813,61031,71735,70888,0,6535,3627,880
Jalna,48402,37338,42210,43380,35160,35869,208,60,55,5,19506,12863,31941,32001,518,2807,31910,429,2617,31178,887,1426,246,7,8831,8838,7121,1158,20167,157426,47752,53680,39515,40646,41293,41332,41242,0,4522,6348,181
Kolhapur,67620,50700,66926,61008,52678,60185,139,8,8,0,24531,1020,45771,45779,2461,6145,45359,477,7849,45352,903,5055,1549,665,19266,19931,21820,5451,288550,566511,58818,65652,43600,48781,55674,64124,64124,4,6779,12776,386
Latur,49237,39130,47641,45066,26106,47128,994,53,44,9,31128,9456,44342,44395,1977,2972,44276,215,2466,43688,929,2052,291,79,14205,14284,7282,1231,70779,388017,51852,57569,36578,38871,41227,44905,44058,61,5472,5640,40
Nagpur,84216,45479,61401,50752,52196,72397,1127,63,36,27,30537,4566,42479,42542,8378,3610,42264,701,8858,31760,935,4617,1363,524,13603,14127,9113,1630,28747,439438,40389,53133,43545,47767,54408,57491,58794,0,8510,12540,459
Nanded,68222,59122,62112,57499,29411,57025,3682,229,127,102,56370,12499,67354,67583,1201,3206,67173,473,5162,66587,1011,2213,321,40,18492,18532,7596,907,88813,387482,67994,67040,45940,50816,54658,63350,62448,186,7615,7595,148
Nandurbar,36162,20115,30937,30532,19753,35614,194,5589,2707,2882,21151,11246,23313,28902,1509,0,28520,514,4417,26356,921,795,268,1098,6163,7261,3072,191,42298,187890,26074,34198,26091,27586,30687,31957,31835,0,3858,2843,573
Nashik,119722,74572,104115,105504,78006,98307,629,2550,1313,1237,66977,28068,91837,94387,5034,3471,94459,1218,12509,89241,922,4766,2886,1243,25110,26353,9889,3858,119411,445778,77277,123437,78894,86896,95049,111885,103015,13,15970,16805,789
Osmanabad,29501,23705,28824,26910,18088,26383,76,10,6,4,19952,1032,26957,26967,2040,2164,26850,290,2082,26667,909,4538,682,5,7542,7547,5324,659,37381,163076,26219,31943,21355,22567,24201,28939,28396,4,11131,8139,154
Palghar,72145,37856,63201,58734,52876,70087,745,925,441,484,36188,19443,45402,46327,1602,1734,46162,376,6998,44246,941,6625,374,256,10181,10437,4716,1683,70162,329452,44228,52500,38527,44150,48855,57474,57108,9,3739,6412,216
Parbhani,39477,32873,29659,30043,13710,35761,787,17,16,1,20956,11300,27108,27125,2263,293,27105,164,2054,26908,941,773,505,19,7288,7307,5191,813,37438,242145,29979,45534,28535,30582,32400,38211,37845,136,8228,14090,143
Pune,208539,123829,146558,138457,110581,125159,1299,118,75,43,67105,10652,138895,139013,12241,14371,137792,1650,19920,135029,911,37361,8652,346,41509,41855,23756,10321,197139,1437397,139615,157673,105087,116250,125084,150859,146975,52,25055,19329,462
Raigarh,36752,22806,36665,32798,27816,28368,48,1035,844,191,14164,4287,29410,30445,2099,2673,30300,320,4065,30167,930,13856,1087,8,7253,7261,6349,1003,43911,126836,30526,42769,31440,32422,34295,39069,39054,2,6363,6965,348
Ratnagiri,19624,14693,20867,17948,13909,19498,134,19,15,4,7885,733,20236,20255,1440,1341,20164,171,2989,15892,941,3608,655,39,5768,5807,6504,380,87975,495938,15964,19972,13114,14447,15874,18525,18484,19,6244,9188,216
Sangli,51906,41168,51010,48076,22342,50870,419,4,3,1,25597,80,48215,48219,1492,3515,47983,369,5321,47780,889,3304,672,58,14318,14376,15867,1812,113843,491662,52416,57196,35362,38141,42077,50027,50024,4,10086,8556,615
Satara,51506,37038,51951,49808,34863,52004,569,10,6,4,20051,24,47379,47389,2749,5482,47121,500,6202,46896,927,11092,1374,88,19291,19379,12846,481,156382,680856,45030,60594,32146,34711,39578,49398,49365,2,7532,12409,316
Sindhudurg,9149,7697,9048,7459,2510,8270,29,4,3,1,5517,657,8734,8738,1454,462,8713,81,1959,8413,935,2621,1148,92,2647,2739,4218,155,45684,332399,8191,8693,5918,6535,7095,8211,8203,22,3479,6448,44
Solapur,99265,55952,79918,68263,64752,72386,491,64,47,17,31113,9575,68865,68929,1712,5942,68655,630,6195,66066,878,4362,1748,29,22406,22435,16351,2664,129729,289572,68441,86958,60834,65062,70082,78263,76852,22,5048,5165,435
Thane,163576,94703,133319,120806,139610,103607,1540,339,106,233,70160,19797,98174,98513,6783,8208,97748,1036,16666,90434,943,16447,4250,178,17832,18010,9970,8845,134109,1047042,110716,146669,101300,115005,131946,149419,144523,1070,17614,20439,665
Wardha,20335,17168,19365,19810,6303,19264,251,45,25,20,12082,230,23160,23205,983,1841,18553,153,3677,17740,949,3174,514,182,7135,7317,5673,1030,47221,649432,16661,18952,13572,14710,16037,19507,19507,0,4095,7142,170
Washim,20878,17796,19695,19287,11747,17938,18,113,84,29,9977,3262,19691,19804,59,992,19705,209,1772,19370,903,144,0,4,4831,4835,3436,554,41437,175038,20398,21653,15262,16700,18068,20828,20631,4,2005,1284,149
Yavatmal,51761,38422,44627,40551,32806,43693,801,102,83,19,26232,11454,44764,44866,2856,3464,44362,658,11043,44049,960,1513,49,72,14796,14868,7385,851,33358,68913,38097,49861,33440,35287,37755,44799,44826,39,4143,2824,433
