Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2172145,1451395,1825770,1824906,1394595,1640873,21651,21157,13577,7580,1024341,279777,1657535,1678692,120646,123393,1665831,18492,221257,1507230,924,214411,76448,14453,450219,464672,311705,83737,2857610,18778690,1621243,2013650,1379909,1508471,1655345,1892405,1868477,5184,339672,351717,13665
Ahmednagar,85186,64103,73354,72619,65790,74284,373,364,290,74,30858,6559,78901,79265,3606,3230,78844,584,6284,77169,906,8818,2137,52,21950,22002,22494,3313,186812,552181,63503,87017,60102,65012,71263,81611,79710,3050,7628,7583,483
Akola,35610,27583,32030,31891,21871,50098,1051,266,241,25,28694,9302,35241,35507,9401,2219,35013,666,5127,34035,933,1999,1068,521,7479,8000,6093,728,45855,149641,35737,38399,21755,23993,27096,32675,32581,1,9783,6532,957
Amravati,46986,38224,45731,41770,19996,47273,529,1836,900,936,32461,7176,43007,44843,5171,4986,44687,752,7798,42278,930,6833,881,629,10129,10758,6461,1518,33328,211377,36375,50423,33135,36017,39313,44886,43969,6,11433,11554,468
Aurangabad,94932,63128,72734,78497,47850,54168,872,471,348,123,40672,18599,81023,81494,1510,2954,81008,725,10100,79121,929,10361,1249,88,15107,15195,9248,4607,63333,838082,59620,76191,53982,61346,65198,71223,71274,63,894,7203,114
Bhandara,19672,18384,19217,18053,8943,22007,27,48,27,21,16830,30,19748,19796,4980,1695,19603,350,4326,19561,950,855,643,1159,5051,6210,2961,87,28275,186173,16529,19515,12019,13622,15112,18562,18557,255,11461,10192,356
Bid,45668,33210,40952,38292,27960,35171,892,149,113,36,32400,6929,42728,42877,5326,1510,42681,285,2698,41906,898,4656,4301,37,13989,14026,13378,1862,106186,313330,42211,50597,37461,40276,42795,46562,46023,0,14083,15741,301
Brihan Mumbai,210967,85916,124789,208491,206430,52890,1867,609,238,371,85713,8944,138887,139496,18918,20354,139867,1919,25341,38032,924,37485,34630,800,19255,20055,19487,22597,222437,5458165,151301,171594,130599,141666,162446,175996,178519,29,74330,41033,1040
Buldana,52637,44898,47558,47781,40055,35068,119,587,576,11,20239,4297,41797,42384,526,1684,42273,300,2080,41318,954,1771,263,43,10508,10551,6182,542,55378,382892,42227,51248,34014,37485,41314,48295,48089,5,5580,6565,325
Chandrapur,34710,29748,37443,30959,16336,30358,218,196,170,26,23678,3046,29911,30107,2943,2342,30221,517,5545,28619,932,1999,406,1110,10717,11827,6780,538,35765,254806,24246,32175,21729,24678,27725,33381,32992,116,11074,10412,443
