Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,922729,398760,754515,728242,712544,309474,11548,69676,19172,50504,468764,399227,662357,732033,13768,37841.0,729241,9728,47633,662536,918,19986,3767,2939,120777,123716,96571,5887.0,643486,3164464,446070,770396,3298,3036,4422,804456,794745,5965,59679,55218,1587
Bokaro,54163,27320,43046,38452,42486,18596,2273,3847,1358,2489,15790,15176,42066,45913,80,1211.0,45951,208,5003,44722,892,3479,96,307,8091,8398,2879,3478.0,36820,316031,31228,46959,20,5,13,49323,48716,39,1662,2068,62
Chatra,31357,9131,27942,24701,29790,5063,141,3178,785,2393,17903,17871,17942,21120,2,0.0,20951,275,1003,19705,898,47,0,47,2145,2192,2443,0.0,9562,66462,8885,23261,97,96,267,27003,26444,66,0,725,4
Deoghar,40762,20930,31114,32044,35549,6844,231,3317,1249,2068,23706,23194,28608,31925,299,1532.0,31760,375,1901,31193,892,649,248,34,5881,5915,4051,117.0,23137,97770,22177,35492,19,9,20,32550,32224,68,332,2956,43
Dhanbad,66022,16461,60102,51572,48200,5862,23,3987,1090,2897,15540,12820,57009,60996,1328,7828.0,61644,337,1905,41440,897,1142,32,33,6057,6090,1824,393.0,13657,78348,28478,59504,205,225,338,63940,63480,145,1306,222,14
Dumka,38419,21472,32157,30562,26617,13258,93,3600,711,2889,19591,18008,25675,29275,49,711.0,29107,395,2353,28138,955,1344,60,40,3424,3464,3504,38.0,12314,53659,16104,30263,44,11,21,35199,34318,1224,149,2658,120
Garhwa,39419,13479,30221,30627,31715,7353,110,2358,218,2140,28194,25109,30037,32395,246,,31392,703,1459,30357,940,76,67,336,12723,13059,1369,,7518,33147,15838,31908,54,65,118,33643,33058,0,646,3230,14
Giridih,61973,22172,51835,53918,56844,14629,411,8990,2956,6034,30035,28613,42207,51197,242,3353.0,52118,653,1468,40015,870,557,90,53,8720,8773,5219,12.0,20852,83699,20518,56463,43,100,161,57708,56990,21,240,9035,34
Godda,37037,23240,33991,33897,32962,17058,278,1477,948,529,29774,15273,30611,32088,393,287.0,31670,630,1699,30603,959,180,161,168,4320,4488,6310,0.0,24526,168865,19499,31001,17,6,22,32447,32542,981,510,1461,15
Gumla,28976,12320,22802,23179,19988,24115,919,1558,378,1180,16938,16724,18575,20133,261,383.0,19960,409,2857,19368,966,1951,391,105,1252,1357,5801,14.0,33650,192968,15430,21178,0,0,0,26199,26011,287,417,1700,175
