Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Hazaribagh,42088,21443,34624,33400,44829,17434,215,4707,1737,2970,25301,23562,31905,36612,1652,1399.0,36479,542,3480,35520,878,664,124,25,6072,6097,2960,57.0,41481,202237,25831,38091,99,114,447,37609,36789,79,1657,2714,101
Jamtara,22553,12163,19648,18304,19634,6309,55,951,151,800,11651,10365,15878,16829,45,223.0,16639,271,1371,15988,967,236,16,25,1874,1899,2236,0.0,17136,56283,10122,17040,10,11,17,19812,19689,1,71,648,20
Khunti,12909,3784,11510,11253,11832,4616,123,1190,151,1039,8116,7819,8749,9939,155,77.0,9863,141,774,9062,927,372,28,58,467,525,4745,,13862,58977,6728,10761,62,6,10,12567,12472,0,155,616,55
Kodarma,19678,8488,16536,17331,13304,7590,169,126,39,87,12367,11960,16905,17031,413,2220.0,16927,303,750,16184,855,394,127,23,4577,4600,1777,0.0,17743,123611,11376,19005,77,88,196,17069,16393,29,467,162,18
Latehar,19806,7992,15079,16963,19055,7945,77,2127,416,1711,13047,11708,13825,15952,55,38.0,15765,237,954,15004,900,365,84,44,1779,1823,2240,0.0,19131,103540,6760,17207,9,0,246,18080,17713,0,426,232,60
Lohardaga,14809,6392,12758,11242,11831,11157,344,395,136,259,9149,6073,10396,10791,230,500.0,10651,232,1715,10526,967,411,110,97,900,997,3050,0.0,25275,141710,8221,11395,227,162,199,12790,12747,325,446,763,51
Pakur,31739,11315,25455,24778,21722,5220,209,4504,593,3911,14172,12735,17578,22082,64,483.0,21891,392,1169,21253,922,223,50,76,1327,1403,4035,0.0,27313,133827,12450,22306,1,0,0,25578,24756,26,53,1175,16
Palamu,65441,35367,46773,42535,52601,16496,693,3950,2151,1799,31209,27648,45374,49324,856,4322.0,48730,636,1494,36587,931,157,209,114,30081,30195,4469,28.0,20323,84178,30298,48935,0,2,11,45648,44911,148,629,3171,22
Pashchimi Singhbhum,48505,15459,38641,37314,33312,20268,452,5133,1176,3957,29068,27851,31963,37096,100,596.0,36922,678,2402,34346,944,1236,392,167,1398,1565,4786,16.0,52189,188226,20185,38249,34,24,28,41645,41122,205,236,3531,127
Purbi Singhbhum,54452,26685,44824,40787,30251,24226,2673,2055,259,1796,19307,15660,38881,40936,1806,5801.0,41018,560,4486,36558,925,2156,381,154,2782,2936,5470,314.0,23410,114789,34064,43554,94,99,151,46565,46526,1117,10615,7717,164
Ramgarh,23167,6160,19230,17724,15228,12669,419,1900,388,1512,9988,9570,15962,17862,387,1988.0,17897,215,569,17778,910,324,163,189,4291,4480,1710,148.0,13956,59124,14742,21708,32,38,46,21163,20852,281,411,1202,22
Ranchi,88543,31216,68297,69297,42431,22128,1021,3503,800,2703,40308,37887,60129,63632,4270,3918.0,63364,408,3120,62805,927,1060,382,680,6624,7304,11713,1192.0,96696,363668,47066,77408,2043,1882,1866,76644,76320,796,36056,6696,146
Sahibganj,33861,19112,24813,29017,26477,14237,162,2811,629,2182,26928,10408,27993,30804,720,403.0,30492,628,3523,28612,911,504,314,4,2879,2883,3436,80.0,14937,55125,17961,30029,80,72,171,28523,28218,99,2857,566,93
Saraikela,31562,21206,30542,27453,30869,18813,156,2376,629,1747,11562,4554,22217,24593,70,498.0,24582,254,1405,23683,951,1812,215,56,2546,2602,4976,0.0,29318,162926,14842,27143,28,19,72,28692,28580,28,31,1048,174
Simdega,15488,5453,12575,11892,15017,7588,301,1636,224,1412,9120,8639,11872,13508,45,70.0,13468,246,773,13089,989,647,27,104,567,671,5568,0.0,48680,225294,7267,11536,3,2,2,14059,13874,0,307,922,37
