Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,2036019.0,996058.0,1589032.0,1700295.0,1813886.0,423187.0,36902.0,258559.0,78315.0,180244.0,1215859.0,617717.0,1345858.0,1604417.0,35982.0,27852.0,1584801.0,24734.0,262964.0,1413330.0,936,19767.0,21657.0,42813.0,639032.0,681845.0,357508.0,7667.0,5101089.0,43903801.0,1204170.0,1611489.0,1702424.0,1654854.0,1638284.0,1626036.0,1555002.0,1549.0,84681.0,196476.0,23946.0
Agar Malwa,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Alirajpur,27493.0,10935.0,21312.0,19289.0,25655.0,6633.0,168.0,10299.0,,10299.0,12384.0,10832.0,12384.0,22683.0,,,22237.0,228.0,1692.0,17705.0,946,230.0,207.0,23.0,5750.0,5773.0,6191.0,4.0,81911.0,173351.0,9932.0,21961.0,21184.0,20829.0,20910.0,21645.0,21278.0,,2121.0,1068.0,296.0
Anuppur,20906.0,14741.0,16960.0,16985.0,19108.0,2770.0,384.0,188.0,63.0,125.0,14023.0,11132.0,14454.0,14642.0,116.0,,14259.0,414.0,2151.0,12974.0,964,255.0,300.0,2461.0,6841.0,9302.0,2698.0,,41162.0,229408.0,11709.0,14088.0,17065.0,17310.0,16863.0,16749.0,16687.0,,68.0,468.0,382.0
Ashok Nagar,23849.0,10115.0,18676.0,22302.0,22864.0,3455.0,226.0,2457.0,1203.0,1254.0,15960.0,7665.0,16001.0,18458.0,12.0,,18148.0,334.0,828.0,17454.0,958,172.0,156.0,64.0,6738.0,6802.0,4122.0,,50342.0,156838.0,17164.0,18176.0,22185.0,21212.0,20808.0,19992.0,19386.0,,2843.0,787.0,392.0
Balaghat,35481.0,20052.0,29143.0,32929.0,30934.0,2160.0,50.0,6400.0,,6400.0,23839.0,19734.0,24138.0,30538.0,2667.0,,29847.0,804.0,3882.0,26813.0,963,388.0,301.0,2325.0,13796.0,16121.0,1868.0,,38795.0,401672.0,22502.0,32479.0,31101.0,30869.0,30196.0,28819.0,26339.0,88.0,1898.0,5825.0,1145.0
Barwani,37629.0,17293.0,30519.0,27643.0,36750.0,5749.0,1707.0,11819.0,8817.0,3002.0,24513.0,22189.0,25456.0,37275.0,330.0,340.0,36634.0,646.0,8118.0,31865.0,932,551.0,300.0,179.0,12852.0,13031.0,5966.0,,133197.0,2357799.0,24988.0,34305.0,35147.0,34934.0,34885.0,31218.0,29580.0,1.0,4038.0,4019.0,944.0
Betul,35691.0,18633.0,30822.0,32356.0,32440.0,9440.0,711.0,7078.0,1495.0,5583.0,21724.0,2275.0,24399.0,31477.0,261.0,436.0,31045.0,568.0,5183.0,25733.0,955,838.0,171.0,475.0,14114.0,14589.0,4855.0,26.0,126401.0,1334947.0,16283.0,30722.0,30697.0,30114.0,29863.0,29500.0,29499.0,40.0,1333.0,4368.0,682.0
Bhind,45168.0,19236.0,32796.0,43039.0,43061.0,31220.0,2442.0,3965.0,393.0,3572.0,27606.0,11400.0,28156.0,32121.0,28.0,,33435.0,380.0,8669.0,30085.0,910,709.0,305.0,1131.0,9843.0,10974.0,6650.0,,144208.0,2716801.0,29208.0,30833.0,39607.0,38782.0,38209.0,40213.0,34094.0,,471.0,3964.0,921.0
Bhopal,70918.0,34331.0,54911.0,52529.0,55034.0,12514.0,1803.0,5294.0,4102.0,1192.0,34900.0,15384.0,42851.0,48145.0,4282.0,3738.0,47671.0,578.0,5179.0,46477.0,938,2209.0,3839.0,1146.0,18634.0,19780.0,3935.0,1159.0,105972.0,789842.0,49480.0,59807.0,50999.0,49356.0,46327.0,47361.0,46753.0,22.0,20264.0,18788.0,235.0
