Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2233493.0,1310129.0,1579479.0,1819626.0,1105388.0,873968.0,69829.0,102079.0,63971.0,38108.0,800408.0,345547.0,1711562.0,1813641.0,102164.0,134963.0,1790938.0,29570.0,284382.0,1487789.0,889,83259.0,40781.0,21331.0,489160.0,510491.0,313272.0,55621.0,2669383.0,26380781.0,1496913.0,1870258.0,1968346.0,1909296.0,1913081.0,1872705.0,1744027.0,107980.0,212678.0,262288.0,30767.0
Ahmednagar,93684.0,69726.0,75809.0,82157.0,36602.0,39059.0,2819.0,2944.0,1912.0,1032.0,21169.0,11769.0,82602.0,85546.0,1346.0,10972.0,84348.0,1237.0,8740.0,74274.0,836,4128.0,1951.0,101.0,23595.0,23696.0,21643.0,2060.0,157155.0,1309577.0,58768.0,83642.0,86471.0,84120.0,85496.0,81758.0,77682.0,13176.0,4957.0,7594.0,1263.0
Akola,44087.0,24858.0,30916.0,32823.0,10950.0,20568.0,362.0,1094.0,85.0,1009.0,17533.0,4833.0,29378.0,30472.0,3032.0,1129.0,30123.0,424.0,5806.0,29407.0,915,1106.0,696.0,738.0,7375.0,8113.0,3933.0,970.0,24971.0,276632.0,29048.0,29878.0,31092.0,31016.0,30667.0,30322.0,23845.0,,4331.0,3015.0,522.0
Amravati,56769.0,39707.0,44313.0,45336.0,10444.0,38053.0,2974.0,4030.0,1887.0,2143.0,23943.0,15652.0,41040.0,45070.0,3085.0,5516.0,44548.0,1040.0,5656.0,40812.0,928,1379.0,255.0,1172.0,11505.0,12677.0,6009.0,1588.0,49342.0,545121.0,43183.0,42528.0,46929.0,44876.0,44092.0,44206.0,39758.0,7218.0,9713.0,15680.0,1452.0
Aurangabad,80186.0,48433.0,58382.0,67332.0,52658.0,28039.0,2875.0,3065.0,2574.0,491.0,20484.0,12327.0,58164.0,61229.0,44.0,2474.0,60672.0,557.0,7902.0,58399.0,894,4504.0,865.0,92.0,13262.0,13354.0,7688.0,4493.0,60758.0,1157360.0,50893.0,60571.0,75150.0,72809.0,70071.0,66435.0,61053.0,856.0,333.0,4909.0,386.0
Bhandara,20657.0,17195.0,19080.0,19706.0,7827.0,14587.0,996.0,565.0,242.0,323.0,15860.0,9190.0,17085.0,17650.0,3046.0,793.0,17609.0,385.0,4001.0,12959.0,919,598.0,53.0,1249.0,5173.0,6422.0,3427.0,130.0,11600.0,305546.0,13509.0,18543.0,18965.0,18800.0,19079.0,17426.0,17232.0,1702.0,6437.0,4049.0,322.0
Bid,51839.0,32693.0,41511.0,43829.0,27601.0,21821.0,467.0,962.0,639.0,323.0,15777.0,10935.0,43004.0,43966.0,763.0,2722.0,43791.0,343.0,3849.0,36054.0,797,1052.0,237.0,96.0,13117.0,13213.0,10075.0,754.0,109509.0,697785.0,38780.0,43731.0,48708.0,46413.0,45337.0,50187.0,46417.0,,4828.0,3630.0,754.0
Brihan Mumbai,194869.0,22744.0,48073.0,194083.0,81659.0,26015.0,1069.0,1660.0,1001.0,659.0,82537.0,,174452.0,176112.0,42135.0,,173367.0,2745.0,42783.0,174541.0,923,15959.0,15959.0,1619.0,24112.0,25731.0,46929.0,,201534.0,4429144.0,166606.0,191970.0,196837.0,186998.0,201038.0,181451.0,168840.0,16.0,78451.0,73710.0,5342.0
Buldana,53347.0,36259.0,43361.0,45647.0,13248.0,20202.0,2841.0,4346.0,2994.0,1352.0,26109.0,11535.0,42658.0,47004.0,247.0,2840.0,46285.0,765.0,5806.0,37223.0,829,1272.0,592.0,234.0,11442.0,11676.0,4357.0,295.0,28205.0,477636.0,30410.0,44780.0,49549.0,47855.0,47833.0,53506.0,49766.0,6581.0,5030.0,3889.0,817.0
Chandrapur,40455.0,30351.0,35354.0,32444.0,21220.0,26838.0,2339.0,2063.0,1117.0,946.0,19828.0,18399.0,31781.0,33844.0,1792.0,4024.0,33506.0,830.0,7626.0,29612.0,895,1272.0,98.0,1558.0,13103.0,14661.0,6190.0,552.0,31470.0,290754.0,22380.0,33506.0,36216.0,35625.0,35923.0,35430.0,33201.0,2756.0,9208.0,5748.0,702.0
Dhule,52840.0,24426.0,35947.0,33315.0,29069.0,8998.0,1540.0,6741.0,4964.0,1777.0,27115.0,9677.0,46112.0,52853.0,1948.0,1769.0,52617.0,611.0,8822.0,27143.0,888,580.0,275.0,809.0,12041.0,12850.0,5697.0,299.0,91743.0,768733.0,27125.0,42835.0,43063.0,40914.0,41500.0,44102.0,39641.0,634.0,1490.0,1534.0,512.0
Gadchiroli,23766.0,16624.0,19525.0,19819.0,15643.0,17023.0,2853.0,1907.0,1534.0,373.0,14000.0,7376.0,14474.0,16381.0,1015.0,80.0,16185.0,458.0,4585.0,13646.0,950,644.0,73.0,3126.0,3043.0,6169.0,1434.0,45.0,7114.0,147044.0,11508.0,15053.0,16824.0,17137.0,17096.0,20889.0,19507.0,830.0,959.0,1512.0,391.0
Gondiya,22925.0,18635.0,21563.0,20842.0,11001.0,14593.0,936.0,719.0,389.0,330.0,17329.0,13217.0,19259.0,19978.0,2036.0,1058.0,19711.0,476.0,4031.0,16695.0,937,461.0,246.0,2444.0,7513.0,9957.0,3377.0,217.0,8680.0,223554.0,18815.0,19420.0,19677.0,19474.0,19674.0,18942.0,18460.0,2835.0,3484.0,2509.0,401.0
Hingoli,24702.0,15719.0,22029.0,20638.0,11140.0,12827.0,992.0,1969.0,1159.0,810.0,7999.0,6419.0,15941.0,17910.0,204.0,392.0,17562.0,353.0,1493.0,14882.0,830,99.0,98.0,92.0,7037.0,7129.0,1951.0,258.0,7781.0,228860.0,14060.0,22049.0,22658.0,21766.0,21555.0,20539.0,19447.0,94.0,411.0,1005.0,310.0
Jalgaon,95541.0,51683.0,64248.0,71217.0,42902.0,32798.0,5260.0,5996.0,4472.0,1524.0,28946.0,20795.0,66872.0,72868.0,2406.0,2876.0,72371.0,1298.0,10286.0,62765.0,831,1522.0,562.0,307.0,26685.0,26992.0,10543.0,1394.0,103787.0,899232.0,48873.0,70257.0,77760.0,74389.0,73949.0,68270.0,63039.0,,5152.0,7440.0,1365.0
Jalna,46827.0,32204.0,38540.0,39289.0,18376.0,15575.0,1718.0,2681.0,1808.0,873.0,17700.0,13775.0,40915.0,43596.0,533.0,2574.0,43155.0,595.0,8328.0,43155.0,832,1048.0,468.0,61.0,10433.0,10494.0,5107.0,1010.0,14829.0,262748.0,25261.0,39640.0,40837.0,39197.0,37988.0,37196.0,37196.0,866.0,1277.0,3039.0,496.0
Kolhapur,69622.0,50114.0,58620.0,58849.0,42811.0,26283.0,1583.0,1461.0,969.0,492.0,22352.0,6650.0,61039.0,62500.0,497.0,8315.0,61642.0,858.0,9475.0,58422.0,967,1350.0,361.0,139.0,19962.0,20101.0,19326.0,4842.0,325100.0,1055541.0,54296.0,63125.0,63253.0,62541.0,63158.0,63239.0,57672.0,52.0,7887.0,8023.0,821.0
Latur,58703.0,36623.0,39937.0,47858.0,29799.0,30408.0,2182.0,1466.0,883.0,583.0,21348.0,15193.0,48206.0,49672.0,259.0,677.0,49258.0,428.0,4252.0,28504.0,876,964.0,449.0,85.0,16825.0,16910.0,6618.0,1482.0,55706.0,410652.0,42770.0,45650.0,48595.0,49053.0,45692.0,41371.0,38840.0,933.0,1957.0,6044.0,483.0
Nagpur,102011.0,48659.0,53222.0,64301.0,22027.0,68021.0,2325.0,350.0,119.0,231.0,38049.0,4767.0,45794.0,46144.0,6056.0,1656.0,45854.0,900.0,13224.0,40991.0,924,1528.0,719.0,889.0,17906.0,18795.0,15414.0,2091.0,19088.0,802724.0,43831.0,75522.0,76830.0,74425.0,73341.0,72328.0,72290.0,388.0,8881.0,10804.0,694.0
Nanded,70924.0,53664.0,54668.0,62208.0,37323.0,37032.0,3959.0,4053.0,2814.0,1239.0,38912.0,16657.0,71047.0,75100.0,436.0,5884.0,73582.0,1524.0,9026.0,66002.0,943,1535.0,583.0,140.0,20501.0,20641.0,5998.0,1223.0,83559.0,635195.0,60523.0,66991.0,70072.0,65034.0,63553.0,60367.0,56979.0,,2955.0,3983.0,1212.0
Nandurbar,36260.0,18286.0,26393.0,28826.0,18636.0,15311.0,2081.0,12904.0,8108.0,4796.0,13294.0,7169.0,16154.0,29058.0,976.0,329.0,28415.0,943.0,5536.0,19555.0,950,784.0,644.0,893.0,6973.0,7866.0,1666.0,21.0,47434.0,374303.0,19422.0,32129.0,32881.0,31809.0,31405.0,31925.0,29784.0,,1623.0,4041.0,902.0
