Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,395092,266690,288808,55651,140277,290697,29515,10396,694,9702,16923.0,1911.0,188988,199384,62388,15014.0,195931,3814,10488,175781,944,9572,4784,305,10684,10989,18671,426.0,437479,2811798,193849,208940,36,11,15,110377,204938,2591,130340,581030,2143
Anantnag,28918,24691,16029,6025,8009,16997,63,4,4,0,260.0,41.0,14636,14640,6092,209.0,14533,220,1659,13341,952,1329,0,0,452,452,1371,0.0,37463,153779,16379,16323,0,0,0,7986,17490,660,7402,21784,46
Badgam,12379,12289,9632,27,8592,6609,58,2,2,0,,,3505,3507,1312,,3509,8,46,3509,969,225,0,54,314,368,937,,25004,164396,3511,3927,0,0,0,6052,11410,0,4210,34156,19
Bandipora,7140,5954,5155,1883,5602,5200,202,111,14,97,,,3053,3164,569,,3147,28,31,2712,941,209,0,1,94,95,217,,9299,39964,3079,3567,0,0,0,2918,5617,1,1430,11680,18
Baramula,22241,18756,20931,7796,21892,31540,892,161,76,85,1711.0,63.0,13354,13515,4482,1651.0,13473,197,384,13411,988,681,0,40,403,443,1095,,33414,179558,13402,14744,0,0,0,11164,20624,11,10118,80853,87
Doda,8059,5330,4386,1486,5023,743,0,1730,19,1711,,,3924,5654,481,,5597,62,91,5133,895,120,475,0,178,178,348,,18047,138687,5075,6066,0,0,0,3494,5838,1,1404,30084,11
Ganderbal,5040,4686,5000,774,3662,4207,171,35,22,13,,,1772,1807,193,,1730,12,89,1578,973,102,0,0,116,116,684,,13528,98913,1854,1976,0,0,0,2822,5010,4,1412,8798,3
Jammu,69497,28894,41755,6857,14209,50728,25310,189,18,171,3745.0,900.0,34834,35023,11961,3077.0,34032,810,2430,25660,916,2170,1460,12,2483,2495,1975,4.0,30045,336495,33816,34065,0,0,0,11970,16365,0,15205,47793,968
Kargil,2364,1238,1295,731,1988,1840,41,62,48,14,,,2101,2163,416,,2172,13,152,1800,907,212,0,0,52,52,516,,3071,15836,2102,2078,6,8,6,1733,1509,0,1939,9500,38
Kathua,11684,9199,7151,2695,6538,12797,32,1538,0,1538,375.0,,5979,7517,1426,360.0,7399,151,104,7139,914,466,586,51,743,794,1122,,23012,188756,7274,7838,0,0,0,4647,9569,0,2340,11337,10
