Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Kishtwar,4223,2101,991,1101,1647,115,28,641,14,627,,,3987,4628,532,,3730,79,454,3750,977,252,40,0,84,84,436,,4349,24525,4331,4575,9,0,3,2715,3221,0,885,13256,11
Kulgam,10042,9355,10301,1075,4376,13824,31,128,0,128,,,3970,4098,1285,,4043,39,37,3979,956,637,1,0,124,124,455,,40762,140686,3949,4468,0,0,0,5268,8856,348,2281,5070,48
Kupwara,15680,13611,10236,5840,12237,9064,513,260,219,41,,,8571,8831,2034,,8739,124,263,8527,977,514,61,0,486,486,1016,,37844,127207,10649,11322,0,0,0,8498,18613,0,3804,66719,29
Leh Ladakh,2328,1607,1058,370,1735,661,5,13,0,13,,,1806,1819,407,,1811,19,190,1457,920,166,13,2,63,65,484,,1142,8078,1794,1810,0,0,0,898,1571,11,1387,6054,15
Poonch,12271,8042,7342,2207,4055,18873,123,1121,176,945,,,9404,10525,2890,,10323,325,893,8517,957,208,292,0,348,348,1138,,15271,111744,8423,11013,17,0,3,4400,9745,14,4704,13822,84
Pulwama,9190,8432,10895,1047,2261,8679,360,79,0,79,1030.0,109.0,5091,5170,2416,1001.0,5133,54,83,4920,977,739,0,1,252,253,232,,16998,102922,5343,5537,0,0,0,4218,9264,350,5643,22505,31
Rajouri,13858,11043,17692,4006,14589,15220,294,899,9,890,799.0,83.0,11534,12433,1533,593.0,12366,17,743,10795,973,326,662,1,633,634,1954,19.0,36696,190560,11536,15076,0,0,0,7170,14753,0,6106,86317,27
Ramban,7423,5134,3515,2573,4749,5164,272,756,16,740,,,4230,4986,208,,4918,36,77,4650,871,213,268,0,33,33,858,,11928,55879,4450,5348,0,0,0,3308,5180,0,304,7082,0
Reasi,7071,5661,5115,1511,4645,3523,3,952,56,896,,,4142,5094,96,,5269,54,245,4880,913,225,205,12,189,201,716,,29970,203757,4758,4987,0,0,0,2595,4436,1186,56,12012,0
Samba,4949,3089,6553,637,1101,5874,94,116,0,116,,,1389,1505,220,,1503,1,36,1492,856,76,180,4,142,146,407,,7828,94660,1914,2034,0,3,3,2110,4450,0,1332,27026,26
Shopian,4612,3970,3464,301,863,3693,46,103,0,103,,,1067,1170,285,,1159,15,32,1157,971,145,0,0,38,38,68,,7875,35132,1118,1182,0,0,0,1984,3891,2,1192,5886,18
Srinagar,119752,73612,91599,3976,8233,59093,854,11,1,10,7965.0,274.0,42949,42960,22287,7698.0,42244,1432,1736,38288,962,490,0,2,2349,2351,1129,255.0,19203,206262,39707,39849,4,0,0,9298,20041,3,55593,41394,606
Udhampur,16371,9996,8713,2733,4271,16253,123,1485,0,1485,1038.0,441.0,7690,9175,1263,425.0,9101,118,713,9086,894,67,541,125,1108,1233,1513,148.0,14730,194002,9385,11155,0,0,0,5129,7485,0,1593,17902,48
