Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1919655,1335313,1518862,432974,1787495,1440927,61201,60526,7012,53514,144927.0,10003.0,1352232,1412758,83997,63431.0,1403115,23475,211528,1301882,936,47360,25287,4491,340760,345251,409541,5484.0,4060055,24518597,1269436,1402695,1595,1160,1315,50090,1767769,23407,132969,457890,33052
Agar Malwa,13220,10129,11723,1027,12578,6935,67,21,1,20,452.0,0.0,10027,10048,15,293.0,9548,123,1624,9405,920,175,145,6,3135,3141,3164,0.0,18685,140395,9767,10012,2,0,8,0,14025,132,78,294,90
Alirajpur,26771,14868,15563,14035,24763,16576,2806,3309,3,3306,65.0,0.0,16100,19409,9,0.0,19266,226,3046,19066,958,93,295,6,4548,4554,7482,0.0,53059,79911,16163,19330,0,0,0,12,20516,434,93,4360,370
Anuppur,19255,15264,13237,4426,19742,15990,155,835,367,468,266.0,15.0,10167,11002,231,195.0,10789,235,1383,10572,945,706,251,52,3213,3265,5207,,19969,67970,10282,13333,0,0,0,2381,16053,208,112,1924,499
Ashok Nagar,29250,18677,23926,3327,26247,22147,450,383,8,375,222.0,47.0,17221,17604,283,148.0,17096,343,3016,16212,931,618,364,5,3139,3144,5840,13.0,44184,256879,14866,16295,76,62,84,209,23607,51,572,3061,540
Balaghat,33653,25101,25921,2136,31634,29880,208,911,26,885,1986.0,18.0,25401,26312,3110,1518.0,27073,519,5354,24636,977,347,67,716,7075,7791,6317,0.0,50900,385256,25014,28257,0,0,0,0,39238,382,382,8678,537
Barwani,55058,37933,40452,13505,45167,45671,3087,7589,142,7447,4081.0,0.0,33359,40948,869,1605.0,40528,559,5983,40289,929,831,879,29,10657,10686,8180,0.0,79896,647611,29260,38514,0,0,0,0,43979,0,5163,23426,1010
Betul,31346,25341,24249,10582,28456,31824,454,1940,7,1933,2136.0,0.0,23652,25592,756,1441.0,25357,421,2666,24381,952,764,413,109,5858,5967,9032,0.0,135416,1040916,22494,25127,0,0,0,28,29539,60,766,16835,686
Bhind,47753,29403,36424,5528,41574,25439,4559,707,65,642,1668.0,0.0,28530,29237,237,901.0,29597,201,4523,28939,919,617,357,22,4250,4272,12844,0.0,57818,261956,26198,28249,0,0,0,1610,38063,22,648,8512,369
Bhopal,68980,49856,84791,15359,75811,65154,3670,435,0,435,14297.0,437.0,53447,53882,10594,7629.0,53146,1072,7439,48217,921,3159,1055,116,9938,10054,8988,802.0,73836,797990,54211,55005,0,0,0,11,52237,2656,59210,92272,1770
Burhanpur,23235,14364,16467,1857,21447,17956,243,1272,87,1185,1140.0,249.0,14713,15985,961,676.0,16076,292,3066,13741,882,178,1,73,5021,5094,3259,59.0,73852,297467,14355,17672,99,64,56,1609,18972,1678,1097,727,343
Chhatarpur,52258,35176,43285,11279,51818,46161,3445,2361,1269,1092,3982.0,194.0,39527,41888,1619,1846.0,41420,823,5674,40954,913,1020,544,26,8594,8620,10358,0.0,93025,615765,39407,41519,0,0,0,636,51101,688,1010,3448,1111
