Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,358624,240775,284406,51909,159228,282491,33820,10503,730,9773,16007.0,1765.0,182865,193368,65147,14310.0,191384,3530,10451,178766,943,9036,4435,334,9537,9871,17503,302.0,429393,2917806,190819,205700,0.0,1.0,8.0,486,226903,5778,127200,563417,4618.0
Anantnag,19497,17301,14724,3395,15615,14073,132,0,0,0,277.0,43.0,12913,12913,5462,234.0,12814,190,1349,11640,975,1260,0,1,483,484,947,0.0,33147,127898,15375,15309,0.0,0.0,0.0,0,16744,1131,7495,19140,23.0
Badgam,12284,12233,9983,0,11000,5014,125,1,1,0,,,3691,3692,1832,,3685,10,39,3685,942,322,0,3,353,356,821,,27227,170212,3685,4180,,,,0,14271,0,4409,18878,19.0
Bandipora,7170,5929,5130,1622,5210,5425,103,90,18,72,,,2521,2611,601,,2600,20,32,2075,943,210,1,11,149,160,289,,9919,32672,2711,3100,0.0,0.0,0.0,1,6780,56,1346,10588,12.0
Baramula,23071,20789,21653,6318,21998,18377,1115,72,43,29,1633.0,68.0,14010,14082,5691,1568.0,14021,212,483,13912,988,596,0,0,389,389,1128,,36344,147585,13571,15611,0.0,0.0,0.0,0,21239,1,5759,77696,92.0
Doda,8453,5929,5287,1654,4953,1598,4,1615,59,1556,,,4641,6256,828,,6219,85,117,5261,887,188,396,0,144,144,319,,18215,160573,5501,6321,0.0,0.0,0.0,0,6604,0,2523,32161,7.0
Ganderbal,5277,4981,4527,774,3616,4176,195,13,10,3,,,1606,1619,335,,1605,14,44,1373,1042,75,1,0,85,85,656,,13308,103386,1553,1797,0.0,0.0,0.0,0,5499,0,1292,13224,1.0
Jammu,66863,27816,65815,7031,13011,59032,29524,143,21,122,4055.0,851.0,33625,33768,12183,3412.0,33459,668,2659,31142,909,2308,1368,28,2848,2876,1453,0.0,39890,332192,33948,34085,0.0,0.0,0.0,0,21841,25,19900,49719,625.0
Kargil,2278,1269,1195,568,1770,1850,35,59,34,25,,,2008,2067,471,,2050,11,163,1792,1052,269,0,0,130,130,478,,2741,17881,1925,1881,0.0,0.0,7.0,481,2417,13,1764,9187,44.0
Kathua,12098,9397,8427,2794,7211,14739,141,1751,0,1751,297.0,,6813,8564,1804,276.0,8457,138,236,8042,909,109,584,23,736,759,815,,20955,195764,8219,8788,0.0,0.0,0.0,0,11194,6,3012,9895,15.0
Kishtwar,4914,2501,1536,1391,1643,73,135,729,9,720,,,3874,4603,600,,4522,94,278,3898,914,430,41,0,151,151,418,,4221,26367,4395,4466,0.0,0.0,0.0,0,4267,672,1260,16089,21.0
Kulgam,10033,9486,10780,1136,8385,12828,54,27,8,19,,,3937,3964,1803,,3956,13,41,3753,957,620,1,3,171,174,342,,36580,138412,4064,4290,0.0,0.0,0.0,4,10948,673,2848,5867,20.0
Kupwara,15334,14118,9886,5379,11534,9039,483,195,136,59,,,7294,7489,1820,,7364,140,58,7253,941,574,23,0,314,314,963,,30398,107540,9725,10401,0.0,0.0,0.0,0,17037,281,2124,62565,2854.0
Leh Ladakh,2255,1732,1168,312,1948,703,3,12,4,8,,,1808,1820,467,,1817,21,233,1633,971,197,24,2,73,75,598,,1345,8145,1782,1793,0.0,1.0,1.0,0,1565,73,1267,11657,19.0
Poonch,12701,8302,6799,2412,5284,29023,120,1103,104,999,,,9417,10520,2932,,10315,311,463,10252,924,217,263,2,321,323,1387,,16061,143635,8334,11244,0.0,0.0,0.0,0,10715,9,4525,12886,142.0
Pulwama,9484,8746,7710,1027,4959,8730,289,73,0,73,879.0,2.0,4970,5043,2779,876.0,5017,33,123,4854,1022,659,0,3,222,225,168,,15617,96374,5538,5700,0.0,0.0,0.0,0,9760,354,5495,12855,22.0
Rajouri,15368,11780,13095,4138,14162,10971,358,845,1,844,761.0,76.0,12220,13065,1945,564.0,12981,82,904,11062,976,82,731,9,755,764,2380,26.0,33512,230920,12271,14857,0.0,0.0,0.0,0,13744,11,4213,81295,19.0
Ramban,6992,5425,3841,2525,5037,4468,195,859,90,769,,,4321,5180,211,,5156,13,107,4786,956,94,7,0,204,204,588,,12645,30915,4747,5732,0.0,0.0,0.0,0,5826,0,507,7813,
Reasi,7796,6233,5857,1546,5233,5515,79,1311,189,1122,,,4288,5599,27,,5577,57,185,5450,903,103,191,153,120,273,994,,25163,175360,4807,5191,0.0,0.0,0.0,0,6363,1229,44,15322,3.0
Samba,5048,3466,4203,856,2676,2610,104,100,0,100,,,1237,1337,279,,1333,1,10,1333,932,5,178,9,206,215,335,,8610,109371,1664,1766,0.0,0.0,0.0,0,5573,61,1457,28461,44.0
Shopian,5003,4383,3718,267,2534,2705,185,49,2,47,,,1047,1096,411,,1084,17,44,1078,960,129,0,0,60,60,89,,6201,38267,1067,1153,0.0,0.0,0.0,0,4536,47,1224,7247,23.0
Srinagar,90489,49537,59651,3851,5852,53561,368,15,0,15,7150.0,153.0,39317,39332,21574,6997.0,38695,1283,2272,35856,948,478,0,0,712,712,654,129.0,23891,233824,37535,37981,0.0,0.0,0.0,0,19385,1010,53318,43293,579.0
Udhampur,16216,9422,19421,2913,5597,17981,73,1441,1,1440,955.0,572.0,7307,8748,1092,383.0,8657,117,611,8636,929,111,626,87,911,998,1681,147.0,13403,290513,8402,10054,0.0,0.0,0.0,0,10595,126,1418,17579,34.0
