Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
1,28510.0,24150.0,26845.0,25287.0,27762.0,13681.0,857.0,2913.0,2060.0,853.0,13925.0,0.0,15512.0,18425.0,771.0,562.0,672.0,2138.0,17448.0,938,1033.0,59.0,221.0,608.0,829.0,4641.0,81.0,41914.0,111252.0,15945.0,17403.0,2190.0,5306.0,6201.0,18660.0,17783.0,97.0,3672.0,3570.0,140.0,1458202,740269,389959,354888,715643,17818.0
3,7413.0,3623.0,5677.0,6208.0,6904.0,2111.0,23.0,2515.0,165.0,2350.0,2605.0,573.0,2958.0,5473.0,1.0,0.0,101.0,756.0,5275.0,992,151.0,50.0,0.0,20.0,20.0,856.0,9.0,24207.0,95416.0,2449.0,5935.0,920.0,1306.0,1683.0,4984.0,4793.0,61.0,0.0,16.0,57.0,2988093,1889240,921117,461119,1612105,5370.0
3,60193.0,48225.0,59495.0,58313.0,61162.0,18420.0,723.0,7409.0,4942.0,2467.0,25572.0,7998.0,34098.0,41507.0,2207.0,5236.0,739.0,4477.0,37716.0,936,1224.0,549.0,53.0,996.0,1049.0,9543.0,422.0,37411.0,130710.0,31276.0,54725.0,1799.0,6715.0,10793.0,52700.0,54116.0,30.0,2479.0,3057.0,282.0,2988093,1889240,921117,461119,1612105,41251.0
4,7985.0,4482.0,6456.0,6894.0,7536.0,3515.0,292.0,2803.0,758.0,2045.0,2146.0,385.0,3048.0,5851.0,9.0,383.0,148.0,862.0,5628.0,946,148.0,6.0,221.0,98.0,319.0,1286.0,2.0,29186.0,162705.0,5027.0,6779.0,242.0,722.0,1183.0,6266.0,6272.0,0.0,131.0,104.0,172.0,0,0,0,0,0,5786.0
5,16603.0,13057.0,16289.0,15824.0,16678.0,5035.0,50.0,565.0,256.0,309.0,8157.0,713.0,14205.0,14770.0,118.0,2723.0,280.0,1824.0,14468.0,975,459.0,236.0,239.0,6017.0,6256.0,3445.0,105.0,15117.0,119460.0,16037.0,15169.0,1325.0,2418.0,3580.0,14078.0,14033.0,26.0,507.0,3970.0,235.0,840412,595468,366710,61302,416233,14538.0
6,39168.0,33766.0,37670.0,36503.0,38101.0,19121.0,964.0,774.0,543.0,231.0,17493.0,2268.0,31570.0,32344.0,1270.0,7345.0,620.0,4578.0,31493.0,954,499.0,348.0,164.0,7549.0,7713.0,6490.0,469.0,26196.0,66193.0,29662.0,31850.0,2865.0,4556.0,6478.0,31697.0,31800.0,0.0,22592.0,29789.0,46.0,3584594,2545616,1319358,338385,1933457,31883.0
7,41569.0,26570.0,37252.0,38692.0,42311.0,29477.0,617.0,2640.0,52.0,2588.0,18304.0,6541.0,23194.0,25834.0,263.0,1831.0,541.0,3512.0,24666.0,921,433.0,115.0,2.0,1562.0,1564.0,7489.0,0.0,32328.0,98498.0,23301.0,36472.0,806.0,3790.0,6487.0,35546.0,34771.0,34.0,1363.0,2482.0,95.0,1759218,1171565,483724,540263,786311,25284.0
8,18664.0,12263.0,14954.0,16777.0,15602.0,11647.0,188.0,1951.0,71.0,1880.0,11092.0,2532.0,13901.0,15852.0,2.0,1197.0,412.0,2788.0,15406.0,902,1099.0,342.0,2.0,81.0,83.0,4926.0,0.0,12174.0,75189.0,10076.0,16434.0,306.0,1696.0,3023.0,16392.0,16081.0,426.0,1716.0,5801.0,193.0,899386,542097,304011,226906,372218,15781.0
9,14820.0,13254.0,14392.0,14702.0,14820.0,10976.0,277.0,921.0,796.0,125.0,9421.0,254.0,10950.0,11871.0,116.0,854.0,353.0,1297.0,11565.0,926,801.0,495.0,1140.0,673.0,1813.0,4505.0,0.0,55068.0,396838.0,11832.0,12158.0,465.0,1415.0,2298.0,12878.0,12878.0,13.0,560.0,2782.0,269.0,0,0,0,0,0,11570.0
10,20351.0,15424.0,20324.0,19629.0,20158.0,14622.0,306.0,5614.0,1351.0,4263.0,11126.0,2174.0,12614.0,18228.0,40.0,676.0,487.0,2320.0,17724.0,899,553.0,83.0,8.0,867.0,875.0,3487.0,40.0,10017.0,55968.0,15262.0,19803.0,100.0,1477.0,2904.0,17091.0,17069.0,0.0,81.0,350.0,116.0,0,0,0,0,0,17887.0
