Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
5,2708,912,883,1232,1648,136.0,7.0,752,716,36,778,660.0,778,1530,24.0,0.0,10.0,8.0,1490.0,877,19.0,19,5.0,194.0,199.0,320,0.0,1103,5490,1787.0,2025,1902,1955,1883,1728,1683,0.0,36.0,811.0,0.0,165023,108174,64299,16927,83803,1520
6,3208,1295,895,1494,1847,150.0,35.0,770,538,232,1171,720.0,1185,1955,65.0,0.0,18.0,32.0,1493.0,856,104.0,103,0.0,102.0,102.0,151,0.0,627,6252,1467.0,2279,2182,2113,1862,1711,1147,0.0,165.0,599.0,5.0,182451,112593,68148,24324,90436,1945
7,2321,884,905,1102,1291,287.0,10.0,291,279,12,823,788.0,823,1114,12.0,0.0,13.0,15.0,1052.0,1037,67.0,58,0.0,205.0,205.0,32,0.0,1167,11941,1430.0,1552,1721,1856,1664,1342,1029,0.0,239.0,696.0,5.0,166863,129929,65091,16170,86387,1104
8,2253,875,554,924,803,137.0,4.0,681,662,19,656,587.0,764,1445,44.0,43.0,21.0,41.0,1290.0,983,141.0,34,0.0,70.0,70.0,292,45.0,606,5854,647.0,1297,1262,1151,1068,1032,603,0.0,228.0,662.0,2.0,139501,104366,49575,33834,58530,1428
1,18800,8083,7507,6779,4889,5182.0,231.0,1026,679,347,4982,4213.0,6281,7307,694.0,327.0,124.0,410.0,6072.0,902,586.0,111,14.0,571.0,585.0,280,375.0,5907,17432,7229.0,10447,9022,8135,7502,7137,7073,0.0,4807.0,23001.0,33.0,394556,296573,130820,32765,232077,7240
2,8766,1552,1748,1783,626,370.0,3.0,281,218,63,2153,433.0,2556,2837,306.0,105.0,11.0,50.0,2552.0,950,539.0,1,0.0,370.0,370.0,411,280.0,1858,39050,3126.0,3794,3465,3456,3202,3137,3070,0.0,2119.0,3263.0,13.0,260281,197751,96644,14553,149123,2834
3,1886,777,762,682,392,332.0,5.0,326,256,70,925,639.0,965,1291,219.0,35.0,24.0,40.0,1099.0,885,322.0,148,1.0,223.0,224.0,276,25.0,769,23816,1253.0,1508,1457,1411,1326,1306,1295,0.0,638.0,1557.0,19.0,187888,156564,80825,17720,89735,1267
4,4871,1526,605,1936,1765,402.0,4.0,998,810,188,951,831.0,951,1949,33.0,0.0,29.0,92.0,1906.0,945,39.0,32,0.0,93.0,93.0,458,0.0,1104,7426,1649.0,2813,2826,2510,2184,1771,1713,0.0,157.0,290.0,6.0,248231,125878,104347,48439,97892,1922
5,1879,875,742,1045,1692,24.0,0.0,745,738,7,699,560.0,699,1444,30.0,0.0,17.0,2.0,1400.0,885,12.0,11,0.0,80.0,80.0,411,0.0,1916,9284,1313.0,1701,1798,1717,1710,1534,1383,0.0,77.0,853.0,0.0,166645,110505,64961,17228,84471,1427
6,2845,1418,672,1256,1369,249.0,14.0,694,494,200,1095,822.0,1125,1819,56.0,0.0,20.0,20.0,1525.0,894,91.0,92,0.0,152.0,152.0,212,0.0,1133,5680,1628.0,2366,2210,1900,1703,1570,1374,0.0,160.0,814.0,8.0,169323,107882,63171,24017,83082,1811
7,2238,969,776,978,1339,292.0,13.0,238,236,2,725,679.0,725,963,49.0,0.0,2.0,20.0,932.0,915,107.0,104,0.0,104.0,104.0,176,0.0,869,10722,1195.0,1514,1646,1587,1576,1282,1240,0.0,217.0,865.0,1.0,167386,131674,66710,17548,84870,965
