Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
7,2958.0,1667.0,1091.0,989.0,1018.0,34.0,1.0,459.0,178.0,281.0,490.0,341.0,490.0,949.0,0.0,0.0,9.0,14.0,696.0,894,38.0,13.0,0.0,21.0,21.0,485.0,0.0,289.0,7491.0,381.0,2034.0,2070.0,1810.0,1469.0,1424.0,909.0,0.0,0.0,271.0,0.0,140651,85006,55979,14696,69975,945.0
8,12971.0,6530.0,2880.0,3828.0,1438.0,1158.0,5.0,904.0,566.0,338.0,1194.0,1187.0,1194.0,2098.0,0.0,0.0,9.0,34.0,1952.0,933,805.0,759.0,0.0,0.0,0.0,1030.0,0.0,6265.0,25375.0,410.0,7745.0,7952.0,7339.0,6729.0,6242.0,5970.0,6.0,0.0,5553.0,4.0,422167,269304,133428,61890,226848,2090.0
9,3882.0,1630.0,1277.0,1220.0,686.0,398.0,17.0,734.0,318.0,416.0,145.0,127.0,754.0,1488.0,0.0,102.0,16.0,59.0,891.0,872,32.0,3.0,4.0,31.0,35.0,46.0,55.0,761.0,2406.0,347.0,2252.0,2290.0,2208.0,1986.0,1608.0,1470.0,0.0,165.0,1113.0,17.0,183998,129829,67724,20205,96069,1473.0
1,5027.0,3814.0,2847.0,3399.0,1906.0,1061.0,1.0,281.0,254.0,27.0,888.0,835.0,888.0,1169.0,17.0,0.0,4.0,32.0,1083.0,935,536.0,518.0,31.0,0.0,31.0,541.0,0.0,6070.0,26657.0,661.0,4775.0,4724.0,4278.0,4001.0,3367.0,3299.0,0.0,0.0,0.0,0.0,240515,160546,78899,33451,128376,1169.0
2,3038.0,1269.0,870.0,1279.0,1376.0,22.0,0.0,758.0,478.0,280.0,307.0,255.0,307.0,1065.0,1.0,0.0,40.0,5.0,966.0,933,25.0,25.0,0.0,0.0,0.0,196.0,0.0,1705.0,3911.0,39.0,1890.0,2040.0,1954.0,2188.0,1946.0,1874.0,0.0,0.0,187.0,0.0,147059,94477,55374,23475,68374,1121.0
3,8842.0,4843.0,3981.0,2634.0,3296.0,938.0,47.0,643.0,309.0,334.0,2309.0,2069.0,4234.0,4877.0,248.0,600.0,20.0,246.0,4604.0,941,573.0,44.0,6.0,515.0,521.0,598.0,138.0,1597.0,11969.0,1911.0,4439.0,4939.0,4449.0,4052.0,4459.0,4085.0,0.0,2559.0,6397.0,14.0,279254,202766,91790,33476,153996,4857.0
4,10480.0,5691.0,3868.0,4643.0,2525.0,999.0,0.0,335.0,222.0,113.0,1162.0,784.0,1339.0,1674.0,358.0,50.0,3.0,97.0,1376.0,806,530.0,436.0,28.0,186.0,214.0,725.0,0.0,4286.0,15588.0,1607.0,8373.0,8139.0,7797.0,7476.0,6806.0,6043.0,0.0,672.0,3394.0,1.0,462736,332476,149924,49424,263713,1671.0
5,21815.0,15836.0,22264.0,6703.0,3431.0,1218.0,118.0,256.0,58.0,198.0,12333.0,8796.0,17165.0,17421.0,3138.0,3115.0,159.0,1085.0,10973.0,958,2441.0,760.0,33.0,342.0,375.0,983.0,13.0,2706.0,23129.0,1254.0,12353.0,10991.0,10751.0,9873.0,10449.0,9488.0,1.0,5181.0,2774.0,1.0,525992,401853,170236,47217,308729,17437.0
6,8838.0,3554.0,3929.0,5578.0,2932.0,391.0,19.0,3847.0,2243.0,1604.0,1161.0,1070.0,1261.0,5108.0,0.0,0.0,13.0,28.0,5001.0,931,115.0,112.0,0.0,0.0,0.0,580.0,0.0,3527.0,16247.0,905.0,7332.0,7718.0,7450.0,7090.0,6542.0,6483.0,0.0,64.0,1049.0,16.0,0,0,0,0,0,5102.0
7,3066.0,1528.0,1266.0,1311.0,1482.0,67.0,0.0,657.0,322.0,335.0,506.0,341.0,506.0,1163.0,0.0,0.0,15.0,19.0,1027.0,860,36.0,11.0,1.0,62.0,63.0,426.0,0.0,358.0,6564.0,1208.0,2483.0,2563.0,2355.0,2112.0,1852.0,1397.0,0.0,21.0,336.0,4.0,143956,88500,57428,15716,70985,1155.0
