Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
14,18405,10741,14321,14581,10300,0.0,0.0,548,3.0,545.0,6860,0.0,6860,7408,1425,0.0,128,1903,0.0,944,877,0.0,201,3192,3393,1902,152.0,12978,299773,13693,14369,13592,12821,12587,14401,12089,0.0,0.0,0.0,113.0,806201,624108,249508,80102,475735,13723
1,14556,10415,11204,13908,2486,363.0,16.0,5,2.0,3.0,6224,1967.0,10795,10800,2906,2269.0,47,1019,9878.0,907,628,286.0,106,2670,2776,1101,115.0,9207,152205,11927,11938,14218,13746,13822,13862,13749,35.0,1377.0,745.0,22.0,2124050,1833641,586175,201300,1335586,10796
2,30368,24616,24003,29363,6871,1677.0,15.0,9,1.0,8.0,4645,1206.0,20400,20409,3108,8683.0,33,1437,20452.0,962,1019,493.0,94,5401,5495,1953,535.0,23035,453220,25908,26647,25194,25212,26458,26126,25282,295.0,6726.0,4027.0,21.0,3246284,2798021,1030517,190557,2024099,20480
3,9232,7880,8953,8319,7540,1561.0,26.0,65,4.0,61.0,2435,1681.0,7218,7283,943,2240.0,30,404,7229.0,920,360,277.0,145,1907,2052,1785,51.0,8017,154418,8923,8942,10286,10295,10195,8567,8476,11.0,2331.0,5855.0,4.0,1112994,914753,412851,97498,602150,7298
4,24891,12355,17493,17840,3679,1911.0,153.0,29,9.0,20.0,5557,674.0,22343,22372,2739,2586.0,127,1061,8764.0,964,802,102.0,147,2250,2397,2678,61.0,7776,314159,19338,20292,20009,19271,20309,19674,21232,15.0,4349.0,4717.0,14.0,2499769,2103932,680187,131926,1687304,22288
5,11658,7508,8128,12948,381,1614.0,36.0,29,3.0,26.0,1460,811.0,13402,13431,308,1808.0,29,389,10251.0,916,875,21.0,71,1329,1400,1408,98.0,6893,128584,8994,12949,11767,11594,11350,10525,10400,91.0,862.0,870.0,4.0,1286029,1004765,363244,90254,832413,13537
6,25112,16770,17914,18432,2077,3698.0,25.0,23,6.0,17.0,6694,1083.0,16714,16737,3654,5116.0,22,1007,15608.0,963,663,188.0,1,3440,3441,2015,184.0,14215,270899,16063,16174,17847,17894,18381,18498,18671,7.0,4264.0,2555.0,3.0,2625264,2209471,687008,207352,1729957,16532
7,18343,12515,16259,12855,12735,873.0,45.0,2,1.0,1.0,4975,962.0,10599,10601,1914,2228.0,32,1002,7375.0,974,593,514.0,205,3107,3312,3102,44.0,17816,272874,12852,12614,13366,13321,13228,12893,12674,26.0,3827.0,1626.0,0.0,1970352,1733178,590967,124877,1253021,10515
8,25857,19426,20015,22178,9239,1936.0,7.0,23,11.0,12.0,12287,2565.0,26768,26791,3652,3688.0,226,3145,23776.0,943,1671,148.0,116,3572,3688,2425,46.0,11223,349246,26510,30418,27135,26110,24649,22998,26118,9.0,401.0,356.0,60.0,3043701,2556878,727723,190019,2124953,26542
9,40465,21733,24671,33338,27819,6377.0,96.0,191,26.0,165.0,7605,9276.0,40380,40571,1471,6482.0,223,4500,30840.0,933,1580,45.0,110,5406,5516,2444,797.0,18248,389212,38983,42196,40329,37624,36182,31134,28874,24.0,10676.0,4335.0,19.0,4010449,3191605,817283,204508,2988094,39987
10,22715,14465,16327,20888,3610,1145.0,20.0,119,8.0,111.0,3854,1276.0,19247,19366,981,4107.0,58,2427,14152.0,965,896,113.0,148,5849,5997,2588,416.0,13369,308800,20633,21025,24632,23924,23432,21504,20816,30.0,2073.0,8883.0,13.0,2770343,2175840,853027,168683,1748137,19379
11,13920,8477,7850,9903,6638,467.0,60.0,11,0.0,11.0,2164,484.0,8184,8195,1119,2112.0,16,833,5599.0,961,299,398.0,97,2313,2410,1086,165.0,1003,85391,8992,9191,9781,9090,4588,8454,8003,1.0,2427.0,1714.0,0.0,1204644,1060005,291759,95329,816906,8256
