Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
29,11493,3599,10479,10721,7157,3126.0,0.0,1122,135,987,8276,4160.0,8276,9398,390,0.0,244,957,5498.0,926,962,741,1.0,1980,1981,1887,0.0,46813,436030,5194,11103,10267,10118,10131,10228,10114,439.0,2541.0,839.0,206.0,0,0,0,0,0,9160
30,33638,14844,31956,30946,14341,10877.0,57.0,5159,1582,3577,28391,17368.0,28391,33550,1638,0.0,799,5598,28871.0,920,1443,832,132.0,6697,6829,7677,0.0,98203,439695,17417,35549,34589,34409,34467,33850,32724,531.0,9050.0,2093.0,497.0,2093437,1342321,535112,338115,1220210,32805
1,22770,11342,22932,22314,19193,10855.0,96.0,1472,178,1294,18305,16895.0,19048,20520,1018,25.0,573,3809,19597.0,873,1393,878,3.0,5417,5420,5105,0.0,58851,190109,18933,23782,23154,23631,24136,24712,24626,2031.0,942.0,3845.0,325.0,1288037,892220,319458,215377,753677,20244
2,31533,12329,26875,29294,19205,12721.0,649.0,3603,404,3199,27755,20788.0,29115,32718,2273,0.0,932,7269,26098.0,935,1016,151,8.0,5427,5435,2960,0.0,30250,105068,18167,29792,29709,30112,29899,30027,29479,3663.0,1781.0,1860.0,1164.0,1683923,962578,407664,332209,945017,32169
3,40411,19269,36974,37875,23464,23106.0,561.0,1774,30,1744,34140,25400.0,34140,35914,3023,0.0,718,4808,34484.0,964,2335,695,8.0,6809,6817,8622,13.0,153414,604167,29401,37215,39345,39913,39833,40403,39905,1992.0,4882.0,8146.0,438.0,2352413,1668060,633448,336283,1388669,35482
4,23947,13467,21118,22847,19055,7664.0,40.0,854,104,750,17006,14492.0,17157,18011,1389,92.0,360,3682,15477.0,915,1296,1002,55.0,5771,5826,4085,0.0,34949,78967,9566,22393,23205,23310,23566,23473,23234,700.0,2194.0,6009.0,755.0,1495469,1010865,484435,297070,715882,16025
5,8117,2050,7583,7819,5466,1599.0,2.0,1538,59,1479,5443,5159.0,5443,6981,109,0.0,159,1349,6624.0,894,356,74,32.0,967,999,1219,0.0,11474,73754,3646,7215,8617,8767,8787,8812,8797,39.0,146.0,292.0,109.0,448583,282969,125676,99517,223710,6884
6,29998,19383,25485,27202,23600,6291.0,14.0,1481,486,995,20292,17583.0,22646,24127,933,632.0,360,1954,23437.0,944,2673,1739,10.0,6351,6361,6383,0.0,110009,943667,19735,26545,27639,27805,27847,27120,26930,126.0,1230.0,10071.0,169.0,1524779,1123065,330874,147998,1047096,23843
7,38714,9287,35879,37495,32512,5274.0,166.0,918,212,706,32096,21611.0,53992,54910,5124,37.0,942,7572,53731.0,888,1374,891,30.0,7794,7824,10245,2.0,143234,627314,22079,44902,41183,41612,42136,42158,37366,921.0,5362.0,12163.0,56.0,2654629,2061312,705098,247086,1702898,54181
8,5895,1388,5742,5591,5415,1648.0,2.0,738,71,667,3180,2988.0,3180,3918,95,0.0,101,301,3532.0,885,222,88,3.0,886,889,1123,0.0,21581,86374,2621,5108,5527,5769,5743,5704,5664,1104.0,1393.0,2311.0,94.0,316645,204795,84901,85156,147008,3835
