Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
4,70326.0,19094.0,32648.0,18022.0,56121.0,36060.0,1114.0,1342.0,11.0,1331.0,7539.0,2936.0,7805.0,9147.0,383.0,166.0,135.0,1652.0,6323.0,864,1518.0,378.0,8.0,220.0,228.0,2853.0,86.0,22228.0,593691.0,9680.0,17991.0,21357.0,20555.0,19126.0,17717.0,18261.0,0.0,4760.0,14094.0,20.0,887977,681516,283582,12863,591532,9488.0
5,42621.0,7334.0,17616.0,10312.0,20772.0,7905.0,184.0,187.0,31.0,156.0,4288.0,2836.0,5073.0,5260.0,413.0,102.0,80.0,633.0,4199.0,926,765.0,90.0,6.0,48.0,54.0,1123.0,240.0,5464.0,368414.0,5068.0,11835.0,20860.0,19122.0,17699.0,17323.0,16592.0,14.0,1793.0,5249.0,0.0,2241624,1611587,622443,38943,1580237,5418.0
6,102564.0,23097.0,71457.0,27023.0,77354.0,28135.0,2607.0,624.0,9.0,615.0,25955.0,8274.0,27576.0,28200.0,6054.0,777.0,651.0,5456.0,8358.0,883,2545.0,1920.0,545.0,3538.0,4083.0,4599.0,459.0,19359.0,1100511.0,24874.0,34971.0,29833.0,27497.0,26737.0,24365.0,23565.0,4.0,16428.0,32665.0,99.0,3656539,2707855,1135126,53418,2467993,28258.0
7,32567.0,13398.0,29750.0,14431.0,17081.0,9172.0,552.0,1548.0,718.0,830.0,3855.0,2257.0,6622.0,8170.0,1129.0,1641.0,25.0,1492.0,5394.0,856,2403.0,863.0,150.0,982.0,1132.0,3369.0,296.0,15842.0,665449.0,6561.0,14556.0,17380.0,16709.0,15927.0,15960.0,16041.0,31.0,12756.0,11592.0,4.0,2731928,2078402,869086,55307,1807536,8204.0
9,37616.0,12565.0,15193.0,13401.0,10504.0,15227.0,260.0,512.0,135.0,377.0,3494.0,2071.0,5250.0,5762.0,302.0,833.0,40.0,1058.0,4620.0,854,1828.0,323.0,20.0,713.0,733.0,2666.0,242.0,22039.0,838666.0,5430.0,14271.0,20338.0,18212.0,17470.0,16772.0,15712.0,7.0,20644.0,5632.0,4.0,2292958,1787689,749994,45356,1497605,5782.0
9,64273.0,24038.0,31172.0,16504.0,28371.0,22664.0,848.0,1337.0,346.0,991.0,7762.0,5160.0,8645.0,9982.0,1186.0,402.0,102.0,1619.0,7606.0,849,1352.0,414.0,87.0,628.0,715.0,2732.0,366.0,13904.0,824038.0,8938.0,14763.0,20772.0,19735.0,18792.0,17706.0,16568.0,0.0,2808.0,3262.0,20.0,2292958,1787689,749994,45356,1497605,10027.0
10,118364.0,36107.0,60872.0,29203.0,75719.0,44345.0,3110.0,2713.0,34.0,2679.0,17200.0,10821.0,23180.0,25893.0,4074.0,2917.0,495.0,6392.0,17411.0,905,3013.0,983.0,205.0,1972.0,2177.0,7631.0,450.0,26481.0,1427403.0,23057.0,37116.0,40895.0,38650.0,37371.0,34070.0,32869.0,19.0,22593.0,42905.0,249.0,2543243,1961178,839620,34698,1668923,25876.0
1,166763.0,34435.0,77375.0,30691.0,89606.0,31324.0,3369.0,1169.0,11.0,1158.0,32576.0,10743.0,42605.0,43774.0,7536.0,5083.0,898.0,12627.0,26013.0,901,4494.0,1660.0,927.0,3452.0,4379.0,4767.0,569.0,22661.0,1406472.0,38198.0,43028.0,30781.0,27146.0,25467.0,25814.0,24971.0,0.0,57330.0,50161.0,364.0,576273,441506,194322,11486,370492,43509.0
2,43841.0,16026.0,19136.0,13447.0,17370.0,14751.0,546.0,853.0,41.0,812.0,6709.0,4292.0,10109.0,10962.0,1371.0,2003.0,156.0,2387.0,7333.0,891,2530.0,101.0,27.0,227.0,254.0,2111.0,968.0,13551.0,446297.0,9774.0,16049.0,18112.0,17688.0,16834.0,16865.0,16003.0,0.0,19083.0,41078.0,382.0,1736086,1385364,566014,25305,1144859,10890.0
3,71890.0,13397.0,38278.0,19817.0,38333.0,42794.0,3063.0,416.0,17.0,399.0,39849.0,20320.0,40094.0,40510.0,7076.0,97.0,1069.0,5031.0,30301.0,892,3971.0,2141.0,171.0,3696.0,3867.0,4312.0,30.0,27605.0,739551.0,39010.0,33939.0,18330.0,16321.0,15876.0,14723.0,13238.0,0.0,10831.0,5470.0,1005.0,138745,112603,55731,3060,80011,39716.0
