Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
17,25852.0,16231.0,19940.0,24830,21875.0,5628.0,117.0,6782.0,2497.0,4285.0,14719.0,14478.0,14719.0,21501.0,46.0,0.0,325.0,1327.0,20566.0,934,43.0,0.0,38.0,4463.0,4501.0,11445.0,0.0,18304.0,116900.0,18289.0,24477,18387,20905.0,22665,20566,20140.0,569.0,3873.0,13459.0,0.0,1069610,591763,195091,150639,733453,21643.0
18,69558.0,37937.0,39940.0,58714,45978.0,836.0,52.0,15287.0,282.0,15005.0,38029.0,37407.0,38029.0,53316.0,195.0,0.0,808.0,1877.0,50398.0,942,0.0,0.0,5.0,12232.0,12237.0,3580.0,0.0,28377.0,116865.0,49602.0,64895,48393,54618.0,58328,55473,54114.0,0.0,9216.0,11717.0,0.0,2171274,1017227,428258,398434,1369361,52806.0
19,91552.0,46097.0,57629.0,86397,44061.0,12955.0,351.0,30647.0,8157.0,22490.0,51039.0,47459.0,51039.0,81686.0,40.0,0.0,1731.0,2841.0,77615.0,915,396.0,1009.0,27.0,24398.0,24425.0,11933.0,90.0,44620.0,270014.0,56384.0,106106,76858,91328.0,97055,85814,83559.0,0.0,17812.0,59176.0,0.0,4803939,2572024,1141280,648890,3021348,83594.0
20,28079.0,10900.0,15726.0,26791,16056.0,3096.0,128.0,2491.0,838.0,1653.0,20760.0,20587.0,20760.0,23251.0,70.0,0.0,440.0,1821.0,22408.0,942,47.0,28.0,15.0,5443.0,5458.0,1417.0,34.0,8435.0,70312.0,21791.0,29204,21782,24816.0,26856,24362,24079.0,5.0,3775.0,17308.0,0.0,1445424,895708,233316,237093,985766,22803.0
21,118809.0,48042.0,63458.0,98124,37891.0,2494.0,515.0,35910.0,3990.0,31920.0,47937.0,50189.0,47937.0,83847.0,17.0,0.0,1213.0,7115.0,70369.0,934,143.0,73.0,52.0,16795.0,16847.0,12019.0,120.0,25344.0,167609.0,81986.0,116382,88989,101115.0,104255,91988,95676.0,19.0,22969.0,41919.0,0.0,5171819,2963521,914691,849990,3477085,94317.0
22,68071.0,32187.0,44315.0,68237,154623.0,22667.0,878.0,8066.0,3644.0,4422.0,42721.0,36706.0,42721.0,50787.0,2078.0,0.0,1793.0,2984.0,46288.0,930,515.0,320.0,546.0,11497.0,12043.0,15911.0,0.0,33459.0,315713.0,45385.0,68354,58483,64056.0,66656,70865,63219.0,4471.0,15901.0,62497.0,70.0,3049976,1715423,753692,343773,1958446,49761.0
23,50154.0,25827.0,26638.0,48150,38898.0,4271.0,159.0,8892.0,196.0,8696.0,29234.0,28000.0,29234.0,38126.0,324.0,0.0,883.0,1813.0,35742.0,953,413.0,419.0,113.0,8165.0,8278.0,8335.0,56.0,16565.0,172246.0,32554.0,49896,40228,47083.0,48797,44277,42652.0,160.0,9154.0,19435.0,0.0,2359173,1257741,508681,371287,1493754,37631.0
24,82862.0,40312.0,44986.0,68418,51648.0,1361.0,86.0,15773.0,704.0,15069.0,67184.0,60460.0,67184.0,82957.0,207.0,0.0,1064.0,2243.0,73995.0,948,130.0,38.0,145.0,27950.0,28095.0,4150.0,32.0,25858.0,80744.0,79958.0,97164,68001,76114.0,80023,76147,73211.0,77.0,14085.0,20540.0,0.0,4250339,2128759,785072,860130,2657171,84845.0
25,130821.0,107924.0,54955.0,102077,77664.0,15495.0,852.0,2900.0,691.0,2209.0,52201.0,52692.0,52201.0,55101.0,247.0,0.0,1397.0,6118.0,51795.0,915,419.0,1065.0,57.0,38108.0,38165.0,10857.0,16939.0,36937.0,148395.0,87518.0,122232,96259,111224.0,118297,114219,108048.0,4880.0,30091.0,35052.0,0.0,6223641,3835400,1441114,622603,4180617,64140.0
26,116456.0,54406.0,74888.0,111492,61906.0,579.0,97.0,27320.0,5639.0,21681.0,60089.0,51892.0,60089.0,87409.0,142.0,0.0,980.0,2836.0,85668.0,980,148.0,74.0,607.0,36312.0,36919.0,9117.0,1000.0,23356.0,159944.0,76248.0,144844,104682,125643.0,129970,115135,110586.0,14.0,19867.0,39768.0,0.0,5509728,2784199,1167060,777968,3609367,87518.0
