Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons,Total Number of reported live births
14,60643,23703.0,34507,43042,52665,15643.0,772.0,7992,3338.0,4654,25352,23239.0,36379,44371,618.0,3899.0,820,1984,39707.0,936,535.0,297.0,138.0,29254,29392,3439,310.0,23929,84913,29537,49989,370,3071,7858,44845,42344,3.0,405.0,930.0,7.0,1879877,1160544,236970,466778,1196813,44350
15,42517,12425.0,31096,32715,29327,10882.0,224.0,8712,1339.0,7373,21421,20123.0,24083,32795,63.0,446.0,552,1691,29651.0,959,458.0,468.0,292.0,1540,1832,3736,0.0,46091,150530,17211,34747,2698,4179,6896,32839,32212,361.0,51.0,1632.0,117.0,1318305,681339,287100,340259,697340,32544
16,53700,18708.0,29005,32539,26825,21265.0,3872.0,3175,418.0,2757,17787,14037.0,33896,37071,1288.0,5159.0,423,3900,32903.0,931,1421.0,340.0,33.0,3369,3402,4040,444.0,36694,131997,30485,39208,1738,3445,7470,38398,38150,1053.0,10792.0,9684.0,134.0,2431539,1669102,562465,341318,1529186,36990
17,71127,25512.0,39558,51274,37895,15897.0,704.0,5928,1230.0,4698,33782,30719.0,51830,57758,3732.0,3651.0,366,2626,57165.0,927,1175.0,424.0,500.0,6913,7413,10172,827.0,83484,367958,39647,58453,9256,11171,15229,64717,64319,661.0,31883.0,4044.0,106.0,2967591,2105734,758271,414050,1797326,57649
18,30858,15317.0,18687,26810,20116,11419.0,152.0,4466,1064.0,3402,23323,6417.0,24524,28990,346.0,393.0,734,2478,27271.0,931,716.0,436.0,9.0,2060,2069,3130,65.0,16974,102457,17496,33360,1118,4480,8219,27239,25751,102.0,725.0,873.0,77.0,1254008,604784,342141,198658,715860,28460
1,54163,27320.0,43046,38452,42486,18596.0,2273.0,3847,1358.0,2489,15790,15176.0,42066,45913,80.0,1211.0,208,5003,44722.0,892,3479.0,96.0,307.0,8091,8398,2879,3478.0,36820,316031,31228,46959,20,5,13,49323,48716,39.0,1662.0,2068.0,62.0,2221327,1495796,404521,404891,1434706,45951
2,31357,9131.0,27942,24701,29790,5063.0,141.0,3178,785.0,2393,17903,17871.0,17942,21120,2.0,0.0,275,1003,19705.0,898,47.0,0.0,47.0,2145,2192,2443,0.0,9562,66462,8885,23261,97,96,267,27003,26444,66.0,0.0,725.0,4.0,1197148,700721,198919,273787,738603,20951
3,40762,20930.0,31114,32044,35549,6844.0,231.0,3317,1249.0,2068,23706,23194.0,28608,31925,299.0,1532.0,375,1901,31193.0,892,649.0,248.0,34.0,5881,5915,4051,117.0,23137,97770,22177,35492,19,9,20,32550,32224,68.0,332.0,2956.0,43.0,1688299,1031486,304100,332258,1065750,31760
4,66022,16461.0,60102,51572,48200,5862.0,23.0,3987,1090.0,2897,15540,12820.0,57009,60996,1328.0,7828.0,337,1905,41440.0,897,1142.0,32.0,33.0,6057,6090,1824,393.0,13657,78348,28478,59504,205,225,338,63940,63480,145.0,1306.0,222.0,14.0,2840852,1946201,576018,392338,1895902,61644
5,38419,21472.0,32157,30562,26617,13258.0,93.0,3600,711.0,2889,19591,18008.0,25675,29275,49.0,711.0,395,2353,28138.0,955,1344.0,60.0,40.0,3424,3464,3504,38.0,12314,53659,16104,30263,44,11,21,35199,34318,1224.0,149.0,2658.0,120.0,1145156,663381,168742,434289,587016,29107
6,39419,13479.0,30221,30627,31715,7353.0,110.0,2358,218.0,2140,28194,25109.0,30037,32395,246.0,0.0,703,1459,30357.0,940,76.0,67.0,336.0,12723,13059,1369,0.0,7518,33147,15838,31908,54,65,118,33643,33058,0.0,646.0,3230.0,14.0,1495085,938126,152463,601799,818881,31392
7,61973,22172.0,51835,53918,56844,14629.0,411.0,8990,2956.0,6034,30035,28613.0,42207,51197,242.0,3353.0,653,1468,40015.0,870,557.0,90.0,53.0,8720,8773,5219,12.0,20852,83699,20518,56463,43,100,161,57708,56990,21.0,240.0,9035.0,34.0,2771162,1717850,454419,893053,1490421,52118
8,37037,23240.0,33991,33897,32962,17058.0,278.0,1477,948.0,529,29774,15273.0,30611,32088,393.0,287.0,630,1699,30603.0,959,180.0,161.0,168.0,4320,4488,6310,0.0,24526,168865,19499,31001,17,6,22,32447,32542,981.0,510.0,1461.0,15.0,1470626,779235,234269,415864,839650,31670
9,28976,12320.0,22802,23179,19988,24115.0,919.0,1558,378.0,1180,16938,16724.0,18575,20133,261.0,383.0,409,2857,19368.0,966,1951.0,391.0,105.0,1252,1357,5801,14.0,33650,192968,15430,21178,0,0,0,26199,26011,287.0,417.0,1700.0,175.0,894488,555510,220350,206901,475412,19960
