Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,388996,211520,303497,184569,116483,159861,20836,17882,2154,15728,167471,95829,179197,197079,53029,9576.0,193748,4154,9739,136394,936,13698,8468,442,12573,13015,17584,576.0,301742,2496549,173608,207098,5543,5161,4923,205626,190804,29.0,117494,462494,361.0
Anantnag,26630,22456,22337,12917,10161,7880,94,119,117,2,15593,10468,15980,16099,4320,293.0,15715,561,1550,15705,985,2240,0,2,439,441,526,0.0,22195,104473,15932,16418,44,47,46,14877,14877,0.0,9099,29351,39.0
Badgam,14067,12759,11980,12908,10041,6653,88,33,3,30,3979,2792,3979,4012,859,,4006,16,11,3443,972,471,0,2,215,217,620,1.0,22036,155413,4688,5323,1594,1543,1506,13377,13375,0.0,3854,16482,1.0
Bandipora,6965,5064,7091,5287,5433,5770,173,165,57,108,3527,3196,3527,3692,321,,3570,81,37,3315,880,264,2,8,64,72,280,,7187,30456,3376,4152,0,0,0,5844,5649,6.0,1852,9989,
Baramula,27716,15455,21420,19468,15105,16035,350,405,32,373,10810,7033,12458,12863,3176,1311.0,12528,246,345,10020,967,1295,77,1,199,200,1305,,22837,169881,11755,12912,28,25,30,17077,16640,15.0,8966,51910,109.0
Doda,7735,4949,4124,5705,1884,743,49,2389,19,2370,4236,3182,4236,6625,740,,6561,66,152,4546,942,199,207,0,500,500,311,,8882,63346,4502,6751,2,0,0,5978,5975,0.0,1648,19843,7.0
Ganderbal,5699,5411,6572,4573,4682,2088,98,75,2,73,2267,1750,2267,2342,445,,2325,9,24,2173,984,113,4,2,269,271,668,,10358,73909,2534,3131,2,2,5,4984,1461,0.0,1516,16768,2.0
Jammu,98457,22718,72405,16204,10334,48904,17765,398,45,353,26951,16268,29345,29743,10596,1851.0,29461,761,2600,18780,911,2515,1969,48,2358,2406,1852,58.0,23393,412361,29304,29901,544,504,671,20396,20823,0.0,17449,46947,4.0
Kargil,2774,1262,1801,1961,2205,952,95,203,95,108,2048,1873,2048,2251,183,,2383,193,271,1992,971,250,0,0,63,63,738,,2527,12079,1872,2418,762,835,760,2664,1000,0.0,775,6907,9.0
Kathua,10750,5517,9290,9846,3476,8938,311,2160,0,2160,5517,3034,5803,7963,1502,255.0,7867,142,47,6548,862,846,637,42,864,906,1000,,18328,245775,5513,9917,0,30,32,10384,10389,0.0,2168,6069,2.0
