Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2119476,1347457,1726634,1710999,1551278,1545732,26997,29859,19586,10273,932795,298680,1728670,1758529,118247,166875,1752350,19421,249200,1516623,920,217457,76334,13912,456770,470682,296015,94148,2779444,18532991,1560206,1931624,1954651,1903747,1921252,1882440,1872925,11578,330462,337762,14794
Ahmednagar,84216,63513,74924,70965,66220,73515,1228,677,556,121,26602,8824,86256,86933,2995,6985,86642,765,6789,84270,904,10742,2147,54,23277,23331,23269,4174,196328,691875,50968,80507,83572,81237,81646,79862,79184,9220,7092,8073,1037
Akola,31466,24696,29557,25294,19622,56230,869,273,230,43,24273,2223,35176,35449,8427,3838,35166,540,4603,34634,926,1909,897,425,7757,8182,5421,966,37267,134481,40600,40420,29307,28611,28859,28113,27991,3,8610,3176,856
Amravati,47768,38249,43511,42236,26003,46460,111,2073,865,1208,27243,6265,42837,44910,3794,6876,44335,803,8333,43480,929,9268,732,626,10991,11617,6418,1878,34368,256433,39068,49473,47696,45664,45528,44800,44625,4,13838,10886,601
Aurangabad,83354,66303,65703,70983,70706,47773,942,540,391,149,37378,20314,81613,82153,332,2000,81823,436,9582,80464,917,10744,1238,111,12529,12640,8744,5066,67204,809888,50098,75083,74810,71985,69778,67648,67648,643,1020,5848,242
Bhandara,20028,17968,18935,18595,9876,22146,207,58,33,25,16436,26,19329,19387,4396,1556,19101,427,3538,18853,922,808,420,1299,5658,6957,2976,60,16328,161158,13799,19343,19514,19189,19499,18694,18746,31,12135,7549,334
Bid,49810,31407,43082,38489,39225,33462,427,182,127,55,20718,11557,40146,40328,1942,1728,40251,137,2296,38831,913,4014,3364,10,9593,9603,10216,2518,114735,353650,39670,45905,49684,48489,47933,44515,44163,0,10447,18893,176
Brihan Mumbai,187544,34984,62151,172986,160379,31384,1782,1368,703,665,89606,5606,175354,176722,21248,32699,176216,2614,38077,31349,930,30745,30745,424,20714,21138,17389,23219,234349,5437286,158090,188741,192529,189068,200549,189715,189715,25,79315,72861,1806
Buldana,52601,43254,46790,44471,39369,34447,678,954,919,35,22581,7547,39606,40560,907,1355,40769,333,3461,38797,934,1818,377,50,9750,9800,6356,915,34286,284629,35350,42179,50915,49775,50366,49133,48762,0,7184,9536,345
Chandrapur,34757,28775,34899,28332,22133,30579,264,385,325,60,19791,3169,29379,29764,2470,3618,28813,486,5886,27790,964,1952,433,946,10409,11355,5863,763,26459,199014,22799,31069,34464,33864,34104,31970,31971,136,10292,10392,124
Dhule,45318,23183,33540,35333,33021,32581,1075,1563,1370,193,25625,18189,39341,40904,8,619,40753,157,1385,38992,894,1566,918,261,9506,9767,6392,488,74272,206660,30358,39414,43944,41146,40306,36775,36748,0,1802,3162,501
Gadchiroli,21778,17398,22613,17681,14737,21433,118,2238,1897,341,16159,6001,16724,18962,1461,75,18342,591,3470,15938,946,1228,351,2858,3892,6750,1472,53,15930,188351,12820,16568,18077,18207,18240,18384,18748,119,7305,5288,250
Gondiya,21314,17865,22108,19073,9854,21244,320,66,50,16,16559,6273,18902,18968,2297,1086,18780,315,3270,15074,924,1125,464,1995,6612,8607,3134,111,11212,250963,16068,18215,20199,20037,20201,20153,20075,31,7104,6197,410
Hingoli,23098,15900,20770,19641,13061,19801,175,359,239,120,11498,9034,17492,17851,646,534,17684,232,1590,17530,916,759,175,12,5106,5118,1549,348,22398,278434,15424,24927,23036,22208,22252,20765,20659,9,4203,6747,275
Jalgaon,82250,47880,70672,69762,57843,50493,450,2767,2633,134,27151,17282,70212,72979,1984,5310,72740,654,6747,69955,864,4374,688,74,20202,20276,11235,3067,97718,303681,61505,81735,77155,72946,70549,68218,68134,0,6863,4589,937
Jalna,51277,38232,44580,42741,38640,40241,61,153,121,32,20100,13648,34002,34155,331,2209,34013,394,2578,33112,901,1507,248,7,9771,9778,7139,1384,10377,133915,46962,49317,44852,43210,42729,41351,41348,0,4717,4646,264
Kolhapur,65140,47900,60043,57820,49713,54759,208,17,17,0,25014,1582,55021,55038,4011,7847,54656,381,9249,54480,889,4165,1622,658,20840,21498,20708,5440,295840,593356,52061,59257,61578,61424,63146,64403,64398,1,5864,11223,514
Latur,53622,43591,49157,48660,35725,44855,1352,72,55,17,30257,9235,47349,47421,3617,3993,47250,358,2656,46623,930,2830,225,152,15083,15235,7778,1284,79341,332546,48402,51479,50881,48068,47638,45208,44147,25,4995,6571,28
