Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
Latur,46953,37801,20589,92.3,99.5,2554,99.7,8,7,53.3,12467,2080,43498,43513,5160,2777,217,43039,41497,922,93.9,0.1,11698,144,64.6,97.2,3.9,0.4,0,0,15,0,1294,56.6,23.8,114,543,,41625,25.0,2
Nagpur,85305,70311,12503,86.6,95.0,2195,93.2,8,13,38.1,34156,394,70332,70353,13328,7480,422,69928,64422,971,94.3,0.9,25047,1058,75.2,96.5,42.0,2.4,0,1,7,0,366,43.7,11.3,149,419,,69740,50.9,0
Nanded,66528,58501,29833,91.3,94.8,2570,91.3,39,49,44.3,20226,4088,61059,61147,2515,7830,362,58957,55036,982,81.6,0.0,6709,165,38.7,100.0,2.0,0.0,0,0,27,0,392,46.3,14.2,97,278,,58581,44.0,0
Nandurbar,38123,23114,15466,80.3,86.3,2471,62.1,1978,2986,39.8,1659,1657,22621,27585,1076,0,439,26971,26635,943,88.4,0.0,5031,137,19.7,100.0,7.0,0.4,0,0,8,0,35,59.0,14.0,63,536,,29379,37.8,7
Nashik,137460,100573,41230,92.5,92.7,6479,93.8,221,1126,16.4,37676,7932,94470,95817,6804,10248,1010,86489,80574,928,68.8,0.3,51383,1875,54.0,95.6,9.7,2.5,0,0,9,0,2427,44.0,16.9,180,321,,111660,41.1,28
Osmanabad,28601,25643,12950,99.4,99.8,575,92.7,40,25,61.5,6511,550,22822,22887,2525,2931,231,22757,21888,902,79.3,0.0,7944,382,81.2,79.6,11.2,1.3,0,0,10,0,90,33.8,11.8,64,483,,26652,44.2,0
Palghar,60176,51655,17081,95.0,96.8,2306,94.2,182,347,34.4,20925,131,52129,52658,3138,7766,414,51951,49630,948,67.2,0.0,26392,528,86.5,77.8,10.3,0.5,0,0,1,0,893,50.7,11.1,94,413,,51932,44.0,14
Parbhani,36991,29469,11315,76.9,93.2,1106,97.7,5,1,83.3,15880,6602,33495,33501,4032,452,156,33183,33153,896,89.0,0.0,3867,39,26.0,97.4,2.1,0.1,0,0,22,0,0,22.3,10.2,16,167,,32827,42.4,3
Pune,203173,162601,53528,80.3,94.3,4835,88.4,15,36,29.4,83993,11187,149438,149489,17916,28767,1397,141508,118022,898,96.3,1.6,49114,9189,78.5,93.7,15.1,8.5,0,0,34,0,6275,29.6,10.4,2039,2762,,158078,54.7,25
Raigarh,43752,30895,8201,89.8,87.9,613,94.9,319,244,56.7,23630,3047,36667,37230,2654,6152,276,37037,36893,975,70.9,0.0,9272,643,93.2,91.9,23.2,5.7,0,0,3,0,373,32.2,15.6,125,378,,36915,40.1,0
Ratnagiri,17962,15473,2926,97.1,93.8,336,100.0,6,9,40.0,10861,2125,17194,17209,1393,4218,150,17169,15408,944,88.0,0.0,5842,270,82.7,93.3,16.8,2.3,0,0,2,0,234,11.6,8.9,27,113,,15797,37.5,4
Sangli,47987,41894,9323,91.5,96.1,1299,91.9,0,0,,25396,3565,43579,43579,5317,8117,353,40682,39239,912,81.3,0.0,11079,762,74.6,83.2,16.8,2.3,0,1,16,0,2680,12.8,5.2,92,878,,47273,45.2,7
Satara,48547,41064,10466,94.1,93.1,2478,89.7,0,2,0.0,27401,0,43549,43551,2948,11334,446,43203,42500,934,95.1,0.2,3472,1617,90.5,94.9,13.0,1.5,0,1,28,0,2846,26.6,20.9,171,1775,,44732,50.8,0
Sindhudurg,8014,6882,1559,85.9,82.4,197,100.0,5,5,50.0,2608,3,7373,7383,1790,1224,82,7258,6791,960,53.5,0.2,4365,521,85.4,93.5,29.6,0.5,0,0,6,0,4,18.4,11.6,44,11,,7408,38.3,0
Solapur,82737,67099,28545,96.0,98.5,2062,74.5,41,5,89.1,42475,6447,70594,70640,5320,8869,658,70149,65997,884,82.5,0.1,13228,1274,76.8,93.6,11.9,1.3,0,0,1,0,1025,14.6,8.4,95,1475,,73801,55.9,5
Thane,168431,119700,50753,87.3,92.9,3934,67.9,84,1200,6.5,87677,41648,134768,136052,11141,22674,1196,130126,128710,960,89.4,0.6,70660,2242,66.5,90.1,18.9,12.8,0,0,6,0,7153,50.4,15.3,979,1073,,152734,35.9,68
Wardha,19055,16565,4665,91.4,95.3,864,94.2,18,11,62.1,10177,0,16936,16965,1395,4122,123,16939,14341,954,95.9,0.0,6539,280,78.5,89.3,26.3,2.3,0,0,7,0,153,41.1,30.6,70,806,,18338,37.0,12
Washim,19955,17226,5903,88.3,84.1,933,73.0,13,8,61.9,6200,1269,14866,14887,190,1166,94,14820,14778,942,62.1,0.0,6,13,92.6,100.0,4.7,2.1,0,0,14,0,11,28.5,11.3,4,210,,17992,43.2,2
Yavatmal,45387,41630,15213,92.0,91.8,3237,91.0,9,16,36.0,17863,10742,41876,41901,2331,2498,62,41574,41552,963,89.7,0.0,3533,50,14.7,86.0,6.7,1.4,0,1,13,0,264,8.6,1.4,29,335,,47545,43.9,16
