Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Karnataka,1148075.0,639012.0,994595.0,1111544.0,893747.0,76411.0,18812.0,247242.0,169018.0,78224.0,719201.0,125489.0,720477.0,967719.0,40100.0,26316.0,899469.0,30221.0,60702.0,268194.0,937,12316.0,19981.0,6616.0,408469.0,415085.0,256234.0,20906.0,3786999.0,19924408.0,637179.0,1073672.0,1012223.0,990042.0,1026567.0,1008460.0,1105994.0,4141.0,7920.0,6784.0,10848.0
Bagalkote,47583.0,20534.0,32669.0,41312.0,28090.0,504.0,36.0,9820.0,7473.0,2347.0,29019.0,6685.0,29019.0,38839.0,2123.0,196.0,37095.0,499.0,855.0,611.0,953,30.0,63.0,112.0,20510.0,20622.0,9560.0,,94261.0,1050563.0,24403.0,42046.0,45078.0,37467.0,38062.0,37035.0,32325.0,,,,397.0
Bangalore Rural,18418.0,10190.0,14584.0,17510.0,16872.0,,,1233.0,872.0,361.0,11406.0,,11406.0,12639.0,923.0,,13014.0,94.0,264.0,,900,126.0,203.0,15.0,7003.0,7018.0,5176.0,15.0,34660.0,373095.0,8419.0,16130.0,15840.0,15562.0,16697.0,15989.0,15979.0,,,,140.0
Bangalore Urban,130623.0,65474.0,97106.0,152147.0,80758.0,3147.0,308.0,25145.0,24950.0,195.0,46130.0,3152.0,46130.0,71275.0,3156.0,1634.0,58466.0,103.0,719.0,26664.0,929,227.0,4062.0,244.0,43386.0,43630.0,36736.0,1419.0,211346.0,2250360.0,85237.0,130987.0,134825.0,133264.0,140469.0,134385.0,126244.0,,197.0,53.0,291.0
Belgaum,95916.0,63058.0,90806.0,86185.0,61288.0,10894.0,2176.0,14660.0,13158.0,1502.0,86263.0,6450.0,86263.0,100923.0,1652.0,341.0,82616.0,15604.0,11349.0,14442.0,935,2379.0,1895.0,1204.0,35036.0,36240.0,22700.0,771.0,498451.0,1612842.0,16202.0,90804.0,81113.0,75290.0,75807.0,84560.0,86337.0,11.0,1454.0,997.0,515.0
Bellary,61816.0,25380.0,48331.0,49880.0,38387.0,2314.0,644.0,25263.0,20392.0,4871.0,15282.0,2293.0,15282.0,40545.0,706.0,2562.0,50692.0,1205.0,2995.0,8268.0,900,643.0,808.0,670.0,13281.0,13951.0,6075.0,431.0,45460.0,216130.0,25692.0,50245.0,48046.0,45768.0,46502.0,46427.0,48671.0,192.0,3.0,162.0,1515.0
Bidar,51246.0,25572.0,39193.0,50537.0,46614.0,3522.0,649.0,8312.0,6058.0,2254.0,30437.0,5389.0,30437.0,38749.0,472.0,81.0,36407.0,1397.0,2278.0,16045.0,1027,205.0,736.0,424.0,16249.0,16673.0,10958.0,1318.0,86851.0,527334.0,35983.0,41231.0,38279.0,37601.0,41953.0,39655.0,39336.0,272.0,44.0,310.0,354.0
Bijapur,55543.0,20672.0,40055.0,43785.0,40772.0,1367.0,330.0,20194.0,10852.0,9342.0,21397.0,1552.0,21397.0,41591.0,267.0,201.0,44708.0,432.0,3341.0,4489.0,976,64.0,149.0,3.0,12672.0,12675.0,10014.0,45.0,98626.0,885527.0,15510.0,43164.0,39094.0,36071.0,35492.0,41113.0,41626.0,6.0,30.0,128.0,1188.0
Chamrajnagar,17430.0,10297.0,13388.0,16110.0,12310.0,726.0,51.0,1797.0,1248.0,549.0,7992.0,5307.0,7992.0,9789.0,166.0,243.0,12680.0,140.0,601.0,9115.0,936,147.0,265.0,27.0,5826.0,5853.0,3757.0,441.0,35727.0,164205.0,11550.0,13251.0,13715.0,13931.0,14395.0,13705.0,14007.0,1296.0,,2.0,227.0
Chikkaballapur,26410.0,14484.0,23796.0,26261.0,24407.0,1514.0,1613.0,6425.0,2501.0,3924.0,21020.0,7978.0,21020.0,27445.0,1603.0,61.0,21744.0,285.0,693.0,6062.0,926,225.0,267.0,48.0,11732.0,11780.0,13127.0,40.0,31152.0,514310.0,9077.0,25917.0,24284.0,23754.0,26197.0,24281.0,23191.0,30.0,562.0,1379.0,85.0
Chikmagalur,18171.0,13781.0,15569.0,17693.0,20280.0,,,732.0,349.0,383.0,11248.0,623.0,11248.0,11980.0,2437.0,983.0,15299.0,126.0,491.0,,837,200.0,536.0,13.0,8668.0,8681.0,5436.0,956.0,75955.0,436992.0,4289.0,17288.0,16785.0,17099.0,18219.0,16428.0,50864.0,,,,158.0
Chitradurga,36107.0,18902.0,31622.0,32872.0,31680.0,8511.0,1536.0,3638.0,2090.0,1548.0,19716.0,10246.0,19716.0,23354.0,1562.0,510.0,25758.0,2472.0,1916.0,25479.0,853,209.0,703.0,364.0,5616.0,5980.0,6585.0,449.0,71689.0,493568.0,16189.0,27394.0,25243.0,26215.0,28103.0,28125.0,33992.0,136.0,18.0,137.0,253.0
Dakshina Kannada,24710.0,17680.0,19910.0,23523.0,20341.0,1766.0,125.0,100.0,83.0,17.0,8069.0,435.0,8069.0,8169.0,1383.0,986.0,22226.0,157.0,1229.0,4432.0,923,515.0,542.0,39.0,6822.0,6861.0,5517.0,2888.0,63556.0,676494.0,21389.0,22266.0,21923.0,21842.0,22345.0,22087.0,21931.0,6.0,11.0,221.0,238.0
Davanagere,41998.0,22238.0,44871.0,38850.0,49489.0,1379.0,704.0,4610.0,1608.0,3002.0,25819.0,3253.0,25819.0,30429.0,2444.0,1903.0,36562.0,389.0,1774.0,4195.0,901,207.0,752.0,176.0,21147.0,21323.0,11065.0,391.0,127234.0,824400.0,29690.0,35450.0,34758.0,35694.0,35414.0,33957.0,35431.0,,5.0,139.0,489.0
Dharwad,42572.0,22143.0,46699.0,33825.0,18116.0,1385.0,399.0,8771.0,7379.0,1392.0,18242.0,607.0,18242.0,27013.0,149.0,21.0,29371.0,629.0,853.0,12224.0,899,493.0,692.0,218.0,15601.0,15819.0,9573.0,18.0,61887.0,399278.0,30814.0,42632.0,30695.0,30362.0,32204.0,34314.0,36368.0,4.0,3.0,121.0,494.0
Gadag,24735.0,14995.0,22053.0,26463.0,18875.0,2157.0,593.0,7343.0,4584.0,2759.0,11636.0,1996.0,11636.0,18979.0,962.0,754.0,21387.0,748.0,2155.0,8071.0,925,253.0,422.0,74.0,8653.0,8727.0,4398.0,67.0,1424553.0,1617740.0,25146.0,25906.0,22485.0,21924.0,22893.0,23837.0,23174.0,50.0,1316.0,180.0,618.0
Gulbarga,85067.0,35277.0,60955.0,85006.0,53319.0,1320.0,367.0,40727.0,14080.0,26647.0,31669.0,19273.0,31669.0,72396.0,1870.0,1125.0,78087.0,920.0,4032.0,36730.0,967,510.0,457.0,158.0,32531.0,32689.0,11243.0,405.0,90811.0,1052721.0,55250.0,89016.0,82741.0,80073.0,83929.0,77710.0,83013.0,14.0,56.0,297.0,177.0
Hassan,28247.0,22792.0,23032.0,25769.0,21740.0,6318.0,626.0,1251.0,940.0,311.0,16653.0,10555.0,16653.0,17904.0,2130.0,606.0,17027.0,111.0,821.0,14381.0,936,459.0,377.0,180.0,7531.0,7711.0,4794.0,477.0,39485.0,1269944.0,14033.0,21948.0,19087.0,19801.0,20717.0,21045.0,21473.0,2027.0,31.0,218.0,239.0
