Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Madhya Pradesh,1944683.0,960572.0,1488982.0,1621404.0,1656340.0,450685.0,36594.0,206938.0,49743.0,157195.0,1157412.0,444443.0,1283906.0,1490844.0,42669.0,27911.0,1470963.0,25311.0,245081.0,1281888.0,936,24446.0,23616.0,43041.0,582581.0,625622.0,288303.0,6979.0,2766636.0,18427219.0,1035754.0,1501778.0,1633409.0,1592184.0,1575112.0,1567795.0,1481078.0,1794.0,130420.0,211389.0,21139.0
Agar Malwa,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Alirajpur,25950.0,10072.0,18210.0,16074.0,25001.0,5349.0,136.0,9408.0,162.0,9246.0,10626.0,6759.0,10626.0,20034.0,,,19866.0,276.0,1650.0,15236.0,951,201.0,161.0,19.0,5477.0,5496.0,4607.0,,63601.0,90452.0,9195.0,19283.0,19702.0,19267.0,19035.0,20008.0,19730.0,,4811.0,1009.0,147.0
Anuppur,20480.0,16656.0,15936.0,15107.0,16478.0,2976.0,229.0,61.0,39.0,22.0,12717.0,4.0,12864.0,12925.0,17.0,,12538.0,414.0,1807.0,12039.0,903,64.0,81.0,1822.0,5663.0,7485.0,1560.0,,7169.0,30808.0,8382.0,12217.0,17333.0,16666.0,16415.0,15577.0,14467.0,21.0,1627.0,240.0,363.0
Ashok Nagar,22610.0,10566.0,18544.0,21134.0,21685.0,2146.0,130.0,2381.0,387.0,1994.0,15705.0,3592.0,16087.0,18468.0,13.0,48.0,18145.0,353.0,875.0,16585.0,957,83.0,123.0,83.0,6738.0,6821.0,3629.0,,39375.0,124264.0,16721.0,18657.0,20564.0,20694.0,20395.0,20918.0,19814.0,12.0,1990.0,530.0,371.0
Balaghat,34834.0,20241.0,29885.0,32477.0,31741.0,7011.0,350.0,5601.0,1083.0,4518.0,24307.0,18543.0,24494.0,30095.0,3172.0,5.0,29514.0,704.0,4086.0,25439.0,970,413.0,117.0,2765.0,14697.0,17462.0,1847.0,,20236.0,85246.0,18007.0,29404.0,31187.0,31403.0,31753.0,30597.0,24790.0,53.0,3194.0,6783.0,589.0
Barwani,37328.0,18534.0,32963.0,28315.0,37818.0,9706.0,3012.0,13684.0,2115.0,11569.0,22602.0,19162.0,23189.0,36873.0,650.0,322.0,36371.0,572.0,6808.0,24882.0,927,503.0,285.0,206.0,13438.0,13644.0,5054.0,,77042.0,1305815.0,20056.0,38229.0,36886.0,36056.0,35170.0,36668.0,36668.0,1.0,4936.0,7336.0,867.0
Betul,33287.0,17346.0,28705.0,32467.0,28694.0,11246.0,507.0,6151.0,1051.0,5100.0,20773.0,1500.0,23396.0,29547.0,268.0,943.0,29117.0,529.0,6409.0,24694.0,944,767.0,154.0,940.0,15309.0,16249.0,4254.0,53.0,104195.0,1138122.0,17440.0,31915.0,29237.0,29972.0,30336.0,29713.0,29713.0,8.0,757.0,4986.0,764.0
Bhind,43148.0,18184.0,33762.0,41813.0,38509.0,28047.0,2362.0,4680.0,404.0,4276.0,26111.0,9082.0,26455.0,31135.0,634.0,16.0,30944.0,307.0,8182.0,30173.0,897,795.0,440.0,183.0,7889.0,8072.0,8618.0,,50711.0,175080.0,24747.0,29544.0,37523.0,36912.0,36617.0,35126.0,27474.0,21.0,1578.0,2287.0,745.0
Bhopal,61905.0,37861.0,57261.0,57305.0,57729.0,23099.0,3286.0,2512.0,915.0,1597.0,33122.0,9278.0,45457.0,47969.0,5187.0,5447.0,47549.0,861.0,6054.0,43166.0,943,6030.0,6834.0,1020.0,13676.0,14696.0,4051.0,1372.0,94193.0,766687.0,42309.0,46105.0,50448.0,47848.0,46604.0,47131.0,44712.0,168.0,40934.0,46702.0,304.0
