Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,940941,550682,149116,79.7,93.1,6906,44.7,12077,21943,35.5,191189,118607,703963,737983,19788,36400.0,9106,687295,678134,921,57.2,0.1,211538,4286,29.3,93.1,6.0,0.8,0,92,2,295,12766.0,49.9,13.3,3421,94781,,653490,87.7,138
Bokaro,56498,34675,10891,79.4,61.4,226,46.4,701,1139,38.1,27330,23189,46114,47954,368,1201.0,198,45547,44961,902,51.8,0.0,27041,227,42.3,92.5,5.1,0.4,0,91,0,0,1285.0,53.6,9.8,31,3519,,39326,78.5,0
Chatra,31254,13370,4881,86.5,114.1,90,14.6,542,912,37.3,92,92,22042,23496,12,0.0,260,22321,22683,896,49.2,0.1,1939,142,38.6,100.0,0.0,0.4,0,0,0,1,0.0,44.5,10.6,63,1326,,16133,85.6,18
Deoghar,42212,26728,6010,74.4,75.3,106,44.2,759,939,44.7,8136,4961,34861,36559,497,3175.0,333,36155,35683,886,67.8,0.0,19064,275,58.1,100.0,1.6,0.1,0,0,0,0,204.0,69.3,18.9,288,9984,,25583,91.1,0
Dhanbad,70322,20853,10047,85.5,54.7,38,3.5,466,932,33.3,39669,24102,56041,57439,1938,7329.0,358,32984,30030,920,46.0,0.0,4559,9,6.9,44.4,6.8,0.0,0,0,1,0,4.0,48.1,4.2,0,2563,,48499,93.9,0
Dumka,39745,30799,6078,85.8,78.0,145,70.0,335,524,39.0,2866,2787,27499,28358,86,602.0,459,27937,27731,950,73.6,0.0,10355,117,25.6,98.3,0.5,2.6,0,0,0,0,59.0,66.9,10.7,71,7112,,19547,100.0,2
Garhwa,42334,20740,7990,72.6,99.7,137,23.9,64,602,9.6,0,0,31069,31735,300,,585,31217,31109,922,23.8,0.0,892,81,35.5,93.8,1.9,0.0,0,1,0,34,0.0,45.2,4.8,123,3141,,29684,88.9,36
Giridih,61561,26913,8862,73.5,90.2,267,53.7,2386,3136,43.2,11630,3195,42409,47931,379,3659.0,421,44140,43982,879,91.1,0.0,2695,112,22.0,100.0,6.9,0.1,0,0,0,0,1.0,35.9,8.7,8,1672,,47939,84.4,2
Godda,39251,30829,7521,87.1,85.4,141,18.1,231,93,71.3,685,685,31837,32161,411,53.0,504,31516,31054,950,71.9,0.0,6522,145,33.8,90.3,2.8,0.1,0,0,0,8,0.0,46.3,10.6,45,5529,,31307,92.1,0
Gumla,27737,15567,705,57.2,31.9,443,21.2,543,1439,27.4,1027,586,17355,19337,762,310.0,378,18888,18652,940,29.6,0.1,13932,453,40.3,89.8,1.7,0.7,0,0,0,0,69.0,37.8,13.6,105,2526,,24444,81.7,11
Hazaribagh,46556,32227,9023,72.9,97.5,290,92.1,251,455,35.6,6673,6673,35417,36123,1974,1488.0,331,36785,36793,852,67.5,0.0,8222,124,22.2,91.1,10.0,3.1,0,0,0,0,884.0,52.9,11.9,80,9923,,30343,81.0,10
Jamtara,22406,14135,3572,92.1,82.8,157,83.1,33,159,17.2,4263,4159,17354,17546,79,36.0,251,17328,17180,905,72.5,0.0,4066,9,2.4,66.7,2.1,0.9,0,0,0,7,0.0,53.5,13.4,1,3102,,18903,89.0,9
Khunti,14867,8214,833,73.8,78.7,157,60.4,195,86,69.4,583,533,9970,10251,502,73.0,150,10090,10064,957,65.1,0.0,7518,46,49.0,97.8,8.8,1.9,0,0,0,0,378.0,32.5,18.9,207,1770,,10799,80.6,3
Kodarma,21380,11938,4015,81.9,58.0,24,11.8,8,20,28.6,4453,2447,18481,18509,865,2135.0,279,17917,16724,818,43.4,0.0,3510,369,54.7,98.9,17.2,0.3,0,0,0,0,,51.5,12.4,19,1922,,15149,95.8,2
Latehar,20142,11403,4042,84.0,292.3,265,75.1,200,863,18.8,254,128,16500,17563,94,0.0,287,16828,16785,947,70.3,0.0,3210,64,12.3,70.3,1.1,0.0,0,0,0,28,0.0,40.5,9.3,21,3409,,16037,91.5,2
Lohardaga,17318,12563,1750,90.0,94.3,886,96.1,54,32,62.8,584,361,11070,11156,297,119.0,119,11078,11001,922,75.1,0.1,2845,110,13.6,100.0,27.1,0.9,0,0,0,0,0.0,48.2,18.8,20,2472,,13296,68.4,0
Pakur,31967,14886,6041,89.6,71.6,21,9.4,817,2592,24.0,3964,3524,19137,22546,100,437.0,266,20982,21626,948,83.9,0.0,10772,36,16.3,94.4,0.4,0.6,0,0,0,26,0.0,57.6,19.6,169,4686,,16719,83.4,1
Palamu,56120,42370,11056,85.4,74.8,1383,89.6,1353,298,82.0,12267,4432,46028,47679,1261,3223.0,675,43538,43353,984,22.4,0.1,8812,104,31.6,83.7,2.7,0.3,0,0,0,10,19.0,54.4,11.4,16,4642,,33551,94.1,0
Pashchimi Singhbhum,45201,20218,3243,76.4,113.5,222,17.8,1129,3024,27.2,2225,1625,33239,37392,208,691.0,752,35526,35304,939,47.5,0.0,6552,351,19.5,75.8,8.6,1.2,0,0,0,134,30.0,42.6,14.4,262,10157,,32592,83.5,0
Purbi Singhbhum,56205,35488,7136,91.3,87.0,426,45.1,245,497,33.0,15969,5969,38605,39347,2616,7566.0,721,37355,36647,933,70.5,0.4,19709,159,19.6,89.9,5.4,1.5,0,0,0,28,219.0,75.1,27.3,48,2275,,45349,89.9,2
Ramgarh,23354,15349,1108,80.9,84.1,209,82.3,104,413,20.1,5245,4358,15732,16249,363,1004.0,136,16029,16043,944,52.7,0.0,2220,133,35.1,91.0,7.4,0.5,0,0,0,13,321.0,61.9,11.9,29,1705,,13162,77.9,0
Ranchi,89780,53667,13103,69.7,172.8,884,61.3,521,1199,30.3,28292,23111,66340,68060,5449,2304.0,292,63739,63114,935,55.5,0.5,6702,472,49.8,95.6,13.0,2.4,0,0,0,0,9118.0,42.0,18.2,1580,6271,,69032,91.2,3
Sahibganj,37006,23530,12393,66.2,49.4,242,68.8,755,1048,41.9,1249,374,30396,32199,1053,540.0,712,31447,29968,911,48.8,0.0,18644,392,42.7,98.0,22.1,1.3,0,0,0,0,27.0,67.0,9.9,89,724,,20128,97.8,30
Saraikela,31914,24375,6980,93.5,89.6,104,31.2,188,1174,13.8,13045,714,24989,26351,66,439.0,385,26229,25931,935,44.9,0.0,11744,272,10.8,98.5,1.6,0.4,0,0,1,6,148.0,65.4,30.2,125,2803,,22944,79.4,0
Simdega,15811,9845,1836,81.2,88.0,43,14.3,197,367,34.9,688,602,11478,12042,108,16.0,254,11719,11716,1015,75.1,0.0,10013,84,5.2,95.2,3.2,0.0,0,0,0,0,0.0,27.0,14.3,21,1548,,13024,67.2,7
