Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2159123.0,1292304.0,1600295.0,1796082.0,1270520.0,1055412.0,59380.0,67276.0,39530.0,27746.0,877222.0,309330.0,1767861.0,1835137.0,116579.0,145564.0,1814425.0,29886.0,282990.0,1656482.0,910,102023.0,46880.0,19591.0,561300.0,580891.0,316269.0,58574.0,2655159.0,25139454.0,1527599.0,1913368.0,1948856.0,1898940.0,1907835.0,1880349.0,1811433.0,114478.0,282274.0,347049.0,34357.0
Ahmednagar,88271.0,68555.0,76190.0,80052.0,61091.0,42365.0,1676.0,1532.0,733.0,799.0,25087.0,8825.0,87994.0,89526.0,2286.0,9641.0,88814.0,1246.0,6375.0,82133.0,883,3509.0,2081.0,115.0,29522.0,29637.0,22944.0,2285.0,153922.0,990492.0,56835.0,84522.0,83404.0,81095.0,81674.0,80676.0,76180.0,13942.0,8063.0,9635.0,1261.0
Akola,33529.0,25263.0,32207.0,28589.0,17435.0,39799.0,768.0,761.0,383.0,378.0,18043.0,4062.0,32911.0,33672.0,4837.0,2954.0,32793.0,879.0,7310.0,31036.0,892,1457.0,209.0,633.0,9556.0,10189.0,4185.0,1067.0,33153.0,358472.0,29513.0,31108.0,29222.0,28649.0,29016.0,27790.0,25882.0,600.0,6232.0,4875.0,979.0
Amravati,55488.0,38125.0,44107.0,44128.0,16007.0,43831.0,2046.0,2768.0,1109.0,1659.0,25873.0,7449.0,41922.0,44690.0,3100.0,5760.0,43944.0,839.0,5612.0,37678.0,939,1382.0,95.0,959.0,14333.0,15292.0,6400.0,2000.0,38437.0,532071.0,37124.0,42444.0,45181.0,43039.0,42219.0,43585.0,41285.0,514.0,10713.0,14434.0,1394.0
Aurangabad,72234.0,46405.0,52762.0,62206.0,48142.0,37648.0,2061.0,1251.0,881.0,370.0,25128.0,12585.0,44259.0,45510.0,144.0,1423.0,45104.0,410.0,5420.0,44464.0,894,4349.0,1238.0,63.0,17561.0,17624.0,8072.0,4607.0,56175.0,928335.0,42899.0,67582.0,69994.0,67940.0,65853.0,62719.0,59154.0,2063.0,482.0,6143.0,502.0
Bhandara,18748.0,16332.0,17977.0,18458.0,13353.0,13189.0,222.0,144.0,96.0,48.0,16407.0,,18214.0,18358.0,3392.0,1130.0,18274.0,332.0,3823.0,17649.0,904,614.0,82.0,1317.0,4630.0,5947.0,2955.0,57.0,29890.0,349363.0,13660.0,18922.0,18641.0,18533.0,18750.0,18639.0,18394.0,2849.0,9621.0,7691.0,509.0
Bid,51346.0,32616.0,41732.0,44113.0,25719.0,28286.0,573.0,686.0,505.0,181.0,19241.0,13618.0,48363.0,49049.0,1434.0,918.0,48553.0,592.0,3836.0,42348.0,893,1203.0,295.0,96.0,13705.0,13801.0,11093.0,768.0,117418.0,806697.0,45190.0,47730.0,51975.0,50491.0,49460.0,47434.0,45940.0,,5908.0,8369.0,937.0
Brihan Mumbai,190316.0,26675.0,52927.0,190450.0,105811.0,17514.0,2130.0,1402.0,711.0,691.0,83408.0,19.0,178650.0,180052.0,41662.0,5291.0,178167.0,3862.0,46126.0,176877.0,930,26795.0,26795.0,1363.0,24994.0,26357.0,36882.0,,204869.0,4907409.0,171234.0,199833.0,200466.0,193673.0,208331.0,193963.0,185722.0,23.0,72131.0,62676.0,5580.0
Buldana,51639.0,38541.0,43547.0,46286.0,14819.0,24017.0,2478.0,3500.0,2615.0,885.0,20568.0,13940.0,48502.0,52002.0,1007.0,2712.0,51204.0,883.0,6077.0,44208.0,875,1720.0,321.0,191.0,14158.0,14349.0,5484.0,451.0,25665.0,353619.0,37104.0,47269.0,49226.0,48223.0,48185.0,52295.0,50331.0,3467.0,5833.0,6487.0,1132.0
Chandrapur,36325.0,27864.0,32388.0,31568.0,19995.0,27653.0,2007.0,981.0,475.0,506.0,18880.0,9697.0,28840.0,29821.0,1606.0,4167.0,29187.0,708.0,5715.0,28082.0,936,957.0,165.0,1450.0,13492.0,14942.0,5710.0,611.0,29419.0,339368.0,20816.0,29187.0,34898.0,34812.0,35404.0,33944.0,32668.0,1835.0,9287.0,8340.0,611.0
