Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Kerala,591901,340034,452604,480251,327296,,,1624,269,1355.0,181558,,181558,183182,61673,83738.0,487858,2415,58515,4229.0,914,24675,,4657,123226,127883,58106,6334.0,343087,7107132,492572,508871,508703,492798,491454,494112,473415,1.0,,,3917
Alappuzha,35405,19642,24796,22729,20707,,,12,5,7.0,15621,,15621,15633,6294,2823.0,34519,76,1749,,496,1533,,394,5561,5955,2323,209.0,16915,621629,24883,24557,28071,27408,27106,26417,26417,,,,114
Ernakulam,54788,35560,46076,42446,33601,,,20,1,19.0,8690,,8690,8710,5730,15215.0,38772,69,3225,,961,2007,,410,15064,15474,4297,791.0,38140,766400,39558,39558,44928,44489,45935,44487,44487,,,,182
Idukki,17898,15234,15707,17337,15091,,,143,9,134.0,7042,,7042,7185,1724,909.0,15809,78,1005,,944,1086,,868,5629,6497,4434,98.0,19207,276361,15801,15717,16176,16102,16238,16314,15865,,,,134
KOZHIKKODE,49878,36446,40379,49443,28773,,,47,18,29.0,24527,,24527,24574,7639,6935.0,53565,522,7560,,980,1987,,371,10293,10664,5146,88.0,17363,611072,52600,53428,45908,45380,43894,45939,45490,,,,759
Kannur,46959,23837,32056,39616,20270,,,29,1,28.0,11937,,11937,11966,6979,7904.0,42655,211,4655,,955,1715,,238,9970,10208,4787,173.0,22609,494135,45067,45071,37942,36489,37678,39181,38345,,,,192
Kasaragod,22533,10615,16863,14659,10271,,,122,16,106.0,2537,,2537,2659,579,2952.0,19518,103,1216,,927,888,,142,3163,3305,2589,,10981,249560,14956,19632,21267,20259,20073,23963,15957,,,,220
Kollam,51216,28790,40221,39744,27208,,,52,52,,13388,,13388,13440,6560,9524.0,37359,103,1887,,939,1719,,430,7171,7601,4620,34.0,34574,642179,38594,38594,40084,38895,41340,40382,40382,,,,239
Kottayam,30574,19264,25501,23141,23415,,,12,5,7.0,11788,,11788,11800,4257,,24506,85,2355,,927,1481,,542,6972,7514,6120,82.0,28976,309735,24875,25030,25954,25512,26278,25665,25547,,,,191
Malappuram,81890,43039,54873,62207,56688,,,289,79,210.0,17111,,17111,17400,3408,14069.0,82965,371,12946,,953,3155,,169,10889,11058,5302,1887.0,43626,558281,71287,81562,79023,74000,65890,65227,59602,,,,610
Palakkad,48073,24153,35908,37752,28380,,,281,34,247.0,8527,,8527,8808,1868,6146.0,37478,95,3812,,972,1860,,341,11591,11932,5054,697.0,28781,231416,37603,37378,44576,43261,41915,43085,43007,1.0,,,292
Pathanamthitta,21046,11322,15791,13871,13150,,,18,15,3.0,9696,,9696,9714,2134,5180.0,16776,54,1659,,946,995,,127,3945,4072,2673,71.0,11436,427695,16122,16136,15562,15159,14956,15240,15209,,,,79
Thiruvananthapuram,62006,29326,51879,51979,18453,,,35,23,12.0,25059,,25059,25094,8292,,15216,287,9857,4229.0,1010,2774,,63,13489,13552,3828,186.0,22671,1112278,39671,39977,49543,47619,48719,46729,43936,,,,589
Thrissur,51230,32065,38233,50746,20989,,,16,8,8.0,18775,,18775,18791,4784,12081.0,54997,233,4686,,955,2598,,361,16297,16658,5031,1866.0,34830,506618,57862,57862,46077,45404,48845,47082,47082,,,,203
Wayanad,18405,10741,14321,14581,10300,,,548,3,545.0,6860,,6860,7408,1425,,13723,128,1903,,944,877,,201,3192,3393,1902,152.0,12978,299773,13693,14369,13592,12821,12587,14401,12089,,,,113
