Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Maharashtra,2051346,1758392,645162,94.7,97.4,79243,91.6,4145,7080,36.9,910695,175720,1787203,1798428,185891,240401,14614,1762571,1657146,942,93.4,0.3,803256,35819,73.0,91.3,14.7,3.2,0,13,545,0,53826,35.3,13.8,8500,37549,4647,1902253,100.0,529
Ahmadnagar,81343,73269,31736,98.1,100.2,3723,91.6,38,29,56.7,51066,5134,73474,73541,3795,7826,589,72883,72897,916,98.0,0.3,20070,1359,67.6,97.2,6.8,2.4,0,0,43,0,1289,22.1,32.3,282,1552,157,72918,100.0,14
Akola,32361,29809,10379,95.4,104.5,2425,67.6,18,9,66.7,8846,0,32686,32713,10546,2805,549,32251,30190,926,90.9,0.0,9043,972,66.3,90.7,24.7,5.2,0,0,11,0,107,41.3,9.5,319,1273,22,29509,100.0,9
Amravati,45498,38537,14607,85.7,96.2,2347,64.3,629,588,51.7,14787,4270,39987,41204,5892,8320,683,40645,39886,952,87.9,0.2,21511,774,43.9,96.9,35.8,2.0,0,3,13,0,984,31.5,8.2,261,941,516,44980,100.0,1
Aurangabad,76900,68985,29294,100.0,100.0,1550,100.0,17,16,51.5,32884,20407,71312,71345,5683,7881,373,71021,71021,959,100.0,0.0,25801,1247,68.9,84.6,9.4,1.5,0,0,41,0,4454,27.5,8.7,327,763,105,73062,100.0,0
Bhandara,16413,15352,4232,108.5,99.8,789,100.1,9,11,45.0,4556,0,16483,16503,4786,2964,225,16415,16380,942,100.2,0.0,5415,392,40.1,89.5,41.9,0.5,0,0,13,0,0,74.5,19.3,5,320,68,15807,100.0,13
Bid,46024,41603,16865,95.3,98.4,2436,89.8,7,11,38.9,14828,1263,46178,46196,9336,2466,369,45676,44742,947,95.5,0.0,14071,4203,84.4,90.1,8.1,7.6,0,0,17,0,448,42.1,18.4,362,567,168,45051,100.0,0
Brihan Mumbai,191247,106164,62358,83.5,84.1,4778,94.0,4,37,9.8,78886,8504,147822,147863,23136,24228,1646,148182,120144,940,82.5,1.1,223486,3131,79.3,85.6,27.7,7.5,0,0,4,0,19565,35.2,10.2,1395,1928,315,181027,100.0,165
Buldana,49066,43679,15878,93.2,98.5,2818,91.8,157,36,81.3,24513,4018,41915,42108,2543,2355,303,41737,38739,889,78.4,0.0,3290,114,46.2,100.0,5.3,0.8,0,0,58,0,129,31.1,8.9,67,1416,72,46776,100.0,18
Chandrapur,32027,28725,8739,108.7,106.3,805,93.6,63,9,87.5,8102,877,27418,27490,4075,4499,492,26849,24525,945,103.9,0.0,19069,283,61.0,88.3,19.3,1.1,0,1,9,0,252,30.6,14.2,102,361,94,32206,99.9,39
