Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jharkhand,953011,634431,169964,78.4,79.7,11023,65.6,11905,17617,40.3,183567,107356,703850,733372,22822,35865,9025,712080,701334,921,62.1,0.1,385402,5536,29.8,92.3,8.4,1.2,0,0,3,177,2726.0,55.1,15.8,2519,202902,9164,783410,98.7,84
Bokaro,53004,34509,10225,76.3,72.9,580,86.6,641,632,50.4,21463,18694,41403,42676,1051,1934,181,40259,39479,897,70.6,0.0,41688,358,48.0,100.0,6.6,0.3,0,0,0,0,901.0,54.2,9.2,26,9366,419,45281,100.0,2
Chatra,30789,15222,5423,77.6,85.9,45,6.2,571,549,51.0,182,182,21915,23035,26,0,189,22273,22343,921,67.7,0.0,4454,57,28.1,100.0,0.1,0.0,0,0,0,18,,52.2,11.5,30,5627,400,23869,99.2,4
Deoghar,38707,28023,5924,75.7,84.3,116,72.5,538,475,53.1,8509,4818,35679,36692,1012,3563,398,36308,35171,873,67.9,0.2,18566,400,63.9,98.3,3.0,0.3,0,0,0,5,136.0,69.7,20.3,83,10161,89,38094,100.0,1
Dhanbad,70611,35327,12906,85.2,68.3,68,23.1,555,732,43.1,36096,28162,53378,54665,1820,5362,384,53595,51907,890,66.3,0.0,9111,30,36.3,96.7,13.1,0.4,0,0,0,0,33.0,48.7,8.5,16,8929,227,64687,99.8,1
Dumka,38321,32225,6337,90.3,84.3,198,90.0,328,459,41.7,2989,2375,25864,26651,137,616,437,26390,26077,942,62.1,0.0,15536,100,21.7,99.0,0.5,0.4,0,0,0,2,124.0,60.6,17.1,159,20531,335,33516,100.0,4
Garhwa,44648,24325,9488,72.6,106.0,440,40.7,169,475,26.2,1680,1680,33835,34479,293,0,592,31348,31316,941,66.8,0.0,3482,175,52.9,90.3,1.8,0.3,0,0,0,50,0.0,56.4,5.9,80,6850,507,30495,91.1,0
Giridih,68808,43932,14044,76.1,92.8,418,58.7,2432,2805,46.4,18168,2408,49169,54406,471,4970,347,52067,52052,886,91.0,0.0,18747,106,32.0,100.0,9.0,0.0,0,0,0,5,0.0,34.9,10.0,19,6611,569,54462,100.0,1
Godda,39097,31325,7733,79.1,89.3,187,41.8,238,155,60.6,428,327,31295,31688,562,29,457,31117,30681,934,82.3,0.0,10216,304,48.4,98.4,4.9,0.0,0,0,0,5,0.0,65.2,18.3,21,8343,549,32773,99.4,6
Gumla,29820,19929,1123,64.2,76.0,1481,79.2,393,1621,19.5,1000,735,18163,20177,814,264,417,19683,19216,951,69.6,0.2,21744,471,32.2,94.7,6.3,0.9,0,0,0,0,26.0,49.5,19.1,65,6915,1116,25217,100.0,7
Hazaribagh,47931,36236,9695,79.4,94.1,337,86.6,78,85,47.9,3878,2457,32533,32696,1857,1241,302,35477,34723,899,83.7,0.9,19442,62,9.3,85.5,12.9,0.0,0,0,0,17,42.0,65.6,14.7,98,21103,274,40048,99.9,5
Jamtara,20224,13368,3502,87.0,92.9,231,99.6,42,193,17.9,4529,4521,16489,16724,56,48,261,16137,16334,927,88.0,0.0,8255,44,13.0,84.1,0.6,0.0,0,0,2,2,0.0,57.9,16.7,7,8669,247,18889,100.0,1
Khunti,15255,10440,920,79.1,82.9,287,82.0,24,1,96.0,691,606,10463,10488,495,85,170,10378,10366,974,70.4,0.6,10852,6,0.9,100.0,7.5,5.2,0,0,0,0,0.0,32.7,20.5,58,5169,17,13132,100.0,2
Kodarma,22331,14887,4107,80.1,81.5,197,84.9,12,3,80.0,4105,1775,18724,18739,1199,2139,286,18524,18381,876,63.1,0.0,20434,474,58.4,100.0,15.4,1.6,0,0,0,25,1.0,59.8,16.6,23,6239,295,17292,99.9,0
Latehar,24747,16426,5159,75.4,82.6,356,89.4,218,709,23.5,242,106,15561,16488,77,0,277,15668,15530,933,46.2,0.0,9236,54,12.3,74.1,1.1,0.3,0,0,0,4,0.0,49.4,12.5,13,7027,666,17073,99.4,0
Lohardaga,16349,13676,1827,94.6,90.6,791,90.1,60,31,65.9,534,400,11077,11168,313,131,140,11051,10980,925,87.4,0.0,9120,220,25.8,72.7,31.3,11.6,0,0,0,1,0.0,46.8,19.3,82,5224,270,13771,100.0,13
Pakur,32814,18077,6231,78.9,84.9,87,11.5,735,2708,21.3,4640,2956,20813,24256,94,49,251,22503,22926,933,68.5,0.0,11981,67,33.0,86.6,1.4,0.0,0,0,0,0,0.0,59.8,18.6,501,8738,76,25070,98.7,2
Palamu,62012,47536,14225,75.8,69.0,2006,92.1,1173,227,83.8,7253,956,41994,43394,1164,4385,661,42394,41541,929,29.2,0.0,8596,145,39.1,58.6,14.5,0.0,0,0,0,0,0.0,63.7,12.1,45,8122,860,43354,97.2,0
Pashchimi Singhbhum,45027,27793,3866,79.6,98.0,443,70.2,1696,2441,41.0,2053,1943,34879,39016,607,655,804,37597,37087,966,70.2,0.4,11080,518,23.2,95.8,9.2,18.8,0,0,0,30,19.0,51.9,20.6,461,15680,977,37587,99.7,14
Purbi Singhbhum,59637,44682,8418,94.3,55.1,351,45.5,413,221,65.1,19813,7847,41040,41674,2249,6846,724,40763,40565,940,29.7,0.3,40643,249,16.5,92.8,10.0,2.2,0,0,0,12,220.0,87.2,33.7,101,3725,178,50094,99.9,7
Ramgarh,21290,15737,1188,93.1,85.9,371,90.0,86,149,36.6,4403,3314,14943,15178,329,863,91,15153,14938,900,76.3,0.0,15890,194,39.8,93.8,8.6,0.4,0,0,0,0,135.0,63.2,16.1,56,4171,161,21273,98.3,3
