Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Jammu & Kashmir,395092,266690,55651,73.1,35.5,29515,64.8,694,9702,6.7,16923.0,1911.0,188988,199384,62388,15014.0,3814,195112,175781,944,37.4,0.3,91496,4784,38.7,93.8,38.6,5.8,0,0,0,4,426.0,28.2,3.1,793,49471,,204938,47.2,28
Anantnag,28918,24691,6025,55.4,27.7,63,79.7,4,0,100.0,260.0,41.0,14636,14640,6092,209.0,220,14526,13341,952,24.6,0.0,18227,0,0.0,,63.3,1.1,0,0,0,0,0.0,12.3,1.2,0,2456,,17490,51.1,0
Badgam,12379,12289,27,77.8,69.4,58,100.0,2,0,100.0,,,3505,3507,1312,,8,3509,3509,969,49.7,0.0,0,0,0.0,,17.2,0.0,0,0,0,0,,26.6,7.1,0,1348,,11410,-54.1,0
Bandipora,7140,5954,1883,72.2,78.5,202,75.7,14,97,12.6,,,3053,3164,569,,28,3016,2712,941,77.5,0.0,2026,0,0.0,,9.6,0.0,0,0,0,0,,7.8,0.6,0,1323,,5617,18.2,0
Baramula,22241,18756,7796,94.1,98.4,892,92.3,76,85,47.2,1711.0,63.0,13354,13515,4482,1651.0,197,13471,13411,988,97.0,0.9,2231,0,0.0,,13.4,0.0,0,0,0,0,,17.9,1.7,5,2480,,20624,24.3,0
Doda,8059,5330,1486,54.4,62.3,0,,19,1711,1.1,,,3924,5654,481,,62,5531,5133,895,49.3,0.2,518,475,79.8,66.5,0.0,0.0,0,0,0,0,,25.9,2.3,0,1156,,5838,42.4,0
Ganderbal,5040,4686,774,99.2,72.7,171,78.1,22,13,62.9,,,1772,1807,193,,12,1666,1578,973,77.1,0.0,626,0,0.0,,0.9,0.9,0,0,0,0,,32.9,12.7,20,1030,,5010,-42.8,0
Jammu,69497,28894,6857,60.1,20.4,25310,101.1,18,171,9.5,3745.0,900.0,34834,35023,11961,3077.0,810,34910,25660,916,18.1,0.3,21951,1460,49.9,98.1,50.5,22.6,0,0,0,0,4.0,27.8,1.8,501,4576,,16365,64.9,5
Kargil,2364,1238,731,54.8,84.1,41,11.7,48,14,77.4,,,2101,2163,416,,13,2066,1800,907,55.8,0.0,4,0,0.0,,7.7,0.0,0,0,0,0,,45.5,11.2,76,118,,1509,16.6,0
Kathua,11684,9199,2695,61.2,56.0,32,37.2,0,1538,0.0,375.0,,5979,7517,1426,360.0,151,7403,7139,914,62.9,0.0,4878,586,55.7,100.0,11.6,0.7,0,0,0,0,,59.5,11.9,10,2045,,9569,40.7,6
